start_s,end_s,supply_GiB_s
2.0,2.01,36.12945556640625
2.01,2.02,40.0
2.02,2.03,40.0
2.03,2.04,40.0
2.04,2.05,35.80547518865296
2.05,2.06,40.0
2.06,2.07,40.0
2.07,2.08,26.39233579258871
2.08,2.09,40.0
2.09,2.1,40.0
2.1,2.11,35.812114495494825
2.11,2.12,32.77159396175011
2.12,2.13,38.91297567541551
2.13,2.14,31.57316801318302
2.14,2.15,8.682850029552355
2.15,2.16,35.45776888153341
2.16,2.17,35.60333860844548
2.17,2.18,17.119763382708697
2.18,2.19,31.650209426348738
2.19,2.2,39.3890380859375
2.2,2.21,40.0
2.21,2.22,32.000290862817565
2.22,2.23,36.78047788060576
2.23,2.24,40.0
2.24,2.25,34.11529541015625
2.25,2.26,34.604458532056015
2.26,2.27,39.58430186858823
2.27,2.2800000000000002,37.85103999973944
2.2800000000000002,2.29,26.7398690284208
2.29,2.3,25.96236887352825
2.3,2.31,28.7917672281892
2.31,2.32,39.97284407378538
2.32,2.33,34.8233286388695
2.33,2.34,29.950493901327718
2.34,2.35,39.253292613902886
2.35,2.36,34.87367686404832
2.36,2.37,40.0
2.37,2.38,39.465690018862006
2.38,2.39,25.39226119500745
2.39,2.4,30.838808265187254
2.4,2.41,31.77809239696944
2.41,2.42,30.64228299243041
2.42,2.43,40.0
2.43,2.44,28.384337718325696
2.44,2.45,34.516202140517635
2.45,2.46,10.164583992294865
2.46,2.47,33.94496995990812
2.47,2.48,34.19668789041498
2.48,2.49,40.0
2.49,2.5,40.0
2.5,2.51,34.5090989856144
2.51,2.52,26.059784592172946
2.52,2.5300000000000002,38.322165782497905
2.5300000000000002,2.54,37.613889079457294
2.54,2.55,40.0
2.55,2.56,28.083201073215605
2.56,2.5700000000000003,31.17017332218893
2.5700000000000003,2.58,40.0
2.58,2.59,40.0
2.59,2.6,34.676948482307125
2.6,2.61,40.0
2.61,2.62,27.083176047066445
2.62,2.63,36.910913928331865
2.63,2.64,40.0
2.64,2.65,40.0
2.65,2.66,40.0
2.66,2.67,34.753209606824385
2.67,2.68,38.623742848445545
2.68,2.69,40.0
2.69,2.7,33.57092953318352
2.7,2.71,20.10208054805844
2.71,2.7199999999999998,36.86548401146865
2.7199999999999998,2.73,34.7211248752501
2.73,2.74,39.93524256632372
2.74,2.75,40.0
