start_s,end_s,supply_GiB_s
2.0,2.01,40.0
2.01,2.02,40.0
2.02,2.03,26.092564162425333
2.03,2.04,27.864572759800467
2.04,2.05,22.220876458949533
2.05,2.06,36.69165629813142
2.06,2.07,30.201251815267824
2.07,2.08,18.457128507694506
2.08,2.09,15.92864990234375
2.09,2.1,29.72390798023298
2.1,2.11,21.51968332836077
2.11,2.12,26.57012939453125
2.12,2.13,30.65128495430872
2.13,2.14,39.96181319022253
2.14,2.15,24.33345884067967
2.15,2.16,36.927676356242955
2.16,2.17,40.0
2.17,2.18,40.0
2.18,2.19,40.0
2.19,2.2,40.0
2.2,2.21,40.0
2.21,2.22,40.0
2.22,2.23,40.0
2.23,2.24,40.0
2.24,2.25,40.0
2.25,2.26,31.840976619483627
2.26,2.27,29.882227680012875
2.27,2.2800000000000002,11.022008159830875
2.2800000000000002,2.29,25.081855673406608
2.29,2.3,23.008869045823303
2.3,2.31,40.0
2.31,2.32,40.0
2.32,2.33,40.0
2.33,2.34,30.3081000072998
2.34,2.35,38.36617984353143
2.35,2.36,34.94412113174985
2.36,2.37,25.37949734506401
2.37,2.38,14.091894737024631
2.38,2.39,25.35305368477384
2.39,2.4,27.425943039188496
2.4,2.41,40.0
2.41,2.42,40.0
2.42,2.43,38.80110560932553
2.43,2.44,26.64999047852507
2.44,2.45,30.16315797871539
2.45,2.46,35.28801115370334
2.46,2.47,30.41887106815011
2.47,2.48,38.90830508835279
2.48,2.49,38.17858201631316
2.49,2.5,30.83088862069235
2.5,2.51,37.55604377481177
2.51,2.52,32.08155682006691
2.52,2.5300000000000002,30.779604664949147
2.5300000000000002,2.54,34.67793724766307
2.54,2.55,40.0
2.55,2.56,38.304026185713155
2.56,2.5700000000000003,33.70361328125
2.5700000000000003,2.58,24.748778835259145
2.58,2.59,34.88420319949728
2.59,2.6,34.49763134760906
2.6,2.61,40.0
2.61,2.62,40.0
2.62,2.63,40.0
2.63,2.64,40.0
2.64,2.65,38.926151470186596
2.65,2.66,26.628920537265003
2.66,2.67,18.35163889643991
2.67,2.68,39.59937830110175
2.68,2.69,40.0
2.69,2.7,29.798824824270923
2.7,2.71,21.01880235450153
2.71,2.7199999999999998,21.50238833892945
