start_s,end_s,supply_GiB_s
2.0,2.01,40.0
2.01,2.02,40.0
2.02,2.03,25.925517482737632
2.03,2.04,27.846988091831918
2.04,2.05,22.188107123011832
2.05,2.06,36.67407163016105
2.06,2.07,30.184467147299074
2.07,2.08,18.441143839727374
2.08,2.09,15.92864990234375
2.09,2.1,29.67275397632511
2.1,2.11,21.50369866039364
2.11,2.12,26.60369873046875
2.12,2.13,30.650484954307103
2.13,2.14,39.92904385428665
2.14,2.15,24.29908950474055
2.15,2.16,36.944461024211705
2.16,2.17,40.0
2.17,2.18,40.0
2.18,2.19,40.0
2.19,2.2,40.0
2.2,2.21,40.0
2.21,2.22,40.0
2.22,2.23,40.0
2.23,2.24,40.0
2.24,2.25,40.0
2.25,2.26,31.824991951516495
2.26,2.27,29.881427680011257
2.27,2.2800000000000002,11.022808159832493
2.2800000000000002,2.29,25.09784034137374
2.29,2.3,23.008869045823303
2.3,2.31,40.0
2.31,2.32,40.0
2.32,2.33,40.0
2.33,2.34,30.32488467526855
2.34,2.35,38.36617984353143
2.35,2.36,34.94412113174985
2.36,2.37,25.363512677096878
2.37,2.38,14.074310069054263
2.38,2.39,25.33626901680509
2.39,2.4,27.409158371219746
2.4,2.41,40.0
2.41,2.42,40.0
2.42,2.43,38.6844129335459
2.43,2.44,26.6659751464922
2.44,2.45,30.11280397480914
2.45,2.46,35.30479582167209
2.46,2.47,30.43565573611886
2.47,2.48,38.92508975632154
2.48,2.49,38.14501268037566
2.49,2.5,30.86445795662985
2.5,2.51,37.55604377481177
2.51,2.52,32.03120281616066
2.52,2.5300000000000002,30.746035329011647
2.5300000000000002,2.54,34.67793724766307
2.54,2.55,40.0
2.55,2.56,38.271256849777274
2.56,2.5700000000000003,33.70361328125
2.5700000000000003,2.58,24.731194167288777
2.58,2.59,34.90098786746603
2.59,2.6,34.53120068354656
2.6,2.61,40.0
2.61,2.62,40.0
2.62,2.63,40.0
2.63,2.64,40.0
2.64,2.65,39.010074810030346
2.65,2.66,26.628920537265003
2.66,2.67,18.35163889643991
2.67,2.68,39.59937830110175
2.68,2.69,40.0
2.69,2.7,29.832394160208423
2.7,2.71,21.01880235450153
2.71,2.7199999999999998,21.5191730068982
