start_s,end_s,supply_GiB_s
2.0,2.01,40.0
2.01,2.02,40.0
2.02,2.03,40.0
2.03,2.04,40.0
2.04,2.05,40.0
2.05,2.06,40.0
2.06,2.07,40.0
2.07,2.08,40.0
2.08,2.09,40.0
2.09,2.1,40.0
2.1,2.11,40.0
2.11,2.12,40.0
2.12,2.13,33.36085740548879
2.13,2.14,40.0
2.14,2.15,40.0
2.15,2.16,40.0
2.16,2.17,40.0
2.17,2.18,37.81034445585101
2.18,2.19,31.565403598096964
2.19,2.2,19.059552162134423
2.2,2.21,26.524238487580078
2.21,2.22,28.68570024103792
2.22,2.23,40.0
2.23,2.24,10.05722800589865
2.24,2.25,25.71872533522219
2.25,2.26,31.313400346058188
2.26,2.27,24.21492067852887
2.27,2.2800000000000002,36.39503317482195
2.2800000000000002,2.29,40.0
2.29,2.3,27.763063538423012
2.3,2.31,33.27748291928219
2.31,2.32,30.635058331241453
2.32,2.33,36.62163101407714
2.33,2.34,40.0
2.34,2.35,40.0
2.35,2.36,27.47651718187626
2.36,2.37,36.20993510290282
2.37,2.38,21.941001446444716
2.38,2.39,14.371644739525436
2.39,2.4,39.222908856487265
2.4,2.41,40.0
2.41,2.42,40.0
2.42,2.43,40.0
2.43,2.44,40.0
2.44,2.45,40.0
2.45,2.46,40.0
2.46,2.47,38.52526586177191
2.47,2.48,35.2037923327116
2.48,2.49,18.273123451539504
2.49,2.5,20.644416338469455
2.5,2.51,40.0
2.51,2.52,40.0
2.52,2.5300000000000002,26.220960456534158
2.5300000000000002,2.54,34.72739667004862
2.54,2.55,32.32273843590883
2.55,2.56,32.278605798659555
2.56,2.5700000000000003,40.0
2.5700000000000003,2.58,40.0
2.58,2.59,26.371702941092735
2.59,2.6,40.0
2.6,2.61,18.633231798296038
2.61,2.62,38.51467779534869
2.62,2.63,40.0
2.63,2.64,14.008995923477414
2.64,2.65,19.993969482618922
2.65,2.66,40.0
2.66,2.67,40.0
2.67,2.68,40.0
2.68,2.69,32.070664977349225
2.69,2.7,27.139623479177317
2.7,2.71,40.0
2.71,2.7199999999999998,40.0
2.7199999999999998,2.73,33.600710856677324
2.73,2.74,32.986872278697774
2.74,2.75,37.182356604320375
2.75,2.76,33.41775476869407
