start_ms,end_ms,total_demand_GiB_s,total_supply_GiB_s
2000.0,2000.333517130874,42.07783892812501,0.0
2000.333517130874,2000.457540421147,42.07783892812501,1.3149324665039108
2000.457540421147,2001.3701507112896,42.07783892812501,2.6298649330078216
2001.3701507112896,2001.4364229310793,42.07783892812501,3.9447973995117325
2001.4364229310793,2001.8447644734492,42.07783892812501,5.259729866015643
2001.8447644734492,2002.3434811201319,42.07783892812501,6.574662332519554
2002.3434811201319,2002.478333620713,42.07783892812501,7.889594799023465
2002.478333620713,2003.0443358313132,42.07783892812501,9.204527265527375
2003.0443358313132,2003.6484890547022,42.07783892812501,10.519459732031287
2003.6484890547022,2004.8400236220643,42.07783892812501,11.834392198535198
2004.8400236220643,2005.9204411935357,42.07783892812501,13.14932466503911
2005.9204411935357,2005.938892757511,42.07783892812501,14.464257131543022
2005.938892757511,2006.3916060646602,42.07783892812501,15.779189598046933
2006.3916060646602,2007.260355558633,42.07783892812501,17.094122064550845
2007.260355558633,2011.2775125506346,69.23883238855592,45.57004799148544
2011.2775125506346,2012.1221947468964,69.23883238855592,46.88498045798935
2012.1221947468964,2012.7786693074188,69.23883238855592,48.19991292449326
2012.7786693074188,2013.2843671072221,69.23883238855592,49.51484539099717
2013.2843671072221,2013.3833051813224,69.23883238855592,49.51484539099717
2013.3833051813224,2015.5828139881087,69.23883238855592,50.829777857501085
2015.5828139881087,2015.6374404152461,69.23883238855592,52.144710324005
2015.6374404152461,2015.8724257668086,69.23883238855592,53.45964279050891
2015.8724257668086,2016.2160890924285,69.23883238855592,54.77457525701282
2016.2160890924285,2016.4148542321154,69.23883238855592,56.08950772351673
2016.4148542321154,2017.285175798609,96.39982584898682,84.56543365045133
2017.285175798609,2018.4050507305399,96.39982584898682,85.88036611695523
2018.4050507305399,2019.3083786558113,96.39982584898682,87.19529858345913
2019.3083786558113,2020.5545031112963,96.39982584898682,87.19529858345913
2020.5545031112963,2021.4406573238073,96.39982584898682,88.51023104996304
2021.4406573238073,2022.4388657807046,96.39982584898682,89.82516351646694
2022.4388657807046,2023.3013639474295,96.39982584898682,89.82516351646694
2023.3013639474295,2024.307319110636,96.39982584898682,91.14009598297085
2024.307319110636,2024.8102556747729,96.39982584898682,92.45502844947475
2024.8102556747729,2025.3323902044006,96.39982584898682,93.76996091597866
2025.3323902044006,2026.5658852239221,96.39982584898682,93.76996091597866
2026.5658852239221,2026.7829570271454,96.39982584898682,95.08489338248256
2026.7829570271454,2028.4628773292939,96.39982584898682,96.39982584898647
2028.4628773292939,2028.9263591267547,96.39982584898682,96.39982584898647
2028.9263591267547,2029.0503824170278,96.39982584898682,96.39982584898647
2029.0503824170278,2029.9629927071703,96.39982584898682,96.39982584898645
2029.9629927071703,2030.02926492696,96.39982584898682,96.39982584898645
2030.02926492696,2030.43760646933,96.39982584898682,96.39982584898644
2030.43760646933,2030.9363231160125,96.39982584898682,96.39982584898644
2030.9363231160125,2031.0711756165938,96.39982584898682,96.39982584898644
2031.0711756165938,2031.3564017529898,96.39982584898682,96.39982584898642
2031.3564017529898,2031.637177827194,96.39982584898682,96.39982584898642
2031.637177827194,2032.2413310505829,96.39982584898682,96.39982584898642
2032.2413310505829,2033.432865617945,96.39982584898682,96.39982584898642
2033.432865617945,2034.486888877883,96.39982584898682,96.39982584898641
2034.486888877883,2034.5132831894164,96.39982584898682,96.39982584898641
2034.5132831894164,2034.5317347533917,96.39982584898682,96.39982584898641
