case,num_ssu,block,relative_start_ms,relative_end_ms,absolute_start_ms,absolute_end_ms,duration_ms,rolling_window_ms,npu_id,raw_5ms_compute_utilization_pct,rolling_100ms_compute_utilization_pct,cumulative_compute_utilization_pct
baseline,4,335,1675.0,1680.0,11811.618340562687,11816.618340562687,5.0,100.0,22,100.0,99.36267421281627,99.96206394123907
baseline,4,335,1675.0,1680.0,11811.618340562687,11816.618340562687,5.0,100.0,23,0.0,20.161625956738135,88.35615841977567
baseline,4,335,1675.0,1680.0,11811.618340562687,11816.618340562687,5.0,100.0,24,100.0,100.0,100.00000000000028
baseline,4,335,1675.0,1680.0,11811.618340562687,11816.618340562687,5.0,100.0,25,100.0,100.0,79.883209297905
baseline,4,335,1675.0,1680.0,11811.618340562687,11816.618340562687,5.0,100.0,26,100.0,100.0,100.00000000000048
baseline,4,335,1675.0,1680.0,11811.618340562687,11816.618340562687,5.0,100.0,27,100.0,100.0,100.0
baseline,4,335,1675.0,1680.0,11811.618340562687,11816.618340562687,5.0,100.0,28,100.0,100.0,100.00000000000054
baseline,4,335,1675.0,1680.0,11811.618340562687,11816.618340562687,5.0,100.0,29,100.0,100.0,85.28307444914216
baseline,4,335,1675.0,1680.0,11811.618340562687,11816.618340562687,5.0,100.0,30,100.0,100.0,87.94080781005965
baseline,4,335,1675.0,1680.0,11811.618340562687,11816.618340562687,5.0,100.0,31,7.090962465517805,26.717256165255094,37.461059565975326
baseline,4,336,1680.0,1685.0,11816.618340562687,11821.618340562687,5.0,100.0,0,100.0,99.99999999999909,85.10299343315151
baseline,4,336,1680.0,1685.0,11816.618340562687,11821.618340562687,5.0,100.0,1,100.0,100.0,66.01161517062084
baseline,4,336,1680.0,1685.0,11816.618340562687,11821.618340562687,5.0,100.0,2,100.0,27.1768128043841,43.10090731177019
baseline,4,336,1680.0,1685.0,11816.618340562687,11821.618340562687,5.0,100.0,3,100.0,100.0,99.99999999999957
baseline,4,336,1680.0,1685.0,11816.618340562687,11821.618340562687,5.0,100.0,4,100.0,100.0,82.03682487106983
baseline,4,336,1680.0,1685.0,11816.618340562687,11821.618340562687,5.0,100.0,5,100.0,100.0,66.43307432563536
baseline,4,336,1680.0,1685.0,11816.618340562687,11821.618340562687,5.0,100.0,6,100.0,100.0,51.64801088841971
baseline,4,336,1680.0,1685.0,11816.618340562687,11821.618340562687,5.0,100.0,7,100.0,100.0,87.48888102850992
baseline,4,336,1680.0,1685.0,11816.618340562687,11821.618340562687,5.0,100.0,8,100.0,100.0,99.9999999999999
baseline,4,336,1680.0,1685.0,11816.618340562687,11821.618340562687,5.0,100.0,9,100.0,100.0,100.0000000000001
baseline,4,336,1680.0,1685.0,11816.618340562687,11821.618340562687,5.0,100.0,10,68.18911642418243,31.801770027755992,64.84244021557171
baseline,4,336,1680.0,1685.0,11816.618340562687,11821.618340562687,5.0,100.0,11,100.0,48.94705875605541,87.89725960775358
baseline,4,336,1680.0,1685.0,11816.618340562687,11821.618340562687,5.0,100.0,12,100.0,100.0,86.98724364548872
baseline,4,336,1680.0,1685.0,11816.618340562687,11821.618340562687,5.0,100.0,13,20.008379905448237,78.16023021129149,92.36469942465072
baseline,4,336,1680.0,1685.0,11816.618340562687,11821.618340562687,5.0,100.0,14,100.0,99.99999999999818,79.59559495280567
baseline,4,336,1680.0,1685.0,11816.618340562687,11821.618340562687,5.0,100.0,15,100.0,100.0,87.02752214253168
baseline,4,336,1680.0,1685.0,11816.618340562687,11821.618340562687,5.0,100.0,16,100.0,78.42543436245978,65.30474310451388
baseline,4,336,1680.0,1685.0,11816.618340562687,11821.618340562687,5.0,100.0,17,30.271405518014944,12.358062404085103,44.6391076815967
baseline,4,336,1680.0,1685.0,11816.618340562687,11821.618340562687,5.0,100.0,18,100.0,100.0,88.40336502837354
baseline,4,336,1680.0,1685.0,11816.618340562687,11821.618340562687,5.0,100.0,19,100.0,100.0,99.99999999999979
baseline,4,336,1680.0,1685.0,11816.618340562687,11821.618340562687,5.0,100.0,20,100.0,100.0,100.00000000000027
baseline,4,336,1680.0,1685.0,11816.618340562687,11821.618340562687,5.0,100.0,21,100.0,100.0,38.75100255354914
baseline,4,336,1680.0,1685.0,11816.618340562687,11821.618340562687,5.0,100.0,22,100.0,99.36267421281627,99.96217651114637
baseline,4,336,1680.0,1685.0,11816.618340562687,11821.618340562687,5.0,100.0,23,54.00607199058868,21.161458110058447,88.25422937992646
baseline,4,336,1680.0,1685.0,11816.618340562687,11821.618340562687,5.0,100.0,24,100.0,100.0,100.00000000000027
baseline,4,336,1680.0,1685.0,11816.618340562687,11821.618340562687,5.0,100.0,25,100.0,100.0,79.94290303886076
baseline,4,336,1680.0,1685.0,11816.618340562687,11821.618340562687,5.0,100.0,26,100.0,100.0,100.00000000000048
baseline,4,336,1680.0,1685.0,11816.618340562687,11821.618340562687,5.0,100.0,27,100.0,100.0,100.0
baseline,4,336,1680.0,1685.0,11816.618340562687,11821.618340562687,5.0,100.0,28,100.0,100.0,100.00000000000054
baseline,4,336,1680.0,1685.0,11816.618340562687,11821.618340562687,5.0,100.0,29,100.0,100.0,85.32674485137022
baseline,4,336,1680.0,1685.0,11816.618340562687,11821.618340562687,5.0,100.0,30,100.0,100.0,87.97659176314554
baseline,4,336,1680.0,1685.0,11816.618340562687,11821.618340562687,5.0,100.0,31,0.0,25.986099294241285,37.349899151832965
baseline,4,337,1685.0,1690.0,11821.618340562687,11826.618340562687,5.0,100.0,0,100.0,99.99999999999909,85.1470674170771
baseline,4,337,1685.0,1690.0,11821.618340562687,11826.618340562687,5.0,100.0,1,100.0,100.0,66.11217252218707
baseline,4,337,1685.0,1690.0,11821.618340562687,11826.618340562687,5.0,100.0,2,100.0,32.1768128043841,43.26924782268212
baseline,4,337,1685.0,1690.0,11821.618340562687,11826.618340562687,5.0,100.0,3,100.0,100.0,99.99999999999957
baseline,4,337,1685.0,1690.0,11821.618340562687,11826.618340562687,5.0,100.0,4,100.0,100.0,82.08997035961696
baseline,4,337,1685.0,1690.0,11821.618340562687,11826.618340562687,5.0,100.0,5,100.0,100.0,66.5323847566246
baseline,4,337,1685.0,1690.0,11821.618340562687,11826.618340562687,5.0,100.0,6,100.0,100.0,51.791064110643326
baseline,4,337,1685.0,1690.0,11821.618340562687,11826.618340562687,5.0,100.0,7,100.0,100.0,87.52589617339598
baseline,4,337,1685.0,1690.0,11821.618340562687,11826.618340562687,5.0,100.0,8,100.0,100.0,99.9999999999999
baseline,4,337,1685.0,1690.0,11821.618340562687,11826.618340562687,5.0,100.0,9,100.0,100.0,100.0000000000001
baseline,4,337,1685.0,1690.0,11821.618340562687,11826.618340562687,5.0,100.0,10,12.025796010930208,32.085964974045055,64.68617795461124
baseline,4,337,1685.0,1690.0,11821.618340562687,11826.618340562687,5.0,100.0,11,100.0,52.44983438015879,87.933066531991
baseline,4,337,1685.0,1690.0,11821.618340562687,11826.618340562687,5.0,100.0,12,100.0,100.0,87.02574292464408
baseline,4,337,1685.0,1690.0,11821.618340562687,11826.618340562687,5.0,100.0,13,7.39199728355743,73.52983007546936,92.11330089760607
baseline,4,337,1685.0,1690.0,11821.618340562687,11826.618340562687,5.0,100.0,14,100.0,99.99999999999818,79.65596301507547
baseline,4,337,1685.0,1690.0,11821.618340562687,11826.618340562687,5.0,100.0,15,100.0,100.0,87.06590225453601
baseline,4,337,1685.0,1690.0,11821.618340562687,11826.618340562687,5.0,100.0,16,83.07540554742445,79.95740751002813,65.35731902890119
baseline,4,337,1685.0,1690.0,11821.618340562687,11826.618340562687,5.0,100.0,17,0.0,12.108562207205978,44.50703931567481
baseline,4,337,1685.0,1690.0,11821.618340562687,11826.618340562687,5.0,100.0,18,100.0,100.0,88.4376745992955
baseline,4,337,1685.0,1690.0,11821.618340562687,11826.618340562687,5.0,100.0,19,100.0,100.0,99.99999999999979
baseline,4,337,1685.0,1690.0,11821.618340562687,11826.618340562687,5.0,100.0,20,100.0,100.0,100.00000000000027
baseline,4,337,1685.0,1690.0,11821.618340562687,11826.618340562687,5.0,100.0,21,100.0,100.0,38.93221260516586
baseline,4,337,1685.0,1690.0,11821.618340562687,11826.618340562687,5.0,100.0,22,100.0,99.36267421281627,99.96228841495954
baseline,4,337,1685.0,1690.0,11821.618340562687,11826.618340562687,5.0,100.0,23,100.0,25.341726311675302,88.28898018057755
baseline,4,337,1685.0,1690.0,11821.618340562687,11826.618340562687,5.0,100.0,24,100.0,100.0,100.00000000000027
baseline,4,337,1685.0,1690.0,11821.618340562687,11826.618340562687,5.0,100.0,25,100.0,100.0,80.00224356241444
baseline,4,337,1685.0,1690.0,11821.618340562687,11826.618340562687,5.0,100.0,26,100.0,100.0,100.00000000000048
baseline,4,337,1685.0,1690.0,11821.618340562687,11826.618340562687,5.0,100.0,27,100.0,100.0,100.0
baseline,4,337,1685.0,1690.0,11821.618340562687,11826.618340562687,5.0,100.0,28,100.0,100.0,100.00000000000054
baseline,4,337,1685.0,1690.0,11821.618340562687,11826.618340562687,5.0,100.0,29,100.0,100.0,85.37015684885138
baseline,4,337,1685.0,1690.0,11821.618340562687,11826.618340562687,5.0,100.0,30,100.0,100.0,88.01216397686403
baseline,4,337,1685.0,1690.0,11821.618340562687,11826.618340562687,5.0,100.0,31,66.79314041313773,26.717256165255094,37.43700933307943
baseline,4,338,1690.0,1695.0,11826.618340562687,11831.618340562687,5.0,100.0,0,100.0,99.99999999999909,85.1908813774987
baseline,4,338,1690.0,1695.0,11826.618340562687,11831.618340562687,5.0,100.0,1,100.0,100.0,66.21213661504197
baseline,4,338,1690.0,1695.0,11826.618340562687,11831.618340562687,5.0,100.0,2,100.0,35.217857656960405,43.43659517423763
baseline,4,338,1690.0,1695.0,11826.618340562687,11831.618340562687,5.0,100.0,3,100.0,100.0,99.99999999999957
baseline,4,338,1690.0,1695.0,11826.618340562687,11831.618340562687,5.0,100.0,4,100.0,100.0,82.1428023054588
baseline,4,338,1690.0,1695.0,11826.618340562687,11831.618340562687,5.0,100.0,5,100.0,100.0,66.63110928536612
baseline,4,338,1690.0,1695.0,11826.618340562687,11831.618340562687,5.0,100.0,6,100.0,100.0,51.933273361054404
baseline,4,338,1690.0,1695.0,11826.618340562687,11831.618340562687,5.0,100.0,7,100.0,100.0,87.56269293984614
baseline,4,338,1690.0,1695.0,11826.618340562687,11831.618340562687,5.0,100.0,8,100.0,100.0,99.9999999999999
baseline,4,338,1690.0,1695.0,11826.618340562687,11831.618340562687,5.0,100.0,9,100.0,100.0,100.0000000000001
baseline,4,338,1690.0,1695.0,11826.618340562687,11831.618340562687,5.0,100.0,10,0.0,29.39046789307031,64.49536327037934
baseline,4,338,1690.0,1695.0,11826.618340562687,11831.618340562687,5.0,100.0,11,100.0,52.92304720746688,87.96866220593793
baseline,4,338,1690.0,1695.0,11826.618340562687,11831.618340562687,5.0,100.0,12,100.0,100.0,87.06401506940914
baseline,4,338,1690.0,1695.0,11826.618340562687,11831.618340562687,5.0,100.0,13,86.63283058904199,72.86147160492146,92.09713431852477
baseline,4,338,1690.0,1695.0,11826.618340562687,11831.618340562687,5.0,100.0,14,100.0,99.99999999999818,79.71597492358556
baseline,4,338,1690.0,1695.0,11826.618340562687,11831.618340562687,5.0,100.0,15,100.0,100.0,87.1040559352011
baseline,4,338,1690.0,1695.0,11826.618340562687,11831.618340562687,5.0,100.0,16,52.92574972496368,79.20148057749066,65.32064773301937
baseline,4,338,1690.0,1695.0,11826.618340562687,11831.618340562687,5.0,100.0,17,0.0,12.108562207205978,44.37575011415365
baseline,4,338,1690.0,1695.0,11826.618340562687,11831.618340562687,5.0,100.0,18,100.0,100.0,88.47178175386986
baseline,4,338,1690.0,1695.0,11826.618340562687,11831.618340562687,5.0,100.0,19,100.0,100.0,99.9999999999998
baseline,4,338,1690.0,1695.0,11826.618340562687,11831.618340562687,5.0,100.0,20,100.0,100.0,100.00000000000027
baseline,4,338,1690.0,1695.0,11826.618340562687,11831.618340562687,5.0,100.0,21,100.0,100.0,39.11235357093233
baseline,4,338,1690.0,1695.0,11826.618340562687,11831.618340562687,5.0,100.0,22,100.0,99.36267421281627,99.96239965857323
baseline,4,338,1690.0,1695.0,11826.618340562687,11831.618340562687,5.0,100.0,23,100.0,30.341726311675302,88.32352596175579
baseline,4,338,1690.0,1695.0,11826.618340562687,11831.618340562687,5.0,100.0,24,100.0,100.0,100.00000000000027
baseline,4,338,1690.0,1695.0,11826.618340562687,11831.618340562687,5.0,100.0,25,100.0,100.0,80.06123399438371
baseline,4,338,1690.0,1695.0,11826.618340562687,11831.618340562687,5.0,100.0,26,100.0,100.0,100.00000000000048
baseline,4,338,1690.0,1695.0,11826.618340562687,11831.618340562687,5.0,100.0,27,100.0,100.0,100.0
baseline,4,338,1690.0,1695.0,11826.618340562687,11831.618340562687,5.0,100.0,28,100.0,100.0,100.00000000000053
baseline,4,338,1690.0,1695.0,11826.618340562687,11831.618340562687,5.0,100.0,29,100.0,100.0,85.41331272835329
baseline,4,338,1690.0,1695.0,11826.618340562687,11831.618340562687,5.0,100.0,30,100.0,100.0,88.04752632501489
baseline,4,338,1690.0,1695.0,11826.618340562687,11831.618340562687,5.0,100.0,31,0.0,26.717256165255094,37.32657567722964
baseline,4,339,1695.0,1700.0,11831.618340562687,11836.618340562687,5.0,100.0,0,100.0,99.99999999999909,85.23443760874135
baseline,4,339,1695.0,1700.0,11831.618340562687,11836.618340562687,5.0,100.0,1,100.0,100.0,66.31151268382125
baseline,4,339,1695.0,1700.0,11831.618340562687,11836.618340562687,5.0,100.0,2,100.0,40.217857656960405,43.602958129607515
baseline,4,339,1695.0,1700.0,11831.618340562687,11836.618340562687,5.0,100.0,3,100.0,100.0,99.99999999999957
baseline,4,339,1695.0,1700.0,11831.618340562687,11836.618340562687,5.0,100.0,4,100.0,100.0,82.19532347514863
baseline,4,339,1695.0,1700.0,11831.618340562687,11836.618340562687,5.0,100.0,5,100.0,100.0,66.72925308158563
baseline,4,339,1695.0,1700.0,11831.618340562687,11836.618340562687,5.0,100.0,6,100.0,100.0,52.07464608646307
baseline,4,339,1695.0,1700.0,11831.618340562687,11836.618340562687,5.0,100.0,7,100.0,100.0,87.59927325472894
baseline,4,339,1695.0,1700.0,11831.618340562687,11836.618340562687,5.0,100.0,8,100.0,100.0,99.9999999999999
baseline,4,339,1695.0,1700.0,11831.618340562687,11836.618340562687,5.0,100.0,9,100.0,100.0,100.0000000000001
baseline,4,339,1695.0,1700.0,11831.618340562687,11836.618340562687,5.0,100.0,10,90.73855490074493,32.61214709732667,64.57254912811571
baseline,4,339,1695.0,1700.0,11831.618340562687,11836.618340562687,5.0,100.0,11,100.0,57.92304720746688,88.00404849356752
baseline,4,339,1695.0,1700.0,11831.618340562687,11836.618340562687,5.0,100.0,12,100.0,100.0,87.10206208391088
baseline,4,339,1695.0,1700.0,11831.618340562687,11836.618340562687,5.0,100.0,13,0.0,67.86147160492146,91.82626039405852
baseline,4,339,1695.0,1700.0,11831.618340562687,11836.618340562687,5.0,100.0,14,100.0,99.99999999999818,79.77563382086915
baseline,4,339,1695.0,1700.0,11831.618340562687,11836.618340562687,5.0,100.0,15,100.0,100.0,87.14198518245051
baseline,4,339,1695.0,1700.0,11831.618340562687,11836.618340562687,5.0,100.0,16,100.0,84.20148057749066,65.42264582792225
baseline,4,339,1695.0,1700.0,11831.618340562687,11836.618340562687,5.0,100.0,17,30.271405518014944,12.108562207205978,44.33426674769442
baseline,4,339,1695.0,1700.0,11831.618340562687,11836.618340562687,5.0,100.0,18,100.0,100.0,88.50568827812319
baseline,4,339,1695.0,1700.0,11831.618340562687,11836.618340562687,5.0,100.0,19,100.0,100.0,99.9999999999998
baseline,4,339,1695.0,1700.0,11831.618340562687,11836.618340562687,5.0,100.0,20,100.0,100.0,100.00000000000027
baseline,4,339,1695.0,1700.0,11831.618340562687,11836.618340562687,5.0,100.0,21,100.0,100.0,39.291434883959
baseline,4,339,1695.0,1700.0,11831.618340562687,11836.618340562687,5.0,100.0,22,93.3293059245625,99.0291395090444,99.94289055935556
baseline,4,339,1695.0,1700.0,11831.618340562687,11836.618340562687,5.0,100.0,23,100.0,32.821523067083035,88.35786853245651
baseline,4,339,1695.0,1700.0,11831.618340562687,11836.618340562687,5.0,100.0,24,100.0,100.0,100.00000000000027
baseline,4,339,1695.0,1700.0,11831.618340562687,11836.618340562687,5.0,100.0,25,100.0,100.0,80.119877423812
baseline,4,339,1695.0,1700.0,11831.618340562687,11836.618340562687,5.0,100.0,26,100.0,100.0,100.00000000000048
baseline,4,339,1695.0,1700.0,11831.618340562687,11836.618340562687,5.0,100.0,27,100.0,100.0,100.0
baseline,4,339,1695.0,1700.0,11831.618340562687,11836.618340562687,5.0,100.0,28,100.0,100.0,100.00000000000053
baseline,4,339,1695.0,1700.0,11831.618340562687,11836.618340562687,5.0,100.0,29,100.0,100.0,85.4562147497405
baseline,4,339,1695.0,1700.0,11831.618340562687,11836.618340562687,5.0,100.0,30,100.0,100.0,88.08268065935307
baseline,4,339,1695.0,1700.0,11831.618340562687,11836.618340562687,5.0,100.0,31,28.13174337730743,24.84271392892697,37.2995320528181
baseline,4,340,1700.0,1705.0,11836.618340562687,11841.618340562687,5.0,100.0,0,99.99999999998181,99.99999999999818,85.27773837821714
baseline,4,340,1700.0,1705.0,11836.618340562687,11841.618340562687,5.0,100.0,1,100.0,100.0,66.41030590175725
baseline,4,340,1700.0,1705.0,11836.618340562687,11841.618340562687,5.0,100.0,2,100.0,45.217857656960405,43.76834534916878
baseline,4,340,1700.0,1705.0,11836.618340562687,11841.618340562687,5.0,100.0,3,100.0,100.0,99.99999999999957
baseline,4,340,1700.0,1705.0,11836.618340562687,11841.618340562687,5.0,100.0,4,100.0,100.0,82.24753660278749
baseline,4,340,1700.0,1705.0,11836.618340562687,11841.618340562687,5.0,100.0,5,100.0,100.0,66.8268212543669
baseline,4,340,1700.0,1705.0,11836.618340562687,11841.618340562687,5.0,100.0,6,100.0,100.0,52.21518964632681
baseline,4,340,1700.0,1705.0,11836.618340562687,11841.618340562687,5.0,100.0,7,100.0,100.0,87.63563902231039
baseline,4,340,1700.0,1705.0,11836.618340562687,11841.618340562687,5.0,100.0,8,100.0,100.0,99.9999999999999
baseline,4,340,1700.0,1705.0,11836.618340562687,11841.618340562687,5.0,100.0,9,100.0,100.0,100.0000000000001
baseline,4,340,1700.0,1705.0,11836.618340562687,11841.618340562687,5.0,100.0,10,2.898128852211812,32.75705353993726,64.39168572554708
baseline,4,340,1700.0,1705.0,11836.618340562687,11841.618340562687,5.0,100.0,11,100.0,60.814479447781196,88.03922723698815
baseline,4,340,1700.0,1705.0,11836.618340562687,11841.618340562687,5.0,100.0,12,100.0,100.0,87.13988594876744
baseline,4,340,1700.0,1705.0,11836.618340562687,11841.618340562687,5.0,100.0,13,14.41561788902618,63.58225249937277,91.59924971222557
baseline,4,340,1700.0,1705.0,11836.618340562687,11841.618340562687,5.0,100.0,14,100.0,99.99999999999818,79.8349428125968
baseline,4,340,1700.0,1705.0,11836.618340562687,11841.618340562687,5.0,100.0,15,100.0,100.0,87.17969197077177
baseline,4,340,1700.0,1705.0,11836.618340562687,11841.618340562687,5.0,100.0,16,82.17818875054945,85.0772495014262,65.47178231743142
baseline,4,340,1700.0,1705.0,11836.618340562687,11841.618340562687,5.0,100.0,17,0.0,12.108562207205978,44.20425423523784
baseline,4,340,1700.0,1705.0,11836.618340562687,11841.618340562687,5.0,100.0,18,100.0,100.0,88.53939593713162
baseline,4,340,1700.0,1705.0,11836.618340562687,11841.618340562687,5.0,100.0,19,100.0,100.0,99.9999999999998
baseline,4,340,1700.0,1705.0,11836.618340562687,11841.618340562687,5.0,100.0,20,100.0,100.0,100.00000000000027
baseline,4,340,1700.0,1705.0,11836.618340562687,11841.618340562687,5.0,100.0,21,100.0,100.0,39.46946586670399
baseline,4,340,1700.0,1705.0,11836.618340562687,11841.618340562687,5.0,100.0,22,100.0,99.0291395090444,99.94305803572108
baseline,4,340,1700.0,1705.0,11836.618340562687,11841.618340562687,5.0,100.0,23,100.0,37.821523067083035,88.39200968045517
baseline,4,340,1700.0,1705.0,11836.618340562687,11841.618340562687,5.0,100.0,24,100.0,100.0,100.00000000000027
baseline,4,340,1700.0,1705.0,11836.618340562687,11841.618340562687,5.0,100.0,25,100.0,100.0,80.17817690350756
baseline,4,340,1700.0,1705.0,11836.618340562687,11841.618340562687,5.0,100.0,26,100.0,100.0,100.00000000000048
baseline,4,340,1700.0,1705.0,11836.618340562687,11841.618340562687,5.0,100.0,27,100.0,100.0,100.0
baseline,4,340,1700.0,1705.0,11836.618340562687,11841.618340562687,5.0,100.0,28,100.0,100.0,100.00000000000053
baseline,4,340,1700.0,1705.0,11836.618340562687,11841.618340562687,5.0,100.0,29,100.0,100.0,85.49886514636881
baseline,4,340,1700.0,1705.0,11836.618340562687,11841.618340562687,5.0,100.0,30,100.0,100.0,88.11762880991215
baseline,4,340,1700.0,1705.0,11836.618340562687,11841.618340562687,5.0,100.0,31,38.661397035830305,26.717256165255094,37.30352579177122
baseline,4,341,1705.0,1710.0,11841.618340562687,11846.618340562687,5.0,100.0,0,100.0,99.99999999999818,85.32078592681883
baseline,4,341,1705.0,1710.0,11841.618340562687,11846.618340562687,5.0,100.0,1,100.0,100.0,66.50852138157668
baseline,4,341,1705.0,1710.0,11841.618340562687,11846.618340562687,5.0,100.0,2,100.0,48.25890250953671,43.932765392007475
baseline,4,341,1705.0,1710.0,11841.618340562687,11846.618340562687,5.0,100.0,3,100.0,100.0,99.99999999999957
baseline,4,341,1705.0,1710.0,11841.618340562687,11846.618340562687,5.0,100.0,4,100.0,100.0,82.29944439049864
baseline,4,341,1705.0,1710.0,11841.618340562687,11846.618340562687,5.0,100.0,5,100.0,100.0,66.92381885303834
baseline,4,341,1705.0,1710.0,11841.618340562687,11846.618340562687,5.0,100.0,6,100.0,100.0,52.35491131402761
baseline,4,341,1705.0,1710.0,11841.618340562687,11846.618340562687,5.0,100.0,7,100.0,100.0,87.67179212458433
baseline,4,341,1705.0,1710.0,11841.618340562687,11846.618340562687,5.0,100.0,8,100.0,100.0,99.9999999999999
baseline,4,341,1705.0,1710.0,11841.618340562687,11846.618340562687,5.0,100.0,9,100.0,100.0,100.0000000000001
baseline,4,341,1705.0,1710.0,11841.618340562687,11846.618340562687,5.0,100.0,10,40.05953878746368,30.749284857554812,64.32053909707315
baseline,4,341,1705.0,1710.0,11841.618340562687,11846.618340562687,5.0,100.0,11,100.0,61.89903565887835,88.07420025676304
baseline,4,341,1705.0,1710.0,11841.618340562687,11846.618340562687,5.0,100.0,12,100.0,100.0,87.17748862143186
baseline,4,341,1705.0,1710.0,11841.618340562687,11846.618340562687,5.0,100.0,13,79.60920998357324,62.56271299855143,91.56419111652777
baseline,4,341,1705.0,1710.0,11841.618340562687,11846.618340562687,5.0,100.0,14,100.0,99.99999999999909,79.89390496811552
baseline,4,341,1705.0,1710.0,11841.618340562687,11846.618340562687,5.0,100.0,15,100.0,100.0,87.21717825155899
baseline,4,341,1705.0,1710.0,11841.618340562687,11846.618340562687,5.0,100.0,16,92.42770284996368,86.90776360892778,65.55060079852069
baseline,4,341,1705.0,1710.0,11841.618340562687,11846.618340562687,5.0,100.0,17,30.271405518014944,13.151900905061666,44.16351491150327
baseline,4,341,1705.0,1710.0,11841.618340562687,11846.618340562687,5.0,100.0,18,100.0,100.0,88.57290647532714
baseline,4,341,1705.0,1710.0,11841.618340562687,11846.618340562687,5.0,100.0,19,100.0,100.0,99.9999999999998
baseline,4,341,1705.0,1710.0,11841.618340562687,11846.618340562687,5.0,100.0,20,100.0,100.0,100.00000000000027
baseline,4,341,1705.0,1710.0,11841.618340562687,11846.618340562687,5.0,100.0,21,100.0,100.0,39.646455732590816
baseline,4,341,1705.0,1710.0,11841.618340562687,11846.618340562687,5.0,100.0,22,100.0,99.0291395090444,99.94322453269265
baseline,4,341,1705.0,1710.0,11841.618340562687,11846.618340562687,5.0,100.0,23,100.0,40.4630163425536,88.42595117261759
baseline,4,341,1705.0,1710.0,11841.618340562687,11846.618340562687,5.0,100.0,24,100.0,100.0,100.00000000000027
baseline,4,341,1705.0,1710.0,11841.618340562687,11846.618340562687,5.0,100.0,25,100.0,100.0,80.23613545057333
baseline,4,341,1705.0,1710.0,11841.618340562687,11846.618340562687,5.0,100.0,26,100.0,100.0,100.00000000000048
baseline,4,341,1705.0,1710.0,11841.618340562687,11846.618340562687,5.0,100.0,27,100.0,100.0,100.0
baseline,4,341,1705.0,1710.0,11841.618340562687,11846.618340562687,5.0,100.0,28,100.0,100.0,100.00000000000053
baseline,4,341,1705.0,1710.0,11841.618340562687,11846.618340562687,5.0,100.0,29,100.0,100.0,85.541266125473
baseline,4,341,1705.0,1710.0,11841.618340562687,11846.618340562687,5.0,100.0,30,100.0,100.0,88.15237258532177
baseline,4,341,1705.0,1710.0,11841.618340562687,11846.618340562687,5.0,100.0,31,0.0,26.717256165255094,37.19445115495317
baseline,4,342,1710.0,1715.0,11846.618340562687,11851.618340562687,5.0,100.0,0,100.0,99.99999999999818,85.36358246930624
baseline,4,342,1710.0,1715.0,11846.618340562687,11851.618340562687,5.0,100.0,1,9.724161360281869,95.4862080680141,66.34296931154375
baseline,4,342,1710.0,1715.0,11846.618340562687,11851.618340562687,5.0,100.0,2,100.0,53.25890250953671,44.096226717395204
baseline,4,342,1710.0,1715.0,11846.618340562687,11851.618340562687,5.0,100.0,3,100.0,100.0,99.99999999999957
baseline,4,342,1710.0,1715.0,11846.618340562687,11851.618340562687,5.0,100.0,4,100.0,100.0,82.35104950889368
baseline,4,342,1710.0,1715.0,11846.618340562687,11851.618340562687,5.0,100.0,5,100.0,100.0,67.02025086804406
baseline,4,342,1710.0,1715.0,11846.618340562687,11851.618340562687,5.0,100.0,6,100.0,100.0,52.49381827812666
baseline,4,342,1710.0,1715.0,11846.618340562687,11851.618340562687,5.0,100.0,7,100.0,100.0,87.70773442159721
baseline,4,342,1710.0,1715.0,11846.618340562687,11851.618340562687,5.0,100.0,8,100.0,100.0,99.9999999999999
baseline,4,342,1710.0,1715.0,11846.618340562687,11851.618340562687,5.0,100.0,9,100.0,100.0,100.0000000000001
baseline,4,342,1710.0,1715.0,11846.618340562687,11851.618340562687,5.0,100.0,10,53.57714496549306,33.428142105829465,64.28921724829303
baseline,4,342,1710.0,1715.0,11846.618340562687,11851.618340562687,5.0,100.0,11,100.0,66.36349646364579,88.10896935222436
baseline,4,342,1710.0,1715.0,11846.618340562687,11851.618340562687,5.0,100.0,12,100.0,100.0,87.21487203652973
baseline,4,342,1710.0,1715.0,11846.618340562687,11851.618340562687,5.0,100.0,13,0.0,57.56271299855143,91.29724012201893
baseline,4,342,1710.0,1715.0,11846.618340562687,11851.618340562687,5.0,100.0,14,100.0,99.99999999999909,79.95252332097816
baseline,4,342,1710.0,1715.0,11846.618340562687,11851.618340562687,5.0,100.0,15,100.0,100.0,87.25444595344949
baseline,4,342,1710.0,1715.0,11846.618340562687,11851.618340562687,5.0,100.0,16,100.0,90.24765165978897,65.65103636470577
baseline,4,342,1710.0,1715.0,11846.618340562687,11851.618340562687,5.0,100.0,17,0.0,12.108562207205978,44.03475830826274
baseline,4,342,1710.0,1715.0,11846.618340562687,11851.618340562687,5.0,100.0,18,100.0,100.0,88.60622161679849
baseline,4,342,1710.0,1715.0,11846.618340562687,11851.618340562687,5.0,100.0,19,100.0,100.0,99.9999999999998
baseline,4,342,1710.0,1715.0,11846.618340562687,11851.618340562687,5.0,100.0,20,100.0,100.0,100.00000000000027
baseline,4,342,1710.0,1715.0,11846.618340562687,11851.618340562687,5.0,100.0,21,100.0,100.0,39.82241358759784
