case,num_ssu,block,relative_start_ms,relative_end_ms,absolute_start_ms,absolute_end_ms,duration_ms,rolling_window_ms,npu_id,raw_5ms_compute_utilization_pct,rolling_100ms_compute_utilization_pct,cumulative_compute_utilization_pct
baseline,4,3,15.0,20.0,10151.618340562687,10156.618340562687,5.0,20.0,2,100.0,100.0,100.0
baseline,4,3,15.0,20.0,10151.618340562687,10156.618340562687,5.0,20.0,3,100.0,100.0,100.0
baseline,4,3,15.0,20.0,10151.618340562687,10156.618340562687,5.0,20.0,4,100.0,100.0,100.0
baseline,4,3,15.0,20.0,10151.618340562687,10156.618340562687,5.0,20.0,5,0.0,7.845500408229782,7.845500408229782
baseline,4,3,15.0,20.0,10151.618340562687,10156.618340562687,5.0,20.0,6,49.38708148891237,46.818341876469276,46.818341876469276
baseline,4,3,15.0,20.0,10151.618340562687,10156.618340562687,5.0,20.0,7,0.0,44.21578342673911,44.21578342673911
baseline,4,3,15.0,20.0,10151.618340562687,10156.618340562687,5.0,20.0,8,100.0,100.0,100.0
baseline,4,3,15.0,20.0,10151.618340562687,10156.618340562687,5.0,20.0,9,100.0,100.0000000000091,100.0000000000091
baseline,4,3,15.0,20.0,10151.618340562687,10156.618340562687,5.0,20.0,10,83.90872091636993,43.64452577006887,43.64452577006887
baseline,4,3,15.0,20.0,10151.618340562687,10156.618340562687,5.0,20.0,11,100.0,100.0,100.0
baseline,4,3,15.0,20.0,10151.618340562687,10156.618340562687,5.0,20.0,12,100.0,100.0,100.0
baseline,4,3,15.0,20.0,10151.618340562687,10156.618340562687,5.0,20.0,13,100.0,100.0,100.0
baseline,4,3,15.0,20.0,10151.618340562687,10156.618340562687,5.0,20.0,14,100.0,100.0,100.0
baseline,4,3,15.0,20.0,10151.618340562687,10156.618340562687,5.0,20.0,15,100.0,95.17942480390047,95.17942480390047
baseline,4,3,15.0,20.0,10151.618340562687,10156.618340562687,5.0,20.0,16,100.0,100.0,100.0
baseline,4,3,15.0,20.0,10151.618340562687,10156.618340562687,5.0,20.0,17,100.0,100.0,100.0
baseline,4,3,15.0,20.0,10151.618340562687,10156.618340562687,5.0,20.0,18,100.0,89.70636210643988,89.70636210643988
baseline,4,3,15.0,20.0,10151.618340562687,10156.618340562687,5.0,20.0,19,100.0,100.0,100.0
baseline,4,3,15.0,20.0,10151.618340562687,10156.618340562687,5.0,20.0,20,100.0,100.0,100.0
baseline,4,3,15.0,20.0,10151.618340562687,10156.618340562687,5.0,20.0,21,0.0,9.79477573711847,9.79477573711847
baseline,4,3,15.0,20.0,10151.618340562687,10156.618340562687,5.0,20.0,22,100.0,100.0,100.0
baseline,4,3,15.0,20.0,10151.618340562687,10156.618340562687,5.0,20.0,23,100.0,100.0,100.0
baseline,4,3,15.0,20.0,10151.618340562687,10156.618340562687,5.0,20.0,24,100.0,100.0,100.0
baseline,4,3,15.0,20.0,10151.618340562687,10156.618340562687,5.0,20.0,25,100.0,100.0,100.0
baseline,4,3,15.0,20.0,10151.618340562687,10156.618340562687,5.0,20.0,26,100.0,100.0,100.0
baseline,4,3,15.0,20.0,10151.618340562687,10156.618340562687,5.0,20.0,27,100.0,100.0,100.0
