case,num_ssu,bin,relative_start_ms,relative_end_ms,absolute_start_ms,absolute_end_ms,duration_ms,npu_id,compute_busy_ms,compute_utilization,compute_utilization_pct,npu_link_busy_ms,npu_link_utilization,npu_link_utilization_pct,npu_link_served_gb,actual_npu_link_bandwidth_gbps,compute_request_ids,compute_layers,link_request_ids,link_layers
baseline,4,47,23.5,24.0,10160.118340562687,10160.618340562687,0.5,27,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[347],[0],[],[]
baseline,4,47,23.5,24.0,10160.118340562687,10160.618340562687,0.5,28,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[732],[9],[],[]
baseline,4,47,23.5,24.0,10160.118340562687,10160.618340562687,0.5,29,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[541],[9],[],[]
baseline,4,47,23.5,24.0,10160.118340562687,10160.618340562687,0.5,30,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[574],[14],[],[]
baseline,4,47,23.5,24.0,10160.118340562687,10160.618340562687,0.5,31,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[735],[13],[],[]
baseline,4,48,24.0,24.5,10160.618340562687,10161.118340562687,0.5,0,0.5,1.0,100.0,0.31219482421875,0.6243896484375,62.43896484375,0.0156097412109375,31.219482421875,[832],[15],[864],[0]
baseline,4,48,24.0,24.5,10160.618340562687,10161.118340562687,0.5,1,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[417],[13],[],[]
baseline,4,48,24.0,24.5,10160.618340562687,10161.118340562687,0.5,2,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[610],[11],[],[]
baseline,4,48,24.0,24.5,10160.618340562687,10161.118340562687,0.5,3,0.5,1.0,100.0,0.11077880859375,0.2215576171875,22.15576171875,0.0055389404296875,11.077880859375,[579],[5],[579],[6]
baseline,4,48,24.0,24.5,10160.618340562687,10161.118340562687,0.5,4,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[452],[6],[],[]
baseline,4,48,24.0,24.5,10160.618340562687,10161.118340562687,0.5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[]
baseline,4,48,24.0,24.5,10160.618340562687,10161.118340562687,0.5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[]
baseline,4,48,24.0,24.5,10160.618340562687,10161.118340562687,0.5,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[]
baseline,4,48,24.0,24.5,10160.618340562687,10161.118340562687,0.5,8,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[584],[2],[],[]
baseline,4,48,24.0,24.5,10160.618340562687,10161.118340562687,0.5,9,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[521],[1],[],[]
baseline,4,48,24.0,24.5,10160.618340562687,10161.118340562687,0.5,10,0.0,0.0,0.0,0.28918518415775907,0.5783703683155181,57.83703683155181,0.014459259207887954,28.918518415775907,[],[],[490],[3]
baseline,4,48,24.0,24.5,10160.618340562687,10161.118340562687,0.5,11,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[555],[7],[],[]
baseline,4,48,24.0,24.5,10160.618340562687,10161.118340562687,0.5,12,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[556],[10],[],[]
baseline,4,48,24.0,24.5,10160.618340562687,10161.118340562687,0.5,13,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[493],[11],[],[]
baseline,4,48,24.0,24.5,10160.618340562687,10161.118340562687,0.5,14,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[782],[15],[],[]
baseline,4,48,24.0,24.5,10160.618340562687,10161.118340562687,0.5,15,0.0,0.0,0.0,0.0055938216974027455,0.011187643394805491,1.118764339480549,0.0002796910848701373,0.5593821697402745,[],[],[943],[13]
baseline,4,48,24.0,24.5,10160.618340562687,10161.118340562687,0.5,16,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[560],[10],[],[]
baseline,4,48,24.0,24.5,10160.618340562687,10161.118340562687,0.5,17,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[753],[6],[],[]
baseline,4,48,24.0,24.5,10160.618340562687,10161.118340562687,0.5,18,0.5,1.0,100.0,0.3931471891828551,0.7862943783657101,78.62943783657101,0.019657359459142754,39.31471891828551,[594],[14],[594],[15]
baseline,4,48,24.0,24.5,10160.618340562687,10161.118340562687,0.5,19,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[563],[1],[],[]
baseline,4,48,24.0,24.5,10160.618340562687,10161.118340562687,0.5,20,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[724],[3],[],[]
baseline,4,48,24.0,24.5,10160.618340562687,10161.118340562687,0.5,21,0.397935435466934,0.795870870933868,79.5870870933868,0.082244873046875,0.16448974609375,16.448974609375,0.00411224365234375,8.2244873046875,[501],[14],[501],[14]
baseline,4,48,24.0,24.5,10160.618340562687,10161.118340562687,0.5,22,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[566],[4],[],[]
baseline,4,48,24.0,24.5,10160.618340562687,10161.118340562687,0.5,23,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[631],[13],[],[]
baseline,4,48,24.0,24.5,10160.618340562687,10161.118340562687,0.5,24,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[696],[15],[],[]
baseline,4,48,24.0,24.5,10160.618340562687,10161.118340562687,0.5,25,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[537],[10],[],[]
baseline,4,48,24.0,24.5,10160.618340562687,10161.118340562687,0.5,26,0.5,1.0,100.0,0.5,1.0,100.0,0.025,50.0,[922],[9],[922],[10]
baseline,4,48,24.0,24.5,10160.618340562687,10161.118340562687,0.5,27,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[347],[0],[],[]
baseline,4,48,24.0,24.5,10160.618340562687,10161.118340562687,0.5,28,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[732],[9],[],[]
baseline,4,48,24.0,24.5,10160.618340562687,10161.118340562687,0.5,29,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[541],[9],[],[]
baseline,4,48,24.0,24.5,10160.618340562687,10161.118340562687,0.5,30,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[574],[14],[],[]
baseline,4,48,24.0,24.5,10160.618340562687,10161.118340562687,0.5,31,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[735],[13],[],[]
baseline,4,49,24.5,25.0,10161.118340562687,10161.618340562687,0.5,0,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[832],[15],[],[]
baseline,4,49,24.5,25.0,10161.118340562687,10161.618340562687,0.5,1,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[417],[13],[],[]
baseline,4,49,24.5,25.0,10161.118340562687,10161.618340562687,0.5,2,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[610],[11],[],[]
baseline,4,49,24.5,25.0,10161.118340562687,10161.618340562687,0.5,3,0.5,1.0,100.0,0.39947509765625,0.7989501953125,79.89501953125,0.0199737548828125,39.947509765625,[579],[5],[579],[6]
baseline,4,49,24.5,25.0,10161.118340562687,10161.618340562687,0.5,4,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[452],[6],[],[]
baseline,4,49,24.5,25.0,10161.118340562687,10161.618340562687,0.5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[]
baseline,4,49,24.5,25.0,10161.118340562687,10161.618340562687,0.5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[]
baseline,4,49,24.5,25.0,10161.118340562687,10161.618340562687,0.5,7,0.0,0.0,0.0,0.3627516813703551,0.7255033627407101,72.55033627407101,0.018137584068517752,36.27516813703551,[],[],[615],[2]
baseline,4,49,24.5,25.0,10161.118340562687,10161.618340562687,0.5,8,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[584],[2],[],[]
baseline,4,49,24.5,25.0,10161.118340562687,10161.618340562687,0.5,9,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[521],[1],[],[]
baseline,4,49,24.5,25.0,10161.118340562687,10161.618340562687,0.5,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[]
baseline,4,49,24.5,25.0,10161.118340562687,10161.618340562687,0.5,11,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[555],[7],[],[]
baseline,4,49,24.5,25.0,10161.118340562687,10161.618340562687,0.5,12,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[556],[10],[],[]
baseline,4,49,24.5,25.0,10161.118340562687,10161.618340562687,0.5,13,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[493],[11],[],[]
baseline,4,49,24.5,25.0,10161.118340562687,10161.618340562687,0.5,14,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[782],[15],[],[]
baseline,4,49,24.5,25.0,10161.118340562687,10161.618340562687,0.5,15,0.0,0.0,0.0,0.4001312255859375,0.800262451171875,80.0262451171875,0.020006561279296876,40.01312255859375,[],[],[943],[13]
baseline,4,49,24.5,25.0,10161.118340562687,10161.618340562687,0.5,16,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[560],"[10,11]",[],[]
baseline,4,49,24.5,25.0,10161.118340562687,10161.618340562687,0.5,17,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[753],[6],[],[]
baseline,4,49,24.5,25.0,10161.118340562687,10161.618340562687,0.5,18,0.5,1.0,100.0,0.4494431428483949,0.8988862856967899,89.88862856967899,0.022472157142419746,44.94431428483949,[594],[14],[594],[15]
baseline,4,49,24.5,25.0,10161.118340562687,10161.618340562687,0.5,19,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[563],[1],[],[]
baseline,4,49,24.5,25.0,10161.118340562687,10161.618340562687,0.5,20,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[724],[3],[],[]
baseline,4,49,24.5,25.0,10161.118340562687,10161.618340562687,0.5,21,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[501],[14],[],[]
baseline,4,49,24.5,25.0,10161.118340562687,10161.618340562687,0.5,22,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[566],[4],[],[]
baseline,4,49,24.5,25.0,10161.118340562687,10161.618340562687,0.5,23,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[631],[13],[],[]
baseline,4,49,24.5,25.0,10161.118340562687,10161.618340562687,0.5,24,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[696],[15],[],[]
baseline,4,49,24.5,25.0,10161.118340562687,10161.618340562687,0.5,25,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[537],[10],[],[]
baseline,4,49,24.5,25.0,10161.118340562687,10161.618340562687,0.5,26,0.5,1.0,100.0,0.5,1.0,100.0,0.024999999999999998,49.99999999999999,[922],[9],[922],[10]
baseline,4,49,24.5,25.0,10161.118340562687,10161.618340562687,0.5,27,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[347],[0],[],[]
baseline,4,49,24.5,25.0,10161.118340562687,10161.618340562687,0.5,28,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[732],[9],[],[]
baseline,4,49,24.5,25.0,10161.118340562687,10161.618340562687,0.5,29,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[541],[9],[],[]
baseline,4,49,24.5,25.0,10161.118340562687,10161.618340562687,0.5,30,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[574],[14],[],[]
baseline,4,49,24.5,25.0,10161.118340562687,10161.618340562687,0.5,31,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[735],[13],[],[]
baseline,4,50,25.0,25.5,10161.618340562687,10162.118340562687,0.5,0,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[832],[15],[],[]
baseline,4,50,25.0,25.5,10161.618340562687,10162.118340562687,0.5,1,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[417],[13],[],[]
baseline,4,50,25.0,25.5,10161.618340562687,10162.118340562687,0.5,2,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[610],[11],[],[]
baseline,4,50,25.0,25.5,10161.618340562687,10162.118340562687,0.5,3,0.5,1.0,100.0,0.31890869140625,0.6378173828125,63.78173828125,0.0159454345703125,31.890869140625,[579],[5],[579],[6]
baseline,4,50,25.0,25.5,10161.618340562687,10162.118340562687,0.5,4,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[452],[6],[],[]
baseline,4,50,25.0,25.5,10161.618340562687,10162.118340562687,0.5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[]
baseline,4,50,25.0,25.5,10161.618340562687,10162.118340562687,0.5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[]
baseline,4,50,25.0,25.5,10161.618340562687,10162.118340562687,0.5,7,0.0,0.0,0.0,0.5,1.0,100.0,0.025,50.0,[],[],[615],[2]
baseline,4,50,25.0,25.5,10161.618340562687,10162.118340562687,0.5,8,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[584],[2],[],[]
baseline,4,50,25.0,25.5,10161.618340562687,10162.118340562687,0.5,9,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[521],[1],[],[]
baseline,4,50,25.0,25.5,10161.618340562687,10162.118340562687,0.5,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[]
baseline,4,50,25.0,25.5,10161.618340562687,10162.118340562687,0.5,11,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[555],[7],[],[]
baseline,4,50,25.0,25.5,10161.618340562687,10162.118340562687,0.5,12,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[556],[10],[],[]
baseline,4,50,25.0,25.5,10161.618340562687,10162.118340562687,0.5,13,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[493],[11],[],[]
baseline,4,50,25.0,25.5,10161.618340562687,10162.118340562687,0.5,14,0.5,1.0,100.0,0.22996969894848007,0.45993939789696014,45.993939789696014,0.011498484947424004,22.996969894848007,[782],[15],[814],[0]
baseline,4,50,25.0,25.5,10161.618340562687,10162.118340562687,0.5,15,0.0,0.0,0.0,0.39993901521665975,0.7998780304333195,79.98780304333195,0.019996950760832986,39.993901521665975,[],[],[943],[13]
baseline,4,50,25.0,25.5,10161.618340562687,10162.118340562687,0.5,16,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[560],[11],[],[]
baseline,4,50,25.0,25.5,10161.618340562687,10162.118340562687,0.5,17,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[753],[6],[],[]
baseline,4,50,25.0,25.5,10161.618340562687,10162.118340562687,0.5,18,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[594],[14],[],[]
baseline,4,50,25.0,25.5,10161.618340562687,10162.118340562687,0.5,19,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[563],[1],[],[]
baseline,4,50,25.0,25.5,10161.618340562687,10162.118340562687,0.5,20,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[724],[3],[],[]
baseline,4,50,25.0,25.5,10161.618340562687,10162.118340562687,0.5,21,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[501],[14],[],[]
baseline,4,50,25.0,25.5,10161.618340562687,10162.118340562687,0.5,22,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[566],[4],[],[]
baseline,4,50,25.0,25.5,10161.618340562687,10162.118340562687,0.5,23,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[631],[13],[],[]
baseline,4,50,25.0,25.5,10161.618340562687,10162.118340562687,0.5,24,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[696],[15],[],[]
baseline,4,50,25.0,25.5,10161.618340562687,10162.118340562687,0.5,25,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[537],[10],[],[]
baseline,4,50,25.0,25.5,10161.618340562687,10162.118340562687,0.5,26,0.5,1.0,100.0,0.05350808425464493,0.10701616850928986,10.701616850928986,0.0026754042127322465,5.350808425464493,[922],[9],[922],[10]
baseline,4,50,25.0,25.5,10161.618340562687,10162.118340562687,0.5,27,0.5,1.0,100.0,0.08120666154536593,0.16241332309073186,16.241332309073186,0.004060333077268297,8.120666154536593,[347],[0],[347],[1]
baseline,4,50,25.0,25.5,10161.618340562687,10162.118340562687,0.5,28,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[732],[9],[],[]
baseline,4,50,25.0,25.5,10161.618340562687,10162.118340562687,0.5,29,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[541],[9],[],[]
baseline,4,50,25.0,25.5,10161.618340562687,10162.118340562687,0.5,30,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[574],[14],[],[]
baseline,4,50,25.0,25.5,10161.618340562687,10162.118340562687,0.5,31,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[735],[13],[],[]
baseline,4,51,25.5,26.0,10162.118340562687,10162.618340562687,0.5,0,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[832],[15],[],[]
baseline,4,51,25.5,26.0,10162.118340562687,10162.618340562687,0.5,1,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[417],[13],[],[]
baseline,4,51,25.5,26.0,10162.118340562687,10162.618340562687,0.5,2,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[610],[11],[],[]
baseline,4,51,25.5,26.0,10162.118340562687,10162.618340562687,0.5,3,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[579],[5],[],[]
baseline,4,51,25.5,26.0,10162.118340562687,10162.618340562687,0.5,4,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[452],[6],[],[]
baseline,4,51,25.5,26.0,10162.118340562687,10162.618340562687,0.5,5,0.0,0.0,0.0,0.16449885099427775,0.3289977019885555,32.89977019885555,0.008224942549713888,16.449885099427775,[],[],[549],[6]
baseline,4,51,25.5,26.0,10162.118340562687,10162.618340562687,0.5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[]
baseline,4,51,25.5,26.0,10162.118340562687,10162.618340562687,0.5,7,0.0,0.0,0.0,0.10740212722339493,0.21480425444678986,21.480425444678986,0.005370106361169746,10.740212722339493,[],[],[615],[2]
baseline,4,51,25.5,26.0,10162.118340562687,10162.618340562687,0.5,8,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[584],[2],[],[]
baseline,4,51,25.5,26.0,10162.118340562687,10162.618340562687,0.5,9,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[521],[1],[],[]
baseline,4,51,25.5,26.0,10162.118340562687,10162.618340562687,0.5,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[]
baseline,4,51,25.5,26.0,10162.118340562687,10162.618340562687,0.5,11,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[555],[7],[],[]
baseline,4,51,25.5,26.0,10162.118340562687,10162.618340562687,0.5,12,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[556],[10],[],[]
baseline,4,51,25.5,26.0,10162.118340562687,10162.618340562687,0.5,13,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[493],[11],[],[]
baseline,4,51,25.5,26.0,10162.118340562687,10162.618340562687,0.5,14,0.5,1.0,100.0,0.5,1.0,100.0,0.025,50.0,[782],[15],[814],[0]
baseline,4,51,25.5,26.0,10162.118340562687,10162.618340562687,0.5,15,0.38689570158021525,0.7737914031604305,77.37914031604305,0.09063720703125,0.1812744140625,18.12744140625,0.0045318603515625,9.063720703125,[943],[13],[943],[13]
baseline,4,51,25.5,26.0,10162.118340562687,10162.618340562687,0.5,16,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[560],[11],[],[]
baseline,4,51,25.5,26.0,10162.118340562687,10162.618340562687,0.5,17,0.5,1.0,100.0,0.14434814453125,0.2886962890625,28.86962890625,0.0072174072265625,14.434814453125,[753],[6],[753],[7]
baseline,4,51,25.5,26.0,10162.118340562687,10162.618340562687,0.5,18,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[594],[14],[],[]
baseline,4,51,25.5,26.0,10162.118340562687,10162.618340562687,0.5,19,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[563],[1],[],[]
baseline,4,51,25.5,26.0,10162.118340562687,10162.618340562687,0.5,20,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[724],[3],[],[]
baseline,4,51,25.5,26.0,10162.118340562687,10162.618340562687,0.5,21,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[501],[14],[],[]
baseline,4,51,25.5,26.0,10162.118340562687,10162.618340562687,0.5,22,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[566],[4],[],[]
baseline,4,51,25.5,26.0,10162.118340562687,10162.618340562687,0.5,23,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[631],[13],[],[]
baseline,4,51,25.5,26.0,10162.118340562687,10162.618340562687,0.5,24,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[696],[15],[],[]
baseline,4,51,25.5,26.0,10162.118340562687,10162.618340562687,0.5,25,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[537],[10],[],[]
baseline,4,51,25.5,26.0,10162.118340562687,10162.618340562687,0.5,26,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[922],[9],[],[]
baseline,4,51,25.5,26.0,10162.118340562687,10162.618340562687,0.5,27,0.5,1.0,100.0,0.4001312255859375,0.800262451171875,80.0262451171875,0.020006561279296876,40.01312255859375,[347],[0],[347],[1]
baseline,4,51,25.5,26.0,10162.118340562687,10162.618340562687,0.5,28,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[732],[9],[],[]
baseline,4,51,25.5,26.0,10162.118340562687,10162.618340562687,0.5,29,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[541],[9],[],[]
baseline,4,51,25.5,26.0,10162.118340562687,10162.618340562687,0.5,30,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[574],[14],[],[]
baseline,4,51,25.5,26.0,10162.118340562687,10162.618340562687,0.5,31,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[735],[13],[],[]
baseline,4,52,26.0,26.5,10162.618340562687,10163.118340562687,0.5,0,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[832],[15],[],[]
baseline,4,52,26.0,26.5,10162.618340562687,10163.118340562687,0.5,1,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[417],[13],[],[]
baseline,4,52,26.0,26.5,10162.618340562687,10163.118340562687,0.5,2,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[610],[11],[],[]
baseline,4,52,26.0,26.5,10162.618340562687,10163.118340562687,0.5,3,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[579],[5],[],[]
baseline,4,52,26.0,26.5,10162.618340562687,10163.118340562687,0.5,4,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[452],[6],[],[]
baseline,4,52,26.0,26.5,10162.618340562687,10163.118340562687,0.5,5,0.34139399259584025,0.6827879851916805,68.27879851916805,0.07720036775572225,0.1544007355114445,15.440073551144451,0.003860018387786113,7.7200367755722255,[549],[6],[549],[6]
baseline,4,52,26.0,26.5,10162.618340562687,10163.118340562687,0.5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[]
baseline,4,52,26.0,26.5,10162.618340562687,10163.118340562687,0.5,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[]
baseline,4,52,26.0,26.5,10162.618340562687,10163.118340562687,0.5,8,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[584],[2],[],[]
baseline,4,52,26.0,26.5,10162.618340562687,10163.118340562687,0.5,9,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[521],[1],[],[]
baseline,4,52,26.0,26.5,10162.618340562687,10163.118340562687,0.5,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[]
baseline,4,52,26.0,26.5,10162.618340562687,10163.118340562687,0.5,11,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[555],[7],[],[]
baseline,4,52,26.0,26.5,10162.618340562687,10163.118340562687,0.5,12,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[556],[10],[],[]
baseline,4,52,26.0,26.5,10162.618340562687,10163.118340562687,0.5,13,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[493],[11],[],[]
baseline,4,52,26.0,26.5,10162.618340562687,10163.118340562687,0.5,14,0.5,1.0,100.0,0.5,1.0,100.0,0.024999999999999998,49.99999999999999,[782],[15],[814],[0]
baseline,4,52,26.0,26.5,10162.618340562687,10163.118340562687,0.5,15,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[943],[13],[],[]
baseline,4,52,26.0,26.5,10162.618340562687,10163.118340562687,0.5,16,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[560],[11],[],[]
baseline,4,52,26.0,26.5,10162.618340562687,10163.118340562687,0.5,17,0.5,1.0,100.0,0.32293085783021525,0.6458617156604305,64.58617156604305,0.01614654289151076,32.293085783021525,[753],[6],[753],[7]
baseline,4,52,26.0,26.5,10162.618340562687,10163.118340562687,0.5,18,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[594],[14],[],[]
baseline,4,52,26.0,26.5,10162.618340562687,10163.118340562687,0.5,19,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[563],[1],[],[]
baseline,4,52,26.0,26.5,10162.618340562687,10163.118340562687,0.5,20,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[724],[3],[],[]
baseline,4,52,26.0,26.5,10162.618340562687,10163.118340562687,0.5,21,0.06101971195676015,0.1220394239135203,12.20394239135203,0.09063720703125,0.1812744140625,18.12744140625,0.0045318603515625,9.063720703125,[501],[14],[501],[15]
baseline,4,52,26.0,26.5,10162.618340562687,10163.118340562687,0.5,22,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[566],[4],[],[]
baseline,4,52,26.0,26.5,10162.618340562687,10163.118340562687,0.5,23,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[631],[13],[],[]
baseline,4,52,26.0,26.5,10162.618340562687,10163.118340562687,0.5,24,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[696],[15],[],[]
baseline,4,52,26.0,26.5,10162.618340562687,10163.118340562687,0.5,25,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[537],[10],[],[]
baseline,4,52,26.0,26.5,10162.618340562687,10163.118340562687,0.5,26,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[922],[9],[],[]
baseline,4,52,26.0,26.5,10162.618340562687,10163.118340562687,0.5,27,0.5,1.0,100.0,0.4001312255859375,0.800262451171875,80.0262451171875,0.020006561279296876,40.01312255859375,[347],[0],[347],[1]
baseline,4,52,26.0,26.5,10162.618340562687,10163.118340562687,0.5,28,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[732],[9],[],[]
baseline,4,52,26.0,26.5,10162.618340562687,10163.118340562687,0.5,29,0.5,1.0,100.0,0.0,0.0,0.0,0.0,0.0,[541],[9],[],[]
