case,num_ssu,bin,relative_start_ms,relative_end_ms,absolute_start_ms,absolute_end_ms,duration_ms,ssu_id,ssd_busy_ms,ssd_utilization,ssd_utilization_pct,ssd_served_gb,actual_ssd_bandwidth_gbps,request_ids,layers
baseline,4,98,49.0,49.5,10185.618340562687,10186.118340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,[728],[1]
baseline,4,98,49.0,49.5,10185.618340562687,10186.118340562687,0.5,2,0.22468880935230118,0.44937761870460236,44.937761870460236,0.008987552374092047,17.975104748184094,[753],[9]
baseline,4,98,49.0,49.5,10185.618340562687,10186.118340562687,0.5,3,0.1597482209726877,0.3194964419453754,31.94964419453754,0.006389928838907508,12.779857677815016,[753],[9]
baseline,4,99,49.5,50.0,10186.118340562687,10186.618340562687,0.5,0,0.5,1.0,100.0,0.02,40.0,"[493,563]","[3,13]"
baseline,4,99,49.5,50.0,10186.118340562687,10186.618340562687,0.5,1,0.5,1.0,100.0,0.02,40.0,"[452,728]","[1,8]"
baseline,4,99,49.5,50.0,10186.118340562687,10186.618340562687,0.5,2,0.0,0.0,0.0,0.0,0.0,[],[]
baseline,4,99,49.5,50.0,10186.118340562687,10186.618340562687,0.5,3,0.0,0.0,0.0,0.0,0.0,[],[]
adaptive_t0_i100ms,4,0,0.0,0.5,10906.062311812053,10906.562311812053,0.5,0,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,"[315,452,489,490,525,533,534,541,555,560,563,581,584,611,633,647,658,670,695,696,710,724,910,954,959,1009,1024,1071]","[0,1,2,3,4,5,6,7,8,9,10,11,12,14,15]"
adaptive_t0_i100ms,4,0,0.0,0.5,10906.062311812053,10906.562311812053,0.5,1,0.5,1.0,100.0,0.02,40.0,"[452,533,534,581,724]","[0,1,11,14]"
adaptive_t0_i100ms,4,0,0.0,0.5,10906.062311812053,10906.562311812053,0.5,2,0.5,1.0,100.0,0.02,40.0,"[452,533,534,581,724]","[0,1,11,14]"
adaptive_t0_i100ms,4,0,0.0,0.5,10906.062311812053,10906.562311812053,0.5,3,0.5,1.0,100.0,0.02,40.0,"[452,533,534,581,724]","[0,1,11,14]"
adaptive_t0_i100ms,4,1,0.5,1.0,10906.562311812053,10907.062311812053,0.5,0,0.5,1.0,100.0,0.02,40.0,"[315,417,452,489,490,525,533,534,541,555,560,581,584,610,611,647,658,670,695,696,710,724,764,910,954,959,1009,1024,1071]","[0,1,2,3,4,5,6,7,8,9,10,11,12,14,15]"
adaptive_t0_i100ms,4,1,0.5,1.0,10906.562311812053,10907.062311812053,0.5,1,0.5,1.0,100.0,0.02,40.0,"[452,533,534,581,724]","[0,1,11,14]"
adaptive_t0_i100ms,4,1,0.5,1.0,10906.562311812053,10907.062311812053,0.5,2,0.5,1.0,100.0,0.02,40.0,"[452,533,534,581,724]","[0,1,11,14]"
adaptive_t0_i100ms,4,1,0.5,1.0,10906.562311812053,10907.062311812053,0.5,3,0.5,1.0,100.0,0.02,40.0,"[452,533,534,581,724]","[0,1,11,14]"
adaptive_t0_i100ms,4,2,1.0,1.5,10907.062311812053,10907.562311812053,0.5,0,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,"[315,417,452,489,490,522,525,533,534,555,560,563,581,584,610,611,633,647,695,696,710,724,764,910,959,1009,1024,1071]","[0,1,3,4,5,7,8,9,10,11,12,14,15]"
adaptive_t0_i100ms,4,2,1.0,1.5,10907.062311812053,10907.562311812053,0.5,1,0.5,1.0,100.0,0.02,40.0,"[452,522,533,534,581,724]","[0,1,11,14]"
adaptive_t0_i100ms,4,2,1.0,1.5,10907.062311812053,10907.562311812053,0.5,2,0.5,1.0,100.0,0.02,40.0,"[452,522,534,581,724]","[0,11,14]"
adaptive_t0_i100ms,4,2,1.0,1.5,10907.062311812053,10907.562311812053,0.5,3,0.5,1.0,100.0,0.02,40.0,"[452,522,534,724]","[0,11,14]"
adaptive_t0_i100ms,4,3,1.5,2.0,10907.562311812053,10908.062311812053,0.5,0,0.5,1.0,100.0,0.02,40.0,"[315,452,489,522,525,533,534,541,560,563,581,584,610,611,633,647,658,670,695,696,710,724,764,910,954,959,1009,1024,1071]","[0,1,2,3,4,5,6,7,8,9,10,11,12,14,15]"
adaptive_t0_i100ms,4,3,1.5,2.0,10907.562311812053,10908.062311812053,0.5,1,0.5,1.0,100.0,0.02,40.0,"[452,522,534,581,724]","[0,11,14]"
adaptive_t0_i100ms,4,3,1.5,2.0,10907.562311812053,10908.062311812053,0.5,2,0.5,1.0,100.0,0.02,40.0,"[452,522,534,724]","[0,11,14]"
adaptive_t0_i100ms,4,3,1.5,2.0,10907.562311812053,10908.062311812053,0.5,3,0.5,1.0,100.0,0.02,40.0,"[452,522,534,724]","[0,11,14]"
adaptive_t0_i100ms,4,4,2.0,2.5,10908.062311812053,10908.562311812053,0.5,0,0.5,1.0,100.0,0.02,40.0,"[315,417,452,489,522,525,533,534,541,555,560,563,581,584,610,611,633,647,658,670,695,696,710,724,910,954,959,1009,1024,1071]","[0,1,2,3,4,5,6,7,8,9,10,11,12,14,15]"
adaptive_t0_i100ms,4,4,2.0,2.5,10908.062311812053,10908.562311812053,0.5,1,0.5,1.0,100.0,0.02,40.0,"[452,522,534,581,724]","[0,11,14]"
adaptive_t0_i100ms,4,4,2.0,2.5,10908.062311812053,10908.562311812053,0.5,2,0.5,1.0,100.0,0.02,40.0,"[452,522,534,724]","[0,11,14]"
adaptive_t0_i100ms,4,4,2.0,2.5,10908.062311812053,10908.562311812053,0.5,3,0.5,1.0,100.0,0.02,40.0,"[452,522,534,724]","[0,11,14]"
adaptive_t0_i100ms,4,5,2.5,3.0,10908.562311812053,10909.062311812053,0.5,0,0.5,1.0,100.0,0.02,40.0,"[315,417,452,489,522,525,533,534,541,555,560,581,584,611,658,670,695,696,710,724,764,910,959,1009,1024,1071]","[0,1,3,4,5,6,7,8,9,10,11,12,14,15]"
adaptive_t0_i100ms,4,5,2.5,3.0,10908.562311812053,10909.062311812053,0.5,1,0.5,1.0,100.0,0.02,40.0,"[452,522,534,724]","[0,11,14]"
adaptive_t0_i100ms,4,5,2.5,3.0,10908.562311812053,10909.062311812053,0.5,2,0.5,1.0,100.0,0.02,40.0,"[452,534,724]","[0,11,14]"
adaptive_t0_i100ms,4,5,2.5,3.0,10908.562311812053,10909.062311812053,0.5,3,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,"[452,534,724]","[0,11,14]"
adaptive_t0_i100ms,4,6,3.0,3.5,10909.062311812053,10909.562311812053,0.5,0,0.5,1.0,100.0,0.02,40.0,"[315,452,489,522,525,533,534,555,560,563,581,584,610,611,633,647,670,695,696,710,724,910,954,959,1009,1024,1071]","[0,1,2,3,4,5,6,7,8,9,10,11,12,14,15]"
adaptive_t0_i100ms,4,6,3.0,3.5,10909.062311812053,10909.562311812053,0.5,1,0.5,1.0,100.0,0.02,40.0,"[452,533,534,724]","[0,2,11,14]"
adaptive_t0_i100ms,4,6,3.0,3.5,10909.062311812053,10909.562311812053,0.5,2,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,"[452,533,534,724]","[0,2,11,14]"
adaptive_t0_i100ms,4,6,3.0,3.5,10909.062311812053,10909.562311812053,0.5,3,0.5,1.0,100.0,0.02,40.0,"[452,533,534,724]","[0,2,11,14]"
adaptive_t0_i100ms,4,7,3.5,4.0,10909.562311812053,10910.062311812053,0.5,0,0.5,1.0,100.0,0.02,40.0,"[315,417,452,489,522,525,533,534,541,555,560,563,581,584,610,611,633,647,658,670,695,696,710,724,764,910,954,959,1009,1024,1071]","[0,2,3,4,5,6,7,8,9,10,11,12,14,15]"
adaptive_t0_i100ms,4,7,3.5,4.0,10909.562311812053,10910.062311812053,0.5,1,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,"[452,533,534,724]","[0,2,11,14]"
adaptive_t0_i100ms,4,7,3.5,4.0,10909.562311812053,10910.062311812053,0.5,2,0.5,1.0,100.0,0.02,40.0,"[452,533,534,724]","[0,2,11,14]"
adaptive_t0_i100ms,4,7,3.5,4.0,10909.562311812053,10910.062311812053,0.5,3,0.5,1.0,100.0,0.02,40.0,"[452,533,724]","[0,2,11]"
adaptive_t0_i100ms,4,8,4.0,4.5,10910.062311812053,10910.562311812053,0.5,0,0.5,1.0,100.0,0.020000000000000004,40.00000000000001,"[315,417,452,489,525,533,534,541,555,560,563,581,584,610,611,633,647,658,670,695,696,710,724,764,910,954,959,1009,1024,1071]","[0,2,3,4,5,6,7,8,9,10,11,12,14,15]"
adaptive_t0_i100ms,4,8,4.0,4.5,10910.062311812053,10910.562311812053,0.5,1,0.5,1.0,100.0,0.02,40.0,"[452,533,534,724]","[0,2,11,14]"
adaptive_t0_i100ms,4,8,4.0,4.5,10910.062311812053,10910.562311812053,0.5,2,0.5,1.0,100.0,0.02,40.0,"[452,533,724]","[0,2,11]"
adaptive_t0_i100ms,4,8,4.0,4.5,10910.062311812053,10910.562311812053,0.5,3,0.5,1.0,100.0,0.02,40.0,"[452,533,724]","[0,2,11]"
adaptive_t0_i100ms,4,9,4.5,5.0,10910.562311812053,10911.062311812053,0.5,0,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,"[315,417,452,489,525,533,534,541,555,560,563,581,584,610,611,633,647,658,670,695,696,710,724,764,910,954,959,1009,1024,1071]","[0,2,3,4,5,6,7,8,9,10,11,12,14,15]"
adaptive_t0_i100ms,4,9,4.5,5.0,10910.562311812053,10911.062311812053,0.5,1,0.5,1.0,100.0,0.02,40.0,"[452,533,534,724]","[0,2,11,14]"
adaptive_t0_i100ms,4,9,4.5,5.0,10910.562311812053,10911.062311812053,0.5,2,0.5,1.0,100.0,0.02,40.0,"[452,533,724]","[0,2,11]"
adaptive_t0_i100ms,4,9,4.5,5.0,10910.562311812053,10911.062311812053,0.5,3,0.5,1.0,100.0,0.02,40.0,"[452,533,724]","[0,2,11]"
adaptive_t0_i100ms,4,10,5.0,5.5,10911.062311812053,10911.562311812053,0.5,0,0.5,1.0,100.0,0.02,40.0,"[315,417,452,489,525,533,534,541,555,560,563,581,584,610,611,633,647,658,670,695,696,710,724,764,910,954,959,1009,1024,1071]","[0,2,3,4,5,6,7,8,9,10,11,12,14,15]"
adaptive_t0_i100ms,4,10,5.0,5.5,10911.062311812053,10911.562311812053,0.5,1,0.5,1.0,100.0,0.02,40.0,"[452,533,724,1009]","[0,2,11,12]"
adaptive_t0_i100ms,4,10,5.0,5.5,10911.062311812053,10911.562311812053,0.5,2,0.5,1.0,100.0,0.02,40.0,"[452,533,724,1009]","[0,2,11,12]"
adaptive_t0_i100ms,4,10,5.0,5.5,10911.062311812053,10911.562311812053,0.5,3,0.5,1.0,100.0,0.02,40.0,"[533,724,1009]","[0,2,12]"
adaptive_t0_i100ms,4,11,5.5,6.0,10911.562311812053,10912.062311812053,0.5,0,0.5,1.0,100.0,0.02,40.0,"[315,417,452,489,522,525,533,534,541,555,560,563,581,584,610,611,633,647,658,670,695,696,710,724,910,954,959,1009,1024,1071]","[0,1,2,3,4,5,6,7,8,9,10,11,12,14,15]"
adaptive_t0_i100ms,4,11,5.5,6.0,10911.562311812053,10912.062311812053,0.5,1,0.5,1.0,100.0,0.02,40.0,"[452,522,533,724,1009]","[0,1,2,11,12]"
adaptive_t0_i100ms,4,11,5.5,6.0,10911.562311812053,10912.062311812053,0.5,2,0.5,1.0,100.0,0.02,40.0,"[452,522,724,1009]","[0,1,11,12]"
adaptive_t0_i100ms,4,11,5.5,6.0,10911.562311812053,10912.062311812053,0.5,3,0.5,1.0,100.0,0.02,40.0,"[522,724,1009]","[0,1,12]"
adaptive_t0_i100ms,4,12,6.0,6.5,10912.062311812053,10912.562311812053,0.5,0,0.5,1.0,100.0,0.02,40.0,"[315,417,452,489,522,525,533,534,541,555,560,563,581,584,610,611,633,647,658,670,695,696,710,724,764,910,954,959,1009,1024,1071]","[0,1,2,3,4,5,6,7,8,9,10,11,12,14,15]"
adaptive_t0_i100ms,4,12,6.0,6.5,10912.062311812053,10912.562311812053,0.5,1,0.5,1.0,100.0,0.02,40.0,"[452,522,533,724,1009]","[0,1,2,11,12]"
adaptive_t0_i100ms,4,12,6.0,6.5,10912.062311812053,10912.562311812053,0.5,2,0.5,1.0,100.0,0.02,40.0,"[522,724,1009]","[0,1,12]"
adaptive_t0_i100ms,4,12,6.0,6.5,10912.062311812053,10912.562311812053,0.5,3,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,"[522,1009]","[1,12]"
adaptive_t0_i100ms,4,13,6.5,7.0,10912.562311812053,10913.062311812053,0.5,0,0.5,1.0,100.0,0.02,40.0,"[315,417,452,489,522,525,533,534,541,555,560,563,581,584,610,611,647,658,670,695,696,710,724,910,954,959,1009,1024,1071]","[0,1,2,3,4,5,6,7,8,9,10,11,12,14,15]"
adaptive_t0_i100ms,4,13,6.5,7.0,10912.562311812053,10913.062311812053,0.5,1,0.5,1.0,100.0,0.02,40.0,"[452,522,724,1009]","[0,1,11,12]"
adaptive_t0_i100ms,4,13,6.5,7.0,10912.562311812053,10913.062311812053,0.5,2,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,"[522,724,1009]","[0,1,12]"
adaptive_t0_i100ms,4,13,6.5,7.0,10912.562311812053,10913.062311812053,0.5,3,0.5,1.0,100.0,0.02,40.0,"[522,1009]","[1,12]"
adaptive_t0_i100ms,4,14,7.0,7.5,10913.062311812053,10913.562311812053,0.5,0,0.5,1.0,100.0,0.02,40.0,"[315,452,489,522,525,533,534,555,560,563,581,584,610,611,633,647,658,670,695,696,710,724,764,910,959,1009,1024,1071]","[0,1,2,3,4,5,6,7,8,9,10,11,12,14,15]"
adaptive_t0_i100ms,4,14,7.0,7.5,10913.062311812053,10913.562311812053,0.5,1,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,"[452,522,724,1009]","[0,1,11,12]"
adaptive_t0_i100ms,4,14,7.0,7.5,10913.062311812053,10913.562311812053,0.5,2,0.44345114870520774,0.8869022974104155,88.69022974104155,0.01773804594820831,35.47609189641662,[1009],[12]
adaptive_t0_i100ms,4,14,7.0,7.5,10913.062311812053,10913.562311812053,0.5,3,0.07009228639981302,0.14018457279962604,14.018457279962604,0.0028036914559925207,5.607382911985042,[1009],[12]
adaptive_t0_i100ms,4,15,7.5,8.0,10913.562311812053,10914.062311812053,0.5,0,0.5,1.0,100.0,0.02,40.0,"[315,417,452,489,522,525,533,534,541,560,581,584,611,633,647,695,696,710,724,910,954,959,1009,1024,1071]","[0,1,2,3,4,5,7,8,9,10,11,12,14,15]"
adaptive_t0_i100ms,4,15,7.5,8.0,10913.562311812053,10914.062311812053,0.5,1,0.5,1.0,100.0,0.02,40.0,"[724,1009]","[0,12]"
adaptive_t0_i100ms,4,15,7.5,8.0,10913.562311812053,10914.062311812053,0.5,2,0.0,0.0,0.0,0.0,0.0,[],[]
adaptive_t0_i100ms,4,15,7.5,8.0,10913.562311812053,10914.062311812053,0.5,3,0.0,0.0,0.0,0.0,0.0,[],[]
adaptive_t0_i100ms,4,16,8.0,8.5,10914.062311812053,10914.562311812053,0.5,0,0.5,1.0,100.0,0.02,40.0,"[315,417,452,489,522,525,533,534,541,555,560,563,581,584,610,611,633,647,658,670,695,696,710,724,764,910,954,959,1009,1024,1071]","[0,1,2,3,4,5,6,7,8,9,10,11,12,14,15]"
adaptive_t0_i100ms,4,16,8.0,8.5,10914.062311812053,10914.562311812053,0.5,1,0.23223054323716497,0.46446108647432993,46.44610864743299,0.009289221729486598,18.578443458973197,"[724,1009]","[0,12]"
adaptive_t0_i100ms,4,16,8.0,8.5,10914.062311812053,10914.562311812053,0.5,2,0.0,0.0,0.0,0.0,0.0,[],[]
adaptive_t0_i100ms,4,16,8.0,8.5,10914.062311812053,10914.562311812053,0.5,3,0.0,0.0,0.0,0.0,0.0,[],[]
adaptive_t0_i100ms,4,17,8.5,9.0,10914.562311812053,10915.062311812053,0.5,0,0.5,1.0,100.0,0.02,40.0,"[315,417,452,489,525,533,534,541,555,560,563,581,584,610,611,633,647,658,670,695,696,710,724,764,910,954,959,1009,1024,1071]","[0,2,3,4,5,6,7,8,9,10,11,12,14,15]"
adaptive_t0_i100ms,4,17,8.5,9.0,10914.562311812053,10915.062311812053,0.5,1,0.0,0.0,0.0,0.0,0.0,[],[]
adaptive_t0_i100ms,4,17,8.5,9.0,10914.562311812053,10915.062311812053,0.5,2,0.0,0.0,0.0,0.0,0.0,[],[]
adaptive_t0_i100ms,4,17,8.5,9.0,10914.562311812053,10915.062311812053,0.5,3,0.0,0.0,0.0,0.0,0.0,[],[]
adaptive_t0_i100ms,4,18,9.0,9.5,10915.062311812053,10915.562311812053,0.5,0,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,"[315,417,452,489,525,533,534,541,555,560,563,581,584,610,611,633,647,658,670,695,696,710,724,728,764,910,954,959,1009,1024,1071]","[0,2,3,4,5,6,7,8,9,10,11,12,14,15]"
adaptive_t0_i100ms,4,18,9.0,9.5,10915.062311812053,10915.562311812053,0.5,1,0.025704027075335034,0.05140805415067007,5.140805415067007,0.0010281610830134014,2.0563221660268027,[728],[0]
adaptive_t0_i100ms,4,18,9.0,9.5,10915.062311812053,10915.562311812053,0.5,2,0.025604027076042257,0.051208054152084514,5.1208054152084514,0.0010241610830416903,2.0483221660833806,[728],[0]
adaptive_t0_i100ms,4,18,9.0,9.5,10915.062311812053,10915.562311812053,0.5,3,0.02550402707674948,0.05100805415349896,5.100805415349896,0.0010201610830699792,2.0403221661399584,[728],[0]
adaptive_t0_i100ms,4,19,9.5,10.0,10915.562311812053,10916.062311812053,0.5,0,0.5,1.0,100.0,0.02,40.0,"[315,417,452,489,525,533,534,541,555,560,563,581,584,610,611,633,647,658,670,695,710,724,728,764,910,954,959,1009,1024,1071]","[0,2,3,4,5,6,7,8,9,10,11,12,14]"
adaptive_t0_i100ms,4,19,9.5,10.0,10915.562311812053,10916.062311812053,0.5,1,0.5,1.0,100.0,0.02,40.0,"[533,728]","[0,3]"
adaptive_t0_i100ms,4,19,9.5,10.0,10915.562311812053,10916.062311812053,0.5,2,0.5,1.0,100.0,0.02,40.0,"[533,728]","[0,3]"
adaptive_t0_i100ms,4,19,9.5,10.0,10915.562311812053,10916.062311812053,0.5,3,0.5,1.0,100.0,0.02,40.0,"[533,728]","[0,3]"
adaptive_t0_i100ms,4,20,10.0,10.5,10916.062311812053,10916.562311812053,0.5,0,0.5,1.0,100.0,0.02,40.0,"[315,417,452,489,525,533,534,541,555,560,563,581,584,610,611,633,647,658,670,695,710,724,728,764,910,954,959,1009,1024,1071]","[0,2,3,4,5,6,7,8,9,10,11,12,14]"
adaptive_t0_i100ms,4,20,10.0,10.5,10916.062311812053,10916.562311812053,0.5,1,0.5,1.0,100.0,0.02,40.0,"[533,728]","[0,3]"
adaptive_t0_i100ms,4,20,10.0,10.5,10916.062311812053,10916.562311812053,0.5,2,0.5,1.0,100.0,0.02,40.0,"[533,728]","[0,3]"
adaptive_t0_i100ms,4,20,10.0,10.5,10916.062311812053,10916.562311812053,0.5,3,0.5,1.0,100.0,0.020000000000000004,40.00000000000001,"[533,728]","[0,3]"
adaptive_t0_i100ms,4,21,10.5,11.0,10916.562311812053,10917.062311812053,0.5,0,0.5,1.0,100.0,0.02,40.0,"[315,417,452,489,525,533,534,541,555,560,563,581,584,610,611,633,647,658,670,695,710,724,728,764,910,954,959,1009,1024,1071]","[0,2,3,4,5,6,7,8,9,10,11,12,14]"
adaptive_t0_i100ms,4,21,10.5,11.0,10916.562311812053,10917.062311812053,0.5,1,0.5,1.0,100.0,0.02,40.0,"[533,728]","[0,3]"
adaptive_t0_i100ms,4,21,10.5,11.0,10916.562311812053,10917.062311812053,0.5,2,0.5,1.0,100.0,0.020000000000000004,40.00000000000001,"[533,728]","[0,3]"
adaptive_t0_i100ms,4,21,10.5,11.0,10916.562311812053,10917.062311812053,0.5,3,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,"[533,728]","[0,3]"
adaptive_t0_i100ms,4,22,11.0,11.5,10917.062311812053,10917.562311812053,0.5,0,0.5,1.0,100.0,0.02,40.0,"[315,417,452,489,525,533,534,541,555,560,563,581,584,610,611,633,647,658,670,695,710,724,728,764,910,954,959,1009,1024,1071]","[0,2,3,4,5,6,7,8,9,10,11,12,14]"
adaptive_t0_i100ms,4,22,11.0,11.5,10917.062311812053,10917.562311812053,0.5,1,0.5,1.0,100.0,0.020000000000000004,40.00000000000001,"[533,710,728]","[0,3,10]"
adaptive_t0_i100ms,4,22,11.0,11.5,10917.062311812053,10917.562311812053,0.5,2,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,"[533,710,728]","[0,3,10]"
adaptive_t0_i100ms,4,22,11.0,11.5,10917.062311812053,10917.562311812053,0.5,3,0.5,1.0,100.0,0.02,40.0,"[533,710,728]","[0,3,10]"
adaptive_t0_i100ms,4,23,11.5,12.0,10917.562311812053,10918.062311812053,0.5,0,0.5,1.0,100.0,0.02,40.0,"[315,417,452,489,525,533,534,541,555,560,563,581,584,610,611,633,647,658,670,695,710,724,728,764,910,954,959,1009,1024,1071]","[0,2,3,4,5,6,7,8,9,10,11,12,14]"
adaptive_t0_i100ms,4,23,11.5,12.0,10917.562311812053,10918.062311812053,0.5,1,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,"[533,710,728]","[0,3,10]"
adaptive_t0_i100ms,4,23,11.5,12.0,10917.562311812053,10918.062311812053,0.5,2,0.5,1.0,100.0,0.02,40.0,"[533,710,728]","[0,3,10]"
adaptive_t0_i100ms,4,23,11.5,12.0,10917.562311812053,10918.062311812053,0.5,3,0.5,1.0,100.0,0.02,40.0,"[533,710,728]","[0,3,10]"
adaptive_t0_i100ms,4,24,12.0,12.5,10918.062311812053,10918.562311812053,0.5,0,0.5,1.0,100.0,0.02,40.0,"[315,417,452,489,525,533,534,541,555,560,563,581,584,610,611,633,647,658,670,695,710,724,728,764,910,954,959,1009,1024,1071]","[0,2,3,4,5,6,7,8,9,10,11,12,14]"
adaptive_t0_i100ms,4,24,12.0,12.5,10918.062311812053,10918.562311812053,0.5,1,0.5,1.0,100.0,0.02,40.0,"[533,710,728]","[0,3,10]"
adaptive_t0_i100ms,4,24,12.0,12.5,10918.062311812053,10918.562311812053,0.5,2,0.5,1.0,100.0,0.02,40.0,"[533,710,728]","[0,3,10]"
adaptive_t0_i100ms,4,24,12.0,12.5,10918.062311812053,10918.562311812053,0.5,3,0.5,1.0,100.0,0.02,40.0,"[533,710,728]","[0,3,10]"
adaptive_t0_i100ms,4,25,12.5,13.0,10918.562311812053,10919.062311812053,0.5,0,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,"[315,417,452,489,525,533,534,541,555,560,563,581,584,610,611,633,647,658,670,695,710,724,728,764,910,954,959,1009,1024,1071]","[0,2,3,4,5,6,7,8,9,10,11,12,14]"
adaptive_t0_i100ms,4,25,12.5,13.0,10918.562311812053,10919.062311812053,0.5,1,0.43193757448716497,0.8638751489743299,86.387514897433,0.0172775029794866,34.5550059589732,"[533,710,728]","[0,3,10]"
adaptive_t0_i100ms,4,25,12.5,13.0,10918.562311812053,10919.062311812053,0.5,2,0.236915809349739,0.473831618699478,47.3831618699478,0.00947663237398956,18.95326474797912,"[710,728]","[0,10]"
adaptive_t0_i100ms,4,25,12.5,13.0,10918.562311812053,10919.062311812053,0.5,3,0.360802735618563,0.721605471237126,72.1605471237126,0.014432109424742521,28.86421884948504,"[533,710,728]","[0,3,10]"
adaptive_t0_i100ms,4,26,13.0,13.5,10919.062311812053,10919.562311812053,0.5,0,0.5,1.0,100.0,0.02,40.0,"[315,417,452,489,525,533,534,541,555,560,563,581,584,610,611,633,647,658,670,695,710,724,728,764,910,954,959,1009,1024,1071]","[0,2,3,4,5,6,7,8,9,10,11,12,14]"
adaptive_t0_i100ms,4,26,13.0,13.5,10919.062311812053,10919.562311812053,0.5,1,0.12326872434096003,0.24653744868192007,24.653744868192007,0.004930748973638401,9.861497947276803,[764],[12]
adaptive_t0_i100ms,4,26,13.0,13.5,10919.062311812053,10919.562311812053,0.5,2,0.12316872434166726,0.24633744868333451,24.63374486833345,0.004926748973666691,9.85349794733338,[764],[12]
adaptive_t0_i100ms,4,26,13.0,13.5,10919.062311812053,10919.562311812053,0.5,3,0.12306872434237448,0.24613744868474896,24.613744868474896,0.004922748973694979,9.845497947389958,[764],[12]
adaptive_t0_i100ms,4,27,13.5,14.0,10919.562311812053,10920.062311812053,0.5,0,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,"[315,417,452,489,525,533,534,541,555,560,563,581,584,610,611,633,647,658,670,695,710,724,728,764,910,954,959,1009,1024,1071]","[0,2,3,4,5,6,7,8,9,10,11,12,14,15]"
adaptive_t0_i100ms,4,27,13.5,14.0,10919.562311812053,10920.062311812053,0.5,1,0.1013641357421875,0.202728271484375,20.2728271484375,0.0040545654296875,8.109130859375,"[610,764]","[12,15]"
adaptive_t0_i100ms,4,27,13.5,14.0,10919.562311812053,10920.062311812053,0.5,2,0.1768951416015625,0.353790283203125,35.3790283203125,0.0070758056640624995,14.151611328124998,"[610,764]","[12,15]"
adaptive_t0_i100ms,4,27,13.5,14.0,10919.562311812053,10920.062311812053,0.5,3,0.1433258056640625,0.286651611328125,28.6651611328125,0.0057330322265625,11.466064453125,"[610,764]","[12,15]"
adaptive_t0_i100ms,4,28,14.0,14.5,10920.062311812053,10920.562311812053,0.5,0,0.5,1.0,100.0,0.02,40.0,"[315,417,452,489,525,533,534,541,555,560,563,581,584,610,611,633,647,658,670,695,710,724,728,764,910,954,959,1009,1024,1071]","[0,2,3,4,5,6,7,8,9,10,11,12,14,15]"
adaptive_t0_i100ms,4,28,14.0,14.5,10920.062311812053,10920.562311812053,0.5,1,0.5,1.0,100.0,0.02,40.0,[610],[15]
adaptive_t0_i100ms,4,28,14.0,14.5,10920.062311812053,10920.562311812053,0.5,2,0.5,1.0,100.0,0.02,40.0,[610],[15]
adaptive_t0_i100ms,4,28,14.0,14.5,10920.062311812053,10920.562311812053,0.5,3,0.5,1.0,100.0,0.02,40.0,[610],[15]
adaptive_t0_i100ms,4,29,14.5,15.0,10920.562311812053,10921.062311812053,0.5,0,0.5,1.0,100.0,0.02,40.0,"[315,417,452,489,525,533,534,541,555,560,563,581,584,610,611,633,647,658,670,695,710,724,728,764,910,954,959,1009,1024,1071]","[0,2,3,4,5,6,7,8,9,10,11,12,14,15]"
adaptive_t0_i100ms,4,29,14.5,15.0,10920.562311812053,10921.062311812053,0.5,1,0.5,1.0,100.0,0.02,40.0,"[534,610]",[15]
adaptive_t0_i100ms,4,29,14.5,15.0,10920.562311812053,10921.062311812053,0.5,2,0.5,1.0,100.0,0.02,40.0,"[534,610]",[15]
adaptive_t0_i100ms,4,29,14.5,15.0,10920.562311812053,10921.062311812053,0.5,3,0.5,1.0,100.0,0.02,40.0,"[534,610]",[15]
adaptive_t0_i100ms,4,30,15.0,15.5,10921.062311812053,10921.562311812053,0.5,0,0.5,1.0,100.0,0.02,40.0,"[315,417,452,489,525,533,534,541,555,560,563,581,584,610,611,633,647,658,670,695,710,724,728,764,910,954,959,1009,1024,1071]","[0,2,3,4,5,6,7,8,9,10,11,12,15]"
adaptive_t0_i100ms,4,30,15.0,15.5,10921.062311812053,10921.562311812053,0.5,1,0.5,1.0,100.0,0.02,40.0,"[534,610,959]","[8,15]"
adaptive_t0_i100ms,4,30,15.0,15.5,10921.062311812053,10921.562311812053,0.5,2,0.5,1.0,100.0,0.02,40.0,"[534,610,959]","[8,15]"
adaptive_t0_i100ms,4,30,15.0,15.5,10921.062311812053,10921.562311812053,0.5,3,0.5,1.0,100.0,0.019999999999999997,39.99999999999999,"[534,610,959]","[8,15]"
