npu,request_id,next_request_id,role,compute_layer,read_layer,start_ms,end_ms,D_ms,C_ms,deadline_ms,clipped_start_ms,clipped_end_ms,actual_window_compute_ms,group,same_request,complete_cycle,V_GiB,B_GiB_s,mean_b_GiB_s,r,physically_received_GiB
0,10,11,B,8,1,1996.6732038669068,2025.2660458627875,28.59284199588069,28.59284199588069,2025.2660458627875,2000.0,2025.2660458627875,25.26604586278745,gray,False,False,0.03759765625,1.3149324665039108,,,
0,11,11,A,1,2,2025.2660458627875,2037.0032283032074,11.737182440419929,6.024011548589215,2031.2900574113767,2025.2660458627875,2037.0032283032074,6.024011548589215,A,True,True,0.171539306640625,28.47592592693459,14.615032825074476,0.5132417067868027,0.171539306640625
0,11,11,A,2,3,2037.0032283032074,2056.1544344555514,19.151206152344002,6.024011548589215,2043.0272398517966,2037.0032283032074,2056.1544344555514,6.024011548589215,A,True,True,0.171539306640625,28.47592592693459,8.957101984912294,0.3145499819003258,0.171539306640625
0,11,11,A,3,4,2056.1544344555514,2072.4061892162936,16.251754760742188,6.024011548588987,2062.1784460041404,2056.1544344555514,2072.4061892162936,6.024011548588987,A,True,True,0.171539306640625,28.475925926935663,10.555125225923057,0.37066837626301236,0.171539306640625
0,11,11,A,4,5,2072.4061892162936,2093.932625886215,21.526436669921623,6.024011548588987,2078.4302007648826,2072.4061892162936,2093.932625886215,6.024011548588987,A,True,True,0.171539306640625,28.475925926935663,7.968773897461292,0.2798424858214548,0.171539306640625
0,11,11,A,5,6,2093.932625886215,2114.569475153793,20.636849267577873,6.024011548588987,2099.956637434804,2093.932625886215,2114.569475153793,6.024011548588987,A,True,True,0.171539306640625,28.475925926935663,8.312281803120346,0.29190558454352755,0.171539306640625
0,11,11,A,6,7,2114.569475153793,2124.7323916088717,10.16291645507863,6.024011548588987,2120.593486702382,2114.569475153793,2124.7323916088717,6.024011548588987,A,True,True,0.171539306640625,28.475925926935663,16.878944877570365,0.592744373646667,0.171539306640625
0,11,11,A,7,8,2124.7323916088717,2130.7564031574607,6.024011548588987,6.024011548588987,2130.7564031574607,2124.7323916088717,2130.7564031574607,6.024011548588987,A,True,True,0.171539306640625,28.475925926935663,28.475925926935663,1.0,0.171539306640625
0,11,12,A,8,1,2130.7564031574607,2140.1114436352386,9.355040477777948,6.024011548588987,2136.7804147060497,2130.7564031574607,2140.1114436352386,6.024011548588987,gray,False,True,0.171539306640625,28.475925926935663,,,
0,12,12,B,1,2,2140.1114436352386,2168.7042856311195,28.592841995880917,28.592841995880917,2168.7042856311195,2140.1114436352386,2168.7042856311195,28.592841995880917,B,True,True,0.03759765625,1.3149324665039004,1.3149324665039004,1.0,0.03759765625
