label,family,seed,strategy,input_fingerprint,window_start_ms,window_end_ms,seq_len_k,nql,compute_ms,active_ms,fleet_time_compute_share,fleet_time_active_share,profile_active_compute_fraction,all_active
aligned_varied_short_only_seed7,aligned,7,baseline,db2ac5a126b2d9cc4fab0559705963adc34fbb25db75995cace89708a39b7c29,1000,2000,1,128,8002.6398086494755,8002.6398086494755,0.2500824940202961,0.2500824940202961,1.0,True
aligned_varied_short_only_seed7,aligned,7,baseline,db2ac5a126b2d9cc4fab0559705963adc34fbb25db75995cace89708a39b7c29,1000,2000,1,256,10765.119949182204,10765.119949182204,0.3364099984119439,0.3364099984119439,1.0,True
aligned_varied_short_only_seed7,aligned,7,baseline,db2ac5a126b2d9cc4fab0559705963adc34fbb25db75995cace89708a39b7c29,1000,2000,1,384,13232.240242168318,13232.240242168318,0.41350750756775995,0.41350750756775995,1.0,True
aligned_varied_short_only_seed7,aligned,7,baseline,db2ac5a126b2d9cc4fab0559705963adc34fbb25db75995cace89708a39b7c29,2000,3000,1,128,7851.105261081915,7851.105261081915,0.24534703940880984,0.24534703940880984,1.0,True
aligned_varied_short_only_seed7,aligned,7,baseline,db2ac5a126b2d9cc4fab0559705963adc34fbb25db75995cace89708a39b7c29,2000,3000,1,256,10502.04230323186,10502.04230323186,0.3281888219759956,0.3281888219759956,1.0,True
aligned_varied_short_only_seed7,aligned,7,baseline,db2ac5a126b2d9cc4fab0559705963adc34fbb25db75995cace89708a39b7c29,2000,3000,1,384,13646.852435686233,13646.852435686233,0.4264641386151948,0.4264641386151948,1.0,True
aligned_varied_short_only_seed7,aligned,7,once,db2ac5a126b2d9cc4fab0559705963adc34fbb25db75995cace89708a39b7c29,1000,2000,1,128,8002.719775055726,8002.719775055726,0.2500849929704914,0.2500849929704914,1.0,True
aligned_varied_short_only_seed7,aligned,7,once,db2ac5a126b2d9cc4fab0559705963adc34fbb25db75995cace89708a39b7c29,1000,2000,1,256,10765.012727307205,10765.012727307205,0.33640664772835016,0.33640664772835016,1.0,True
aligned_varied_short_only_seed7,aligned,7,once,db2ac5a126b2d9cc4fab0559705963adc34fbb25db75995cace89708a39b7c29,1000,2000,1,384,13232.267497637073,13232.267497637073,0.41350835930115853,0.41350835930115853,1.0,True
aligned_varied_short_only_seed7,aligned,7,once,db2ac5a126b2d9cc4fab0559705963adc34fbb25db75995cace89708a39b7c29,2000,3000,1,128,7851.060242478397,7851.060242478397,0.24534563257744993,0.24534563257744993,1.0,True
aligned_varied_short_only_seed7,aligned,7,once,db2ac5a126b2d9cc4fab0559705963adc34fbb25db75995cace89708a39b7c29,2000,3000,1,256,10502.173623642013,10502.173623642013,0.3281929257388129,0.3281929257388129,1.0,True
aligned_varied_short_only_seed7,aligned,7,once,db2ac5a126b2d9cc4fab0559705963adc34fbb25db75995cace89708a39b7c29,2000,3000,1,384,13646.766133879588,13646.766133879588,0.4264614416837371,0.4264614416837371,1.0,True
aligned_varied_short_only_seed7,aligned,7,new_once,db2ac5a126b2d9cc4fab0559705963adc34fbb25db75995cace89708a39b7c29,1000,2000,1,128,8003.030891413147,8003.030891413147,0.25009471535666083,0.25009471535666083,1.0,True
aligned_varied_short_only_seed7,aligned,7,new_once,db2ac5a126b2d9cc4fab0559705963adc34fbb25db75995cace89708a39b7c29,1000,2000,1,256,10764.923768566969,10764.923768566969,0.33640386776771775,0.33640386776771775,1.0,True
aligned_varied_short_only_seed7,aligned,7,new_once,db2ac5a126b2d9cc4fab0559705963adc34fbb25db75995cace89708a39b7c29,1000,2000,1,384,13232.045340019884,13232.045340019884,0.41350141687562136,0.41350141687562136,1.0,True
aligned_varied_short_only_seed7,aligned,7,new_once,db2ac5a126b2d9cc4fab0559705963adc34fbb25db75995cace89708a39b7c29,2000,3000,1,128,7851.069952512577,7851.069952512577,0.24534593601601803,0.24534593601601803,1.0,True
aligned_varied_short_only_seed7,aligned,7,new_once,db2ac5a126b2d9cc4fab0559705963adc34fbb25db75995cace89708a39b7c29,2000,3000,1,256,10502.26416084904,10502.26416084904,0.3281957550265325,0.3281957550265325,1.0,True
aligned_varied_short_only_seed7,aligned,7,new_once,db2ac5a126b2d9cc4fab0559705963adc34fbb25db75995cace89708a39b7c29,2000,3000,1,384,13646.665886638375,13646.665886638375,0.42645830895744924,0.42645830895744924,1.0,True
