label,family,seed,manifest,manifest_sha256,input_fingerprint,request_count,profile_count_per_npu,short_profile_count_per_npu,short_compute_share,short_request_share,hottest_ssu_rho,largest_link_rho,mean_capacity_feasible,minimum_ideal_compute_ms_per_npu,unique_full_lane_orders,independent_audit_passed
aligned_varied_short_only_seed7,aligned,7,results/baseline_npu32_investigation/mixed_controls/inputs/aligned_varied_short_only_seed7.json.gz,293808a65f027ff647367e3d6c94711b8c322324a72f2d00672a6cd74eb22069,db2ac5a126b2d9cc4fab0559705963adc34fbb25db75995cace89708a39b7c29,22752,3,3,1.0,1.0,0.14220216599528399,0.028440433199056824,True,4028.2589539212554,32,True
