label,input_fingerprint,seq_len_k,nql,role,requests,request_share,compute_ms,compute_share,per_request_compute_ms,per_request_read_gib,construction
aligned_varied_short_only_seed7,db2ac5a126b2d9cc4fab0559705963adc34fbb25db75995cace89708a39b7c29,1,128,short,7584,0.3333333333333333,32029.2854290076,0.2484733928741598,4.223270758044442,0.0093994140625,piecewise_linear_nql_then_linear_seq_extrapolation
aligned_varied_short_only_seed7,db2ac5a126b2d9cc4fab0559705963adc34fbb25db75995cace89708a39b7c29,1,256,short,7584,0.3333333333333333,42303.27888014009,0.3281758894168335,5.577963987360272,0.008056640625,piecewise_linear_nql_then_linear_seq_extrapolation
aligned_varied_short_only_seed7,db2ac5a126b2d9cc4fab0559705963adc34fbb25db75995cace89708a39b7c29,1,384,short,7584,0.3333333333333333,54571.72221632727,0.42335071770900673,7.195638477891693,0.0067138671875,piecewise_linear_nql_then_linear_seq_extrapolation
