label,seed,order,strategy,long_npu_count,input_fingerprint,result,result_sha256,long_layer_compute_ms,warm_long_layer_count,circular_cohort_phase_width_ms,max_within_card_phase_drift_ms,long_read_lifetime_min_ms,long_read_lifetime_max_ms,long_read_lifetime_mean_ms
role_l11_s21_seed7_round_robin,7,round_robin,once,11,e6bd9ec18d3aca6e5ed222dcd2e97289e52189a18639f8e353d0268e3ce0d5e3,runs/role_l11_s21_seed7_round_robin/once/role_l11_s21_seed7_round_robin_e6bd9ec18d3a_once_dc98615fa8.json.gz,48df1b948c169e9d1af306e7052c1c8aa5c55bc958a9fd312eb2b54e36eb7f1d,25.612343978188395,858,0.960922241210934,1.6779466704974766e-11,5.1403045654296875,14.853691918945515,9.809926240241332
role_l6_s26_seed7_random,7,random,once,6,dda2ce97e351418a02b5d92a6cbc031561aaa882ba56916e19ff16fbfebab6cd,runs/role_l6_s26_seed7_random/once/role_l6_s26_seed7_random_dda2ce97e351_once_dc98615fa8.json.gz,b3317104af24c8af0771def4c94a1cb013331263d67dc630f94ae3e8a39499b7,25.612343978188395,468,0.4038712646486111,1.7006840380417998e-11,5.1403045654296875,8.77744211425761,7.1852445540917245
role_l6_s26_seed7_round_robin,7,round_robin,once,6,09f113d104944f2a9eb649a2d0cdcc737013cb5265a0b4ec19b47254a31f4509,runs/role_l6_s26_seed7_round_robin/once/role_l6_s26_seed7_round_robin_09f113d10494_once_dc98615fa8.json.gz,bc4e2d777aa47041e9e33be40f7d37a5b62bb57587f2d6d535094f63359e7416,25.612343978188395,468,0.5706787109374964,1.6779466704974766e-11,5.1403045654296875,10.747322900390827,7.210291237407651
role_l11_s21_seed19_random,19,random,once,11,bf32126deb82855019e56cdee17ff142b6cb8061f71ab2cbede9096896a6c715,runs/role_l11_s21_seed19_random/once/role_l11_s21_seed19_random_bf32126deb82_once_dc98615fa8.json.gz,a90ae94681b95d03ad5552896342b2d1cba4de0752b0e7a39901052396f25179,25.612343978188395,858,0.893783569335934,1.7006840380417998e-11,5.1403045654296875,13.499269213867592,9.647834310510138
role_l11_s21_seed19_round_robin,19,round_robin,once,11,4d303959921e2474c45f647156b4e4bb26cd6ee4ea38a02466477c6f5ac68f00,runs/role_l11_s21_seed19_round_robin/once/role_l11_s21_seed19_round_robin_4d303959921e_once_dc98615fa8.json.gz,579afc82f86bae10d4f08b2c28c0ca8f30e9a36d4d2a88b2c43c899b13913db8,25.612343978188395,858,0.986099243164059,1.6779466704974766e-11,5.1403045654296875,15.873923975340404,9.756835058525386
role_l6_s26_seed19_random,19,random,once,6,7afbae9ed13e6436b861a77d2b79255eda2fbfcab118aae8ee604b73aa10085d,runs/role_l6_s26_seed19_random/once/role_l6_s26_seed19_random_7afbae9ed13e_once_dc98615fa8.json.gz,9f781d31aae853689a375c0f10ea8ac984e9fd11e621e0541e37ac075cd79c41,25.612343978188395,468,0.793075561523434,1.6779466704974766e-11,5.1403045654296875,8.441009521484375,6.789961099496934
role_l6_s26_seed19_round_robin,19,round_robin,once,6,8c2283b4af0013e06c6353749ffcadbf72c0033cb7efad87fd0ac71efe72cae6,runs/role_l6_s26_seed19_round_robin/once/role_l6_s26_seed19_round_robin_8c2283b4af00_once_dc98615fa8.json.gz,5bea3b34e8b5b8e5ddae3f5df17b12f6fa0da2754557f45d51fa31d911b725bc,25.612343978188395,468,0.5455017089843714,1.6779466704974766e-11,5.1403045654296875,8.645143237305092,7.084609012796713
role_l11_s21_seed43_random,43,random,once,11,f45c39e72d8d7c36249f896b4b8e9c3e000bea46eab18de9d9c104644526fa0b,runs/role_l11_s21_seed43_random/once/role_l11_s21_seed43_random_f45c39e72d8d_once_dc98615fa8.json.gz,930d03760987079aa0d6f0b0fb16f0787d0128c442721b1d4cd7f12b0a9d0991,25.612343978188395,858,0.28953552246093395,1.7006840380417998e-11,5.1403045654296875,14.619545800781225,11.205044611603517
role_l11_s21_seed43_round_robin,43,round_robin,once,11,30cae94cdb79d55a417b77b4dc75661b437a879b4f3f21c8cffceb00a4ae084c,runs/role_l11_s21_seed43_round_robin/once/role_l11_s21_seed43_round_robin_30cae94cdb79_once_dc98615fa8.json.gz,f97e3fc141d0ac73eb20c0c36373d89b6944a2238d4c0f07db32c486b8a6c0ba,25.612343978188395,858,0.868606567382809,1.6779466704974766e-11,5.1403045654296875,15.233025415039265,9.755289693800442
role_l6_s26_seed43_random,43,random,once,6,df713279bb302fec2086f8b00f5dd321f471302358e966139f7cc48620fb9503,runs/role_l6_s26_seed43_random/once/role_l6_s26_seed43_random_df713279bb30_once_dc98615fa8.json.gz,4ab2ee038d99be3faf3fcb671e939e9e585fd7aad4944db2ab5b7f113fe8f74b,25.612343978188395,468,0.28114318847655895,1.6779466704974766e-11,5.1403045654296875,10.512337548828327,7.335200914453642
role_l6_s26_seed43_round_robin,43,round_robin,once,6,225f1397b73d45de94d9739fe566824051b77afef8d998a3e268f1c4a33c5be6,runs/role_l6_s26_seed43_round_robin/once/role_l6_s26_seed43_round_robin_225f1397b73d_once_dc98615fa8.json.gz,1a4199e1caf0c86258a20530fa6c6b16c4429c18d1678e50bc967a6a5d6277b0,25.612343978188395,468,0.46997070312499645,1.6779466704974766e-11,5.1403045654296875,8.492602758789872,6.858244858650984
role_l11_s21_seed67_random,67,random,once,11,23e8af319097ac39736a5a072b1767f841cf5de750dfd09756ca5f8214ec1dad,runs/role_l11_s21_seed67_random/once/role_l11_s21_seed67_random_23e8af319097_once_dc98615fa8.json.gz,efe606a07fae7604d99232b5b0656acc0eae497fd379fe866884214c4c45ef3c,25.612343978188395,858,0.6462097167968714,1.7006840380417998e-11,5.1403045654296875,13.58309255371114,9.590729219670152
role_l11_s21_seed67_round_robin,67,round_robin,once,11,2986c147beaec717a441a13b942ab7023f8722126abcb684587aa09bc936ab47,runs/role_l11_s21_seed67_round_robin/once/role_l11_s21_seed67_round_robin_2986c147beae_once_dc98615fa8.json.gz,e59e2fd4c72ba8eb307aa50b8c0148eb1169249891629b7f5d4234f7a1ce3e72,25.612343978188395,858,0.969314575195309,1.6779466704974766e-11,5.1403045654296875,15.709709985351765,9.750130551327327
role_l6_s26_seed67_random,67,random,once,6,c4766a15474763463819bc87c301f3e21f85aaf52d2fc030b2ed51d679af9ed5,runs/role_l6_s26_seed67_random/once/role_l6_s26_seed67_random_c4766a154747_once_dc98615fa8.json.gz,79912a54776745be9db14f824d7119aa663cf3d11e56d30c370e1de8ab1cbd1a,25.612343978188395,468,0.5624863769532986,1.7006840380417998e-11,5.1403045654296875,8.638229370117188,6.954043637053484
role_l6_s26_seed67_round_robin,67,round_robin,once,6,a59ff02dca4b55c8c41936d09c751649f1ff6872908e02cf56a49eb0aa9b1893,runs/role_l6_s26_seed67_round_robin/once/role_l6_s26_seed67_round_robin_a59ff02dca4b_once_dc98615fa8.json.gz,5b31b20b265dc2d8881b0d53e668a8948d2570a17f9af2bb2d28f4a13ec39f58,25.612343978188395,468,0.683975219726559,1.6779466704974766e-11,5.1403045654296875,10.340394702148842,7.198085560765322
role_l11_s21_seed101_random,101,random,once,11,17f26895058833e74d4f48af0ba364c58d1eef7ae61acf5b1ff7178af90d262a,runs/role_l11_s21_seed101_random/once/role_l11_s21_seed101_random_17f268950588_once_dc98615fa8.json.gz,fa85bd6bdfcd52d000519ac3b9177bbc377cb7855cfcd7f3bfe5b0cad87665b1,25.612343978188395,858,0.8012678955076318,1.7006840380417998e-11,5.1403045654296875,13.550762451172886,9.703311818338166
role_l11_s21_seed101_round_robin,101,round_robin,once,11,805ef2b3e4b680f89965446adc50f158752586e2f0fc03d888eb511dcd6956ed,runs/role_l11_s21_seed101_round_robin/once/role_l11_s21_seed101_round_robin_805ef2b3e4b6_once_dc98615fa8.json.gz,b5e9c97910349e94e926ef45a1e8960082babcdfb7370fa0e016a8c80a0132f8,25.612343978188395,858,1.321792602539059,1.6779466704974766e-11,5.1403045654296875,15.57375417480489,9.59582918294662
role_l6_s26_seed101_random,101,random,once,6,3cf71cbc34c163a17b017d37e5cee0ea69600bd394ef9a73a22bdd201092ec31,runs/role_l6_s26_seed101_random/once/role_l6_s26_seed101_random_3cf71cbc34c1_once_dc98615fa8.json.gz,905a74d3cc1bc64516a32e68d5cdd44187e21ce517d51905d5980fcc7bd674d1,25.612343978188395,468,0.31481252441403385,1.7006840380417998e-11,5.1403045654296875,8.949484960937752,6.960044375709903
role_l6_s26_seed101_round_robin,101,round_robin,once,6,238aab5dcd3f45cc588e8eafa39d0436116456bfb50244600eb7ab465ef7532f,runs/role_l6_s26_seed101_round_robin/once/role_l6_s26_seed101_round_robin_238aab5dcd3f_once_dc98615fa8.json.gz,301f34b4af901e569ee17076aef2f5fac510ca84051d6d9097447eae4004ff57,25.612343978188395,468,0.41122436523437145,1.6779466704974766e-11,5.1403045654296875,8.890938623047077,6.881761787083662
