seed,long_npu_count,short_npu_count,order,strategy,label,status,input_fingerprint,path,audit_passed,main_window_valid,full_run_nominal_capacity_satisfied,all_study_conditions_met,device_utilization_percent,short_card_utilization_percent,long_card_utilization_percent,window_request_equal_utilization_percent,makespan_ms,full_run_device_utilization_percent,full_population_binding_U_upper_bound_percent,warm_count,warm_completion_after_4000_count,warm_admission_passed,warm_admission_slo_percent,warm_arrival_passed,warm_arrival_slo_percent,warm_short_count,warm_short_admission_passed,warm_short_admission_slo_percent,warm_long_count,warm_long_admission_passed,warm_long_admission_slo_percent,warm_arrivals_count,warm_arrivals_completion_after_4000_count,warm_arrivals_admission_passed,warm_arrivals_admission_slo_percent,warm_arrivals_arrival_passed,warm_arrivals_arrival_slo_percent,warm_arrivals_short_count,warm_arrivals_short_admission_passed,warm_arrivals_short_admission_slo_percent,warm_arrivals_long_count,warm_arrivals_long_admission_passed,warm_arrivals_long_admission_slo_percent,full_count,full_completion_after_4000_count,full_admission_passed,full_admission_slo_percent,full_arrival_passed,full_arrival_slo_percent,full_short_count,full_short_admission_passed,full_short_admission_slo_percent,full_long_count,full_long_admission_passed,full_long_admission_slo_percent,short_l0_exposed_stall_ms,short_l1_7_exposed_stall_ms,long_l0_exposed_stall_ms,long_l1_7_exposed_stall_ms,max_fourth_completion_ms,full_run_max_ssu_gib_s,full_run_any_ssu_over_capacity_ms,static_max_ssu_gib_s
43,6,26,random,once,role_l6_s26_seed43_random,complete,df713279bb302fec2086f8b00f5dd321f471302358e966139f7cc48620fb9503,runs/role_l6_s26_seed43_random/once/role_l6_s26_seed43_random_df713279bb30_once_dc98615fa8.json.gz,True,True,True,True,97.79742020442781,97.28913255929577,100.0,98.10089240297239,8818.559460210712,57.135915247808086,57.18723089549972,8976,32,8769,97.69385026737967,0,0.0,8916,8709,97.67833109017496,60,60,100.0,0,0,0,,0,,0,0,,0,0,,19456,1507,19033,97.8258634868421,30,0.15419407894736842,19200,18777,97.796875,256,256,100.0,209.73958243875654,1199.911486727445,0.0,0.0,827.5081390158957,19.244426266938916,0.0,26.559836162438295
43,6,26,round_robin,once,role_l6_s26_seed43_round_robin,complete,225f1397b73d45de94d9739fe566824051b77afef8d998a3e268f1c4a33c5be6,runs/role_l6_s26_seed43_round_robin/once/role_l6_s26_seed43_round_robin_225f1397b73d_once_dc98615fa8.json.gz,True,True,True,True,97.54717019797863,96.98113255135831,100.0,97.88810294365436,8819.692425298603,57.12857564976781,57.18723089549972,8960,32,8722,97.34375,0,0.0,8900,8662,97.32584269662922,60,60,100.0,0,0,0,,0,,0,0,,0,0,,19456,1486,19047,97.89782072368422,21,0.10793585526315791,19200,18791,97.86979166666666,256,256,100.0,180.9259318562713,1388.8851414374083,0.0,0.0,828.6494964377707,26.559836162438295,0.0,26.559836162438295
67,11,21,random,once,role_l11_s21_seed67_random,complete,23e8af319097ac39736a5a072b1767f841cf5de750dfd09756ca5f8214ec1dad,runs/role_l11_s21_seed67_random/once/role_l11_s21_seed67_random_23e8af319097_once_dc98615fa8.json.gz,True,True,True,True,98.91551062662907,98.34744476438718,100.0,98.83427565043188,5265.095855759598,95.69749150438895,97.19366563309791,7419,32,7335,98.86777193691873,0,0.0,7309,7225,98.85073197427829,110,110,100.0,0,0,0,,0,,0,0,,0,0,,19456,4674,19260,98.99259868421053,32,0.1644736842105263,19200,19004,98.97916666666666,256,256,100.0,91.5020978405721,602.5711011168157,0.0,0.0,833.6556236594505,26.164653311457695,0.0,31.735895372256252
67,11,21,round_robin,once,role_l11_s21_seed67_round_robin,complete,2986c147beaec717a441a13b942ab7023f8722126abcb684587aa09bc936ab47,runs/role_l11_s21_seed67_round_robin/once/role_l11_s21_seed67_round_robin_2986c147beae_once_dc98615fa8.json.gz,True,True,True,True,99.132346286563,98.67786100809602,100.0,99.12709141032605,5250.848871414056,95.95714488553911,97.19366563309791,7425,32,7343,98.89562289562289,0,0.0,7315,7233,98.879015721121,110,110,100.0,0,0,0,,0,,0,0,,0,0,,19456,4631,19312,99.25986842105263,31,0.15933388157894737,19200,19056,99.25,256,256,100.0,75.81887589418693,479.4795007054872,0.0,0.0,834.7633117453879,31.735895372256252,0.0,31.735895372256252
67,6,26,random,once,role_l6_s26_seed67_random,complete,c4766a15474763463819bc87c301f3e21f85aaf52d2fc030b2ed51d679af9ed5,runs/role_l6_s26_seed67_random/once/role_l6_s26_seed67_random_c4766a154747_once_dc98615fa8.json.gz,True,True,True,True,98.1389437843396,97.70946927303336,100.0,98.3496226827961,8818.76527239333,57.134581810863125,57.18723089549972,9021,32,8861,98.22636071388982,0,0.0,8961,8801,98.21448499051445,60,60,100.0,0,0,0,,0,,0,0,,0,0,,19456,1381,19156,98.45805921052632,30,0.15419407894736842,19200,18900,98.4375,256,256,100.0,151.38027759281817,1039.6957004298356,0.0,0.0,827.713951198513,19.724729250576843,0.0,26.559836162438295
67,6,26,round_robin,once,role_l6_s26_seed67_round_robin,complete,a59ff02dca4b55c8c41936d09c751649f1ff6872908e02cf56a49eb0aa9b1893,runs/role_l6_s26_seed67_round_robin/once/role_l6_s26_seed67_round_robin_a59ff02dca4b_once_dc98615fa8.json.gz,True,True,True,True,97.85022851457987,97.35412740255983,100.0,98.11593885618338,8819.83929114333,57.12762435845242,57.18723089549972,8997,32,8811,97.93264421473825,0,0.0,8937,8751,97.91876468613629,60,60,100.0,0,0,0,,0,,0,0,,0,0,,19456,1526,19034,97.83100328947368,22,0.11307565789473685,19200,18778,97.80208333333333,256,256,100.0,210.52332020499512,1165.3304304638941,0.0,0.0,828.7879699485129,26.559836162438295,0.0,26.559836162438295
101,11,21,random,once,role_l11_s21_seed101_random,complete,17f26895058833e74d4f48af0ba364c58d1eef7ae61acf5b1ff7178af90d262a,runs/role_l11_s21_seed101_random/once/role_l11_s21_seed101_random_17f268950588_once_dc98615fa8.json.gz,True,True,True,True,98.81333204695211,98.1917440715461,100.0,98.7078043439734,5288.146039731204,95.28036142359628,97.19366563309791,7371,32,7262,98.52123185456519,0,0.0,7261,7152,98.49882936234678,110,110,100.0,0,0,0,,0,,0,0,,0,0,,19456,4764,19165,98.50431743421053,32,0.1644736842105263,19200,18909,98.484375,256,256,100.0,100.65818103986135,658.8093089107797,0.0,0.0,833.7562316672629,26.164653311457695,0.0,31.735895372256252
101,11,21,round_robin,once,role_l11_s21_seed101_round_robin,complete,805ef2b3e4b680f89965446adc50f158752586e2f0fc03d888eb511dcd6956ed,runs/role_l11_s21_seed101_round_robin/once/role_l11_s21_seed101_round_robin_805ef2b3e4b6_once_dc98615fa8.json.gz,True,True,True,True,98.84832282003016,98.24506334480787,100.0,98.76380444124224,5296.502732351059,95.13003039699966,97.19366563309791,7393,32,7284,98.52563235493034,0,0.0,7283,7174,98.50336399835233,110,110,100.0,0,0,0,,0,,0,0,,0,0,,19456,4742,19158,98.46833881578947,31,0.15933388157894737,19200,18902,98.44791666666667,256,256,100.0,82.1742288139119,654.8991663667789,0.0,0.0,835.0948089377707,31.735895372256252,0.0,31.735895372256252
101,6,26,random,once,role_l6_s26_seed101_random,complete,3cf71cbc34c163a17b017d37e5cee0ea69600bd394ef9a73a22bdd201092ec31,runs/role_l6_s26_seed101_random/once/role_l6_s26_seed101_random_3cf71cbc34c1_once_dc98615fa8.json.gz,True,True,True,True,98.35696806113255,97.97780684447083,100.0,98.57220198612396,8818.551367876727,57.13596767851803,57.18723089549972,9024,32,8877,98.37101063829788,0,0.0,8964,8817,98.36010709504686,60,60,100.0,0,0,0,,0,,0,0,,0,0,,19456,1495,19046,97.89268092105263,32,0.1644736842105263,19200,18790,97.86458333333333,256,256,100.0,143.5967870286256,907.9436538465488,0.0,0.0,827.5000466819114,19.60741752239508,0.0,26.559836162438295
101,6,26,round_robin,once,role_l6_s26_seed101_round_robin,complete,238aab5dcd3f45cc588e8eafa39d0436116456bfb50244600eb7ab465ef7532f,runs/role_l6_s26_seed101_round_robin/once/role_l6_s26_seed101_round_robin_238aab5dcd3f_once_dc98615fa8.json.gz,True,True,True,True,97.67345567691537,97.13656083312661,100.0,97.97890302897206,8819.66724829665,57.128738731460146,57.18723089549972,8974,32,8763,97.64876309338088,0,0.0,8914,8703,97.63293695310747,60,60,100.0,0,0,0,,0,,0,0,,0,0,,19456,1524,19060,97.96463815789474,20,0.10279605263157894,19200,18804,97.9375,256,256,100.0,214.32290785115265,1274.6654589230166,0.0,0.0,828.6159271018332,26.559836162438295,0.0,26.559836162438295
