label,seed,long_npus,short_npus,order,npu_id,assigned_role,S1_count,S2_count,S3_count,L_count,request_count,pure_8layer_compute_ms,first_16_types,first_16_original_request_ids,original_population_sha256,original_order_sha256
role_l11_s21_seed7_random,7,11,21,random,20,short,305,305,305,0,915,5184.046333105404,S2 S3 S1 S3 S2 S1 S3 S3 S1 S3 S2 S2 S2 S1 S1 S2,29000233 8000091 21000603 27000039 31000337 14000353 16000392 25000499 15000070 15000386 22000498 11000124 28000227 8000097 1000361 7000307,88b4900639ab9f08df3bd7ac223f7a61bcc7b90f7d22a7320f29ac0200fcf74a,4a5d4e8079b3ae1c6e00be311c835360f29f8064c0da347cec4882324caabe82
role_l11_s21_seed7_random,7,11,21,random,21,short,305,305,305,0,915,5184.046333105404,S3 S1 S2 S1 S1 S3 S3 S2 S2 S3 S3 S3 S1 S2 S2 S2,26000359 6000077 28000123 12000598 85 145 3000424 25000373 22000050 8000095 1000069 31000556 9000500 26000239 3000169 208,5ce712172d0f2391aa0460b508b7d8ace04892cbd1501babde85b28aafb99c25,5ef59d3d8ec7a41564b97fc8b3849b43f8c45f16bb71ff2901c3813c4a92b012
role_l11_s21_seed7_random,7,11,21,random,22,short,305,305,305,0,915,5184.046333105404,S2 S3 S1 S3 S3 S3 S2 S3 S3 S3 S1 S2 S2 S1 S2 S3,4000052 7000031 23000570 31000538 23000535 23000158 11000193 28000364 274 420 8000265 17000534 29000265 24000128 8000346 80,0dc1bcd5d2bd1ae8c771b3ebad89ca883855d6e72b0dd954061936ab070c7190,d834e29f8a3a2fa34950df708ebceb38319bde4c8b6be9c9dc4167eafb85383a
role_l11_s21_seed7_random,7,11,21,random,23,short,305,305,305,0,915,5184.046333105404,S1 S2 S3 S1 S1 S3 S1 S3 S1 S2 S1 S1 S3 S1 S3 S2,9000077 3000004 5000479 8000078 26000351 7000379 9000206 20000441 24000355 1000491 24000522 9000176 30000154 18000021 21000266 5000439,b22da875bb72e71d500b5ec2f2d06c128c8808d4f009171517a172c436e03acd,2908d88b875bb70fca5ce2b6b6ae16ff5bc3f3503e2726c736bec2fa5ee2041c
role_l11_s21_seed7_random,7,11,21,random,24,short,305,305,305,0,915,5184.046333105404,S1 S2 S2 S3 S2 S3 S3 S3 S1 S3 S2 S3 S3 S2 S3 S3,10000416 26000254 19000584 16000427 17000166 16000286 25000116 5000160 3000303 7000525 4000560 19000172 25000343 12000214 9000221 30000439,c303e5b7983b5c5ba854012b352fb761f8c01fce55a9ea8ada118133302bc442,c7dc76362f0c47c11557c5c7c47c1803ea225639e15e0a2719ed3935b9eb2923
role_l11_s21_seed7_random,7,11,21,random,25,short,305,305,305,0,915,5184.046333105404,S1 S3 S1 S2 S1 S3 S2 S2 S1 S3 S1 S1 S1 S1 S2 S2,26000256 22000420 8000542 12000029 28000087 4000217 3000051 1000472 107 9000606 22000294 23000547 8000390 26000018 21000024 8000455,65e65f3f46ffa078ff995f313279168b045f516a817d5420f72ce8f519c37567,93c58461f7aae2033623b2289902b3aff795d384b028120b0ba8c75e0655ff44
role_l11_s21_seed7_random,7,11,21,random,26,short,305,305,305,0,915,5184.046333105404,S2 S1 S3 S2 S2 S1 S2 S2 S2 S3 S1 S1 S3 S3 S3 S2,18000012 30000216 8000050 19000286 23000188 26000281 13000359 15000178 22000547 6000055 28000240 25000266 14000376 24000075 2000377 23000597,e3ebcf73f899f92ea66ccf40d7c5256ad787121183f56f4734d7babc12a34306,b3e8c9bbc352aedebf4ec67a34b3aca5894b95e61571a5b703d4b6e73b256f91
role_l11_s21_seed7_random,7,11,21,random,27,short,304,304,304,0,912,5167.049459882108,S2 S3 S2 S2 S1 S1 S1 S3 S3 S3 S1 S2 S1 S3 S3 S1,11000218 12000378 27000416 22000099 16000444 20000384 8000412 10000563 1000253 12000035 25000034 20000520 18000541 29000072 25000167 11000553,3711dfbe37092e9e0515bbc47edc412be3643feda523a398d6244db696cf29e0,ed682dba55f3be3f11380fcd7ad6656171d0280b8d58f6199c9bd664710b5eb8
role_l11_s21_seed7_random,7,11,21,random,28,short,304,304,304,0,912,5167.049459882108,S1 S3 S3 S1 S3 S3 S1 S1 S3 S1 S3 S2 S2 S1 S2 S1,8000381 15000017 13000164 15000105 8000597 9000250 5000274 12000600 12000536 7000053 13000489 5000563 21000365 4000005 19000269 23000498,34102b26f3f8e5a5831286acd313f37961ff92abaa90506f583eef34f6b05cbb,e105a9e220dc0cb90b90a57d58d37bb05094af1789d5a1b485968d4358cf83f3
role_l11_s21_seed7_random,7,11,21,random,29,short,304,304,304,0,912,5167.049459882108,S3 S1 S3 S3 S1 S3 S3 S3 S2 S1 S2 S2 S3 S1 S1 S1,19000321 9000387 20000367 3000158 28000537 1000125 4000409 17000545 6000193 18000150 16000537 1000145 1000400 17000144 7000241 28000315,8ea25f8b5a79a92edddec6dba265a0a177adb6c7188ccb0256dd98bb61422e09,a5837bf8d61b43be5d19a3a92bb0604d010a79d5d1366982aec94662d7c926fb
role_l11_s21_seed7_random,7,11,21,random,30,short,304,304,304,0,912,5167.049459882108,S1 S1 S1 S2 S2 S1 S1 S1 S1 S3 S1 S1 S3 S3 S3 S2,18000454 18000195 26000264 7000390 25000044 1000502 7000531 25000069 26000392 4000403 5000509 20000122 5000522 29000481 11000353 2000559,5a195afdbd20cf863a4b51b8fec350f79cb6d6d72d192786a902ca2d27308336,c39311ec54147fc14193e23fe7e18f28600db897c87e9df593495754cb7277f2
role_l11_s21_seed7_random,7,11,21,random,31,short,304,304,304,0,912,5167.049459882108,S1 S3 S2 S1 S1 S1 S3 S1 S1 S3 S2 S3 S1 S3 S1 S1,13000434 24000553 5000299 27000195 14000518 29000557 21000188 19000155 18000213 1000365 24000382 10000348 15000602 10000313 10000086 31000421,59a1aed9788dc27a8e6d7b245e136e04dcdfd933d79109045c3b479287778075,84068b324c40921821fd3533074179195016f6a4a799980160a26581a786d754
role_l11_s21_seed7_round_robin,7,11,21,round_robin,0,long,0,0,0,24,24,4917.570043812172,L L L L L L L L L L L L L L L L,2000578 4000335 5000528 6000172 6000460 8000464 10000566 11000076 12000088 12000591 13000398 14000086 14000357 16000188 16000541 19000200,8eebd6003d00ccc9a7963e20729565486ba7d9130898093814739e242e3ec052,8eebd6003d00ccc9a7963e20729565486ba7d9130898093814739e242e3ec052
role_l11_s21_seed7_round_robin,7,11,21,round_robin,1,long,0,0,0,24,24,4917.570043812172,L L L L L L L L L L L L L L L L,2000012 3000119 3000235 8000400 9000071 12000182 13000250 14000099 14000585 15000426 15000595 16000251 17000061 17000257 18000182 18000535,2ea77bda50350e32c4b809c841040b1b71dd2df6b265da3c71021cb94e5d8667,2ea77bda50350e32c4b809c841040b1b71dd2df6b265da3c71021cb94e5d8667
role_l11_s21_seed7_round_robin,7,11,21,round_robin,2,long,0,0,0,24,24,4917.570043812172,L L L L L L L L L L L L L L L L,1000217 2000333 4000207 4000567 5000255 5000430 7000500 9000429 10000591 11000266 13000229 13000499 15000529 16000465 19000241 22000355,da1f6ab8462f731ddda99cf1db93ecb03624952d170fe72e462ebc48ce117130,da1f6ab8462f731ddda99cf1db93ecb03624952d170fe72e462ebc48ce117130
role_l11_s21_seed7_round_robin,7,11,21,round_robin,3,long,0,0,0,23,23,4712.671291986665,L L L L L L L L L L L L L L L L,1000088 5000020 5000451 6000146 6000225 7000339 10000065 11000489 12000171 13000161 13000168 13000195 13000528 17000379 21000340 23000298,4da8dc973b7aa0dceb8d877d72b8b63fa6cb8915e0d9da2092edaaf23a2b4609,4da8dc973b7aa0dceb8d877d72b8b63fa6cb8915e0d9da2092edaaf23a2b4609
role_l11_s21_seed7_round_robin,7,11,21,round_robin,4,long,0,0,0,23,23,4712.671291986665,L L L L L L L L L L L L L L L L,2000108 4000041 4000461 7000514 12000109 12000478 16000273 17000087 18000404 18000459 18000493 19000265 19000278 20000112 20000288 21000035,d0c8a6cf4c3ba25db4553c94e50dd8df1d3cdaca6374d64a91994e98ceb5943e,d0c8a6cf4c3ba25db4553c94e50dd8df1d3cdaca6374d64a91994e98ceb5943e
role_l11_s21_seed7_round_robin,7,11,21,round_robin,5,long,0,0,0,23,23,4712.671291986665,L L L L L L L L L L L L L L L L,3000203 3000443 4000224 4000434 9000398 9000578 10000500 15000352 17000025 19000528 20000428 23000283 23000468 25000492 27000007 27000307,bb50b3dfbe6e704f56dce1865d4db31d4f5e01326bd37be0497c47495d17e53e,bb50b3dfbe6e704f56dce1865d4db31d4f5e01326bd37be0497c47495d17e53e
role_l11_s21_seed7_round_robin,7,11,21,round_robin,6,long,0,0,0,23,23,4712.671291986665,L L L L L L L L L L L L L L L L,57 380 1000029 2000600 3000112 3000355 7000263 7000393 9000016 11000313 11000429 11000441 14000277 15000055 15000236 17000123,2a7b2878928bd501b14d6775d6cb84bad889707e028378972f5a80037dc5e646,2a7b2878928bd501b14d6775d6cb84bad889707e028378972f5a80037dc5e646
role_l11_s21_seed7_round_robin,7,11,21,round_robin,7,long,0,0,0,23,23,4712.671291986665,L L L L L L L L L L L L L L L L,98 171 1000534 2000449 5000418 7000166 8000001 8000322 8000471 9000060 9000374 15000039 16000323 17000113 18000319 18000417,e1f460e301d11cd96c7f1456fc34f251b8884fc704cb1963d9615490923f6b97,e1f460e301d11cd96c7f1456fc34f251b8884fc704cb1963d9615490923f6b97
role_l11_s21_seed7_round_robin,7,11,21,round_robin,8,long,0,0,0,23,23,4712.671291986665,L L L L L L L L L L L L L L L L,257 1000136 2000590 6000257 7000460 8000118 8000463 10000291 10000294 11000352 12000491 12000525 20000246 20000315 22000368 24000295,8ca0ece081bc29df77c3c92b8d01d0f79d54b4129212525468d2f3326ab501c5,8ca0ece081bc29df77c3c92b8d01d0f79d54b4129212525468d2f3326ab501c5
role_l11_s21_seed7_round_robin,7,11,21,round_robin,9,long,0,0,0,23,23,4712.671291986665,L L L L L L L L L L L L L L L L,78 194 390 1000310 1000380 2000515 6000328 10000205 10000470 14000342 14000505 14000516 15000411 16000261 18000110 19000035,ecf8cfc358a7396f38d7dc8d68b41853763a85fe3b1576698434dad4aa9cb9f9,ecf8cfc358a7396f38d7dc8d68b41853763a85fe3b1576698434dad4aa9cb9f9
role_l11_s21_seed7_round_robin,7,11,21,round_robin,10,long,0,0,0,23,23,4712.671291986665,L L L L L L L L L L L L L L L L,1000359 3000006 3000279 4000548 5000098 5000592 6000211 6000566 7000252 8000053 9000573 11000063 16000039 17000530 21000090 22000097,7e6c7ffa40917d3a1dc9f170882ccc8e44bca0aadbe41772c51b42768ac122b5,7e6c7ffa40917d3a1dc9f170882ccc8e44bca0aadbe41772c51b42768ac122b5
role_l11_s21_seed7_round_robin,7,11,21,round_robin,11,short,305,305,305,0,915,5184.046333105404,S1 S2 S3 S1 S2 S3 S1 S2 S3 S1 S2 S3 S1 S2 S3 S1,32 167 18 163 264 170 201 270 184 302 308 283 327 373 345 507,adfc2a3e7cab130d2195885b83336c407f8db7423ff6ef66ef9dc10784960782,d28933fd94750580dee890e93d6517e7b6840c2d962126c9a89f4eb06536e9f5
role_l11_s21_seed7_round_robin,7,11,21,round_robin,12,short,305,305,305,0,915,5184.046333105404,S1 S2 S3 S1 S2 S3 S1 S2 S3 S1 S2 S3 S1 S2 S3 S1,41 11 26 49 59 81 117 95 104 190 177 207 281 226 387 375,17e4d2c47bdd2c3b19c56302a3663e0906c85f1593c2e8a3d319576d41be97bd,8d5c4b65275ab4cf9f362dd29b84f568963bb51142002dc9330adb19d7c6dd9b
role_l11_s21_seed7_round_robin,7,11,21,round_robin,13,short,305,305,305,0,915,5184.046333105404,S1 S2 S3 S1 S2 S3 S1 S2 S3 S1 S2 S3 S1 S2 S3 S1,166 99 0 236 182 158 265 191 221 349 196 251 361 209 272 1000121,0954f134c7266fd592f7bfaa012f3415fdbc46dd84f03606ecd2ee2216787197,8ae2474b56ddc83fdca66c3cfef16aca8f738867949c835506dc616700d3b969
role_l11_s21_seed7_round_robin,7,11,21,round_robin,14,short,305,305,305,0,915,5184.046333105404,S1 S2 S3 S1 S2 S3 S1 S2 S3 S1 S2 S3 S1 S2 S3 S1,1 34 35 19 168 42 126 187 96 210 292 106 498 295 161 1000024,32e1f1004de3def5c7106b71ce3c191f25d1ab44169abc742fdef828f9645980,6efef9ea650ea959b73f974d9986e9f9eeb8423fa4bac0dc7f7b004632adbd41
role_l11_s21_seed7_round_robin,7,11,21,round_robin,15,short,305,305,305,0,915,5184.046333105404,S1 S2 S3 S1 S2 S3 S1 S2 S3 S1 S2 S3 S1 S2 S3 S1,30 100 5 165 133 65 268 169 132 304 188 154 322 255 213 353,e390349500dd310f4ba53b36403d00eb83000e1829adf81ba1451464cce5fa31,6b7214153c194978ac1c25a8ecd591d7c6b05c530098d04583b90f2bda6cb2c1
role_l11_s21_seed7_round_robin,7,11,21,round_robin,16,short,305,305,305,0,915,5184.046333105404,S1 S2 S3 S1 S2 S3 S1 S2 S3 S1 S2 S3 S1 S2 S3 S1,55 9 174 120 48 193 343 73 203 376 159 336 403 215 522 473,5f550a7764ee66590f3b3ada917ec21999d7d26bfb54278f2f68ae0e4b8fd2cb,f44690cfeaabf24676244246e7852a6a982c53dcac1f6f51bef7192f5a32ef6c
role_l11_s21_seed7_round_robin,7,11,21,round_robin,17,short,305,305,305,0,915,5184.046333105404,S1 S2 S3 S1 S2 S3 S1 S2 S3 S1 S2 S3 S1 S2 S3 S1,3 15 346 93 75 441 103 88 471 123 183 505 162 252 563 431,f9cbe86b8a53b941f6feaf778018a6f2679a150739e1d7491c72161f262c2641,ee7eb560044c92823e2b228e44addd5b8d07d414c6173d8da652b81200a4ceb1
role_l11_s21_seed7_round_robin,7,11,21,round_robin,18,short,305,305,305,0,915,5184.046333105404,S1 S2 S3 S1 S2 S3 S1 S2 S3 S1 S2 S3 S1 S2 S3 S1,8 17 51 10 180 112 16 199 137 29 206 259 43 248 288 45,ea894b2359ca80761182bc69d1ed6a5ae9709eceb784e6d524734ab8eeb1e427,8750f0aed4d47532b88d9fac698855dced29aeeacdfadcbecc043fc711a9eada
role_l11_s21_seed7_round_robin,7,11,21,round_robin,19,short,305,305,305,0,915,5184.046333105404,S1 S2 S3 S1 S2 S3 S1 S2 S3 S1 S2 S3 S1 S2 S3 S1,4 40 230 61 204 316 172 247 333 222 290 348 298 358 351 315,83fd6d4a17e7885376ee253c056b4ccfb56b7aa990f6c46339f8895f394c1aaf,d00f98849b02c0f9c7e845dc9e1c5e347f12ec10722ebb36b3f4e052c4cd4bba
role_l11_s21_seed7_round_robin,7,11,21,round_robin,20,short,305,305,305,0,915,5184.046333105404,S1 S2 S3 S1 S2 S3 S1 S2 S3 S1 S2 S3 S1 S2 S3 S1,58 92 6 102 216 36 108 253 70 141 328 77 144 332 296 153,88b4900639ab9f08df3bd7ac223f7a61bcc7b90f7d22a7320f29ac0200fcf74a,3fbd08810a8f171f06198ea037b363a79094121a7f83d470ecf677b7dcf2e531
role_l11_s21_seed7_round_robin,7,11,21,round_robin,21,short,305,305,305,0,915,5184.046333105404,S1 S2 S3 S1 S2 S3 S1 S2 S3 S1 S2 S3 S1 S2 S3 S1,24 208 82 85 214 127 111 239 145 320 242 263 329 260 279 362,5ce712172d0f2391aa0460b508b7d8ace04892cbd1501babde85b28aafb99c25,8b6bacd5573cfe12e68d261d049b6ea965a9db7d0d32b14f65961fdb7fe5368c
role_l11_s21_seed7_round_robin,7,11,21,round_robin,22,short,305,305,305,0,915,5184.046333105404,S1 S2 S3 S1 S2 S3 S1 S2 S3 S1 S2 S3 S1 S2 S3 S1,7 233 28 12 243 64 266 269 80 384 286 164 446 370 223 475,0dc1bcd5d2bd1ae8c771b3ebad89ca883855d6e72b0dd954061936ab070c7190,684c6fb324c7f0fbd8714990fbc921cdd0dc1434b335a0e63a40b0bff825adb0
role_l11_s21_seed7_round_robin,7,11,21,round_robin,23,short,305,305,305,0,915,5184.046333105404,S1 S2 S3 S1 S2 S3 S1 S2 S3 S1 S2 S3 S1 S2 S3 S1,23 72 31 62 130 71 179 147 428 192 323 445 198 355 487 456,b22da875bb72e71d500b5ec2f2d06c128c8808d4f009171517a172c436e03acd,ceff49e12f387d22d2fab3971a72d61d4be298343f20e6ea40c1f049929ce7f5
role_l11_s21_seed7_round_robin,7,11,21,round_robin,24,short,305,305,305,0,915,5184.046333105404,S1 S2 S3 S1 S2 S3 S1 S2 S3 S1 S2 S3 S1 S2 S3 S1,46 22 83 129 131 262 318 139 407 359 157 436 536 219 467 538,c303e5b7983b5c5ba854012b352fb761f8c01fce55a9ea8ada118133302bc442,71f6ca7ec6f0d944be8a86d3ba0b2a24e8ca351e56bcd641aa8cd0578c64ddc6
role_l11_s21_seed7_round_robin,7,11,21,round_robin,25,short,305,305,305,0,915,5184.046333105404,S1 S2 S3 S1 S2 S3 S1 S2 S3 S1 S2 S3 S1 S2 S3 S1,38 52 2 66 54 67 68 86 135 91 97 136 107 118 151 116,65e65f3f46ffa078ff995f313279168b045f516a817d5420f72ce8f519c37567,191c0d1a897c1f7682f46bdc713972895875994e70266ca4fc5c13aae662e566
role_l11_s21_seed7_round_robin,7,11,21,round_robin,26,short,305,305,305,0,915,5184.046333105404,S1 S2 S3 S1 S2 S3 S1 S2 S3 S1 S2 S3 S1 S2 S3 S1,56 25 110 109 37 146 142 69 148 156 79 185 238 90 218 311,e3ebcf73f899f92ea66ccf40d7c5256ad787121183f56f4734d7babc12a34306,4279ebb4491c3b60675450d6bf2349b07a98cad13361b05b196c20113819e3d1
role_l11_s21_seed7_round_robin,7,11,21,round_robin,27,short,304,304,304,0,912,5167.049459882108,S1 S2 S3 S1 S2 S3 S1 S2 S3 S1 S2 S3 S1 S2 S3 S1,13 105 84 60 160 87 76 249 138 241 309 202 532 367 235 553,3711dfbe37092e9e0515bbc47edc412be3643feda523a398d6244db696cf29e0,f82d98576cf8155dcfb68dfbf9d8842378143817e65c627d33a27ba9c4f3d595
role_l11_s21_seed7_round_robin,7,11,21,round_robin,28,short,304,304,304,0,912,5167.049459882108,S1 S2 S3 S1 S2 S3 S1 S2 S3 S1 S2 S3 S1 S2 S3 S1,115 178 44 284 195 53 312 224 74 344 225 94 425 240 124 462,34102b26f3f8e5a5831286acd313f37961ff92abaa90506f583eef34f6b05cbb,85cdad3ccc7a06c91a18e7dd1374d4f3932633b95409e554cb9ced53650c91d1
