time_ms,event,npu,request,layer,role
7631.384171963,admission,16,82,0,0
7631.384171963,compute_start,16,82,0,0
7653.9612977615,admission,16,83,0,0
7655.8251021247,compute_start,16,83,0,0
7684.0394227615,admission,16,84,0,0
7685.9032271247,compute_start,16,84,0,0
7704.1398224515,admission,16,85,0,0
7704.1398224515,compute_start,16,85,0,0
7719.3075125454,admission,16,86,0,0
7719.3075125454,compute_start,16,86,0,0
7736.2891544499,admission,16,87,0,0
7738.1529588131,compute_start,16,87,0,0
7766.3672794499,admission,16,88,0,0
7768.2310838131,compute_start,16,88,0,0
7792.0713046423,admission,16,89,0,0
7792.0713046423,compute_start,16,89,0,0
7807.2389947362,admission,16,90,0,0
7807.2389947362,compute_start,16,90,0,0
7822.4066848301,admission,16,91,0,0
7822.4066848301,compute_start,16,91,0,0
7848.7059916162,admission,16,92,0,0
7850.5697959794,compute_start,16,92,0,0
7878.7841166162,admission,16,93,0,0
7880.0055007026,compute_start,16,93,0,0
7895.1731907965,admission,16,94,0,0
7895.1731907965,compute_start,16,94,0,0
7910.3408808904,admission,16,95,0,0
7910.3408808904,compute_start,16,95,0,0
7931.0483222751,admission,16,96,0,0
7932.9121266383,compute_start,16,96,0,0
7961.1264472751,admission,16,97,0,0
7962.9902516384,compute_start,16,97,0,0
7983.1082914799,admission,16,98,0,0
7983.1082914799,compute_start,16,98,0,0
7998.2759815739,admission,16,99,0,0
7998.2759815739,compute_start,16,99,0,0
