time_ms,event,npu,request,layer,role
3273.3997714472,admission,24,20,0,0
3273.3997714472,compute_start,24,20,0,0
3288.1256841597,admission,24,21,0,0
3288.1256841597,compute_start,24,21,0,0
3308.0715671051,admission,24,22,0,0
3309.8115571827,compute_start,24,22,0,0
3336.7174004384,admission,24,23,0,0
3338.457390516,compute_start,24,23,0,0
3357.9000895456,admission,24,24,0,0
3357.9000895456,compute_start,24,24,0,0
3372.6260022581,admission,24,25,0,0
3372.6260022581,compute_start,24,25,0,0
3387.3519149707,admission,24,26,0,0
3389.0919050483,compute_start,24,26,0,0
3415.997748304,admission,24,27,0,0
3417.7377383816,compute_start,24,27,0,0
3442.400407644,admission,24,28,0,0
3442.400407644,compute_start,24,28,0,0
3457.1263203565,admission,24,29,0,0
3457.1263203565,compute_start,24,29,0,0
3471.8522330691,admission,24,30,0,0
3471.8522330691,compute_start,24,30,0,0
3495.2780961696,admission,24,31,0,0
3497.0180862472,compute_start,24,31,0,0
3523.923929503,admission,24,32,0,0
3525.6639195806,compute_start,24,32,0,0
3541.6266384549,admission,24,33,0,0
3541.6266384549,compute_start,24,33,0,0
3556.3525511675,admission,24,34,0,0
3556.3525511675,compute_start,24,34,0,0
3573.4547556667,admission,24,35,0,0
3574.2995634526,compute_start,24,35,0,0
3594.9391306667,admission,24,36,0,0
3595.7839384526,compute_start,24,36,0,0
3613.4825066835,admission,24,37,0,0
3613.4825066835,compute_start,24,37,0,0
3628.2084193961,admission,24,38,0,0
3628.2084193961,compute_start,24,38,0,0
3642.9343321086,admission,24,39,0,1
3654.633225181,compute_start,24,39,0,1
3654.7399047033,admission,0,39,0,1
3654.7399047033,compute_start,0,39,0,1
3654.8465842255,admission,16,39,0,1
3654.8465842255,compute_start,16,39,0,1
3654.9532637477,admission,8,39,0,0
3654.9532637477,compute_start,8,39,0,0
3681.8591070035,admission,8,40,0,0
3683.5990970811,compute_start,8,40,0,0
3710.4212589992,admission,8,41,0,0
3710.4212589992,compute_start,8,41,0,0
3725.1471717117,admission,8,42,0,0
3725.1471717117,compute_start,8,42,0,0
3739.8730844243,admission,8,43,0,0
3739.8730844243,compute_start,8,43,0,0
3761.5589574472,admission,8,44,0,0
3763.2989475248,compute_start,8,44,0,0
3790.2047907806,admission,8,45,0,0
3791.9447808582,compute_start,8,45,0,0
3809.7468259404,admission,8,46,0,0
3809.7468259404,compute_start,8,46,0,0
3824.472738653,admission,8,47,0,0
3824.472738653,compute_start,8,47,0,0
3840.9386414432,admission,8,48,0,0
3842.6786315208,compute_start,8,48,0,0
3869.5844747765,admission,8,49,0,0
3871.3244648541,compute_start,8,49,0,0
3894.2471440388,admission,8,50,0,0
3894.2471440388,compute_start,8,50,0,0
3908.9730567514,admission,8,51,0,0
3908.9730567514,compute_start,8,51,0,0
3923.6989694639,admission,8,52,0,0
3923.6989694639,compute_start,8,52,0,0
3948.8648226421,admission,8,53,0,0
3950.6048127197,compute_start,8,53,0,0
3977.5106559754,admission,8,54,0,0
3978.7474621372,compute_start,8,54,0,0
3993.4733748498,admission,8,55,0,0
3993.4733748498,compute_start,8,55,0,0
4008.1992875623,admission,8,56,0,0
4008.1992875623,compute_start,8,56,0,0
4028.1451705077,admission,8,57,0,0
4029.8851605853,compute_start,8,57,0,0
4056.791003841,admission,8,58,0,0
4058.5309939186,compute_start,8,58,0,0
4077.9736929482,admission,8,59,0,0
4077.9736929482,compute_start,8,59,0,0
4092.6996056607,admission,8,60,0,0
4092.6996056607,compute_start,8,60,0,0
4107.4255183733,admission,8,61,0,0
4109.1655084509,compute_start,8,61,0,0
4136.0713517066,admission,8,62,0,0
4137.8113417842,compute_start,8,62,0,0
4162.4740110466,admission,8,63,0,0
4162.4740110466,compute_start,8,63,0,0
4177.1999237591,admission,8,64,0,0
4177.1999237591,compute_start,8,64,0,0
4191.9258364717,admission,8,65,0,0
4191.9258364717,compute_start,8,65,0,0
4215.3516995722,admission,8,66,0,0
4217.0916896498,compute_start,8,66,0,0
4243.9975329056,admission,8,67,0,0
4245.7375229832,compute_start,8,67,0,0
4261.7002418575,admission,8,68,0,0
4261.7002418575,compute_start,8,68,0,0
4276.4261545701,admission,8,69,0,0
4276.4261545701,compute_start,8,69,0,0
4293.5283590693,admission,8,70,0,0
4294.3731668552,compute_start,8,70,0,0
4315.0127340693,admission,8,71,0,0
4315.8575418552,compute_start,8,71,0,0
4333.5561100861,admission,8,72,0,0
4333.5561100861,compute_start,8,72,0,0
4348.2820227987,admission,8,73,0,0
4348.2820227987,compute_start,8,73,0,0
4363.0079355112,admission,8,74,0,1
4374.7068285836,compute_start,8,74,0,1
4374.8135081059,admission,24,40,0,1
4374.8135081059,compute_start,24,40,0,1
4374.9201876281,admission,0,40,0,1
4374.9201876281,compute_start,0,40,0,1
4375.0268671503,admission,16,40,0,0
4375.0268671503,compute_start,16,40,0,0
4401.9327104061,admission,16,41,0,0
4403.6727004836,compute_start,16,41,0,0
4430.4948624018,admission,16,42,0,0
4430.4948624018,compute_start,16,42,0,0
4445.2207751143,admission,16,43,0,0
4445.2207751143,compute_start,16,43,0,0
4459.9466878269,admission,16,44,0,0
4459.9466878269,compute_start,16,44,0,0
4481.6325608498,admission,16,45,0,0
4483.3725509274,compute_start,16,45,0,0
4510.2783941832,admission,16,46,0,0
4512.0183842607,compute_start,16,46,0,0
4529.820429343,admission,16,47,0,0
4529.820429343,compute_start,16,47,0,0
4544.5463420556,admission,16,48,0,0
4544.5463420556,compute_start,16,48,0,0
4561.0122448457,admission,16,49,0,0
4562.7522349233,compute_start,16,49,0,0
4589.6580781791,admission,16,50,0,0
4591.3980682567,compute_start,16,50,0,0
4614.3207474414,admission,16,51,0,0
4614.3207474414,compute_start,16,51,0,0
4629.046660154,admission,16,52,0,0
4629.046660154,compute_start,16,52,0,0
4643.7725728665,admission,16,53,0,0
4643.7725728665,compute_start,16,53,0,0
4668.9384260447,admission,16,54,0,0
4670.6784161223,compute_start,16,54,0,0
4697.584259378,admission,16,55,0,0
4698.8210655398,compute_start,16,55,0,0
4713.5469782524,admission,16,56,0,0
4713.5469782524,compute_start,16,56,0,0
4728.2728909649,admission,16,57,0,0
4728.2728909649,compute_start,16,57,0,0
4748.2187739103,admission,16,58,0,0
4749.9587639879,compute_start,16,58,0,0
4776.8646072436,admission,16,59,0,0
4778.6045973212,compute_start,16,59,0,0
4798.0472963508,admission,16,60,0,0
4798.0472963508,compute_start,16,60,0,0
4812.7732090633,admission,16,61,0,0
4812.7732090633,compute_start,16,61,0,0
4827.4991217759,admission,16,62,0,0
4829.2391118535,compute_start,16,62,0,0
4856.1449551092,admission,16,63,0,0
4857.8849451868,compute_start,16,63,0,0
4882.5476144492,admission,16,64,0,0
4882.5476144492,compute_start,16,64,0,0
4897.2735271617,admission,16,65,0,0
4897.2735271617,compute_start,16,65,0,0
4911.9994398743,admission,16,66,0,0
4911.9994398743,compute_start,16,66,0,0
4935.4253029748,admission,16,67,0,0
4937.1652930524,compute_start,16,67,0,0
4964.0711363081,admission,16,68,0,0
4965.8111263857,compute_start,16,68,0,0
4981.7738452601,admission,16,69,0,0
4981.7738452601,compute_start,16,69,0,0
4996.4997579727,admission,16,70,0,0
4996.4997579727,compute_start,16,70,0,0
5013.6019624718,admission,16,71,0,0
5014.4467702578,compute_start,16,71,0,0
5035.0863374718,admission,16,72,0,0
5035.9311452578,compute_start,16,72,0,0
