time_ms,event,npu,request,layer,role
56.26220703125,io_ready,0,0,0,1
56.26220703125,io_ready,8,0,0,1
56.26220703125,io_ready,16,0,0,1
56.26220703125,io_ready,24,0,0,1
56.26220703125,compute_start,0,0,0,1
56.26220703125,compute_start,8,0,0,1
56.26220703125,compute_start,16,0,0,1
56.26220703125,compute_start,24,0,0,1
112.5244140625,io_ready,0,0,1,1
112.5244140625,io_ready,8,0,1,1
112.5244140625,io_ready,16,0,1,1
112.5244140625,io_ready,24,0,1,1
149.88564381148,compute_start,0,0,1,1
149.88564381148,compute_start,8,0,1,1
149.88564381148,compute_start,16,0,1,1
149.88564381148,compute_start,24,0,1,1
206.14785084273,io_ready,0,0,2,1
206.14785084273,io_ready,8,0,2,1
206.14785084273,io_ready,16,0,2,1
206.14785084273,io_ready,24,0,2,1
243.5090805917,compute_start,0,0,2,1
243.5090805917,compute_start,8,0,2,1
243.5090805917,compute_start,16,0,2,1
243.5090805917,compute_start,24,0,2,1
299.77128762295,io_ready,0,0,3,1
299.77128762295,io_ready,8,0,3,1
299.77128762295,io_ready,16,0,3,1
299.77128762295,io_ready,24,0,3,1
337.13251737193,compute_start,0,0,3,1
337.13251737193,compute_start,8,0,3,1
337.13251737193,compute_start,16,0,3,1
337.13251737193,compute_start,24,0,3,1
393.39472440318,io_ready,0,0,4,1
393.39472440318,io_ready,8,0,4,1
393.39472440318,io_ready,16,0,4,1
393.39472440318,io_ready,24,0,4,1
430.75595415216,compute_start,0,0,4,1
430.75595415216,compute_start,8,0,4,1
430.75595415216,compute_start,16,0,4,1
430.75595415216,compute_start,24,0,4,1
487.01816118341,io_ready,0,0,5,1
487.01816118341,io_ready,8,0,5,1
487.01816118341,io_ready,16,0,5,1
487.01816118341,io_ready,24,0,5,1
524.37939093238,compute_start,0,0,5,1
524.37939093238,compute_start,8,0,5,1
524.37939093238,compute_start,16,0,5,1
524.37939093238,compute_start,24,0,5,1
580.64159796363,io_ready,0,0,6,1
580.64159796363,io_ready,8,0,6,1
580.64159796363,io_ready,16,0,6,1
580.64159796363,io_ready,24,0,6,1
618.00282771261,compute_start,0,0,6,1
618.00282771261,compute_start,8,0,6,1
618.00282771261,compute_start,16,0,6,1
618.00282771261,compute_start,24,0,6,1
674.26503474386,io_ready,0,0,7,1
674.26503474386,io_ready,8,0,7,1
674.26503474386,io_ready,16,0,7,1
674.26503474386,io_ready,24,0,7,1
711.62626449284,compute_start,0,0,7,1
711.62626449284,compute_start,8,0,7,1
711.62626449284,compute_start,16,0,7,1
711.62626449284,compute_start,24,0,7,1
715.38603011784,io_ready,8,1,0,0
754.76286117253,io_ready,0,1,0,1
754.76286117253,io_ready,16,1,0,1
754.76286117253,io_ready,24,1,0,1
805.24970127306,admission,0,1,0,1
805.24970127306,admission,8,1,0,0
805.24970127306,admission,16,1,0,1
805.24970127306,admission,24,1,0,1
805.24970127306,compute_start,0,1,0,1
805.24970127306,compute_start,8,1,0,0
805.24970127306,compute_start,16,1,0,1
805.24970127306,compute_start,24,1,0,1
809.00946689806,io_ready,8,1,1,0
809.00946689806,compute_start,8,1,1,0
812.76923252306,io_ready,8,1,2,0
812.76923252306,compute_start,8,1,2,0
816.52899814806,io_ready,8,1,3,0
816.52899814806,compute_start,8,1,3,0
820.28876377306,io_ready,8,1,4,0
820.28876377306,compute_start,8,1,4,0
824.04852939806,io_ready,8,1,5,0
824.04852939806,compute_start,8,1,5,0
827.80829502306,io_ready,8,1,6,0
827.80829502306,compute_start,8,1,6,0
831.56806064806,io_ready,8,1,7,0
831.56806064806,compute_start,8,1,7,0
833.46402190981,admission,8,2,0,0
835.32782627306,io_ready,8,2,0,0
835.32782627306,compute_start,8,2,0,0
839.08759189806,io_ready,8,2,1,0
839.08759189806,compute_start,8,2,1,0
842.84735752306,io_ready,8,2,2,0
842.84735752306,compute_start,8,2,2,0
846.60712314806,io_ready,8,2,3,0
846.60712314806,compute_start,8,2,3,0
850.36688877306,io_ready,8,2,4,0
850.36688877306,compute_start,8,2,4,0
854.12665439806,io_ready,8,2,5,0
854.12665439806,compute_start,8,2,5,0
857.88642002306,io_ready,8,2,6,0
857.88642002306,compute_start,8,2,6,0
861.51190830431,io_ready,0,1,1,1
861.51190830431,io_ready,16,1,1,1
861.51190830431,io_ready,24,1,1,1
861.54547764025,io_ready,8,2,7,0
861.54547764025,compute_start,8,2,7,0
862.4854190465,io_ready,8,3,0,0
863.44143890199,admission,8,3,0,0
863.44143890199,compute_start,8,3,0,0
864.38138030824,io_ready,8,3,1,0
865.33740016374,compute_start,8,3,1,0
866.27734156999,io_ready,8,3,2,0
867.23336142548,compute_start,8,3,2,0
868.17330283173,io_ready,8,3,3,0
869.12932268722,compute_start,8,3,3,0
870.06926409347,io_ready,8,3,4,0
871.02528394896,compute_start,8,3,4,0
871.96522535521,io_ready,8,3,5,0
872.92124521071,compute_start,8,3,5,0
873.86118661696,io_ready,8,3,6,0
874.81720647245,compute_start,8,3,6,0
875.7571478787,io_ready,8,3,7,0
876.71316773419,compute_start,8,3,7,0
877.65310914044,io_ready,8,4,0,0
878.60912899593,admission,8,4,0,0
878.60912899593,compute_start,8,4,0,0
879.54907040218,io_ready,8,4,1,0
880.50509025768,compute_start,8,4,1,0
881.44503166393,io_ready,8,4,2,0
882.40105151942,compute_start,8,4,2,0
883.34099292567,io_ready,8,4,3,0
884.29701278116,compute_start,8,4,3,0
885.23695418741,io_ready,8,4,4,0
886.1929740429,compute_start,8,4,4,0
887.13291544915,io_ready,8,4,5,0
888.08893530464,compute_start,8,4,5,0
889.02887671089,io_ready,8,4,6,0
889.98489656639,compute_start,8,4,6,0
890.92483797264,io_ready,8,4,7,0
891.88085782813,compute_start,8,4,7,0
892.82079923438,io_ready,8,5,0,0
893.77681908987,admission,8,5,0,0
893.77681908987,compute_start,8,5,0,0
894.71676049612,io_ready,8,5,1,0
895.67278035161,compute_start,8,5,1,0
896.61272175786,io_ready,8,5,2,0
897.56874161336,compute_start,8,5,2,0
898.50868301961,io_ready,8,5,3,0
898.87313805329,compute_start,0,1,1,1
898.87313805329,compute_start,16,1,1,1
898.87313805329,compute_start,24,1,1,1
899.4647028751,compute_start,8,5,3,0
903.2244685001,io_ready,8,5,4,0
903.2244685001,compute_start,8,5,4,0
906.9842341251,io_ready,8,5,5,0
906.9842341251,compute_start,8,5,5,0
910.7439997501,io_ready,8,5,6,0
910.7439997501,compute_start,8,5,6,0
914.5037653751,io_ready,8,5,7,0
914.5037653751,compute_start,8,5,7,0
916.39972663684,admission,8,6,0,0
918.2635310001,io_ready,8,6,0,0
918.2635310001,compute_start,8,6,0,0
922.0232966251,io_ready,8,6,1,0
922.0232966251,compute_start,8,6,1,0
925.7830622501,io_ready,8,6,2,0
925.7830622501,compute_start,8,6,2,0
929.5428278751,io_ready,8,6,3,0
929.5428278751,compute_start,8,6,3,0
933.3025935001,io_ready,8,6,4,0
933.3025935001,compute_start,8,6,4,0
937.0623591251,io_ready,8,6,5,0
937.0623591251,compute_start,8,6,5,0
940.8221247501,io_ready,8,6,6,0
940.8221247501,compute_start,8,6,6,0
944.5818903751,io_ready,8,6,7,0
944.5818903751,compute_start,8,6,7,0
946.47785163684,admission,8,7,0,0
948.3416560001,io_ready,8,7,0,0
948.3416560001,compute_start,8,7,0,0
952.1014216251,io_ready,8,7,1,0
952.1014216251,compute_start,8,7,1,0
954.93815681061,io_ready,0,1,2,1
954.93815681061,io_ready,16,1,2,1
954.93815681061,io_ready,24,1,2,1
955.16891442048,io_ready,8,7,2,0
955.16891442048,compute_start,8,7,2,0
956.10885582673,io_ready,8,7,3,0
957.06487568222,compute_start,8,7,3,0
958.00481708847,io_ready,8,7,4,0
958.96083694396,compute_start,8,7,4,0
959.90077835021,io_ready,8,7,5,0
960.85679820571,compute_start,8,7,5,0
961.79673961196,io_ready,8,7,6,0
962.75275946745,compute_start,8,7,6,0
963.6927008737,io_ready,8,7,7,0
964.64872072919,compute_start,8,7,7,0
965.58866213544,io_ready,8,8,0,0
966.54468199093,admission,8,8,0,0
966.54468199093,compute_start,8,8,0,0
967.48462339718,io_ready,8,8,1,0
968.44064325268,compute_start,8,8,1,0
969.38058465893,io_ready,8,8,2,0
970.33660451442,compute_start,8,8,2,0
971.27654592067,io_ready,8,8,3,0
972.23256577616,compute_start,8,8,3,0
973.17250718241,io_ready,8,8,4,0
974.1285270379,compute_start,8,8,4,0
975.06846844415,io_ready,8,8,5,0
976.02448829964,compute_start,8,8,5,0
976.96442970589,io_ready,8,8,6,0
977.92044956139,compute_start,8,8,6,0
978.86039096764,io_ready,8,8,7,0
979.81641082313,compute_start,8,8,7,0
980.75635222938,io_ready,8,9,0,0
981.71237208487,admission,8,9,0,0
981.71237208487,compute_start,8,9,0,0
982.65231349112,io_ready,8,9,1,0
983.60833334661,compute_start,8,9,1,0
984.54827475286,io_ready,8,9,2,0
985.50429460836,compute_start,8,9,2,0
986.44423601461,io_ready,8,9,3,0
987.4002558701,compute_start,8,9,3,0
988.34019727635,io_ready,8,9,4,0
989.29621713184,compute_start,8,9,4,0
990.23615853809,io_ready,8,9,5,0
991.19217839358,compute_start,8,9,5,0
992.13211979983,io_ready,8,9,6,0
992.49657483352,compute_start,0,1,2,1
992.49657483352,compute_start,16,1,2,1
992.49657483352,compute_start,24,1,2,1
993.08813965533,compute_start,8,9,6,0
996.84790528033,io_ready,8,9,7,0
996.84790528033,compute_start,8,9,7,0
998.74386654207,admission,8,10,0,0
1000.6076709053,io_ready,8,10,0,0
1000.6076709053,compute_start,8,10,0,0
1004.3674365303,io_ready,8,10,1,0
1004.3674365303,compute_start,8,10,1,0
1008.1272021553,io_ready,8,10,2,0
1008.1272021553,compute_start,8,10,2,0
1011.8869677803,io_ready,8,10,3,0
1011.8869677803,compute_start,8,10,3,0
1015.6467334053,io_ready,8,10,4,0
1015.6467334053,compute_start,8,10,4,0
1019.4064990303,io_ready,8,10,5,0
1019.4064990303,compute_start,8,10,5,0
1023.1662646553,io_ready,8,10,6,0
1023.1662646553,compute_start,8,10,6,0
1026.9260302803,io_ready,8,10,7,0
1026.9260302803,compute_start,8,10,7,0
1028.8219915421,admission,8,11,0,0
1030.6857959053,io_ready,8,11,0,0
1030.6857959053,compute_start,8,11,0,0
1034.4455615303,io_ready,8,11,1,0
1034.4455615303,compute_start,8,11,1,0
1038.2053271553,io_ready,8,11,2,0
1038.2053271553,compute_start,8,11,2,0
1041.9650927803,io_ready,8,11,3,0
1041.9650927803,compute_start,8,11,3,0
1045.7248584053,io_ready,8,11,4,0
1045.7248584053,compute_start,8,11,4,0
1048.5615935908,io_ready,0,1,3,1
1048.5615935908,io_ready,16,1,3,1
1048.5615935908,io_ready,24,1,3,1
1048.7923512007,io_ready,8,11,5,0
1048.7923512007,compute_start,8,11,5,0
1049.732292607,io_ready,8,11,6,0
1050.6883124624,compute_start,8,11,6,0
1051.6282538687,io_ready,8,11,7,0
1052.5842737242,compute_start,8,11,7,0
1053.5242151304,io_ready,8,12,0,0
1054.4802349859,admission,8,12,0,0
1054.4802349859,compute_start,8,12,0,0
1055.4201763922,io_ready,8,12,1,0
1056.3761962477,compute_start,8,12,1,0
1057.3161376539,io_ready,8,12,2,0
1058.2721575094,compute_start,8,12,2,0
1059.2120989157,io_ready,8,12,3,0
1060.1681187712,compute_start,8,12,3,0
1061.1080601774,io_ready,8,12,4,0
1062.0640800329,compute_start,8,12,4,0
1063.0040214392,io_ready,8,12,5,0
1063.9600412946,compute_start,8,12,5,0
1064.8999827009,io_ready,8,12,6,0
1065.8560025564,compute_start,8,12,6,0
1066.7959439626,io_ready,8,12,7,0
1067.7519638181,compute_start,8,12,7,0
1068.6919052244,io_ready,8,13,0,0
1069.6479250799,admission,8,13,0,0
1069.6479250799,compute_start,8,13,0,0
1070.5878664861,io_ready,8,13,1,0
1071.5438863416,compute_start,8,13,1,0
1072.4838277479,io_ready,8,13,2,0
1073.4398476034,compute_start,8,13,2,0
1074.3797890096,io_ready,8,13,3,0
1075.3358088651,compute_start,8,13,3,0
1076.2757502713,io_ready,8,13,4,0
1077.2317701268,compute_start,8,13,4,0
1078.1717115331,io_ready,8,13,5,0
1079.1277313886,compute_start,8,13,5,0
1080.0676727948,io_ready,8,13,6,0
1081.0236926503,compute_start,8,13,6,0
1081.9636340566,io_ready,8,13,7,0
1082.9196539121,compute_start,8,13,7,0
1083.8595953183,io_ready,8,14,0,0
1084.8156151738,admission,8,14,0,0
1084.8156151738,compute_start,8,14,0,0
1085.7555565801,io_ready,8,14,1,0
1086.1200116137,compute_start,0,1,3,1
1086.1200116137,compute_start,16,1,3,1
1086.1200116137,compute_start,24,1,3,1
1086.7115764356,compute_start,8,14,1,0
1090.4713420606,io_ready,8,14,2,0
1090.4713420606,compute_start,8,14,2,0
1094.2311076856,io_ready,8,14,3,0
1094.2311076856,compute_start,8,14,3,0
1097.9908733106,io_ready,8,14,4,0
1097.9908733106,compute_start,8,14,4,0
1101.7506389356,io_ready,8,14,5,0
1101.7506389356,compute_start,8,14,5,0
1105.5104045606,io_ready,8,14,6,0
1105.5104045606,compute_start,8,14,6,0
1109.2701701856,io_ready,8,14,7,0
1109.2701701856,compute_start,8,14,7,0
1111.1661314473,admission,8,15,0,0
1113.0299358106,io_ready,8,15,0,0
1113.0299358106,compute_start,8,15,0,0
1116.7897014356,io_ready,8,15,1,0
1116.7897014356,compute_start,8,15,1,0
1120.5494670606,io_ready,8,15,2,0
1120.5494670606,compute_start,8,15,2,0
1124.3092326856,io_ready,8,15,3,0
1124.3092326856,compute_start,8,15,3,0
1128.0689983106,io_ready,8,15,4,0
1128.0689983106,compute_start,8,15,4,0
1131.8287639356,io_ready,8,15,5,0
1131.8287639356,compute_start,8,15,5,0
1135.5885295606,io_ready,8,15,6,0
1135.5885295606,compute_start,8,15,6,0
1139.3482951856,io_ready,8,15,7,0
1139.3482951856,compute_start,8,15,7,0
1141.2442564473,admission,8,16,0,0
1142.1850303711,io_ready,0,1,4,1
1142.1850303711,io_ready,16,1,4,1
1142.1850303711,io_ready,24,1,4,1
1142.4157879809,io_ready,8,16,0,0
1142.4157879809,compute_start,8,16,0,0
1143.3557293872,io_ready,8,16,1,0
1144.3117492427,compute_start,8,16,1,0
1145.2516906489,io_ready,8,16,2,0
1146.2077105044,compute_start,8,16,2,0
1147.1476519107,io_ready,8,16,3,0
1148.1036717662,compute_start,8,16,3,0
1149.0436131724,io_ready,8,16,4,0
1149.9996330279,compute_start,8,16,4,0
1150.9395744342,io_ready,8,16,5,0
1151.8955942896,compute_start,8,16,5,0
1152.8355356959,io_ready,8,16,6,0
1153.7915555514,compute_start,8,16,6,0
1154.7314969576,io_ready,8,16,7,0
1155.6875168131,compute_start,8,16,7,0
1156.6274582194,io_ready,8,17,0,0
1157.5834780749,admission,8,17,0,0
1157.5834780749,compute_start,8,17,0,0
1158.5234194811,io_ready,8,17,1,0
1159.4794393366,compute_start,8,17,1,0
1160.4193807429,io_ready,8,17,2,0
1161.3754005984,compute_start,8,17,2,0
1162.3153420046,io_ready,8,17,3,0
1163.2713618601,compute_start,8,17,3,0
1164.2113032663,io_ready,8,17,4,0
1165.1673231218,compute_start,8,17,4,0
1166.1072645281,io_ready,8,17,5,0
1167.0632843836,compute_start,8,17,5,0
1168.0032257898,io_ready,8,17,6,0
1168.9592456453,compute_start,8,17,6,0
1169.8991870516,io_ready,8,17,7,0
1170.8552069071,compute_start,8,17,7,0
1171.7951483133,io_ready,8,18,0,0
1172.7511681688,admission,8,18,0,0
1172.7511681688,compute_start,8,18,0,0
1173.6911095751,io_ready,8,18,1,0
1174.6471294305,compute_start,8,18,1,0
1175.5870708368,io_ready,8,18,2,0
1176.5430906923,compute_start,8,18,2,0
1177.4830320985,io_ready,8,18,3,0
1178.439051954,compute_start,8,18,3,0
1179.3789933603,io_ready,8,18,4,0
1179.743448394,compute_start,0,1,4,1
1179.743448394,compute_start,16,1,4,1
1179.743448394,compute_start,24,1,4,1
1180.3350132158,compute_start,8,18,4,0
1184.0947788408,io_ready,8,18,5,0
1184.0947788408,compute_start,8,18,5,0
1187.8545444658,io_ready,8,18,6,0
1187.8545444658,compute_start,8,18,6,0
1191.6143100908,io_ready,8,18,7,0
1191.6143100908,compute_start,8,18,7,0
1193.5102713525,admission,8,19,0,0
1195.3740757158,io_ready,8,19,0,0
1195.3740757158,compute_start,8,19,0,0
1199.1338413408,io_ready,8,19,1,0
1199.1338413408,compute_start,8,19,1,0
1202.8936069658,io_ready,8,19,2,0
1202.8936069658,compute_start,8,19,2,0
1206.6533725908,io_ready,8,19,3,0
1206.6533725908,compute_start,8,19,3,0
1210.4131382158,io_ready,8,19,4,0
1210.4131382158,compute_start,8,19,4,0
1214.1729038408,io_ready,8,19,5,0
1214.1729038408,compute_start,8,19,5,0
1217.9326694658,io_ready,8,19,6,0
1217.9326694658,compute_start,8,19,6,0
1221.6924350908,io_ready,8,19,7,0
1221.6924350908,compute_start,8,19,7,0
1223.5883963525,admission,8,20,0,0
1225.4522007158,io_ready,8,20,0,0
1225.4522007158,compute_start,8,20,0,0
1229.2119663408,io_ready,8,20,1,0
1229.2119663408,compute_start,8,20,1,0
1232.9717319658,io_ready,8,20,2,0
1232.9717319658,compute_start,8,20,2,0
1235.8084671513,io_ready,0,1,5,1
1235.8084671513,io_ready,16,1,5,1
1235.8084671513,io_ready,24,1,5,1
1236.0392247612,io_ready,8,20,3,0
1236.0392247612,compute_start,8,20,3,0
1236.9791661674,io_ready,8,20,4,0
1237.9351860229,compute_start,8,20,4,0
1238.8751274292,io_ready,8,20,5,0
1239.8311472846,compute_start,8,20,5,0
1240.7710886909,io_ready,8,20,6,0
1241.7271085464,compute_start,8,20,6,0
1242.6670499526,io_ready,8,20,7,0
1243.6230698081,compute_start,8,20,7,0
1244.5630112144,io_ready,8,21,0,0
1245.5190310699,admission,8,21,0,0
1245.5190310699,compute_start,8,21,0,0
1246.4589724761,io_ready,8,21,1,0
1247.4149923316,compute_start,8,21,1,0
1248.3549337379,io_ready,8,21,2,0
1249.3109535934,compute_start,8,21,2,0
1250.2508949996,io_ready,8,21,3,0
1251.2069148551,compute_start,8,21,3,0
1252.1468562613,io_ready,8,21,4,0
1253.1028761168,compute_start,8,21,4,0
1254.0428175231,io_ready,8,21,5,0
1254.9988373786,compute_start,8,21,5,0
1255.9387787848,io_ready,8,21,6,0
1256.8947986403,compute_start,8,21,6,0
1257.8347400466,io_ready,8,21,7,0
1258.7907599021,compute_start,8,21,7,0
1259.7307013083,io_ready,8,22,0,0
1260.6867211638,admission,8,22,0,0
1260.6867211638,compute_start,8,22,0,0
1261.6266625701,io_ready,8,22,1,0
1262.5826824256,compute_start,8,22,1,0
1263.5226238318,io_ready,8,22,2,0
1264.4786436873,compute_start,8,22,2,0
1265.4185850935,io_ready,8,22,3,0
1266.374604949,compute_start,8,22,3,0
1267.3145463553,io_ready,8,22,4,0
1268.2705662108,compute_start,8,22,4,0
1269.210507617,io_ready,8,22,5,0
1270.1665274725,compute_start,8,22,5,0
1271.1064688788,io_ready,8,22,6,0
1272.0624887343,compute_start,8,22,6,0
1273.0024301405,io_ready,8,22,7,0
1273.3668851742,compute_start,0,1,5,1
1273.3668851742,compute_start,16,1,5,1
1273.3668851742,compute_start,24,1,5,1
1273.958449996,compute_start,8,22,7,0
1275.8544112577,admission,8,23,0,0
