start_ms,end_ms,mean_demand_GiB_s_per_card,mean_supply_GiB_s_per_card
2000.0,2015.0573849082227,1.3149324665039066,0.0
2015.0573849082227,2015.368740499043,1.3149324665039066,0.04109163957824721
2015.368740499043,2015.6800960898634,1.3149324665039066,0.08218327915649443
2015.6800960898634,2015.9948086142774,1.3149324665039066,0.12327491873474164
2015.9948086142774,2016.3095211386915,1.3149324665039066,0.16436655831298885
2016.3095211386915,2016.6208767295118,1.3149324665039066,0.20545819789123607
2016.6208767295118,2016.9355892539259,1.3149324665039066,0.24654983746948328
2016.9355892539259,2017.2469448447462,1.3149324665039066,0.28764147704773046
2017.2469448447462,2017.5583004355665,1.3149324665039066,0.3287331166259777
2017.5583004355665,2017.8696560263868,1.3149324665039066,0.36982475620422495
2017.8696560263868,2018.181011617207,1.3149324665039066,0.4109163957824722
2018.181011617207,2018.4957241416212,1.3149324665039066,0.45200803536071943
2018.4957241416212,2018.8095974326368,1.3149324665039066,0.49309967493896667
2018.8095974326368,2019.1234707236524,1.3149324665039066,0.5341913145172139
2019.1234707236524,2019.4348263144727,1.3149324665039066,0.5752829540954612
2019.4348263144727,2019.7486996054884,1.3149324665039066,0.6163745936737084
2019.7486996054884,2020.0600551963087,1.3149324665039066,0.6574662332519556
2020.0600551963087,2020.3739284873243,1.3149324665039066,0.6985578728302029
2020.3739284873243,2020.68780177834,1.3149324665039066,0.7396495124084501
2020.68780177834,2020.9991573691602,1.3149324665039066,0.7807411519866974
2020.9991573691602,2021.3138698935743,1.3149324665039066,0.8218327915649446
2021.3138698935743,2021.6285824179884,1.3149324665039066,0.8629244311431918
2021.6285824179884,2021.942455709004,1.3149324665039066,0.9040160707214391
2021.942455709004,2022.257168233418,1.3149324665039066,0.9451077102996863
2022.257168233418,2022.5710415244337,1.3149324665039066,0.9861993498779336
2022.5710415244337,2022.8857540488477,1.3149324665039066,1.0272909894561808
2022.8857540488477,2023.2004665732618,1.3149324665039066,1.068382629034428
2023.2004665732618,2023.5143398642774,1.3149324665039066,1.1094742686126753
2023.5143398642774,2023.8290523886915,1.3149324665039066,1.1505659081909225
2023.8290523886915,2024.142925679707,1.3149324665039066,1.1916575477691698
2024.142925679707,2024.4567989707227,1.3149324665039066,1.232749187347417
2024.4567989707227,2026.0202907920118,1.3149324665039066,1.2738408269256642
2026.0202907920118,2043.6502269041034,1.3149324665039066,1.3149324665039115
2043.6502269041034,2043.9615824949237,1.3149324665039066,1.3149324665039113
2043.9615824949237,2044.272938085744,1.3149324665039066,1.314932466503911
2044.272938085744,2044.587650610158,1.3149324665039066,1.3149324665039108
2044.587650610158,2044.9023631345722,1.3149324665039066,1.3149324665039106
2044.9023631345722,2045.2137187253925,1.3149324665039066,1.3149324665039104
2045.2137187253925,2045.5284312498065,1.3149324665039066,1.3149324665039102
2045.5284312498065,2045.8397868406269,1.3149324665039066,1.31493246650391
2045.8397868406269,2046.1511424314472,1.3149324665039066,1.3149324665039097
2046.1511424314472,2046.4624980222675,1.3149324665039066,1.3149324665039095
2046.4624980222675,2046.7738536130878,1.3149324665039066,1.3149324665039093
2046.7738536130878,2047.0885661375019,1.3149324665039066,1.314932466503909
2047.0885661375019,2047.4024394285175,1.3149324665039066,1.3149324665039088
2047.4024394285175,2047.716312719533,1.3149324665039066,1.3149324665039086
2047.716312719533,2048.0276683103534,1.3149324665039066,1.3149324665039084
2048.0276683103534,2048.341541601369,1.3149324665039066,1.3149324665039082
2048.341541601369,2048.6528971921894,1.3149324665039066,1.314932466503908
2048.6528971921894,2048.966770483205,1.3149324665039066,1.3149324665039077
2048.966770483205,2049.2806437742206,1.3149324665039066,1.3149324665039075
2049.2806437742206,2049.591999365041,1.3149324665039066,1.3149324665039073
2049.591999365041,2049.906711889455,1.3149324665039066,1.314932466503907
2049.906711889455,2050.221424413869,1.3149324665039066,1.3149324665039068
2050.221424413869,2050.5352977048847,1.3149324665039066,1.3149324665039066
2050.5352977048847,2050.8500102292987,1.3149324665039066,1.3149324665039064
2050.8500102292987,2051.1638835203144,1.3149324665039066,1.3149324665039062
2051.1638835203144,2051.4785960447284,1.3149324665039066,1.314932466503906
