order,policy,seed,window,ssu_id,start_ms,end_ms,duration_ms,demand_GiB_s,capacity_GiB_s,margin_GiB_s,active_npu_count,strictly_underload,at_capacity,overloaded
ordered,asu_baseline,19,warm_2_4s,0,2000.0,2144.6668783804535,144.66687838045345,34.499871331567384,40,5.500128668432616,32,True,False,False
ordered,asu_baseline,19,warm_2_4s,1,2000.0,2144.6668783804535,144.66687838045345,38.503927279531865,40,1.4960727204681348,32,True,False,False
ordered,asu_baseline,19,warm_2_4s,2,2000.0,2144.6668783804535,144.66687838045345,36.97280272171326,40,3.0271972782867422,32,True,False,False
ordered,asu_baseline,19,warm_2_4s,0,2144.6668783804535,2144.671174547446,0.004296166992389772,34.45030255091858,40,5.549697449081421,32,True,False,False
ordered,asu_baseline,19,warm_2_4s,1,2144.6668783804535,2144.671174547446,0.004296166992389772,38.559003702474975,40,1.4409962975250252,32,True,False,False
ordered,asu_baseline,19,warm_2_4s,2,2144.6668783804535,2144.671174547446,0.004296166992389772,36.967295079418946,40,3.032704920581054,32,True,False,False
ordered,asu_baseline,19,warm_2_4s,0,2144.671174547446,2144.746705553305,0.075531005859375,34.30159620897217,40,5.698403791027829,32,True,False,False
ordered,asu_baseline,19,warm_2_4s,1,2144.671174547446,2144.746705553305,0.075531005859375,38.597557198535156,40,1.4024428014648436,32,True,False,False
ordered,asu_baseline,19,warm_2_4s,2,2144.671174547446,2144.746705553305,0.075531005859375,37.07744792530518,40,2.9225520746948206,32,True,False,False
ordered,asu_baseline,19,warm_2_4s,0,2144.746705553305,2144.7550978872896,0.008392333984375,34.351164989620976,40,5.648835010379024,32,True,False,False
ordered,asu_baseline,19,warm_2_4s,1,2144.746705553305,2144.7550978872896,0.008392333984375,38.465373783471684,40,1.5346262165283164,32,True,False,False
ordered,asu_baseline,19,warm_2_4s,2,2144.746705553305,2144.7550978872896,0.008392333984375,37.160062559719854,40,2.8399374402801456,32,True,False,False
ordered,asu_baseline,19,warm_2_4s,0,2144.7550978872896,2144.759294054282,0.0041961669921875,34.32913442044373,40,5.670865579556271,32,True,False,False
ordered,asu_baseline,19,warm_2_4s,1,2144.7550978872896,2144.759294054282,0.0041961669921875,38.503927279531865,40,1.4960727204681348,32,True,False,False
ordered,asu_baseline,19,warm_2_4s,2,2144.7550978872896,2144.759294054282,0.0041961669921875,37.14353963283692,40,2.8564603671630806,32,True,False,False
ordered,asu_baseline,19,warm_2_4s,0,2144.759294054282,2144.767686388266,0.008392333984375,34.439287266329956,40,5.560712733670044,32,True,False,False
ordered,asu_baseline,19,warm_2_4s,1,2144.759294054282,2144.767686388266,0.008392333984375,38.432327929705814,40,1.5676720702941864,32,True,False,False
ordered,asu_baseline,19,warm_2_4s,2,2144.759294054282,2144.767686388266,0.008392333984375,37.10498613677674,40,2.8950138632232623,32,True,False,False
ordered,asu_baseline,19,warm_2_4s,0,2144.767686388266,2144.7760787222505,0.008392333984375,34.400733770269774,40,5.599266229730226,32,True,False,False
ordered,asu_baseline,19,warm_2_4s,1,2144.767686388266,2144.7760787222505,0.008392333984375,38.44334321429444,40,1.556656785705563,32,True,False,False
ordered,asu_baseline,19,warm_2_4s,2,2144.767686388266,2144.7760787222505,0.008392333984375,37.132524348248296,40,2.867475651751704,32,True,False,False
ordered,asu_baseline,19,warm_2_4s,0,2144.7760787222505,2144.784471056235,0.008392333984375,34.42827198174133,40,5.571728018258668,32,True,False,False
ordered,asu_baseline,19,warm_2_4s,1,2144.7760787222505,2144.784471056235,0.008392333984375,38.49291199494324,40,1.507088005056758,32,True,False,False
ordered,asu_baseline,19,warm_2_4s,2,2144.7760787222505,2144.784471056235,0.008392333984375,37.05541735612793,40,2.9445826438720673,32,True,False,False
ordered,asu_baseline,19,warm_2_4s,0,2144.784471056235,2144.8011557242035,0.01668466796854773,34.565963039099124,40,5.434036960900876,32,True,False,False
ordered,asu_baseline,19,warm_2_4s,1,2144.784471056235,2144.8011557242035,0.01668466796854773,38.39377443364563,40,1.606225566354368,32,True,False,False
ordered,asu_baseline,19,warm_2_4s,2,2144.784471056235,2144.8011557242035,0.01668466796854773,37.01686386006775,40,2.983136139932249,32,True,False,False
ordered,asu_baseline,19,warm_2_4s,0,2144.8011557242035,2144.81374422518,0.0125885009765625,34.57697832368775,40,5.423021676312253,32,True,False,False
ordered,asu_baseline,19,warm_2_4s,1,2144.8011557242035,2144.81374422518,0.0125885009765625,38.32217508381958,40,1.6778249161804197,32,True,False,False
ordered,asu_baseline,19,warm_2_4s,2,2144.8011557242035,2144.81374422518,0.0125885009765625,37.07744792530518,40,2.9225520746948206,32,True,False,False
ordered,asu_baseline,19,warm_2_4s,0,2144.81374422518,2144.8892752310394,0.075531005859375,34.599008892864994,40,5.400991107135006,32,True,False,False
ordered,asu_baseline,19,warm_2_4s,1,2144.81374422518,2144.8892752310394,0.075531005859375,38.13491524581299,40,1.8650847541870093,32,True,False,False
ordered,asu_baseline,19,warm_2_4s,2,2144.81374422518,2144.8892752310394,0.075531005859375,37.24267719413452,40,2.7573228058654777,32,True,False,False
ordered,asu_baseline,19,warm_2_4s,0,2144.8892752310394,2144.8976675650238,0.008392333984375,34.6981464541626,40,5.301853545837403,32,True,False,False
