scenario,policy,seed,request_id,npu,total_K,miss,category,admission_ms,completion_ms,TTFT_ms,SLO_base_ms,SLO_multiple
full,od_baseline,19,31000009,31,128,2048,LL,2065.030461493408,2447.0420674970583,382.0116060036503,372.6508694745985,1.0251193202426967
full,od_baseline,19,31000010,31,160,256,LS,2447.0420674970583,2777.0369804597594,329.99491296270116,58.92951067026337,5.599824420894455
full,od_baseline,19,31000011,31,128,4096,LL,2777.0369804597594,3548.155120075865,771.1181396161055,744.1386016188327,1.0362560656557533
full,od_baseline,19,31000012,31,80,4096,SL,3548.155120075865,4034.5959468598803,486.44082678401537,486.44082678401566,1.0
full,od_baseline,43,8,0,80,256,SS,2141.3513021162,2308.1211056315215,166.76980351532166,32.085964974046185,5.197593516362031
full,od_baseline,43,9,0,200,1024,LL,2308.1211056315215,2790.242626743228,482.12152111170644,283.5436075005082,1.70034346872321
full,od_baseline,43,10,0,200,256,LS,2790.242626743228,3244.0529369268584,453.81031018363046,72.35128428205302,6.272318655941255
full,od_baseline,43,11,0,200,4096,LL,3244.0529369268584,4425.528477768737,1181.4755408418782,1130.6863062355314,1.0449189437656168
full,od_baseline,43,1000007,1,160,256,LS,2330.957987453241,2631.4552628328065,300.4972753795655,58.92951067026337,5.099266428003797
full,od_baseline,43,1000008,1,160,1024,LL,2631.4552628328065,3015.856724921143,384.4014620883363,229.85653940820262,1.672353821553352
full,od_baseline,43,1000009,1,128,4096,LL,3015.856724921143,3765.4284507643415,749.5717258431987,744.1386016188327,1.0073012261594096
full,od_baseline,43,1000010,1,128,256,LS,3765.4284507643415,4027.772387305425,262.3439365410836,48.19209238871334,5.443713346684341
full,od_baseline,43,2000008,2,64,256,SS,2764.209721745162,2908.202656800931,143.99293505576907,26.717256165257165,5.389510590650246
full,od_baseline,43,2000009,2,200,256,LS,2908.202656800931,3385.195209876077,476.99255307514613,72.35128428205302,6.592730976490293
full,od_baseline,43,2000010,2,200,256,LS,3385.195209876077,3813.988926306741,428.79371643066406,72.35128428205302,5.9265529380109125
full,od_baseline,43,2000011,2,200,1024,LL,3813.988926306741,4263.130810336977,449.14188403023627,283.5436075005082,1.5840310701747395
full,od_baseline,43,3000004,3,200,256,LS,2187.3755062019095,2634.2785381231474,446.9030319212379,72.35128428205302,6.17685002216462
full,od_baseline,43,3000005,3,128,2048,LL,2634.2785381231474,3032.0213155439333,397.74277742078584,372.6508694745985,1.06733355535052
full,od_baseline,43,3000006,3,160,4096,LL,3032.0213155439333,3947.958689974642,915.9373744307086,915.9373744307104,1.0
full,od_baseline,43,3000007,3,200,1024,LL,3947.958689974642,4358.505489902407,410.5467999277653,283.5436075005082,1.447914144659493
full,od_baseline,43,4000005,4,32,256,SS,2211.6238140020537,2283.0121365807395,71.3883225786858,15.979837567787547,4.467399763974554
full,od_baseline,43,4000006,4,160,4096,LL,2283.0121365807395,3244.5995075117635,961.587370931024,915.9373744307104,1.0498396481841203
full,od_baseline,43,4000007,4,80,256,SS,3244.5995075117635,3405.876156290701,161.27664877893767,32.085964974046185,5.0263923466036236
full,od_baseline,43,4000008,4,160,1024,LL,3405.876156290701,3756.5053760441897,350.62921975348854,229.85653940820262,1.525426340517576
full,od_baseline,43,4000009,4,200,1024,LL,3756.5053760441897,4232.553341464907,476.04796542071745,283.5436075005082,1.6789232866759807
full,od_baseline,43,5000008,5,128,256,LS,2186.080262911128,2462.136324683355,276.0560617722267,48.19209238871334,5.728243952256355
full,od_baseline,43,5000009,5,80,4096,SL,2462.136324683355,2964.029122584797,501.892797901442,486.44082678401566,1.0317653664466926
full,od_baseline,43,5000010,5,64,1024,SL,2964.029122584797,3097.2065766490964,133.17745406429958,101.00752608339441,1.3184904058965354
full,od_baseline,43,5000011,5,128,2048,LL,3097.2065766490964,3490.486128776355,393.27955212725874,372.6508694745985,1.0553565933758444
full,od_baseline,43,5000012,5,160,256,LS,3490.486128776355,3787.440522842572,296.954394066217,58.92951067026337,5.039145763958706
full,od_baseline,43,5000013,5,160,1024,LL,3787.440522842572,4181.438618842041,393.9980959994691,229.85653940820262,1.7141043583701014
full,od_baseline,43,6000005,6,200,256,LS,2655.9108478437956,3092.873432532327,436.9625846885315,72.35128428205302,6.039458580791517
full,od_baseline,43,6000006,6,80,1024,SL,3092.873432532327,3280.7415332300293,187.86810069770218,122.48236916054397,1.5338379065108854
full,od_baseline,43,6000007,6,32,1024,SL,3280.7415332300293,3350.367912023416,69.62637879338672,58.057852632638046,1.1992585952833754
full,od_baseline,43,6000008,6,80,256,SS,3350.367912023416,3527.7831997477324,177.41528772431639,32.085964974046185,5.529373602066347
full,od_baseline,43,6000009,6,80,4096,SL,3527.7831997477324,4030.5646908221015,502.7814910743691,486.44082678401566,1.0335922961038977
full,od_baseline,43,7000006,7,160,256,LS,2180.0106369783143,2545.6268631746034,365.61622619628906,58.92951067026337,6.204297677645302
full,od_baseline,43,7000007,7,64,256,SS,2545.6268631746034,2683.023747499173,137.39688432456978,26.717256165257165,5.142627052520432
full,od_baseline,43,7000008,7,128,256,LS,2683.023747499173,2994.9907863532767,311.9670388541035,48.19209238871334,6.473407220790577
full,od_baseline,43,7000009,7,64,4096,SL,2994.9907863532767,3406.6075149833623,411.6167286300856,400.5413596855101,1.0276509995204277
full,od_baseline,43,7000010,7,80,4096,SL,3406.6075149833623,3893.0483417673777,486.44082678401537,486.44082678401566,1.0
full,od_baseline,43,7000011,7,64,256,SS,3893.0483417673777,4024.874028260892,131.82568649351424,26.717256165257165,4.934102726646719
full,od_baseline,43,8000002,8,160,2048,LL,2113.5349202902653,2572.08510200453,458.5501817142649,458.55018171426593,1.0
full,od_baseline,43,8000003,8,160,256,LS,2572.08510200453,2913.3957230378846,341.31062103335444,58.92951067026337,5.7918454972948625
full,od_baseline,43,8000004,8,160,256,LS,2913.3957230378846,3291.7179428865174,378.3222198486328,58.92951067026337,6.419911103038216
full,od_baseline,43,8000005,8,200,1024,LL,3291.7179428865174,3724.116375522525,432.3984326360073,283.5436075005082,1.5249803599794869
full,od_baseline,43,8000006,8,128,2048,LL,3724.116375522525,4096.767244997122,372.6508694745976,372.6508694745985,1.0
full,od_baseline,43,9000008,9,80,2048,SL,2064.5956600105033,2323.5641521232783,258.96849211277504,243.80186035081854,1.0622088434441497
full,od_baseline,43,9000009,9,128,4096,LL,2323.5641521232783,3071.7684776198103,748.204325496532,744.1386016188327,1.0054636647915516
full,od_baseline,43,9000010,9,160,1024,LL,3071.7684776198103,3365.4142200383303,293.64574241852006,229.85653940820262,1.2775174601277455
full,od_baseline,43,9000011,9,200,1024,LL,3365.4142200383303,3759.0704465674467,393.65622652911634,283.5436075005082,1.388344565406613
full,od_baseline,43,9000012,9,128,1024,LL,3759.0704465674467,4037.445338398469,278.3748918310225,186.90687789087698,1.489377464180574
full,od_baseline,43,10000007,10,160,256,LS,2048.909046545999,2411.5551316072206,362.6460850612216,58.92951067026337,6.153896085959148
full,od_baseline,43,10000008,10,80,2048,SL,2411.5551316072206,2667.842869164294,256.28773755707334,243.80186035081854,1.0512132154704983
full,od_baseline,43,10000009,10,160,256,LS,2667.842869164294,3028.90361183183,361.06074266753603,58.92951067026337,6.126993734732167
full,od_baseline,43,10000010,10,80,1024,SL,3028.90361183183,3218.789323757373,189.8857119255431,122.48236916054397,1.550310573080523
full,od_baseline,43,10000011,10,160,1024,LL,3218.789323757373,3593.719273749268,374.9299499918948,229.85653940820262,1.6311476321587528
full,od_baseline,43,10000012,10,200,1024,LL,3593.719273749268,4018.771221713931,425.0519479646632,283.5436075005082,1.4990708191645667
full,od_baseline,43,11000007,11,200,4096,LL,2002.4564114830828,3187.680195908385,1185.2237844253023,1130.6863062355314,1.0482339601081276
full,od_baseline,43,11000008,11,80,4096,SL,3187.680195908385,3674.1210226924004,486.44082678401537,486.44082678401566,1.0
full,od_baseline,43,11000009,11,80,256,SS,3674.1210226924004,3823.2353176676543,149.11429497525387,32.085964974046185,4.647337086351307
full,od_baseline,43,11000010,11,128,1024,LL,3823.2353176676543,4135.790904194368,312.55558652671334,186.90687789087698,1.6722529960036818
full,od_baseline,43,12000006,12,160,256,LS,2101.752885769092,2477.9259049226503,376.17301915355847,58.92951067026337,6.383440399809403
full,od_baseline,43,12000007,12,128,256,LS,2477.9259049226503,2765.3051937019095,287.37928877925924,48.19209238871334,5.963204221582292
full,od_baseline,43,12000008,12,200,256,LS,2765.3051937019095,3219.82846488096,454.5232711790504,72.35128428205302,6.282172814060144
full,od_baseline,43,12000009,12,200,256,LS,3219.82846488096,3644.635822669046,424.80735778808594,72.35128428205302,5.871455662514907
full,od_baseline,43,12000010,12,160,256,LS,3644.635822669046,3994.0555893708924,349.4197667018466,58.92951067026337,5.929453048694133
full,od_baseline,43,12000011,12,200,256,LS,3994.0555893708924,4425.517322913187,431.4617335422945,72.35128428205302,5.963428815724838
full,od_baseline,43,13000004,13,80,256,SS,2134.8284402048507,2305.741878946951,170.91343874210042,32.085964974046185,5.326735190303596
full,od_baseline,43,13000005,13,128,256,LS,2305.741878946951,2594.8652828132376,289.1234038662865,48.19209238871334,5.999395119312139
full,od_baseline,43,13000006,13,80,256,SS,2594.8652828132376,2763.195415934256,168.3301331210182,32.085964974046185,5.246223177553729
full,od_baseline,43,13000007,13,128,1024,LL,2763.195415934256,3072.729762226594,309.53434629233834,186.90687789087698,1.656088581571919
full,od_baseline,43,13000008,13,64,256,SS,3072.729762226594,3201.527318055814,128.79755582921962,26.717256165257165,4.820762844528421
full,od_baseline,43,13000009,13,32,2048,SL,3201.527318055814,3320.080942217234,118.55362416142043,114.952820977,1.0313241828588173
full,od_baseline,43,13000010,13,128,2048,LL,3320.080942217234,3715.7195882490114,395.63864603177717,372.6508694745985,1.0616871673735504
full,od_baseline,43,13000011,13,64,256,SS,3715.7195882490114,3851.0645952774935,135.3450070284821,26.717256165257165,5.065827351106634
full,od_baseline,43,13000012,13,80,4096,SL,3851.0645952774935,4355.599786036947,504.5351907594536,486.44082678401566,1.0371974616009605
full,od_baseline,43,14000006,14,64,2048,SL,2058.086063757913,2266.6076296899473,208.52156593203426,200.85214333740902,1.038184419977742
full,od_baseline,43,14000007,14,128,256,LS,2266.6076296899473,2536.282595435308,269.6749657453606,48.19209238871334,5.595834344983097
full,od_baseline,43,14000008,14,128,256,LS,2536.282595435308,2837.6051509773,301.3225555419922,48.19209238871334,6.2525310814801305
full,od_baseline,43,14000009,14,64,1024,SL,2837.6051509773,3001.815112415698,164.20996143839784,101.00752608339441,1.6257200607291566
full,od_baseline,43,14000010,14,128,1024,LL,3001.815112415698,3306.0870009961254,304.27188858042746,186.90687789087698,1.6279330756253518
full,od_baseline,43,14000011,14,32,2048,SL,3306.0870009961254,3421.039821973125,114.95282097699965,114.952820977,1.0
full,od_baseline,43,14000012,14,64,256,SS,3421.039821973125,3554.0389147355013,132.99909276237622,26.717256165257165,4.978022141934127
full,od_baseline,43,14000013,14,160,2048,LL,3554.0389147355013,4044.4678689945385,490.42895425903725,458.55018171426593,1.0695207936143307
full,od_baseline,43,15000006,15,160,2048,LL,2658.004735172897,3116.554916887162,458.5501817142649,458.55018171426593,1.0
full,od_baseline,43,15000007,15,128,1024,LL,3116.554916887162,3360.3350478711254,243.78013098396332,186.90687789087698,1.3042865716599845
full,od_baseline,43,15000008,15,128,1024,LL,3360.3350478711254,3596.1973983349926,235.8623504638672,186.90687789087698,1.2619244038818742
full,od_baseline,43,15000009,15,128,256,LS,3596.1973983349926,3824.027498999761,227.83010066476845,48.19209238871334,4.7275411664451115
full,od_baseline,43,15000010,15,200,256,LS,3824.027498999761,4278.139545813578,454.1120468138165,72.35128428205302,6.276489095114246
full,od_baseline,43,16000007,16,32,2048,SL,2267.253096549793,2382.2059175267927,114.95282097699965,114.952820977,1.0
full,od_baseline,43,16000008,16,80,2048,SL,2382.2059175267927,2633.467869164294,251.26195163750117,243.80186035081854,1.0305989924603034
full,od_baseline,43,16000009,16,64,2048,SL,2633.467869164294,2834.320012501702,200.85214333740805,200.85214333740902,1.0
full,od_baseline,43,16000010,16,160,1024,LL,2834.320012501702,3221.5234577092288,387.2034452075268,229.85653940820262,1.68454396035212
full,od_baseline,43,16000011,16,80,1024,SL,3221.5234577092288,3393.2491626245605,171.7257049153318,122.48236916054397,1.4020442786360707
full,od_baseline,43,16000012,16,200,256,LS,3393.2491626245605,3793.217899695413,399.9687370708525,72.35128428205302,5.528149790840218
full,od_baseline,43,16000013,16,200,256,LS,3793.217899695413,4247.72153128721,454.50363159179733,72.35128428205302,6.2819013663941075
full,od_baseline,43,17000006,17,128,2048,LL,2116.046235811519,2502.855284660144,386.809048848625,372.6508694745985,1.0379931472962567
full,od_baseline,43,17000007,17,160,256,LS,2502.855284660144,2816.1579453279237,313.3026606677795,58.92951067026337,5.3165664724563255
full,od_baseline,43,17000008,17,64,1024,SL,2816.1579453279237,2969.076617542651,152.9186722147274,101.00752608339441,1.5139334477757014
full,od_baseline,43,17000009,17,64,4096,SL,2969.076617542651,3375.606233245081,406.52961570242996,400.5413596855101,1.0149504061743377
full,od_baseline,43,17000010,17,128,1024,LL,3375.606233245081,3621.2401229443676,245.63388969928656,186.90687789087698,1.3142046588713365
full,od_baseline,43,17000011,17,64,256,SS,3621.2401229443676,3735.888203675931,114.64808073156337,26.717256165257165,4.291162236960939
full,od_baseline,43,17000012,17,32,1024,SL,3735.888203675931,3813.2554852656035,77.36728158967253,58.057852632638046,1.3325894445186457
full,od_baseline,43,17000013,17,32,4096,SL,3813.2554852656035,4042.5584487600163,229.30296349441278,228.74273596704626,1.0024491598607408
full,od_baseline,43,18000006,18,128,256,LS,2087.636812964605,2385.7870662605033,298.15025329589844,48.19209238871334,6.186704882847661
full,od_baseline,43,18000007,18,200,256,LS,2385.7870662605033,2814.629795447366,428.8427291868629,72.35128428205302,5.9272303656016625
full,od_baseline,43,18000008,18,64,256,SS,2814.629795447366,2968.6568346573763,154.02703921001012,26.717256165257165,5.765077007058278
full,od_baseline,43,18000009,18,64,256,SS,2968.6568346573763,3116.890629823392,148.23379516601562,26.717256165257165,5.548241714984837
full,od_baseline,43,18000010,18,64,1024,SL,3116.890629823392,3272.8455384410886,155.95490861769667,101.00752608339441,1.5439929544352595
full,od_baseline,43,18000011,18,128,1024,LL,3272.8455384410886,3572.4261123242504,299.58057388316183,186.90687789087698,1.6028333321049204
full,od_baseline,43,18000012,18,200,4096,LL,3572.4261123242504,4728.793858628112,1156.3677463038612,1130.6863062355314,1.022713143271216
full,od_baseline,43,19000007,19,128,256,LS,2051.6954116506395,2334.308489600347,282.61307794970753,48.19209238871334,5.864303954063135
full,od_baseline,43,19000008,19,64,4096,SL,2334.308489600347,2747.6456466972295,413.3371570968825,400.5413596855101,1.0319462574886629
full,od_baseline,43,19000009,19,80,256,SS,2747.6456466972295,2920.031353434256,172.38570673702634,32.085964974046185,5.372620299139089
full,od_baseline,43,19000010,19,128,256,LS,2920.031353434256,3201.467379370855,281.436025936599,48.19209238871334,5.839879780827108
full,od_baseline,43,19000011,19,200,256,LS,3201.467379370855,3609.816028967874,408.3486495970192,72.35128428205302,5.643972372420091
full,od_baseline,43,19000012,19,128,2048,LL,3609.816028967874,4007.3531942060426,397.53716523816865,372.6508694745985,1.0667817998081084
full,od_baseline,43,20000003,20,64,1024,SL,2056.40616331561,2203.5908539928464,147.18469067723663,101.00752608339441,1.4571655834409525
full,od_baseline,43,20000004,20,160,256,LS,2203.5908539928464,2573.8670670320253,370.27621303917886,58.92951067026337,6.283374981866688
full,od_baseline,43,20000005,20,200,1024,LL,2573.8670670320253,3067.1602750586576,493.2932080266323,283.5436075005082,1.7397437112940315
full,od_baseline,43,20000006,20,128,1024,LL,3067.1602750586576,3322.4520522656567,255.2917772069991,186.90687789087698,1.3658768478067869
full,od_baseline,43,20000007,20,32,256,SS,3322.4520522656567,3382.9282132408957,60.476160975239054,15.979837567787547,3.784529142971267
full,od_baseline,43,20000008,20,160,2048,LL,3382.9282132408957,3886.343708227937,503.41549498704126,458.55018171426593,1.097841665017008
full,od_baseline,43,20000009,20,128,256,LS,3886.343708227937,4160.220202246832,273.87649401889485,48.19209238871334,5.683017284450532
full,od_baseline,43,21000007,21,160,256,LS,2239.6303737556204,2600.2315842439393,360.6012104883189,58.92951067026337,6.119195737192556
full,od_baseline,43,21000008,21,64,256,SS,2600.2315842439393,2731.3887682511263,131.15718400718697,26.717256165257165,4.90908135161508
full,od_baseline,43,21000009,21,160,2048,LL,2731.3887682511263,3230.9653665531323,499.576598302006,458.55018171426593,1.089469851335278
full,od_baseline,43,21000010,21,32,256,SS,3230.9653665531323,3297.397741439138,66.43237488600562,15.979837567787547,4.157262212722439
full,od_baseline,43,21000011,21,64,1024,SL,3297.397741439138,3442.735751453784,145.338010014646,101.00752608339441,1.4388829788252728
full,od_baseline,43,21000012,21,128,256,LS,3442.735751453784,3691.671999732183,248.93624827839903,48.19209238871334,5.165499897171933
full,od_baseline,43,21000013,21,32,1024,SL,3691.671999732183,3757.54297611033,65.87097637814713,58.057852632638046,1.1345747972276334
full,od_baseline,43,21000014,21,32,256,SS,3757.54297611033,3828.5863248131614,71.04334870283128,15.979837567787547,4.445811692481892
full,od_baseline,43,21000015,21,80,1024,SL,3828.5863248131614,4023.5050525171387,194.9187277039773,122.48236916054397,1.5914023303099833
full,od_baseline,43,22000005,22,128,256,LS,2082.227153549249,2359.9848354255423,277.7576818762932,48.19209238871334,5.763553066671669
full,od_baseline,43,22000006,22,64,256,SS,2359.9848354255423,2499.4078722550325,139.42303682949023,26.717256165257165,5.218463900899915
full,od_baseline,43,22000007,22,64,1024,SL,2499.4078722550325,2648.6531098522214,149.24523759718886,101.00752608339441,1.4775655179790084
full,od_baseline,43,22000008,22,160,1024,LL,2648.6531098522214,3055.4895221623538,406.83641231013235,229.85653940820262,1.7699579631607996
full,od_baseline,43,22000009,22,160,256,LS,3055.4895221623538,3399.399980240033,343.9104580776793,58.92951067026337,5.835963240930511
full,od_baseline,43,22000010,22,80,256,SS,3399.399980240033,3574.306103190115,174.90612295008214,32.085964974046185,5.45117228331954
full,od_baseline,43,22000011,22,200,256,LS,3574.306103190115,3965.1936077032256,390.88750451311034,72.35128428205302,5.402633946196189
full,od_baseline,43,22000012,22,80,256,SS,3965.1936077032256,4126.4167751871855,161.22316748395997,32.085964974046185,5.024725533870362
full,od_baseline,43,23000005,23,160,256,LS,2021.9118619727196,2374.5365464021424,352.6246844294228,58.92951067026337,5.983838664510785
full,od_baseline,43,23000006,23,160,2048,LL,2374.5365464021424,2867.132511328523,492.5959649263805,458.55018171426593,1.0742465810063277
full,od_baseline,43,23000007,23,128,4096,LL,2867.132511328523,3611.2711129473564,744.1386016188335,744.1386016188327,1.0
full,od_baseline,43,23000008,23,200,256,LS,3611.2711129473564,3984.986927405374,373.7158144580176,72.35128428205302,5.165296209547991
full,od_baseline,43,23000009,23,160,256,LS,3984.986927405374,4337.591584854291,352.6046574489169,58.92951067026337,5.983498818137073
full,od_baseline,43,24000009,24,160,2048,LL,2116.9226485791332,2599.0394021976635,482.1167536185303,458.55018171426593,1.0513936595034419
full,od_baseline,43,24000010,24,200,256,LS,2599.0394021976635,3033.1451915655302,434.1057893678667,72.35128428205302,5.9999735136083565
full,od_baseline,43,24000011,24,32,256,SS,3033.1451915655302,3097.794469954763,64.64927838923268,15.979837567787547,4.045678068690378
full,od_baseline,43,24000012,24,80,256,SS,3097.794469954763,3285.7566799723418,187.96221001757885,32.085964974046185,5.858081880025065
full,od_baseline,43,24000013,24,64,4096,SL,3285.7566799723418,3699.969941741175,414.21326176883304,400.5413596855101,1.0341335588765606
full,od_baseline,43,24000014,24,128,256,LS,3699.969941741175,3957.494982520269,257.52504077909407,48.19209238871334,5.343719851421243
full,od_baseline,43,24000015,24,32,1024,SL,3957.494982520269,4024.645789831033,67.15080731076432,58.057852632638046,1.1566188597374085
full,od_baseline,43,25000008,25,32,4096,SL,2269.804623203189,2498.547359170236,228.74273596704734,228.74273596704626,1.0
full,od_baseline,43,25000009,25,200,4096,LL,2498.547359170236,3653.244923691588,1154.697564521352,1130.6863062355314,1.0212360034373837
full,od_baseline,43,25000010,25,128,256,LS,3653.244923691588,3908.2026088630423,254.95768517145416,48.19209238871334,5.290446472317222
full,od_baseline,43,25000011,25,80,1024,SL,3908.2026088630423,4103.324541042529,195.12193217948652,122.48236916054397,1.5930613811342114
full,od_baseline,43,26000006,26,32,2048,SL,2400.8696236765304,2515.82244465353,114.95282097699965,114.952820977,1.0
full,od_baseline,43,26000007,26,64,2048,SL,2515.82244465353,2716.8479556176817,201.02551096415164,200.85214333740902,1.0008631604515734
full,od_baseline,43,26000008,26,32,256,SS,2716.8479556176817,2781.458028914724,64.61007329704216,15.979837567787547,4.043224658759007
full,od_baseline,43,26000009,26,128,256,LS,2781.458028914724,3098.4682643806204,317.0102354658966,48.19209238871334,6.578055024233413
full,od_baseline,43,26000010,26,80,1024,SL,3098.4682643806204,3291.0221423608887,192.55387798026823,122.48236916054397,1.5720946557449254
full,od_baseline,43,26000011,26,64,1024,SL,3291.0221423608887,3435.929568592456,144.90742623156711,101.00752608339441,1.4346200907042097
full,od_baseline,43,26000012,26,32,4096,SL,3435.929568592456,3664.672304559503,228.74273596704734,228.74273596704626,1.0
full,od_baseline,43,26000013,26,160,4096,LL,3664.672304559503,4592.798588932662,928.1262843731588,915.9373744307104,1.0133075800624733
full,od_baseline,43,27000007,27,128,256,LS,2016.75138777606,2290.441759864019,273.69037208795885,48.19209238871334,5.6791551999941285
full,od_baseline,43,27000008,27,80,256,SS,2290.441759864019,2466.3921322428496,175.9503723788307,32.085964974046185,5.483717647923449
full,od_baseline,43,27000009,27,200,256,LS,2466.3921322428496,2908.6575054083037,442.2653731654541,72.35128428205302,6.112750831641554
full,od_baseline,43,27000010,27,160,1024,LL,2908.6575054083037,3271.6928302678225,363.0353248595188,229.85653940820262,1.5793995933037335
full,od_baseline,43,27000011,27,200,1024,LL,3271.6928302678225,3686.6278196143217,414.93498934649915,283.5436075005082,1.463390386417918
full,od_baseline,43,27000012,27,32,256,SS,3686.6278196143217,3744.9147549889426,58.28693537462095,15.979837567787547,3.6475299030646493
full,od_baseline,43,27000013,27,128,256,LS,3744.9147549889426,4042.0771205817923,297.1623655928497,48.19209238871334,6.166205924323916
full,od_baseline,43,28000010,28,160,1024,LL,2042.8972804939017,2447.464924994385,404.5676445004833,229.85653940820262,1.7600875987348392
full,od_baseline,43,28000011,28,200,1024,LL,2447.464924994385,2916.9458890723295,469.48096407794446,283.5436075005082,1.6557628232796715
full,od_baseline,43,28000012,28,160,4096,LL,2916.9458890723295,3845.6962329756307,928.7503439033012,915.9373744307104,1.0139889143409553
full,od_baseline,43,28000013,28,200,2048,LL,3845.6962329756307,4411.620535704894,565.9243027292632,565.9243027292647,1.0
full,od_baseline,43,29000007,29,160,4096,LL,2125.439485244916,3079.874776066451,954.4352908215351,915.9373744307104,1.0420311666119668
full,od_baseline,43,29000008,29,128,1024,LL,3079.874776066451,3349.425013691438,269.55023762498695,186.90687789087698,1.4421632882999638
full,od_baseline,43,29000009,29,64,4096,SL,3349.425013691438,3749.9663733769485,400.54135968551054,400.5413596855101,1.0
full,od_baseline,43,29000010,29,200,1024,LL,3749.9663733769485,4200.238659458071,450.27228608112273,283.5436075005082,1.5880177657692942
full,od_baseline,43,30000007,30,64,256,SS,2156.147035293744,2299.590596254056,143.44356096031197,26.717256165257165,5.368948071353391
full,od_baseline,43,30000008,30,128,256,LS,2299.590596254056,2595.67514304273,296.08454678867383,48.19209238871334,6.143840869171667
full,od_baseline,43,30000009,30,200,1024,LL,2595.67514304273,3103.490688877017,507.81554583428715,283.5436075005082,1.7909610105859184
full,od_baseline,43,30000010,30,64,256,SS,3103.490688877017,3235.4659166886263,131.97522781160933,26.717256165257165,4.939699907628557
full,od_baseline,43,30000011,30,80,1024,SL,3235.4659166886263,3430.049547146045,194.58363045741862,122.48236916054397,1.5886664488206284
full,od_baseline,43,30000012,30,200,4096,LL,3430.049547146045,4602.292012314635,1172.2424651685901,1130.6863062355314,1.0367530399049532
full,od_baseline,43,31000009,31,160,256,LS,2076.111134584134,2456.189759903119,380.0786253189849,58.92951067026337,6.4497162965715535
full,od_baseline,43,31000010,31,200,1024,LL,2456.189759903119,2943.1341672705717,486.94440736745264,283.5436075005082,1.7173527968412403
full,od_baseline,43,31000011,31,160,2048,LL,2943.1341672705717,3412.40762729532,469.27346002474815,458.55018171426593,1.0233851795029145
full,od_baseline,43,31000012,31,160,4096,LL,3412.40762729532,4328.345001726028,915.9373744307086,915.9373744307104,1.0
semi,od_baseline,7,6,0,64,4096,SL,2923.0637603250752,3323.605120010586,400.54135968551054,400.5413596855101,1.0
semi,od_baseline,7,7,0,32,256,SS,3323.605120010586,3340.40569909718,16.800579086594098,15.979837567787547,1.0513610676782483
semi,od_baseline,7,8,0,80,4096,SL,3340.40569909718,3826.8948887952274,486.48918969804754,486.44082678401566,1.0000994219879766
semi,od_baseline,7,9,0,64,4096,SL,3826.8948887952274,4227.436248480737,400.54135968550963,400.5413596855101,1.0
semi,od_baseline,7,1000004,1,64,4096,SL,2059.33591930937,2459.8772789948807,400.54135968551054,400.5413596855101,1.0
semi,od_baseline,7,1000005,1,160,2048,LL,2459.8772789948807,2918.4274607091456,458.5501817142649,458.55018171426593,1.0
semi,od_baseline,7,1000006,1,32,1024,SL,2918.4274607091456,2976.4853133417846,58.05785263263897,58.057852632638046,1.0
semi,od_baseline,7,1000007,1,160,4096,LL,2976.4853133417846,3892.422687772493,915.9373744307086,915.9373744307104,1.0
semi,od_baseline,7,1000008,1,160,256,LS,3892.422687772493,3951.352198442756,58.92951067026297,58.92951067026337,1.0
semi,od_baseline,7,1000009,1,32,4096,SL,3951.352198442756,4180.0949344098035,228.74273596704734,228.74273596704626,1.0
semi,od_baseline,7,2000008,2,32,4096,SL,2083.908016204367,2312.6507521714143,228.74273596704734,228.74273596704626,1.0
semi,od_baseline,7,2000009,2,200,4096,LL,2312.6507521714143,3443.337058406947,1130.6863062355328,1130.6863062355314,1.0
semi,od_baseline,7,2000010,2,64,1024,SL,3443.337058406947,3544.3445844903417,101.00752608339462,101.00752608339441,1.0
semi,od_baseline,7,2000011,2,128,4096,LL,3544.3445844903417,4288.483186109175,744.1386016188335,744.1386016188327,1.0
semi,od_baseline,7,3000005,3,80,4096,SL,2121.7785012381614,2608.219328022177,486.44082678401537,486.44082678401566,1.0
semi,od_baseline,7,3000006,3,64,256,SS,2608.219328022177,2636.752890254277,28.533562232100394,26.717256165257165,1.0679825074704017
semi,od_baseline,7,3000007,3,80,4096,SL,2636.752890254277,3123.1937170382926,486.44082678401537,486.44082678401566,1.0
semi,od_baseline,7,3000008,3,160,4096,LL,3123.1937170382926,4039.131091469001,915.9373744307086,915.9373744307104,1.0
semi,od_baseline,7,4000005,4,128,1024,LL,2018.8280904939288,2205.9931149758277,187.16502448189885,186.90687789087698,1.0013811508379729
semi,od_baseline,7,4000006,4,200,1024,LL,2205.9931149758277,2489.5367224763368,283.5436075005091,283.5436075005082,1.0
semi,od_baseline,7,4000007,4,64,2048,SL,2489.5367224763368,2690.388865813745,200.85214333740805,200.85214333740902,1.0
semi,od_baseline,7,4000008,4,64,1024,SL,2690.388865813745,2791.3963918971394,101.00752608339462,101.00752608339441,1.0
semi,od_baseline,7,4000009,4,200,4096,LL,2791.3963918971394,3923.307523716454,1131.9111318193145,1130.6863062355314,1.0010832585280536
semi,od_baseline,7,4000010,4,80,4096,SL,3923.307523716454,4409.748350500472,486.4408267840181,486.44082678401566,1.0
semi,od_baseline,7,5000008,5,200,4096,LL,2342.150975894465,3472.837282129998,1130.6863062355333,1130.6863062355314,1.0
