label,input_count,warm_active_npus,warm_request_count,warm_completed_count,active_ms,compute_ms,stall_ms,mean_per_npu_conditional_utilization,pooled_conditional_utilization,occupancy_share,fleet_compute_contribution
LL,117,6,21,18,2745.0233111971256,2745.0233111971256,0.0,1.0,1.0,0.08578197847491018,0.08578197847491018
LS,105,6,27,24,3254.9766888028744,3254.9766888028744,0.0,1.0,1.0,0.10171802152508982,0.10171802152508982
SS,30737,26,3454,3428,26000.0,14497.664952612891,11502.335047387109,0.5576024981774188,0.5576024981774189,0.8125,0.4530520297691529
