regime,policy,seed,request_id,npu_id,admission_ms,completion_ms,ideal_ms,ratio,passed,completed_after_window,raw_ratio,category,seq_len_k,miss_tokens
full,baseline,7,2000008,2,2298.2739793311093,2489.351834554372,15.979837567787547,11.957434136154241,False,False,11.957434136154241,SS,32,256
full,baseline,7,2000009,2,2489.351834554372,2737.7720436656978,101.00752608339441,2.459422765252399,False,False,2.459422765252399,SL,64,1024
full,baseline,7,2000010,2,2737.7720436656978,3018.3543480134704,58.92951067026337,4.761320790830158,False,False,4.761320790830158,LS,160,256
full,baseline,7,2000011,2,3018.3543480134704,3292.8894757078215,243.80186035081854,1.1260583791252001,True,False,1.1260583791252001,SL,80,2048
full,baseline,7,2000012,2,3292.8894757078215,3539.4528821308595,229.85653940820262,1.072683888210662,True,False,1.072683888210662,LL,160,1024
full,baseline,7,2000013,2,3539.4528821308595,3775.873363049905,72.35128428205302,3.2676749730853145,False,False,3.2676749730853145,LS,200,256
full,baseline,7,2000014,2,3775.873363049905,4039.422039222806,26.717256165257165,9.864361614933221,False,True,9.864361614933221,SS,64,256
full,baseline,7,3000007,3,2072.005637853494,2261.0839832880642,58.057852632638046,3.256723024720984,False,False,3.256723024720984,SL,32,1024
full,baseline,7,3000008,3,2261.0839832880642,2487.5777521997557,122.48236916054397,1.8491948715885331,False,False,1.8491948715885331,SL,80,1024
full,baseline,7,3000009,3,2487.5777521997557,2723.582605298589,48.19209238871334,4.897169668318988,False,False,4.897169668318988,LS,128,256
full,baseline,7,3000010,3,2723.582605298589,2995.7398018444087,101.00752608339441,2.6944249314760937,False,False,2.6944249314760937,SL,64,1024
full,baseline,7,3000011,3,2995.7398018444087,3269.0516627629395,229.85653940820262,1.1890541014069467,True,False,1.1890541014069467,LL,160,1024
full,baseline,7,3000012,3,3269.0516627629395,4013.190264381773,744.1386016188327,1.000000000000001,True,True,1.000000000000001,LL,128,4096
full,baseline,7,4000007,4,2080.8095332333305,2260.384570694998,32.085964974046185,5.596684955771866,False,False,5.596684955771866,SS,80,256
full,baseline,7,4000008,4,2260.384570694998,2532.828666991908,243.80186035081854,1.1174816135729109,True,False,1.1174816135729109,SL,80,2048
full,baseline,7,4000009,4,2532.828666991908,2754.0229591930415,101.00752608339441,2.1898793167007162,False,False,2.1898793167007162,SL,64,1024
full,baseline,7,4000010,4,2754.0229591930415,3031.6191950708494,122.48236916054397,2.2664179161487983,False,False,2.2664179161487983,SL,80,1024
full,baseline,7,4000011,4,3031.6191950708494,3271.9396293855407,58.92951067026337,4.078099946551232,False,False,4.078099946551232,LS,160,256
full,baseline,7,4000012,4,3271.9396293855407,3584.063092974142,283.5436075005082,1.100795275689796,True,False,1.100795275689796,LL,200,1024
full,baseline,7,4000013,4,3584.063092974142,3824.3583000398376,58.92951067026337,4.0776718546036035,False,False,4.0776718546036035,LS,160,256
full,baseline,7,4000014,4,3824.3583000398376,4090.436760092828,114.952820977,2.3146753406445595,False,True,2.3146753406445595,SL,32,2048
full,baseline,7,5000009,5,2042.3407156933908,2219.7672976814015,48.19209238871334,3.681653424734142,False,False,3.681653424734142,LS,128,256
full,baseline,7,5000010,5,2219.7672976814015,2457.1522606111266,58.92951067026337,4.028286680641195,False,False,4.028286680641195,LS,160,256
full,baseline,7,5000011,5,2457.1522606111266,2731.076198895752,229.85653940820262,1.1917169682876125,True,False,1.1917169682876125,LL,160,1024
full,baseline,7,5000012,5,2731.076198895752,3030.7114293311183,283.5436075005082,1.0567518452512787,True,False,1.0567518452512787,LL,200,1024
full,baseline,7,5000013,5,3030.7114293311183,3489.2616110453832,458.55018171426593,0.9999999999999978,True,False,0.9999999999999978,LL,160,2048
full,baseline,7,5000014,5,3489.2616110453832,3704.5373477302296,48.19209238871334,4.467034445162715,False,False,4.467034445162715,LS,128,256
full,baseline,7,5000015,5,3704.5373477302296,3953.563184041677,15.979837567787547,15.583752666762901,False,False,15.583752666762901,SS,32,256
full,baseline,7,5000016,5,3953.563184041677,4230.954536119479,228.74273596704626,1.2126782995100847,True,True,1.2126782995100847,SL,32,4096
full,baseline,7,6000005,6,2476.627178795914,2702.1469231906135,200.85214333740902,1.1228147265317039,True,False,1.1228147265317039,SL,64,2048
full,baseline,7,6000006,6,2702.1469231906135,2944.7226704218533,58.057852632638046,4.178172912562605,False,False,4.178172912562605,SL,32,1024
full,baseline,7,6000007,6,2944.7226704218533,3535.2629868112963,565.9243027292647,1.0434970075352188,True,False,1.0434970075352188,LL,200,2048
full,baseline,7,6000008,6,3535.2629868112963,3767.4448478914,58.92951067026337,3.9399930262320315,False,False,3.9399930262320315,LS,160,256
full,baseline,7,6000009,6,3767.4448478914,4073.855511029541,229.85653940820262,1.333051754485809,True,True,1.333051754485809,LL,160,1024
full,baseline,7,7000008,7,2177.1898404216463,2365.728302963922,114.952820977,1.6401377620824016,False,False,1.6401377620824016,SL,32,2048
full,baseline,7,7000009,7,2365.728302963922,2843.841166821687,458.55018171426593,1.042662031166065,True,False,1.042662031166065,LL,160,2048
full,baseline,7,7000010,7,2843.841166821687,3081.5652194987088,32.085964974046185,7.40897314041554,False,False,7.40897314041554,SS,80,256
full,baseline,7,7000011,7,3081.5652194987088,3591.126037965656,486.44082678401566,1.0475288882221991,True,False,1.0475288882221991,SL,80,4096
full,baseline,7,7000012,7,3591.126037965656,3836.5641105867126,58.92951067026337,4.164943333644682,False,False,4.164943333644682,LS,160,256
full,baseline,7,7000013,7,3836.5641105867126,4153.312823984438,283.5436075005082,1.1171075806995858,True,True,1.1171075806995858,LL,200,1024
full,baseline,7,8000007,8,2089.612229777733,2264.011296327298,26.717256165257165,6.527581480330005,False,False,6.527581480330005,SS,64,256
full,baseline,7,8000008,8,2264.011296327298,2491.760379410818,32.085964974046185,7.09809049744156,False,False,7.09809049744156,SS,80,256
full,baseline,7,8000009,8,2491.760379410818,2796.9345738623683,283.5436075005082,1.0762866323868834,True,False,1.0762866323868834,LL,200,1024
full,baseline,7,8000010,8,2796.9345738623683,3088.1901316114554,283.5436075005082,1.027198462756968,True,False,1.027198462756968,LL,200,1024
full,baseline,7,8000011,8,3088.1901316114554,3290.749234456716,15.979837567787547,12.675917510800163,False,False,12.675917510800163,SS,32,256
full,baseline,7,8000012,8,3290.749234456716,3507.110561561673,26.717256165257165,8.09818664636345,False,False,8.09818664636345,SS,64,256
full,baseline,7,8000013,8,3507.110561561673,3752.9460086189015,48.19209238871334,5.101157365701008,False,False,5.101157365701008,LS,128,256
full,baseline,7,8000014,8,3752.9460086189015,4267.919098268391,486.44082678401566,1.0586551565873041,True,True,1.0586551565873041,SL,80,4096
full,baseline,7,9000007,9,2186.340798464404,2413.763893911908,58.92951067026337,3.8592395025989004,False,False,3.8592395025989004,LS,160,256
full,baseline,7,9000008,9,2413.763893911908,2835.217034123987,400.5413596855101,1.052208791978407,True,False,1.052208791978407,SL,64,4096
full,baseline,7,9000009,9,2835.217034123987,3751.1544085546957,915.9373744307104,0.999999999999998,True,False,0.999999999999998,LL,160,4096
full,baseline,7,9000010,9,3751.1544085546957,4001.263588991748,122.48236916054397,2.0420014909184285,False,True,2.0420014909184285,SL,80,1024
full,baseline,7,10000005,10,2503.6780207130714,2740.792262586038,72.35128428205302,3.277263758699905,False,False,3.277263758699905,LS,200,256
full,baseline,7,10000006,10,2740.792262586038,3061.2599710889945,283.5436075005082,1.130223711717367,True,False,1.130223711717367,LL,200,1024
full,baseline,7,10000007,10,3061.2599710889945,3279.8642672858937,48.19209238871334,4.5361030277261145,False,False,4.5361030277261145,LS,128,256
full,baseline,7,10000008,10,3279.8642672858937,4051.5582640944194,744.1386016188327,1.037029923094633,True,True,1.037029923094633,LL,128,4096
full,baseline,7,11000010,11,2157.050493525422,2349.4826236735134,32.085964974046185,5.997392638923173,False,False,5.997392638923173,SS,80,256
full,baseline,7,11000011,11,2349.4826236735134,3290.456798869185,915.9373744307104,1.0273346207545277,True,False,1.0273346207545277,LL,160,4096
full,baseline,7,11000012,11,3290.456798869185,3491.0803974726346,58.057852632638046,3.4555807613639846,False,False,3.4555807613639846,SL,32,1024
full,baseline,7,11000013,11,3491.0803974726346,3882.311514005847,372.6508694745985,1.0498596637780837,True,False,1.0498596637780837,LL,128,2048
full,baseline,7,11000014,11,3882.311514005847,4173.177478525454,283.5436075005082,1.0258244475466982,True,True,1.0258244475466982,LL,200,1024
full,baseline,7,12000008,12,2006.2979589228296,2196.7152896891384,32.085964974046185,5.93459884782441,False,False,5.93459884782441,SS,80,256
full,baseline,7,12000009,12,2196.7152896891384,2503.571360747261,283.5436075005082,1.0822182653423875,True,False,1.0822182653423875,LL,200,1024
full,baseline,7,12000010,12,2503.571360747261,2754.6771205266114,229.85653940820262,1.092445576818726,True,False,1.092445576818726,LL,160,1024
full,baseline,7,12000011,12,2754.6771205266114,2997.3218308936093,114.952820977,2.110819972095742,False,False,2.110819972095742,SL,32,2048
full,baseline,7,12000012,12,2997.3218308936093,3259.634493159211,186.90687789087698,1.4034403935565682,True,False,1.4034403935565682,LL,128,1024
full,baseline,7,12000013,12,3259.634493159211,3470.552715492337,26.717256165257165,7.894456714735613,False,False,7.894456714735613,SS,64,256
full,baseline,7,12000014,12,3470.552715492337,4233.484762507505,744.1386016188327,1.0252553023797604,True,True,1.0252553023797604,LL,128,4096
full,baseline,7,13000005,13,2177.0943816481304,2366.0986057291775,32.085964974046185,5.890557576620481,False,False,5.890557576620481,SS,80,256
full,baseline,7,13000006,13,2366.0986057291775,2618.872240351594,186.90687789087698,1.3524041355502974,True,False,1.3524041355502974,LL,128,1024
full,baseline,7,13000007,13,2618.872240351594,2891.821544202249,72.35128428205302,3.772556445392094,False,False,3.772556445392094,LS,200,256
full,baseline,7,13000008,13,2891.821544202249,3137.9932939063046,114.952820977,2.141502466940854,False,False,2.141502466940854,SL,32,2048
full,baseline,7,13000009,13,3137.9932939063046,3639.2619479998357,486.44082678401566,1.0304822837497953,True,False,1.0304822837497953,SL,80,4096
full,baseline,7,13000010,13,3639.2619479998357,4097.812129714101,458.55018171426593,0.9999999999999978,True,True,0.9999999999999978,LL,160,2048
full,baseline,7,14000008,14,2006.8491904960574,3137.5354967315907,1130.6863062355314,1.0000000000000016,True,False,1.0000000000000016,LL,200,4096
full,baseline,7,14000009,14,3137.5354967315907,3391.580578168213,229.85653940820262,1.1052332123797581,True,False,1.1052332123797581,LL,160,1024
full,baseline,7,14000010,14,3391.580578168213,3579.2481936774952,48.19209238871334,3.8941578629865496,False,False,3.8941578629865496,LS,128,256
full,baseline,7,14000011,14,3579.2481936774952,3848.1630782019356,228.74273596704626,1.1756215268981547,True,False,1.1756215268981547,SL,32,4096
full,baseline,7,14000012,14,3848.1630782019356,4594.587591486998,744.1386016188327,1.0030718896469775,True,True,1.0030718896469775,LL,128,4096
full,baseline,7,15000006,15,2054.2923857348005,2211.019238729177,15.979837567787547,9.807787615457942,False,False,9.807787615457942,SS,32,256
full,baseline,7,15000007,15,2211.019238729177,2695.2011826908274,458.55018171426593,1.05589739851713,True,False,1.05589739851713,LL,160,2048
full,baseline,7,15000008,15,2695.2011826908274,2931.4300195694855,26.717256165257165,8.841807535080923,False,False,8.841807535080923,SS,64,256
full,baseline,7,15000009,15,2931.4300195694855,3528.0623642527025,565.9243027292647,1.0542617480922054,True,False,1.0542617480922054,LL,200,2048
full,baseline,7,15000010,15,3528.0623642527025,3746.0810794196827,48.19209238871334,4.523952050233878,False,False,4.523952050233878,LS,128,256
full,baseline,7,15000011,15,3746.0810794196827,4037.641170056741,72.35128428205302,4.0297845923569975,False,True,4.0297845923569975,LS,200,256
full,baseline,7,16000010,16,2040.9378135896422,2622.481691034929,565.9243027292647,1.027600113019876,True,False,1.027600113019876,LL,200,2048
full,baseline,7,16000011,16,2622.481691034929,2912.512119028384,283.5436075005082,1.022877682026159,True,False,1.022877682026159,LL,200,1024
full,baseline,7,16000012,16,2912.512119028384,3141.4038643444087,101.00752608339441,2.2660860451828695,False,False,2.2660860451828695,SL,64,1024
full,baseline,7,16000013,16,3141.4038643444087,3396.38283617265,58.92951067026337,4.326846921484912,False,False,4.326846921484912,LS,160,256
full,baseline,7,16000014,16,3396.38283617265,3600.8489762793515,114.952820977,1.7786961500284666,False,False,1.7786961500284666,SL,32,2048
full,baseline,7,16000015,16,3600.8489762793515,3834.1612522789815,15.979837567787547,14.60041599358589,False,False,14.60041599358589,SS,32,256
full,baseline,7,16000016,16,3834.1612522789815,4107.735804041674,101.00752608339441,2.708457105828156,False,True,2.708457105828156,SL,64,1024
full,baseline,7,17000006,17,2030.0570765405757,2267.244956938727,228.74273596704626,1.0369198365814836,True,False,1.0369198365814836,SL,32,4096
full,baseline,7,17000007,17,2267.244956938727,2474.3278232584744,32.085964974046185,6.454001507738775,False,False,6.454001507738775,SS,80,256
full,baseline,7,17000008,17,2474.3278232584744,2726.2995410284207,72.35128428205302,3.482615689137791,False,False,3.482615689137791,LS,200,256
full,baseline,7,17000009,17,2726.2995410284207,3049.2727544043605,283.5436075005082,1.1390601122099393,True,False,1.1390601122099393,LL,200,1024
full,baseline,7,17000010,17,3049.2727544043605,3257.9329670527127,58.057852632638046,3.594004999955008,False,False,3.594004999955008,SL,32,1024
full,baseline,7,17000011,17,3257.9329670527127,3506.9549907632468,200.85214333740902,1.2398275645592942,True,False,1.2398275645592942,SL,64,2048
full,baseline,7,17000012,17,3506.9549907632468,3714.3728432262446,101.00752608339441,2.0534890864641944,False,False,2.0534890864641944,SL,64,1024
full,baseline,7,17000013,17,3714.3728432262446,3996.0042834600613,72.35128428205302,3.8925562003282406,False,False,3.8925562003282406,LS,200,256
full,baseline,7,17000014,17,3996.0042834600613,4261.038386853616,72.35128428205302,3.6631568606349916,False,True,3.6631568606349916,LS,200,256
full,baseline,7,18000010,18,2073.322915163623,2829.282797175474,744.1386016188327,1.0158858583163164,True,False,1.0158858583163164,LL,128,4096
full,baseline,7,18000011,18,2829.282797175474,3076.290582593511,48.19209238871334,5.125483729274356,False,False,5.125483729274356,LS,128,256
full,baseline,7,18000012,18,3076.290582593511,3315.2978937149933,26.717256165257165,8.945803028691433,False,False,8.945803028691433,SS,64,256
full,baseline,7,18000013,18,3315.2978937149933,3716.7156582929565,372.6508694745985,1.0771952984946023,True,False,1.0771952984946023,LL,128,2048
full,baseline,7,18000014,18,3716.7156582929565,3991.570354779541,229.85653940820262,1.1957662687963366,True,False,1.1957662687963366,LL,160,1024
full,baseline,7,18000015,18,3991.570354779541,4231.327508863043,48.19209238871334,4.975031010267008,False,True,4.975031010267008,LS,128,256
full,baseline,7,19000007,19,2100.634926882373,2292.148414755914,114.952820977,1.6660181650684291,False,False,1.6660181650684291,SL,32,2048
full,baseline,7,19000008,19,2292.148414755914,2676.970937833972,372.6508694745985,1.0326623512796855,True,False,1.0326623512796855,LL,128,2048
full,baseline,7,19000009,19,2676.970937833972,2972.304587788213,283.5436075005082,1.0415810554068363,True,False,1.0415810554068363,LL,200,1024
full,baseline,7,19000010,19,2972.304587788213,3225.330197753813,243.80186035081854,1.0378329747012955,True,False,1.0378329747012955,SL,80,2048
full,baseline,7,19000011,19,3225.330197753813,3474.514461835205,229.85653940820262,1.08408603350138,True,False,1.08408603350138,LL,160,1024
full,baseline,7,19000012,19,3474.514461835205,3690.024501925965,200.85214333740902,1.0729785428713465,True,False,1.0729785428713465,SL,64,2048
full,baseline,7,19000013,19,3690.024501925965,3949.0480533610134,32.085964974046185,8.072799170745474,False,False,8.072799170745474,SS,80,256
full,baseline,7,19000014,19,3949.0480533610134,4223.814934561322,58.92951067026337,4.662636395162867,False,True,4.662636395162867,LS,160,256
full,baseline,7,20000009,20,2071.9338718424588,2321.044013945563,228.74273596704626,1.0890406685482348,True,False,1.0890406685482348,SL,32,4096
full,baseline,7,20000010,20,2321.044013945563,2512.870787487283,58.057852632638046,3.3040624970321706,False,False,3.3040624970321706,SL,32,1024
full,baseline,7,20000011,20,2512.870787487283,2742.1985905358174,15.979837567787547,14.351072223088028,False,False,14.351072223088028,SS,32,256
full,baseline,7,20000012,20,2742.1985905358174,3003.1170933434346,15.979837567787547,16.327982165074165,False,False,16.327982165074165,SS,32,256
full,baseline,7,20000013,20,3003.1170933434346,3253.4956089030056,32.085964974046185,7.803365607426741,False,False,7.803365607426741,SS,80,256
full,baseline,7,20000014,20,3253.4956089030056,3486.552866419604,101.00752608339441,2.30732566723969,False,False,2.30732566723969,SL,64,1024
full,baseline,7,20000015,20,3486.552866419604,3713.944481936084,122.48236916054397,1.8565252866592237,False,False,1.8565252866592237,SL,80,1024
full,baseline,7,20000016,20,3713.944481936084,3986.1169375739796,48.19209238871334,5.647657990082187,False,False,5.647657990082187,LS,128,256
full,baseline,7,20000017,20,3986.1169375739796,4239.528251792047,114.952820977,2.2044810389539746,False,True,2.2044810389539746,SL,32,2048
full,baseline,7,21000007,21,2167.5271832636504,2395.1242770515187,48.19209238871334,4.722706205658999,False,False,4.722706205658999,LS,128,256
full,baseline,7,21000008,21,2395.1242770515187,2611.380976160815,101.00752608339441,2.140995898966471,False,False,2.140995898966471,SL,64,1024
full,baseline,7,21000009,21,2611.380976160815,2894.936778577249,72.35128428205302,3.9191536851097863,False,False,3.9191536851097863,LS,200,256
full,baseline,7,21000010,21,2894.936778577249,3129.5794956871846,15.979837567787547,14.683673480069219,False,False,14.683673480069219,SS,32,256
full,baseline,7,21000011,21,3129.5794956871846,4074.7506221113726,915.9373744307104,1.0319167585138094,True,True,1.0319167585138094,LL,160,4096
full,baseline,7,22000008,22,2013.9621463785918,2522.426086793781,486.44082678401566,1.0452739828126145,True,False,1.0452739828126145,SL,80,4096
full,baseline,7,22000009,22,2522.426086793781,2768.566301630891,186.90687789087698,1.3169136289399443,True,False,1.3169136289399443,LL,128,1024
full,baseline,7,22000010,22,2768.566301630891,3054.744182904541,229.85653940820262,1.2450282337429017,True,False,1.2450282337429017,LL,160,1024
full,baseline,7,22000011,22,3054.744182904541,3278.0626762605407,58.92951067026337,3.7895867590953745,False,False,3.7895867590953745,LS,160,256
full,baseline,7,22000012,22,3278.0626762605407,3763.3698991214915,458.55018171426593,1.0583513914369307,True,False,1.0583513914369307,LL,160,2048
full,baseline,7,22000013,22,3763.3698991214915,3992.950925130544,15.979837567787547,14.3669186269982,False,False,14.3669186269982,SS,32,256
full,baseline,7,22000014,22,3992.950925130544,4263.697823355267,58.92951067026337,4.594419589527423,False,True,4.594419589527423,LS,160,256
full,baseline,7,23000008,23,2070.124977080327,2636.049279809592,565.9243027292647,1.0000000000000007,True,False,1.0000000000000007,LL,200,2048
full,baseline,7,23000009,23,2636.049279809592,2864.0354145624783,58.057852632638046,3.9268785257262624,False,False,3.9268785257262624,SL,32,1024
full,baseline,7,23000010,23,2864.0354145624783,3134.81057054765,58.92951067026337,4.594899107516407,False,False,4.594899107516407,LS,160,256
full,baseline,7,23000011,23,3134.81057054765,3900.704382258482,744.1386016188327,1.0292354274387485,True,False,1.0292354274387485,LL,128,4096
full,baseline,7,23000012,23,3900.704382258482,4168.618466796782,243.80186035081854,1.09890090318747,True,True,1.09890090318747,SL,80,2048
full,baseline,7,24000004,24,2033.4640929383586,2230.148561762727,186.90687789087698,1.0523126331348798,True,False,1.0523126331348798,LL,128,1024
full,baseline,7,24000005,24,2230.148561762727,2689.596782056062,458.55018171426593,1.0019584303199092,True,False,1.0019584303199092,LL,160,2048
full,baseline,7,24000006,24,2689.596782056062,2940.9986056648,48.19209238871334,5.21666130577922,False,False,5.21666130577922,LS,128,256
full,baseline,7,24000007,24,2940.9986056648,3185.064517594412,32.085964974046185,7.606625268307589,False,False,7.606625268307589,SS,80,256
full,baseline,7,24000008,24,3185.064517594412,3435.5101718269093,48.19209238871334,5.196820511805629,False,False,5.196820511805629,LS,128,256
full,baseline,7,24000009,24,3435.5101718269093,3628.631557655423,26.717256165257165,7.2283390417780495,False,False,7.2283390417780495,SS,64,256
full,baseline,7,24000010,24,3628.631557655423,3916.2577141023376,58.92951067026337,4.880850921303418,False,False,4.880850921303418,LS,160,256
full,baseline,7,24000011,24,3916.2577141023376,4187.551416333746,48.19209238871334,5.629423600103853,False,True,5.629423600103853,LS,128,256
full,baseline,7,25000006,25,2343.579421143211,3259.51679557392,915.9373744307104,0.999999999999998,True,False,0.999999999999998,LL,160,4096
full,baseline,7,25000007,25,3259.51679557392,3475.790185061084,122.48236916054397,1.765751193167102,False,False,1.765751193167102,SL,80,1024
full,baseline,7,25000008,25,3475.790185061084,3678.2639870250728,101.00752608339441,2.004541738769262,False,False,2.004541738769262,SL,64,1024
full,baseline,7,25000009,25,3678.2639870250728,3971.604860590852,186.90687789087698,1.5694493261882105,False,False,1.5694493261882105,LL,128,1024
full,baseline,7,25000010,25,3971.604860590852,4204.787944984524,26.717256165257165,8.727808085955363,False,True,8.727808085955363,SS,64,256
full,baseline,7,26000008,26,2125.3661288581593,2345.47463304765,58.92951067026337,3.7351150838685054,False,False,3.7351150838685054,LS,160,256
full,baseline,7,26000009,26,2345.47463304765,2582.7990222295925,72.35128428205302,3.280168300216498,False,False,3.280168300216498,LS,200,256
full,baseline,7,26000010,26,2582.7990222295925,2852.5321755016353,101.00752608339441,2.67042629129778,False,False,2.67042629129778,SL,64,1024
full,baseline,7,26000011,26,2852.5321755016353,3102.9550922968533,58.057852632638046,4.313334121738413,False,False,4.313334121738413,SL,32,1024
full,baseline,7,26000012,26,3102.9550922968533,3344.3417850504666,32.085964974046185,7.523123987352945,False,False,7.523123987352945,SS,80,256
full,baseline,7,26000013,26,3344.3417850504666,3537.3011007164814,15.979837567787547,12.075173783680118,False,False,12.075173783680118,SS,32,256
full,baseline,7,26000014,26,3537.3011007164814,3785.3399316788605,26.717256165257165,9.283843723627806,False,False,9.283843723627806,SS,64,256
full,baseline,7,26000015,26,3785.3399316788605,4042.595137581716,15.979837567787547,16.09873722505385,False,True,16.09873722505385,SS,32,256
full,baseline,7,27000005,27,2136.6686209727245,2420.2122284732336,283.5436075005082,1.000000000000003,True,False,1.000000000000003,LL,200,1024
full,baseline,7,27000006,27,2420.2122284732336,2667.3448146184082,229.85653940820262,1.0751601271882523,True,False,1.0751601271882523,LL,160,1024
full,baseline,7,27000007,27,2667.3448146184082,2913.1683008194855,26.717256165257165,9.200925599566002,False,False,9.200925599566002,SS,64,256
full,baseline,7,27000008,27,2913.1683008194855,3158.4943881998806,32.085964974046185,7.645900242639903,False,False,7.645900242639903,SS,80,256
full,baseline,7,27000009,27,3158.4943881998806,4319.997295615416,1130.6863062355314,1.0272547752723775,True,True,1.0272547752723775,LL,200,4096
full,baseline,7,28000008,28,2097.1809613398223,2307.293709585736,58.92951067026337,3.565492838072037,False,False,3.565492838072037,LS,160,256
full,baseline,7,28000009,28,2307.293709585736,2513.8904560663846,58.057852632638046,3.558463448310647,False,False,3.558463448310647,SL,32,1024
full,baseline,7,28000010,28,2513.8904560663846,2760.4857294083527,26.717256165257165,9.229812815233547,False,False,9.229812815233547,SS,64,256
full,baseline,7,28000011,28,2760.4857294083527,3024.7793308268338,32.085964974046185,8.237046996475371,False,False,8.237046996475371,SS,80,256
full,baseline,7,28000012,28,3024.7793308268338,3278.581416638772,72.35128428205302,3.5079140381602727,False,False,3.5079140381602727,LS,200,256
full,baseline,7,28000013,28,3278.581416638772,3508.9978874421813,58.92951067026337,3.9100353656878464,False,False,3.9100353656878464,LS,160,256
full,baseline,7,28000014,28,3508.9978874421813,3896.8159848310424,372.6508694745985,1.040700905744959,True,False,1.040700905744959,LL,128,2048
full,baseline,7,28000015,28,3896.8159848310424,4355.366166545307,458.55018171426593,0.9999999999999978,True,True,0.9999999999999978,LL,160,2048
full,baseline,7,29000005,29,2262.0757657148324,2720.6259474290973,458.55018171426593,0.9999999999999978,True,False,0.9999999999999978,LL,160,2048
full,baseline,7,29000006,29,2720.6259474290973,2966.347817507373,122.48236916054397,2.006181557087577,False,False,2.006181557087577,SL,80,1024
full,baseline,7,29000007,29,2966.347817507373,3193.1195347496846,15.979837567787547,14.19111529014803,False,False,14.19111529014803,SS,32,256
full,baseline,7,29000008,29,3193.1195347496846,3450.3632675935487,58.92951067026337,4.365278617079588,False,False,4.365278617079588,LS,160,256
full,baseline,7,29000009,29,3450.3632675935487,3656.8692438126495,26.717256165257165,7.729310784826737,False,False,7.729310784826737,SS,64,256
full,baseline,7,29000010,29,3656.8692438126495,3967.914043744385,229.85653940820262,1.3532127505815716,True,False,1.3532127505815716,LL,160,1024
full,baseline,7,29000011,29,3967.914043744385,4227.901705073274,186.90687789087698,1.3910010389274123,True,True,1.3910010389274123,LL,128,1024
full,baseline,7,30000006,30,2029.8139556227397,2213.9945483526394,72.35128428205302,2.545643723639973,False,False,2.545643723639973,LS,200,256
full,baseline,7,30000007,30,2213.9945483526394,2441.8549904430415,101.00752608339441,2.2558758829740535,False,False,2.2558758829740535,SL,64,1024
full,baseline,7,30000008,30,2441.8549904430415,2642.0850361445096,58.057852632638046,3.4488021279124244,False,False,3.4488021279124244,SL,32,1024
full,baseline,7,30000009,30,2642.0850361445096,2921.1257246863106,228.74273596704626,1.21988874253039,True,False,1.21988874253039,SL,32,4096
full,baseline,7,30000010,30,2921.1257246863106,3158.862999746869,58.92951067026337,4.034265215450426,False,False,4.034265215450426,LS,160,256
full,baseline,7,30000011,30,3158.862999746869,3404.8312107096463,32.085964974046185,7.665912842631884,False,False,7.665912842631884,SS,80,256
full,baseline,7,30000012,30,3404.8312107096463,3664.2626155217285,229.85653940820262,1.128666626061735,True,False,1.128666626061735,LL,160,1024
full,baseline,7,30000013,30,3664.2626155217285,3904.2131794550564,58.057852632638046,4.132956233356042,False,False,4.132956233356042,SL,32,1024
full,baseline,7,30000014,30,3904.2131794550564,4176.592706616949,48.19209238871334,5.651954784716591,False,True,5.651954784716591,LS,128,256
full,baseline,7,31000005,31,2103.769024210984,3234.455330446517,1130.6863062355314,1.0000000000000016,True,False,1.0000000000000016,LL,200,4096
full,baseline,7,31000006,31,3234.455330446517,3455.5613032251463,122.48236916054397,1.8052065313074908,False,False,1.8052065313074908,SL,80,1024
full,baseline,7,31000007,31,3455.5613032251463,3651.7806736002713,32.085964974046185,6.115426808383155,False,False,6.115426808383155,SS,80,256
full,baseline,7,31000008,31,3651.7806736002713,3937.8915667852566,72.35128428205302,3.9544687564855865,False,False,3.9544687564855865,LS,200,256
full,baseline,7,31000009,31,3937.8915667852566,4252.450678984565,283.5436075005082,1.109385307509513,True,True,1.109385307509513,LL,200,1024
full,once,19,14,0,2732.960651132876,3408.6040637624496,372.6508694745985,1.8130734904286283,False,False,1.8130734904286283,LL,128,2048
full,once,19,15,0,3408.6040637624496,3506.4181781133816,72.35128428205302,1.351933352967379,True,False,1.351933352967379,LS,200,256
full,once,19,16,0,3506.4181781133816,3992.859004897397,486.44082678401566,0.9999999999999994,True,False,0.9999999999999994,SL,80,4096
full,once,19,17,0,3992.859004897397,5182.819881809715,1130.6863062355314,1.052423532813565,True,True,1.052423532813565,LL,200,4096
full,once,19,1000006,1,2777.0594870723016,2977.9116304097097,200.85214333740902,0.9999999999999952,True,False,0.9999999999999952,SL,64,2048
full,once,19,1000007,1,2977.9116304097097,3811.9810194183847,458.55018171426593,1.8189271802064282,False,False,1.8189271802064282,LL,160,2048
full,once,19,1000008,1,3811.9810194183847,3870.9105300886476,58.92951067026337,0.9999999999999932,True,False,0.9999999999999932,LS,160,256
full,once,19,1000009,1,3870.9105300886476,3924.3745364509327,48.19209238871334,1.1093937555366746,True,False,1.1093937555366746,LS,128,256
full,once,19,1000010,1,3924.3745364509327,3956.460501424978,32.085964974046185,0.9999999999999648,True,False,0.9999999999999648,SS,80,256
full,once,19,1000011,1,3956.460501424978,3972.440338992767,15.979837567787547,1.0000000000001046,True,False,1.0000000000001046,SS,32,256
