policy,category,ratio,macro_cdf
baseline,LS,4.594899107516407,0.58051459673429
baseline,LS,4.595146767378069,0.5871812634009567
baseline,LS,4.598551266216703,0.5949332013854528
baseline,LS,4.654644649547626,0.6015998680521194
baseline,LS,4.658996088904789,0.6093518060366155
baseline,LS,4.662636395162867,0.6164440046181757
baseline,LS,4.69460737123379,0.6241959426026719
baseline,LS,4.722706205658999,0.6312881411842323
baseline,LS,4.734491485723296,0.6390400791687284
baseline,LS,4.761320790830158,0.6461322777502887
baseline,LS,4.765354171214465,0.6527989444169554
baseline,LS,4.782780747260498,0.6605508824014514
baseline,LS,4.8703432910367885,0.6683028203859477
baseline,LS,4.880850921303418,0.6753950189675079
baseline,LS,4.884881481605663,0.6820616856341745
baseline,LS,4.897169668318988,0.6891538842157349
baseline,LS,4.897652722873882,0.696905822200231
baseline,LS,4.912555233702645,0.7035724888668975
baseline,LS,4.950465129881977,0.7102391555335642
baseline,LS,4.958017691211171,0.7169058222002308
baseline,LS,4.965316298023778,0.7246577601847269
baseline,LS,4.975031010267008,0.7317499587662873
baseline,LS,4.989665946890262,0.7384166254329539
baseline,LS,5.045447152387046,0.7461685634174501
baseline,LS,5.101157365701008,0.7532607619990105
baseline,LS,5.109529619617827,0.7610126999835066
baseline,LS,5.125483729274356,0.7681048985650668
baseline,LS,5.130657730736516,0.7747715652317334
baseline,LS,5.135156090044332,0.7825235032162295
baseline,LS,5.1356320733587895,0.7902754412007257
baseline,LS,5.150651884837105,0.7969421078673924
baseline,LS,5.161964786504633,0.8046940458518885
baseline,LS,5.19423563033438,0.8124459838363847
baseline,LS,5.196820511805629,0.819538182417945
baseline,LS,5.21666130577922,0.8266303809995051
baseline,LS,5.2278238966055195,0.8343823189840013
baseline,LS,5.2950352851597655,0.841048985650668
baseline,LS,5.314246980312592,0.8488009236351641
baseline,LS,5.356377156979267,0.8554675903018308
baseline,LS,5.42417445915375,0.8621342569684973
baseline,LS,5.510291638623082,0.8688009236351641
baseline,LS,5.531100171244224,0.8765528616196603
baseline,LS,5.577986688879947,0.8832195282863268
baseline,LS,5.629423600103853,0.8903117268678873
baseline,LS,5.647657990082187,0.8974039254494475
baseline,LS,5.651954784716591,0.9044961240310077
baseline,LS,5.714793370151042,0.9111627906976745
baseline,LS,5.815814306531701,0.917829457364341
baseline,LS,5.862390663989393,0.9255813953488371
baseline,LS,5.96606085964311,0.9322480620155038
baseline,LS,5.971259411372382,0.9389147286821705
baseline,LS,5.978683285089566,0.9466666666666667
baseline,LS,5.9890936109613495,0.9533333333333333
baseline,LS,6.032230908267487,0.96
baseline,LS,6.085139418096723,0.9666666666666667
baseline,LS,6.098012516893005,0.9733333333333333
baseline,LS,6.121411201489492,0.98
baseline,LS,6.12888195260413,0.9866666666666667
baseline,LS,6.16204503868443,0.9933333333333333
baseline,LS,6.399230567959365,1.0
baseline,SL,0.9,0.0
baseline,SL,0.9999999999999994,0.015873015873015872
baseline,SL,1.000000000000001,0.026801977621649754
baseline,SL,1.000000000000003,0.03226645849596669
baseline,SL,1.0008968933602327,0.037730939370283635
baseline,SL,1.0071740032343117,0.04319542024460057
baseline,SL,1.0125650192461086,0.04865990111891751
baseline,SL,1.0304822837497953,0.05461228207129846
baseline,SL,1.032644107466617,0.0625487900078064
baseline,SL,1.0369198365814836,0.06850117096018735
baseline,SL,1.0378329747012955,0.0744535519125683
baseline,SL,1.0384143003461708,0.08040593286494925
baseline,SL,1.0430204035773925,0.08587041373926618
baseline,SL,1.0452739828126145,0.09182279469164716
baseline,SL,1.0459148574579833,0.0972872755659641
baseline,SL,1.0475288882221991,0.10323965651834503
baseline,SL,1.0513563542099016,0.10870413739266198
baseline,SL,1.052208791978407,0.11465651834504294
baseline,SL,1.052289817028931,0.12012099921935986
baseline,SL,1.0527256285691227,0.1280575071558678
baseline,SL,1.0586551565873041,0.13400988810824876
baseline,SL,1.059405528497315,0.1419463960447567
baseline,SL,1.0603492417789122,0.14741087691907365
baseline,SL,1.0632241164885712,0.15534738485558158
baseline,SL,1.0639051008576652,0.16328389279208952
baseline,SL,1.0639419048892995,0.16874837366640646
baseline,SL,1.0683218543601398,0.17668488160291437
baseline,SL,1.0729785428713465,0.18263726255529533
baseline,SL,1.0890406685482348,0.1885896435076763
baseline,SL,1.0917497746884588,0.19405412438199324
baseline,SL,1.0972256603104593,0.20199063231850115
baseline,SL,1.09890090318747,0.20794301327088213
baseline,SL,1.1076316697302657,0.21587952120739007
baseline,SL,1.1167689583195075,0.22134400208170701
baseline,SL,1.1174816135729109,0.22729638303408795
baseline,SL,1.1228147265317039,0.23324876398646888
baseline,SL,1.1260583791252001,0.2392011449388499
baseline,SL,1.1420752690481748,0.2471376528753578
baseline,SL,1.142196081052493,0.2526021337496747
baseline,SL,1.1696998776840082,0.25806661462399166
baseline,SL,1.1756215268981547,0.2640189955763726
baseline,SL,1.2042757779464082,0.26948347645068954
baseline,SL,1.209093950647117,0.2774199843871975
baseline,SL,1.2126782995100847,0.28337236533957844
baseline,SL,1.2196955638708304,0.2913088732760864
baseline,SL,1.21988874253039,0.29726125422846733
baseline,SL,1.2257770692859788,0.30519776216497524
baseline,SL,1.2288850347366875,0.3106622430392922
baseline,SL,1.2338212831870918,0.31859875097580015
baseline,SL,1.2361098515449258,0.32653525891230806
baseline,SL,1.2398275645592942,0.33248763986468904
baseline,SL,1.247053529930019,0.337952120739006
baseline,SL,1.2557420856434676,0.34341660161332294
baseline,SL,1.268179837033307,0.3488810824876398
baseline,SL,1.2739230568039623,0.35434556336195683
baseline,SL,1.2894987137552185,0.36228207129846474
baseline,SL,1.3039279012464027,0.37021857923497264
baseline,SL,1.312247756344401,0.37815508717148066
baseline,SL,1.3183177968389634,0.3836195680457975
baseline,SL,1.345106175338101,0.38908404892011444
baseline,SL,1.4332632888257346,0.39702055685662235
baseline,SL,1.449945091890771,0.4049570647931304
baseline,SL,1.5,0.4049570647931304
baseline,SL,1.6221737324915637,0.41090944574551136
baseline,SL,1.6401377620824016,0.4168618266978923
baseline,SL,1.6660181650684291,0.4228142076502732
baseline,SL,1.7178775891512374,0.42827868852459017
baseline,SL,1.7486701023563531,0.4337431693989071
baseline,SL,1.765751193167102,0.43969555035128804
baseline,SL,1.7786961500284666,0.445647931303669
baseline,SL,1.7829258296829997,0.4511124121779859
baseline,SL,1.796012468630547,0.45657689305230287
baseline,SL,1.8052065313074908,0.4625292740046838
baseline,SL,1.8093263452585473,0.47046578194119176
baseline,SL,1.8491948715885331,0.4764181628935728
baseline,SL,1.8565252866592237,0.48237054384595374
baseline,SL,1.8743430273500061,0.48783502472027057
baseline,SL,1.9178752962143308,0.49329950559458763
baseline,SL,1.9486218361078378,0.5012360135310955
baseline,SL,1.9931147238071163,0.5091725214676034
baseline,SL,2.004541738769262,0.5151249024199843
baseline,SL,2.005151476607268,0.5230614103564922
baseline,SL,2.006181557087577,0.5290137913088733
baseline,SL,2.038370066585437,0.5344782721831902
baseline,SL,2.0420014909184285,0.5404306531355711
baseline,SL,2.042585232732173,0.5458951340098882
baseline,SL,2.045631432370471,0.5538316419463961
baseline,SL,2.046548226273987,0.5592961228207131
baseline,SL,2.0534890864641944,0.565248503773094
baseline,SL,2.068600072603556,0.5707129846474109
baseline,SL,2.0795268829285067,0.5761774655217278
baseline,SL,2.0991898535146163,0.5841139734582357
baseline,SL,2.1083845558656846,0.5895784543325527
baseline,SL,2.110819972095742,0.5955308352849337
baseline,SL,2.1225549766222067,0.6034673432214416
baseline,SL,2.140995898966471,0.6094197241738225
baseline,SL,2.141502466940854,0.6153721051262034
baseline,SL,2.1525130820848686,0.6208365860005204
baseline,SL,2.1898793167007162,0.6267889669529013
baseline,SL,2.2044810389539746,0.6327413479052822
baseline,SL,2.2069261219542273,0.6406778558417903
baseline,SL,2.2235826082695915,0.6461423367161072
baseline,SL,2.2558758829740535,0.6520947176684883
baseline,SL,2.2560283007528947,0.6575591985428051
baseline,SL,2.2660860451828695,0.663511579495186
baseline,SL,2.2664179161487983,0.6694639604475671
baseline,SL,2.2699944821046727,0.674928441321884
baseline,SL,2.2744923280110405,0.6828649492583919
baseline,SL,2.286620580104108,0.6888173302107728
baseline,SL,2.298615279476234,0.6942818110850898
baseline,SL,2.30732566723969,0.7002341920374707
baseline,SL,2.3080356120461656,0.7056986729117877
baseline,SL,2.3095685497493466,0.7111631537861046
baseline,SL,2.309728918907422,0.7166276346604216
baseline,SL,2.3146753406445595,0.7225800156128025
baseline,SL,2.3378310309377746,0.7280444964871194
baseline,SL,2.3391798277550206,0.7335089773614364
baseline,SL,2.3431378183146863,0.7389734582357533
baseline,SL,2.364775522740914,0.7444379391100703
baseline,SL,2.394215395949586,0.7499024199843872
baseline,SL,2.3985694244322144,0.7578389279208951
baseline,SL,2.403758305906189,0.765775435857403
baseline,SL,2.4219733969328847,0.773711943793911
baseline,SL,2.433358589541677,0.781648451730419
baseline,SL,2.459422765252399,0.7876008326827999
baseline,SL,2.4954732443605283,0.7955373406193078
baseline,SL,2.67042629129778,0.8014897215716889
baseline,SL,2.6711637372663946,0.8069542024460058
baseline,SL,2.6944249314760937,0.8129065833983867
baseline,SL,2.6960279511337233,0.8188589643507677
baseline,SL,2.708457105828156,0.8248113453031486
baseline,SL,2.7417917243007595,0.8327478532396565
baseline,SL,2.7580274363006843,0.8406843611761644
baseline,SL,2.762054711622862,0.8486208691126724
baseline,SL,2.7744358766723245,0.8540853499869893
baseline,SL,2.849379086329553,0.8595498308613062
baseline,SL,2.8769701793240325,0.8674863387978142
baseline,SL,2.882747623364034,0.8729508196721311
baseline,SL,3.1093876444753685,0.878415300546448
baseline,SL,3.256723024720984,0.884367681498829
baseline,SL,3.3040624970321706,0.89032006245121
baseline,SL,3.3304666818588315,0.895784543325527
baseline,SL,3.4009026080768443,0.9012490241998439
baseline,SL,3.4488021279124244,0.9072014051522249
baseline,SL,3.4555807613639846,0.9131537861046057
baseline,SL,3.558463448310647,0.9191061670569868
baseline,SL,3.594004999955008,0.9250585480093676
baseline,SL,3.9268785257262624,0.9310109289617486
baseline,SL,3.9539002563858063,0.9364754098360656
baseline,SL,4.104754487229376,0.9444119177725735
baseline,SL,4.132956233356042,0.9503642987249545
baseline,SL,4.178172912562605,0.9563166796773354
baseline,SL,4.178184049647355,0.9617811605516522
baseline,SL,4.313334121738413,0.9677335415040332
baseline,SL,4.321155246462785,0.9731980223783502
baseline,SL,4.637522026721881,0.9786625032526671
baseline,SL,4.690881020394737,0.9841269841269842
baseline,SL,4.885044901638492,0.9920634920634921
baseline,SL,5.0727241360150845,1.0
baseline,LL,0.9,0.0
baseline,LL,0.9999999999999958,0.005376344086021505
baseline,LL,0.9999999999999963,0.010931899641577059
baseline,LL,0.9999999999999978,0.060209177977554505
baseline,LL,0.999999999999998,0.08224925083729949
baseline,LL,0.9999999999999986,0.08780480639285504
baseline,LL,1.0000000000000007,0.09326928726717199
baseline,LL,1.000000000000001,0.10428932369704447
baseline,LL,1.0000000000000016,0.1260591104060168
baseline,LL,1.000000000000003,0.13152359128033375
baseline,LL,1.0019584303199092,0.13698807215465067
baseline,LL,1.0030718896469775,0.14245255302896762
baseline,LL,1.0043237664523665,0.14782889711498914
baseline,LL,1.0053377406696082,0.15338445267054468
baseline,LL,1.0063515215355412,0.15894000822610024
baseline,LL,1.0063706506417447,0.16431635231212174
baseline,LL,1.006561943705188,0.16987190786767728
baseline,LL,1.0066618619348737,0.17524825195369878
baseline,LL,1.0081206354974825,0.18062459603972034
baseline,LL,1.008527153451609,0.18600094012574184
baseline,LL,1.0095812638479582,0.1915564956812974
baseline,LL,1.0108750644884645,0.19711205123685294
baseline,LL,1.014545259268455,0.20248839532287444
baseline,LL,1.0151023388072749,0.20786473940889594
baseline,LL,1.0158858583163164,0.21332922028321288
baseline,LL,1.019663305296561,0.21888477583876842
baseline,LL,1.0203585162950155,0.22426111992478992
baseline,LL,1.022442464027631,0.22963746401081142
baseline,LL,1.022877682026159,0.23510194488512837
baseline,LL,1.0230419161242432,0.24047828897114987
baseline,LL,1.0233847930066697,0.24585463305717145
baseline,LL,1.0238048933254422,0.2512309771431929
baseline,LL,1.024328640710151,0.25678653269874846
baseline,LL,1.0252553023797604,0.2622510135730654
baseline,LL,1.0253478107378562,0.2676273576590869
baseline,LL,1.0257202854698833,0.2730037017451084
baseline,LL,1.0258244475466982,0.27846818261942535
baseline,LL,1.0270665669957169,0.28384452670544685
baseline,LL,1.027198462756968,0.2893090075797638
baseline,LL,1.0272547752723775,0.29477348845408075
baseline,LL,1.0273346207545277,0.3002379693283977
baseline,LL,1.027600113019876,0.30570245020271464
baseline,LL,1.028202255511808,0.31107879428873614
baseline,LL,1.0292354274387485,0.31654327516305303
baseline,LL,1.030913839199848,0.32191961924907453
baseline,LL,1.0316487497056768,0.32747517480463006
baseline,LL,1.0319167585138094,0.332939655678947
baseline,LL,1.0324542908616148,0.33831599976496857
baseline,LL,1.0325097716534664,0.3438715553205241
baseline,LL,1.0326623512796855,0.34933603619484105
baseline,LL,1.0329063896841841,0.35471238028086255
baseline,LL,1.0353433243065342,0.36008872436688405
baseline,LL,1.036291773213946,0.3656442799224396
baseline,LL,1.0364758506693774,0.3710206240084611
baseline,LL,1.0368696440987168,0.3763969680944827
baseline,LL,1.037029923094633,0.38186144896879953
baseline,LL,1.0384224635962036,0.38723779305482103
baseline,LL,1.040700905744959,0.392702273929138
baseline,LL,1.0412527432227647,0.3980786180151595
baseline,LL,1.0415810554068363,0.4035430988894764
baseline,LL,1.0416831345168691,0.40909865444503196
baseline,LL,1.042662031166065,0.4145631353193489
baseline,LL,1.0434970075352188,0.42002761619366585
baseline,LL,1.0498596637780837,0.4254920970679828
baseline,LL,1.0523126331348798,0.43095657794229975
baseline,LL,1.0542617480922054,0.4364210588166167
baseline,LL,1.0547976046347793,0.4417974029026382
baseline,LL,1.0551358911588797,0.44735295845819373
baseline,LL,1.05589739851713,0.4528174393325107
baseline,LL,1.0567518452512787,0.4582819202068276
baseline,LL,1.0583513914369307,0.46374640108114457
baseline,LL,1.0584196385297953,0.46912274516716607
baseline,LL,1.0602456368260298,0.47449908925318757
baseline,LL,1.062063014286296,0.4800546448087431
baseline,LL,1.0626312042383692,0.4854309888947646
baseline,LL,1.0636717283465356,0.4908073329807861
baseline,LL,1.0669708470048453,0.49636288853634175
baseline,LL,1.0679268635769903,0.5019184440918972
baseline,LL,1.0688964873767806,0.5074739996474529
baseline,LL,1.0705423510699592,0.5130295552030084
baseline,LL,1.0708533558698998,0.518585110758564
baseline,LL,1.072683888210662,0.5240495916328809
baseline,LL,1.0751601271882523,0.5295140725071978
baseline,LL,1.075706831696606,0.5350696280627534
baseline,LL,1.0762866323868834,0.5405341089370703
baseline,LL,1.0771952984946023,0.5459985898113872
baseline,LL,1.077292882435994,0.5515541453669428
baseline,LL,1.0773704616825703,0.5571097009224983
baseline,LL,1.081769281990766,0.5626652564780539
baseline,LL,1.0822182653423875,0.5681297373523709
baseline,LL,1.0826768768242843,0.5735060814383924
baseline,LL,1.08408603350138,0.5789705623127093
baseline,LL,1.092445576818726,0.5844350431870263
baseline,LL,1.0969776182664843,0.5898113872730478
baseline,LL,1.100795275689796,0.5952758681473648
baseline,LL,1.1052332123797581,0.6007403490216817
baseline,LL,1.108747976762805,0.6061166931077032
baseline,LL,1.109385307509513,0.61158117398202
baseline,LL,1.1171075806995858,0.6170456548563371
baseline,LL,1.1200251198668991,0.6226012104118926
baseline,LL,1.1230125754224314,0.6281567659674482
baseline,LL,1.1281127107445763,0.6337123215230037
baseline,LL,1.128666626061735,0.6391768023973207
baseline,LL,1.130223711717367,0.6446412832716376
baseline,LL,1.130562691599743,0.6501968388271931
baseline,LL,1.131882308425481,0.6555731829132146
baseline,LL,1.133896167035489,0.6611287384687703
baseline,LL,1.1346531304155414,0.6665050825547918
baseline,LL,1.1390601122099393,0.6719695634291086
baseline,LL,1.1393570961313855,0.6773459075151301
baseline,LL,1.1418113429245946,0.6829014630706857
baseline,LL,1.1424753268000034,0.6882778071567072
baseline,LL,1.1510813583222141,0.6938333627122627
baseline,LL,1.1518622151337932,0.6992097067982842
baseline,LL,1.1588963487111175,0.7047652623538397
baseline,LL,1.1621913095753198,0.7103208179093953
baseline,LL,1.1712228321818692,0.7158763734649508
baseline,LL,1.172071991385688,0.7214319290205063
baseline,LL,1.1801816593692862,0.7269874845760619
baseline,LL,1.184484486316419,0.7323638286620836
baseline,LL,1.1890541014069467,0.7378283095364004
baseline,LL,1.1917169682876125,0.7432927904107173
baseline,LL,1.1957662687963366,0.7487572712850343
baseline,LL,1.2082088176960561,0.7541336153710558
baseline,LL,1.2186778072360933,0.7596891709266115
baseline,LL,1.2218316017508424,0.765065515012633
baseline,LL,1.2268410728851509,0.7704418590986545
baseline,LL,1.2361863864762443,0.77599741465421
baseline,LL,1.243842022907646,0.7815529702097656
baseline,LL,1.2450282337429017,0.7870174510840825
baseline,LL,1.24814189060892,0.792393795170104
baseline,LL,1.2742497698860933,0.7979493507256595
baseline,LL,1.2913862509220035,0.8035049062812151
baseline,LL,1.2916115627175442,0.8090604618367706
baseline,LL,1.293262850182535,0.8144368059227922
baseline,LL,1.3038985895779431,0.8198131500088136
baseline,LL,1.3043868253604656,0.8251894940948352
baseline,LL,1.3169136289399443,0.830653974969152
baseline,LL,1.3191960916582646,0.8360303190551738
baseline,LL,1.333051754485809,0.8414947999294906
baseline,LL,1.335768517247353,0.8470503554850461
baseline,LL,1.3377683662298516,0.8526059110406017
baseline,LL,1.3397762696373205,0.8579822551266232
baseline,LL,1.3457120711987993,0.8633585992126447
baseline,LL,1.3524041355502974,0.8688230800869617
baseline,LL,1.3528694016641443,0.8741994241729832
baseline,LL,1.3532127505815716,0.8796639050473001
baseline,LL,1.3605592791362149,0.8852194606028556
baseline,LL,1.367048406926942,0.8905958046888771
baseline,LL,1.3673597883300537,0.8959721487748986
baseline,LL,1.371809431898177,0.9013484928609201
baseline,LL,1.3781618586396778,0.9069040484164756
baseline,LL,1.3910010389274123,0.9123685292907927
baseline,LL,1.3951690469911784,0.9177448733768142
baseline,LL,1.4034403935565682,0.923209354251131
baseline,LL,1.40473942712315,0.9287649098066866
baseline,LL,1.4180872910268723,0.9343204653622421
baseline,LL,1.4287339693707442,0.9398760209177976
baseline,LL,1.4917356610062549,0.9452523650038192
baseline,LL,1.4986720024788374,0.9508079205593747
baseline,LL,1.5,0.9508079205593747
baseline,LL,1.5059883970338042,0.9561842646453963
baseline,LL,1.508246924939131,0.9615606087314178
baseline,LL,1.5254518983450984,0.9671161642869733
baseline,LL,1.5694493261882105,0.9725806451612904
baseline,LL,1.587214999990131,0.9779569892473118
