name,window,native_U_percent,approximate_U_percent,approximation_minus_native_pp
I1_A3302_B2448_s1_r14_random_seed7,warm,95.23585019298409,96.78001411533195,1.5441639223478631
I1_A3302_B2448_s1_r14_random_seed7,long,96.15471960367991,96.0752798139188,-0.07943978976111055
I1_A3302_B2448_s1_r17_random_seed7,warm,96.92845539061562,96.45403040686077,-0.474424983754858
I1_A3302_B2448_s1_r17_random_seed7,long,96.56365819909571,96.62223188993335,0.05857369083763331
I2_A3328_B2500_s1_r14_random_seed7,warm,96.14933635493799,96.78519216049338,0.6358558055553942
I2_A3328_B2500_s1_r14_random_seed7,long,96.59522661405492,97.29578135271396,0.7005547386590365
I2_A3328_B2500_s1_r17_random_seed7,warm,98.24339641741179,97.3064295229242,-0.9369668944875826
I2_A3328_B2500_s1_r17_random_seed7,long,97.55097989730928,97.51245338029044,-0.03852651701883758
