group,strategy,seed,npu,U_percent,active_ms,A_compute_ms,B_compute_ms
R32_A200_B10,once,19,19,98.29914645739181,2000.0,1787.745598577514,178.23733057032223
R32_A200_B10,once,19,20,98.21194400256373,2000.0,1741.4422168383717,222.79666321290279
R32_A200_B10,once,19,21,99.19214248726144,2000.0,1786.2690177892136,197.57383195601506
R32_A200_B10,once,19,22,99.43612198752221,2000.0,1751.0726656566812,237.64977409376297
R32_A200_B10,once,19,23,99.24268594109772,2000.0,1910.5881644176534,74.26555440430093
R32_A200_B10,once,19,24,99.81001543101151,2000.0,1966.49408685851,29.70622176172037
R32_A200_B10,once,19,25,99.3538111318996,2000.0,1883.1044464719707,103.9717761660213
R32_A200_B10,once,19,26,99.3966228912866,2000.0,1839.40134901713,148.53110880860186
R32_A200_B10,once,19,27,99.57618858757829,2000.0,1694.461554134362,297.0622176172037
R32_A200_B10,once,19,28,99.39526714010185,2000.0,1913.639788397736,74.26555440430093
R32_A200_B10,once,19,29,98.93608560096409,2000.0,1934.1623793767012,44.55933264258056
R32_A200_B10,once,19,30,99.13251420217384,2000.0,1804.4129534731546,178.23733057032223
R32_A200_B10,once,19,31,99.45400076229267,2000.0,1855.4020173181116,133.67799792774167
R32_A200_B10,asu_baseline,43,0,95.94421117494566,2000.0,1666.3813385242902,252.50288497462316
R32_A200_B10,asu_baseline,43,1,95.87470291739973,2000.0,1739.2567277776725,178.23733057032223
R32_A200_B10,asu_baseline,43,2,97.9048131173632,2000.0,1839.2713753003827,118.82488704688149
R32_A200_B10,asu_baseline,43,3,95.765463968809,2000.0,1569.7175103682293,345.59176900795046
R32_A200_B10,asu_baseline,43,4,97.97323848045781,2000.0,1766.3743281579737,193.09044145118241
R32_A200_B10,asu_baseline,43,5,96.76298116235112,2000.0,1746.2366268817932,189.02299636522935
R32_A200_B10,asu_baseline,43,6,99.27686883088963,2000.0,1955.8311548560723,29.70622176172037
R32_A200_B10,asu_baseline,43,7,98.71528158656034,2000.0,1810.9214120417446,163.38421968946204
R32_A200_B10,asu_baseline,43,8,99.73288311082061,2000.0,1979.8045513355519,14.853110880860186
R32_A200_B10,asu_baseline,43,9,95.843767918393,2000.0,1723.7849169166775,193.09044145118241
R32_A200_B10,asu_baseline,43,10,94.113363813355,2000.0,1392.1146171987139,490.15265906838613
R32_A200_B10,asu_baseline,43,11,92.0197500931275,2000.0,1498.7734516027658,341.62155025978427
R32_A200_B10,asu_baseline,43,12,95.4344694888237,2000.0,1700.7458374444313,207.9435523320426
R32_A200_B10,asu_baseline,43,13,96.11248391039481,2000.0,1707.3292565211596,214.92042168673674
R32_A200_B10,asu_baseline,43,14,92.32616322592776,2000.0,1490.0486033779107,356.47466114064446
R32_A200_B10,asu_baseline,43,15,93.17166054645672,2000.0,1402.9867736224687,460.44643730666576
R32_A200_B10,asu_baseline,43,16,94.60279428230737,2000.0,1505.8750027437827,386.18088290236483
R32_A200_B10,asu_baseline,43,17,99.80620370221145,2000.0,1966.4178522825086,29.70622176172037
R32_A200_B10,asu_baseline,43,18,96.2264393223468,2000.0,1701.7321232340335,222.79666321290279
R32_A200_B10,asu_baseline,43,19,93.08072196205231,2000.0,1564.5522216238423,297.0622176172037
R32_A200_B10,asu_baseline,43,20,99.23062769614998,2000.0,1969.7594430421395,14.853110880860186
R32_A200_B10,asu_baseline,43,21,97.05779041361816,2000.0,1644.0935906551595,297.0622176172037
R32_A200_B10,asu_baseline,43,22,97.20868812189606,2000.0,1676.8177665824378,267.35599585548334
R32_A200_B10,asu_baseline,43,23,92.98827170552727,2000.0,1310.2003315187185,549.5651025918269
R32_A200_B10,asu_baseline,43,24,96.68047751460449,2000.0,1785.078441483488,148.53110880860186
R32_A200_B10,asu_baseline,43,25,94.80320841838311,2000.0,1376.2052875375557,519.8588808301065
R32_A200_B10,asu_baseline,43,26,98.6458999775617,2000.0,1758.901583850923,214.01641570031097
R32_A200_B10,asu_baseline,43,27,98.2512247865704,2000.0,1831.3464978036664,133.67799792774167
R32_A200_B10,asu_baseline,43,28,94.746234938839,2000.0,1672.1280355638773,222.79666321290279
R32_A200_B10,asu_baseline,43,29,98.11179357807013,2000.0,1887.9703171571018,74.26555440430093
R32_A200_B10,asu_baseline,43,30,96.23065905090239,2000.0,1535.9555668676321,388.6576141504156
R32_A200_B10,asu_baseline,43,31,98.19433997348278,2000.0,1792.6848164318153,171.20198303784036
R32_A200_B10,od_baseline,43,0,94.89211156621518,2000.0,1645.3393463496805,252.50288497462316
R32_A200_B10,od_baseline,43,1,95.28118264591112,2000.0,1727.3863223479002,178.23733057032223
R32_A200_B10,od_baseline,43,2,99.0426228986094,2000.0,1862.0275709253065,118.82488704688149
R32_A200_B10,od_baseline,43,3,99.26316901153355,2000.0,1612.5447283292315,372.71865190143944
R32_A200_B10,od_baseline,43,4,98.27348801038501,2000.0,1772.379318756518,193.09044145118241
R32_A200_B10,od_baseline,43,5,96.96930924722186,2000.0,1857.6640015369862,81.72218340745098
R32_A200_B10,od_baseline,43,6,95.87301824530697,2000.0,1887.7541431444188,29.70622176172037
R32_A200_B10,od_baseline,43,7,98.53409318178133,2000.0,1807.2976439461645,163.38421968946204
R32_A200_B10,od_baseline,43,8,96.87132654122615,2000.0,1922.5734199436629,14.853110880860186
R32_A200_B10,od_baseline,43,9,94.94452170997756,2000.0,1705.7999927483688,193.09044145118241
R32_A200_B10,od_baseline,43,10,97.82675213279386,2000.0,1466.382383587491,490.15265906838613
R32_A200_B10,od_baseline,43,11,94.81068567331303,2000.0,1554.5921632064765,341.62155025978427
R32_A200_B10,od_baseline,43,12,95.29947037402899,2000.0,1698.0458551485372,207.9435523320426
R32_A200_B10,od_baseline,43,13,97.98888090921155,2000.0,1840.9527311373492,118.82488704688149
R32_A200_B10,od_baseline,43,14,95.94667477460621,2000.0,1562.4588343514797,356.47466114064446
R32_A200_B10,od_baseline,43,15,95.66217366302631,2000.0,1452.7970359538604,460.44643730666576
R32_A200_B10,od_baseline,43,16,93.70923386277305,2000.0,1488.003794353096,386.18088290236483
R32_A200_B10,od_baseline,43,17,97.18685120527839,2000.0,1914.0308023438474,29.70622176172037
R32_A200_B10,od_baseline,43,18,97.5902200389271,2000.0,1862.685735493381,89.11866528516111
R32_A200_B10,od_baseline,43,19,94.92684723827361,2000.0,1601.4747271482684,297.0622176172037
R32_A200_B10,od_baseline,43,20,97.03713262122255,2000.0,1925.889541543591,14.853110880860186
R32_A200_B10,od_baseline,43,21,99.62003086202303,2000.0,1695.338399623257,297.0622176172037
R32_A200_B10,od_baseline,43,22,95.8834762302528,2000.0,1650.3135287495725,267.35599585548334
R32_A200_B10,od_baseline,43,23,95.74015057523643,2000.0,1365.2379089129017,549.5651025918269
R32_A200_B10,od_baseline,43,24,95.06960467779744,2000.0,1752.8609847473472,148.53110880860186
R32_A200_B10,od_baseline,43,25,99.66902033371794,2000.0,1473.5215258442522,519.8588808301065
R32_A200_B10,od_baseline,43,26,99.78953543209408,2000.0,1772.629397289761,223.16131135212072
R32_A200_B10,od_baseline,43,27,96.16388225371452,2000.0,1789.5996471465487,133.67799792774167
R32_A200_B10,od_baseline,43,28,94.85895535809765,2000.0,1674.38244394905,222.79666321290279
R32_A200_B10,od_baseline,43,29,97.69795895744473,2000.0,1879.6936247445938,74.26555440430093
R32_A200_B10,od_baseline,43,30,99.81001543101151,2000.0,1591.377419529691,404.8228890905393
R32_A200_B10,od_baseline,43,31,100.0,2000.0,1829.2692948885315,170.73070511146852
R32_A200_B10,once,43,0,96.43170063886086,2000.0,1676.1311278025942,252.50288497462316
R32_A200_B10,once,43,1,95.99904819361159,2000.0,1741.7436333019095,178.23733057032223
R32_A200_B10,once,43,2,99.41805285516712,2000.0,1869.5361700564608,118.82488704688149
R32_A200_B10,once,43,3,99.65379908205182,2000.0,1555.601541167959,437.47444047307727
R32_A200_B10,once,43,4,99.59930084445877,2000.0,1798.895575437993,193.09044145118241
R32_A200_B10,once,43,5,99.02130842801178,2000.0,1858.144611944655,122.28155661558048
R32_A200_B10,once,43,6,97.86500204612025,2000.0,1927.5938191606847,29.70622176172037
R32_A200_B10,once,43,7,99.63031353492688,2000.0,1826.0799376297764,166.52633306876123
R32_A200_B10,once,43,8,98.79778891804085,2000.0,1961.1026674799568,14.853110880860186
R32_A200_B10,once,43,9,95.21805511159172,2000.0,1711.2706607806522,193.09044145118241
