group,scenario_kind,strategy,seed,npu,ssu,warm_U_percent,warm_SLO_1p5_percent,warm_slo_passed,warm_slo_count,full_U_percent,full_SLO_1p5_percent,full_slo_passed,full_slo_count,warm_all32_active,warm_mixed_active_npu_count,warm_mixed_compute_npu_count,makespan_ms,input_fingerprint,manifest_sha256,full_ratio_max,warm_missing_compute_A_npu_ids,warm_missing_compute_B_npu_ids,warm_not_continuously_active_npu_ids,warm_nominal_strict_under40,warm_nominal_max_disk_GB_s,warm_nominal_any_disk_over40_percent,warm_internal_pending_strict_under40,warm_internal_pending_max_disk_GB_s,warm_internal_pending_any_disk_over40_percent,warm_A_SLO_1p5_percent,warm_A_slo_passed,warm_A_slo_count,warm_B_SLO_1p5_percent,warm_B_slo_passed,warm_B_slo_count,full_nominal_strict_under40,full_nominal_max_disk_GB_s,full_nominal_any_disk_over40_percent,full_internal_pending_strict_under40,full_internal_pending_max_disk_GB_s,full_internal_pending_any_disk_over40_percent,full_A_SLO_1p5_percent,full_A_slo_passed,full_A_slo_count,full_B_SLO_1p5_percent,full_B_slo_passed,full_B_slo_count
R32_A200_B10,new_candidate,od_baseline,7,32,3,99.55478889349767,100.0,430,430,95.35655424259262,88.79807692307692,1847,2080,True,31,31,6863.312371144808,0ed3bd0f889316864fc07a362198c0b9cd147e9153f4d4397f01a6485e591d17,6824427b17c94d29901ee7222344a19e662270598af2a7c53d3a0f835f03e11d,2.7428351896633525,,18,,True,39.75736741373431,0.0,True,20.54236324624088,0.0,100.0,44,44,100.0,386,386,False,78.93611781321717,12.213754030605125,False,76.10290780611082,4.628190013119045,100.0,160,160,87.86458333333333,1687,1920
R32_A200_B10,new_candidate,od_baseline,19,32,3,98.99088221101071,99.7566909975669,410,411,94.01159304554955,88.89423076923076,1849,2080,True,32,32,6961.501206407957,44c32e91463bf40029a057aec0f06b4873b69112d0708c24d8b217a03d75d28c,838501bdfff307a5bce113e4e8c7dfb787c9f92eeb070f5b7065b57de2e00790,2.6903567017391836,,,,False,45.30007024970787,4.0169915004969425,True,31.753246968528444,0.0,100.0,43,43,99.72826086956522,367,368,False,72.6206801364942,15.204589798495437,False,68.33730496875256,3.257050958922086,100.0,160,160,87.96875,1689,1920
R32_A200_B10,new_candidate,od_baseline,43,32,3,96.94476236446916,91.06145251396647,489,537,93.27181364505613,88.26923076923077,1836,2080,True,32,32,7016.7159061950615,8105effe39b7a9f92310c253edba06e60e7788ab48dccd4ade3af47bd8247293,6d3cc1d7680082cff256f5505efa0eaeef14dd7d944815cc06b116438be6b217,2.6891500588934623,,,,False,58.5235716397548,14.841979867494457,False,46.811200119943024,1.5490690454960714,100.0,36,36,90.41916167664671,453,501,False,77.64232866059318,16.37883195871289,False,75.61755762877593,3.1368946811267664,100.0,160,160,87.29166666666667,1676,1920
R32_A200_B10,new_candidate,once,7,32,3,99.1679424992416,99.7752808988764,444,445,95.28709690762444,89.47115384615385,1861,2080,True,31,31,6868.3152246456975,0ed3bd0f889316864fc07a362198c0b9cd147e9153f4d4397f01a6485e591d17,6824427b17c94d29901ee7222344a19e662270598af2a7c53d3a0f835f03e11d,4.982422914198809,,18,,True,39.793071548273964,0.0,True,23.790617568613676,0.0,100.0,46,46,99.74937343358395,398,399,False,80.3628399489928,11.061667980656662,False,77.48006728121248,2.916203333528907,100.0,160,160,88.59375,1701,1920
R32_A200_B10,new_candidate,once,19,32,3,98.82109861555936,97.4477958236659,420,431,94.54611363335376,88.125,1833,2080,True,32,32,6922.144054920175,44c32e91463bf40029a057aec0f06b4873b69112d0708c24d8b217a03d75d28c,838501bdfff307a5bce113e4e8c7dfb787c9f92eeb070f5b7065b57de2e00790,5.452574291658648,,,,False,43.07543258873224,3.799224450190877,True,27.767457645498418,0.0,100.0,43,43,97.16494845360825,377,388,False,72.13532995915931,15.819378013317905,False,71.74704981729137,1.7871825170820632,100.0,160,160,87.13541666666667,1673,1920
R32_A200_B10,new_candidate,once,43,32,3,97.5207221899655,89.16967509025271,494,554,94.26501878495027,86.29807692307693,1795,2080,True,32,32,6942.785636058388,8105effe39b7a9f92310c253edba06e60e7788ab48dccd4ade3af47bd8247293,6d3cc1d7680082cff256f5505efa0eaeef14dd7d944815cc06b116438be6b217,4.528292280292518,,,,False,54.48249774032851,14.750918939880739,True,39.50750443506008,0.0,100.0,38,38,88.37209302325581,456,516,False,79.09837919259785,16.98033351068159,False,77.01766976179597,2.2757029748588047,100.0,160,160,85.15625,1635,1920
XY12_16_S4_control,capacity_control,asu_baseline,7,32,4,97.91440802718782,100.0,862,862,96.49587167358183,100.0,2496,2496,True,32,32,5964.7194006739455,0ca501b3b3e11b79a153ae6aba9614ad869bcbfa830bfb7516bb13c6479abcc6,172f2c6ccd81fe3ab9a29e20491e9d067ce5d0ce600086b58e067ee648d7b360,1.4682624064402363,,,,False,40.56536318368185,1.436235642299721,True,28.132261328720002,0.0,100.0,60,60,100.0,802,802,False,40.565363183681924,0.5194737327260479,True,38.44684920228014,0.0,100.0,192,192,100.0,2304,2304
XY12_16_S4_control,capacity_control,asu_baseline,19,32,4,96.06384760498148,99.51865222623346,827,831,94.98197450227612,99.31891025641025,2479,2496,True,32,32,6059.789774559433,55c928f1feeee31bd4775cbbaebc39b494388f2aff266a359b1764fc619e94e4,3529e89d51b9ef3a1de119a7d26e035662a63d77b86494fcef6327cac3681095,1.5437562572184769,,,,True,39.753368580816,0.0,True,26.296881909045727,0.0,100.0,66,66,99.47712418300654,761,765,False,40.4761888438292,0.5404595313006433,True,38.091561321886175,0.0,100.0,192,192,99.26215277777779,2287,2304
XY12_16_S4_control,capacity_control,asu_baseline,43,32,4,96.64880330639006,100.0,782,782,95.5578010243266,99.43910256410257,2482,2496,True,32,32,6023.273784940182,20a0a3541f0f18d9d9c1730d2f0b07fb40abd94f8e004086ce67ad33160fa9dd,20ea16f947d4d5e8bf1a13c85e822bbf781a30dcb5f49803f7130b9d5769ea54,1.5772439576263997,,,,False,40.08566891015623,1.1826881856866749,True,26.965088058894555,0.0,100.0,69,69,100.0,713,713,False,40.16201934018481,0.4864909936478694,True,37.61537554928321,0.0,100.0,192,192,99.39236111111111,2290,2304
XY12_16_S4_control,capacity_control,od_baseline,7,32,4,99.25660656842922,100.0,880,880,98.0853338706613,100.0,2496,2496,True,32,32,5868.061769717011,0ca501b3b3e11b79a153ae6aba9614ad869bcbfa830bfb7516bb13c6479abcc6,172f2c6ccd81fe3ab9a29e20491e9d067ce5d0ce600086b58e067ee648d7b360,1.226968473284606,,,,False,40.48190753180617,1.4466155222872656,True,29.965018323917835,0.0,100.0,61,61,100.0,819,819,False,40.48190753180624,0.5212706867703736,True,35.90283654513478,0.0,100.0,192,192,100.0,2304,2304
XY12_16_S4_control,capacity_control,od_baseline,19,32,4,99.02581200155723,100.0,852,852,97.69391841809201,100.0,2496,2496,True,32,32,5891.572445616704,55c928f1feeee31bd4775cbbaebc39b494388f2aff266a359b1764fc619e94e4,3529e89d51b9ef3a1de119a7d26e035662a63d77b86494fcef6327cac3681095,1.2280568925234443,,,,True,39.987821397159706,0.0,True,30.74711880031464,0.0,100.0,65,65,100.0,787,787,False,40.574872995709946,0.17589628056576748,True,39.30799977374558,0.0,100.0,192,192,100.0,2304,2304
XY12_16_S4_control,capacity_control,od_baseline,43,32,4,99.08875284920454,100.0,799,799,98.20905332558641,100.0,2496,2496,True,32,32,5860.669443052278,20a0a3541f0f18d9d9c1730d2f0b07fb40abd94f8e004086ce67ad33160fa9dd,20ea16f947d4d5e8bf1a13c85e822bbf781a30dcb5f49803f7130b9d5769ea54,1.170883071565963,,,,False,40.19079777606404,1.873392849676361,True,21.46515216087933,0.0,100.0,73,73,100.0,726,726,False,40.39951665243353,0.7393877501039223,True,37.61537554928317,0.0,100.0,192,192,100.0,2304,2304
XY12_16_S4_control,capacity_control,once,7,32,4,97.91150026818161,100.0,858,858,97.2113945520104,99.19871794871796,2476,2496,True,32,32,5920.816181156756,0ca501b3b3e11b79a153ae6aba9614ad869bcbfa830bfb7516bb13c6479abcc6,172f2c6ccd81fe3ab9a29e20491e9d067ce5d0ce600086b58e067ee648d7b360,1.7336187135953927,,,,False,41.00248761748153,3.7893286765374796,True,26.629388442066077,0.0,100.0,56,56,100.0,802,802,False,41.002487617481584,1.377944963688488,True,35.16129597090138,0.0,100.0,192,192,99.13194444444444,2284,2304
XY12_16_S4_control,capacity_control,once,19,32,4,98.39197216481779,100.0,844,844,96.10307601369041,99.11858974358975,2474,2496,True,32,32,5989.098598408692,55c928f1feeee31bd4775cbbaebc39b494388f2aff266a359b1764fc619e94e4,3529e89d51b9ef3a1de119a7d26e035662a63d77b86494fcef6327cac3681095,1.7707588915503818,,,,True,39.940691875297915,0.0,True,25.688399192547053,0.0,100.0,63,63,100.0,781,781,False,40.13697511467164,0.5144140674779843,True,34.664978035345676,0.0,100.0,192,192,99.04513888888889,2282,2304
XY12_16_S4_control,capacity_control,once,43,32,4,98.17261468567725,100.0,799,799,97.01987810157672,99.9599358974359,2495,2496,True,32,32,5932.503824151912,20a0a3541f0f18d9d9c1730d2f0b07fb40abd94f8e004086ce67ad33160fa9dd,20ea16f947d4d5e8bf1a13c85e822bbf781a30dcb5f49803f7130b9d5769ea54,1.514794085478581,,,,False,40.19910405400399,0.7328057397066003,True,27.927860704956615,0.0,100.0,72,72,100.0,727,727,False,41.08673200690312,0.6338994191539615,True,36.53329661669146,0.0,100.0,192,192,99.95659722222221,2303,2304
