group,scenario_kind,strategy,seed,npu,ssu,warm_U_percent,warm_SLO_1p5_percent,warm_slo_passed,warm_slo_count,full_U_percent,full_SLO_1p5_percent,full_slo_passed,full_slo_count,warm_all32_active,warm_mixed_active_npu_count,warm_mixed_compute_npu_count,makespan_ms,input_fingerprint,manifest_sha256,full_ratio_max,warm_missing_compute_A_npu_ids,warm_missing_compute_B_npu_ids,warm_not_continuously_active_npu_ids,warm_nominal_strict_under40,warm_nominal_max_disk_GB_s,warm_nominal_any_disk_over40_percent,warm_internal_pending_strict_under40,warm_internal_pending_max_disk_GB_s,warm_internal_pending_any_disk_over40_percent,warm_A_SLO_1p5_percent,warm_A_slo_passed,warm_A_slo_count,warm_B_SLO_1p5_percent,warm_B_slo_passed,warm_B_slo_count,full_nominal_strict_under40,full_nominal_max_disk_GB_s,full_nominal_any_disk_over40_percent,full_internal_pending_strict_under40,full_internal_pending_max_disk_GB_s,full_internal_pending_any_disk_over40_percent,full_A_SLO_1p5_percent,full_A_slo_passed,full_A_slo_count,full_B_SLO_1p5_percent,full_B_slo_passed,full_B_slo_count
XY12_20,original_five,once,43,32,6,99.97693856040618,100.0,722,722,99.66102619589063,100.0,2080,2080,True,32,32,6068.381887797217,ad5c03b51663e71cbeec1e3a30d7d1e34911b62b33fe163f448fa058417cde8d,9a1d6a83ca83f53d0f0454a2fb12a00dcfb2edf3666901f859e10110a79df699,1.1565826602556426,,,,True,25.91243260591783,0.0,True,17.045481198085184,0.0,100.0,52,52,100.0,670,670,True,26.177373744902294,0.0,True,24.58349747093577,0.0,100.0,160,160,100.0,1920,1920
XY12_16,original_five,asu_baseline,7,32,6,99.77944989928167,100.0,889,889,99.3976893983266,100.0,2496,2496,True,32,32,5790.585287650021,7dc167948bbf3d46a9ebb8bfd89b2b87667a53eb9ddf1f8cd0cb0d3c587bcd51,5bde93904e107138329c654d18e8676e9302ba45de18efbe9bb9a57959abd0d1,1.237906291000363,,,,True,28.560181843810625,0.0,True,19.433780051567588,0.0,100.0,61,61,100.0,828,828,True,28.56018184381064,0.0,True,27.0171272854338,0.0,100.0,192,192,100.0,2304,2304
XY12_16,original_five,asu_baseline,19,32,6,99.80505010897114,100.0,858,858,99.19578327464697,100.0,2496,2496,True,32,32,5802.371621611708,3a66d919ea1417f403b75dacf40bf0fbf11d4f412025464d31635b5af1d3c926,885613f80ddcdbd16136743cdbb91feb8f15cbfb68e0add780b63be056f61ea9,1.2946696438607872,,,,True,28.548661379111625,0.0,True,18.102339132130176,0.0,100.0,67,67,100.0,791,791,True,28.617454199874203,0.0,True,26.84403697199035,0.0,100.0,192,192,100.0,2304,2304
XY12_16,original_five,asu_baseline,43,32,6,99.63800378417213,100.0,808,808,99.33836871840838,100.0,2496,2496,True,32,32,5794.043180716102,6493a3eb6ef97a76154f96cf573eb70868b437a50d5f66bdbb112959926b2448,152b717543b2f08423dbada5e33038a23175d60690b1c4ef3fb94c067b617195,1.128880340336108,,,,True,28.79430472826066,0.0,True,18.816064689868522,0.0,100.0,74,74,100.0,734,734,True,28.794304728260688,0.0,True,25.5939118879485,0.0,100.0,192,192,100.0,2304,2304
XY12_16,original_five,od_baseline,7,32,6,99.91065073778383,100.0,889,889,99.57784752355015,100.0,2496,2496,True,32,32,5780.108851220489,7dc167948bbf3d46a9ebb8bfd89b2b87667a53eb9ddf1f8cd0cb0d3c587bcd51,5bde93904e107138329c654d18e8676e9302ba45de18efbe9bb9a57959abd0d1,1.1350048453671961,,,,True,28.57993359425052,0.0,True,11.465374060174149,0.0,100.0,61,61,100.0,828,828,True,28.615176288362846,0.0,True,25.105454504521724,0.0,100.0,192,192,100.0,2304,2304
XY12_16,original_five,od_baseline,19,32,6,99.89113388326494,100.0,859,859,99.46597789069574,100.0,2496,2496,True,32,32,5786.609754029242,3a66d919ea1417f403b75dacf40bf0fbf11d4f412025464d31635b5af1d3c926,885613f80ddcdbd16136743cdbb91feb8f15cbfb68e0add780b63be056f61ea9,1.1346138598153808,,,,True,28.76507716562997,0.0,True,12.055386569268709,0.0,100.0,67,67,100.0,792,792,True,28.792781534297283,0.0,True,24.283116831523227,0.0,100.0,192,192,100.0,2304,2304
XY12_16,original_five,od_baseline,43,32,6,99.87029477251488,100.0,808,808,99.54378742500431,100.0,2496,2496,True,32,32,5782.086584659915,6493a3eb6ef97a76154f96cf573eb70868b437a50d5f66bdbb112959926b2448,152b717543b2f08423dbada5e33038a23175d60690b1c4ef3fb94c067b617195,1.1326043349747439,,,,True,28.64388685182366,0.0,True,15.247457027362547,0.0,100.0,74,74,100.0,734,734,True,28.64388685182368,0.0,True,24.07287475350182,0.0,100.0,192,192,100.0,2304,2304
XY12_16,original_five,once,7,32,6,99.85904554705836,100.0,889,889,99.36990443422371,100.0,2496,2496,True,32,32,5792.204401659118,7dc167948bbf3d46a9ebb8bfd89b2b87667a53eb9ddf1f8cd0cb0d3c587bcd51,5bde93904e107138329c654d18e8676e9302ba45de18efbe9bb9a57959abd0d1,1.3957596445299425,,,,True,28.28094105924629,0.0,True,11.629237103593155,0.0,100.0,61,61,100.0,828,828,True,28.280941059246313,0.0,True,27.017127285433798,0.0,100.0,192,192,100.0,2304,2304
XY12_16,original_five,once,19,32,6,99.8828409323133,100.0,859,859,99.25914627200446,100.0,2496,2496,True,32,32,5798.667623828775,3a66d919ea1417f403b75dacf40bf0fbf11d4f412025464d31635b5af1d3c926,885613f80ddcdbd16136743cdbb91feb8f15cbfb68e0add780b63be056f61ea9,1.4484387834504562,,,,True,28.251653255426287,0.0,True,13.199564051221566,0.0,100.0,67,67,100.0,792,792,True,28.50037730309512,0.0,True,26.844036971990345,0.0,100.0,192,192,100.0,2304,2304
XY12_16,original_five,once,43,32,6,99.86350781926873,100.0,808,808,99.41613058392845,100.0,2496,2496,True,32,32,5789.511163587795,6493a3eb6ef97a76154f96cf573eb70868b437a50d5f66bdbb112959926b2448,152b717543b2f08423dbada5e33038a23175d60690b1c4ef3fb94c067b617195,1.1815462520651767,,,,True,28.461094202774987,0.0,True,15.306368297870527,0.0,100.0,74,74,100.0,734,734,True,28.461094202774994,0.0,True,24.857945562408226,0.0,100.0,192,192,100.0,2304,2304
X16,original_five,asu_baseline,7,32,6,99.88536536073424,100.0,814,814,99.66755585967859,100.0,2496,2496,True,32,32,6294.515509387328,54e6f37d690888770e16e1210893f9d1ffb2415a44fcf312c2087465ac25edd0,07f6a0fe87516c3cf209043ed8dadf3545fd0797d875343c7082dff047327eb2,1.2376808578894063,,,,True,26.516159499473247,0.0,True,14.687893281282035,0.0,100.0,61,61,100.0,753,753,True,27.77637725281687,0.0,True,26.469428792045914,0.0,100.0,192,192,100.0,2304,2304
X16,original_five,asu_baseline,19,32,6,99.77715679441535,100.0,797,797,99.53298921520441,100.0,2496,2496,True,32,32,6303.025570597866,818129d5aad921721a9e73698974088a5f7c4ad9151b6f3f8257a0907d79d13c,4d3dea146524216b0c96c8161c40333b349f985ddf5d9e7852e681eb42179837,1.2946696438607872,,,,True,26.248410768795846,0.0,True,15.46280533788434,0.0,100.0,62,62,100.0,735,735,True,27.586920859121484,0.0,True,26.163171569802437,0.0,100.0,192,192,100.0,2304,2304
X16,original_five,asu_baseline,43,32,6,99.89406997629102,100.0,761,761,99.62143138537766,100.0,2496,2496,True,32,32,6297.429854371243,cf2f5c2d96b52431c6962e9d10a5688cff7ceb6e501117bd56954008e58b3841,18bbc49761de1e66b11fde272b2b05f56774f8a5c946ac3a1b75a4376cba53ea,1.113315815696768,,,,True,25.91939312110827,0.0,True,12.472904483529136,0.0,100.0,65,65,100.0,696,696,True,28.22728278296058,0.0,True,25.458400597635993,0.0,100.0,192,192,100.0,2304,2304
X16,original_five,od_baseline,7,32,6,99.91316484742609,100.0,813,813,99.61410122355274,100.0,2496,2496,True,32,32,6297.8932544255285,54e6f37d690888770e16e1210893f9d1ffb2415a44fcf312c2087465ac25edd0,07f6a0fe87516c3cf209043ed8dadf3545fd0797d875343c7082dff047327eb2,1.1350048453671961,,,,True,26.649450627919308,0.0,True,10.959369366288149,0.0,100.0,61,61,100.0,752,752,True,27.944804370831648,0.0,True,24.55775601113384,0.0,100.0,192,192,100.0,2304,2304
X16,original_five,od_baseline,19,32,6,99.87327653287072,100.0,799,799,99.55679325809965,100.0,2496,2496,True,32,32,6301.518516321185,818129d5aad921721a9e73698974088a5f7c4ad9151b6f3f8257a0907d79d13c,4d3dea146524216b0c96c8161c40333b349f985ddf5d9e7852e681eb42179837,1.1346138598153808,,,,True,26.392687959808086,0.0,True,9.184053602221514,0.0,100.0,62,62,100.0,737,737,True,27.84785968505376,0.0,True,23.60225142933532,0.0,100.0,192,192,100.0,2304,2304
X16,original_five,od_baseline,43,32,6,99.91430596720875,100.0,761,761,99.62191778567703,100.0,2496,2496,True,32,32,6297.399107404767,cf2f5c2d96b52431c6962e9d10a5688cff7ceb6e501117bd56954008e58b3841,18bbc49761de1e66b11fde272b2b05f56774f8a5c946ac3a1b75a4376cba53ea,1.1326043349747439,,,,True,25.921409317253,0.0,True,9.151186056933309,0.0,100.0,65,65,100.0,696,696,True,28.22728278296058,0.0,True,24.07287475350182,0.0,100.0,192,192,100.0,2304,2304
X16,original_five,once,7,32,6,99.9029197070445,100.0,809,809,99.57465494883532,100.0,2496,2496,True,32,32,6300.388150617564,54e6f37d690888770e16e1210893f9d1ffb2415a44fcf312c2087465ac25edd0,07f6a0fe87516c3cf209043ed8dadf3545fd0797d875343c7082dff047327eb2,1.3938434630868106,,,,True,26.516159499473247,0.0,True,10.034808863265015,0.0,100.0,61,61,100.0,748,748,True,26.730367617978192,0.0,True,26.46942879204591,0.0,100.0,192,192,100.0,2304,2304
X16,original_five,once,19,32,6,99.89751971816975,100.0,799,799,99.47743099976033,100.0,2496,2496,True,32,32,6306.545814828959,818129d5aad921721a9e73698974088a5f7c4ad9151b6f3f8257a0907d79d13c,4d3dea146524216b0c96c8161c40333b349f985ddf5d9e7852e681eb42179837,1.4779981535346765,,,,True,26.473280296975076,0.0,True,11.805965912244096,0.0,100.0,62,62,100.0,737,737,True,26.749290452564058,0.0,True,26.163171569802433,0.0,100.0,192,192,100.0,2304,2304
X16,original_five,once,43,32,6,99.91777676717695,100.0,758,758,99.6075322465023,100.0,2496,2496,True,32,32,6298.308591652749,cf2f5c2d96b52431c6962e9d10a5688cff7ceb6e501117bd56954008e58b3841,18bbc49761de1e66b11fde272b2b05f56774f8a5c946ac3a1b75a4376cba53ea,1.2163606793092436,,,,True,26.0495826807672,0.0,True,10.224959585299292,0.0,100.0,64,64,100.0,694,694,True,26.962031695390586,0.0,True,24.857945562408226,0.0,100.0,192,192,100.0,2304,2304
R32_A200_B10,new_candidate,asu_baseline,7,32,3,97.89858780528334,91.68490153172867,419,457,93.28889330808059,80.96153846153847,1684,2080,True,32,32,7015.431260842688,0ed3bd0f889316864fc07a362198c0b9cd147e9153f4d4397f01a6485e591d17,6824427b17c94d29901ee7222344a19e662270598af2a7c53d3a0f835f03e11d,3.038292110117535,,,,True,39.2834935653586,0.0,True,22.313688234579885,0.0,100.0,49,49,90.68627450980392,370,408,False,79.42146799055206,11.091569116709376,False,77.4800672812125,3.481895197285234,100.0,160,160,79.375,1524,1920
R32_A200_B10,new_candidate,asu_baseline,19,32,3,97.57392124792484,81.08747044917257,343,423,93.71918333071423,79.375,1651,2080,True,32,32,6983.221525666483,44c32e91463bf40029a057aec0f06b4873b69112d0708c24d8b217a03d75d28c,838501bdfff307a5bce113e4e8c7dfb787c9f92eeb070f5b7065b57de2e00790,3.4559649996465054,,,,False,42.701655510582796,4.873405467101157,True,30.44510428032686,0.0,100.0,45,45,78.83597883597884,298,378,False,72.42654006556025,17.138073030121067,False,71.7470498172914,2.756225876502449,100.0,160,160,77.65625,1491,1920
R32_A200_B10,new_candidate,asu_baseline,43,32,3,96.33867121220622,83.84201077199282,467,557,92.82185993469429,78.3173076923077,1629,2080,True,32,32,7050.729417223268,8105effe39b7a9f92310c253edba06e60e7788ab48dccd4ade3af47bd8247293,6d3cc1d7680082cff256f5505efa0eaeef14dd7d944815cc06b116438be6b217,2.8070901519239224,,,,False,50.63317242965685,16.331235929177907,True,35.97617197419621,0.0,100.0,38,38,82.65895953757226,429,519,False,77.60008997459784,19.52807124591623,False,77.01766976179597,2.4258069127149664,100.0,160,160,76.51041666666667,1469,1920
