group,strategy,seed,window,demand_kind,ssu,peak_GB_s,mean_GB_s,over40_percent,strictly_under40
X16,od_baseline,19,warm,ordinary_pending_demand,2,8.750800273857498,1.698759131560683,0.0,True
X16,od_baseline,19,warm,ordinary_pending_demand,3,8.780028955841612,1.6996044697760424,0.0,True
X16,od_baseline,19,warm,ordinary_pending_demand,4,9.184053602221514,1.8285783443111097,0.0,True
X16,od_baseline,19,warm,ordinary_pending_demand,5,7.603169871051856,1.6013665951541494,0.0,True
X16,od_baseline,19,full,ordinary_demand,0,27.84785968505376,24.34836803744696,0.0,True
X16,od_baseline,19,full,ordinary_demand,1,23.044488497540478,21.260528070060005,0.0,True
X16,od_baseline,19,full,ordinary_demand,2,24.26134575913263,21.680844499305337,0.0,True
X16,od_baseline,19,full,ordinary_demand,3,23.90611428196056,21.62409529868979,0.0,True
X16,od_baseline,19,full,ordinary_demand,4,25.42897567277965,23.321278000836024,0.0,True
X16,od_baseline,19,full,ordinary_demand,5,22.353183431504938,20.52432277675382,0.0,True
X16,od_baseline,19,full,ordinary_pending_demand,0,23.60225142933532,2.0276901558858667,0.0,True
X16,od_baseline,19,full,ordinary_pending_demand,1,20.135320018860998,1.7608955115167433,0.0,True
X16,od_baseline,19,full,ordinary_pending_demand,2,19.30612094186704,1.7947937219722934,0.0,True
X16,od_baseline,19,full,ordinary_pending_demand,3,21.349469240651317,1.7947522482248284,0.0,True
X16,od_baseline,19,full,ordinary_pending_demand,4,21.72427101929158,1.9295893946303981,0.0,True
X16,od_baseline,19,full,ordinary_pending_demand,5,17.61849992013952,1.6988107822376985,0.0,True
X16,once,19,warm,ordinary_demand,0,26.473280296975076,24.466737578712618,0.0,True
X16,once,19,warm,ordinary_demand,1,22.96041974767549,21.46725167224884,0.0,True
X16,once,19,warm,ordinary_demand,2,23.077245473002975,21.67163276843268,0.0,True
X16,once,19,warm,ordinary_demand,3,22.841102351194433,21.69631300108798,0.0,True
X16,once,19,warm,ordinary_demand,4,25.532096512130806,23.345220278998823,0.0,True
X16,once,19,warm,ordinary_demand,5,22.35987074047486,20.415518637860856,0.0,True
X16,once,19,warm,ordinary_pending_demand,0,11.539264786599746,2.077804861359828,0.0,True
X16,once,19,warm,ordinary_pending_demand,1,11.805965912244096,1.819488311866254,0.0,True
X16,once,19,warm,ordinary_pending_demand,2,11.195342583444814,1.8387979753432857,0.0,True
X16,once,19,warm,ordinary_pending_demand,3,11.129218535786535,1.837113707365764,0.0,True
X16,once,19,warm,ordinary_pending_demand,4,11.697887671345548,1.9809062318442066,0.0,True
X16,once,19,warm,ordinary_pending_demand,5,10.64798111082249,1.734200672906345,0.0,True
X16,once,19,full,ordinary_demand,0,26.749290452564058,24.341431095548295,0.0,True
X16,once,19,full,ordinary_demand,1,23.454038948468952,21.25333583120187,0.0,True
X16,once,19,full,ordinary_demand,2,23.856129742188116,21.672319109265715,0.0,True
X16,once,19,full,ordinary_demand,3,23.738496634013995,21.61822806197349,0.0,True
X16,once,19,full,ordinary_demand,4,25.532096512130806,23.31225756707063,0.0,True
X16,once,19,full,ordinary_demand,5,22.445246847514376,20.51603353793302,0.0,True
X16,once,19,full,ordinary_pending_demand,0,26.163171569802433,2.120774109936604,0.0,True
X16,once,19,full,ordinary_pending_demand,1,21.974854204266943,1.8443208684722732,0.0,True
X16,once,19,full,ordinary_pending_demand,2,20.848647003587658,1.882043571833449,0.0,True
X16,once,19,full,ordinary_pending_demand,3,23.666358038507873,1.8815886225667187,0.0,True
X16,once,19,full,ordinary_pending_demand,4,23.75260543512372,2.0227714636696104,0.0,True
X16,once,19,full,ordinary_pending_demand,5,19.89086567858217,1.779583324911031,0.0,True
X16,asu_baseline,43,warm,ordinary_demand,0,25.91939312110827,24.448738581951435,0.0,True
X16,asu_baseline,43,warm,ordinary_demand,1,23.050300590811247,21.3897494857874,0.0,True
X16,asu_baseline,43,warm,ordinary_demand,2,23.79705482744053,21.762640119170293,0.0,True
X16,asu_baseline,43,warm,ordinary_demand,3,24.023199312009183,21.30993475010965,0.0,True
X16,asu_baseline,43,warm,ordinary_demand,4,24.90556167258276,23.19423150347374,0.0,True
X16,asu_baseline,43,warm,ordinary_demand,5,21.95251841629238,20.704142553329092,0.0,True
X16,asu_baseline,43,warm,ordinary_pending_demand,0,12.472904483529136,2.5354433853460754,0.0,True
X16,asu_baseline,43,warm,ordinary_pending_demand,1,11.53658040123642,2.2081622089821704,0.0,True
X16,asu_baseline,43,warm,ordinary_pending_demand,2,11.225385704861022,2.250573675761076,0.0,True
X16,asu_baseline,43,warm,ordinary_pending_demand,3,11.733836858005393,2.1925734209571686,0.0,True
X16,asu_baseline,43,warm,ordinary_pending_demand,4,11.281708003932252,2.387473681110791,0.0,True
X16,asu_baseline,43,warm,ordinary_pending_demand,5,10.675892496904279,2.1421315187137675,0.0,True
X16,asu_baseline,43,full,ordinary_demand,0,28.22728278296058,24.344831009072628,0.0,True
X16,asu_baseline,43,full,ordinary_demand,1,23.050300590811226,21.32104665945752,0.0,True
X16,asu_baseline,43,full,ordinary_demand,2,24.08364340343933,21.727482888317248,0.0,True
X16,asu_baseline,43,full,ordinary_demand,3,24.11282810610927,21.542763064565122,0.0,True
X16,asu_baseline,43,full,ordinary_demand,4,25.2852382609663,23.273299484681555,0.0,True
X16,asu_baseline,43,full,ordinary_demand,5,22.536071782442885,20.656603301148422,0.0,True
X16,asu_baseline,43,full,ordinary_pending_demand,0,25.458400597635993,2.666644769658113,0.0,True
X16,asu_baseline,43,full,ordinary_pending_demand,1,21.728370399553054,2.3198680809462533,0.0,True
X16,asu_baseline,43,full,ordinary_pending_demand,2,21.90993772756584,2.3686418666838427,0.0,True
X16,asu_baseline,43,full,ordinary_pending_demand,3,23.09054997250838,2.3484679129961616,0.0,True
X16,asu_baseline,43,full,ordinary_pending_demand,4,23.33193345502395,2.5313696868805837,0.0,True
