num_ssu,seed,strategy,request_id,npu_id,arrival_ms,admission_ms,completion_ms,ideal_compute_ms,io_count,slo_threshold_ms,admission_latency_ms,arrival_latency_ms,admission_passed,arrival_passed
5,20260906,baseline,18,0,2826.492347170701,4129.7277518739365,4688.3571863291,544.44948922267,12160,816.674233834005,558.6294344551634,1861.8648391583988,True,False
5,20260906,baseline,19,0,3266.3775083779365,4688.3571863291,4961.163439566757,272.80625323765605,12224,409.2093798564841,272.8062532376571,1694.7859311888205,True,False
5,20260906,baseline,20,0,3433.9261552612306,4961.163439566757,5077.809547817096,72.56673439628396,6112,108.85010159442595,116.64610825033924,1643.8833925558656,False,False
5,20260906,baseline,21,0,3463.6827851067346,5077.809547817096,5216.711325449476,136.99125041335824,12256,205.48687562003738,138.9017776323799,1753.0285403427415,True,False
5,20260906,baseline,1000000,1,0.0,0.0,131.12408613957908,9.424207671320028,2040,14.136311506980043,131.12408613957908,131.12408613957908,False,False
5,20260906,baseline,1000001,1,0.0,131.12408613957908,298.7787601314802,51.09189745809175,4064,76.63784618713763,167.65467399190115,298.7787601314802,False,False
5,20260906,baseline,1000002,1,0.0,298.7787601314802,407.63890242375874,9.424207671320028,2040,14.136311506980043,108.86014229227851,407.63890242375874,False,False
5,20260906,baseline,1000003,1,0.0,407.63890242375874,962.1644855605608,544.44948922267,12160,816.674233834005,554.5255831368021,962.1644855605608,True,False
5,20260906,baseline,1000004,1,467.56903696883387,962.1644855605608,1015.4299238291312,15.979837567787547,2032,23.96975635168132,53.26543826857039,547.8608868602973,False,False
5,20260906,baseline,1000005,1,558.345824874951,1015.4299238291312,1155.9973423593788,136.99125041335824,12256,205.48687562003738,140.56741853024755,597.6515174844278,True,False
5,20260906,baseline,1000006,1,664.8066570361394,1155.9973423593788,1223.5563711988111,9.424207671320028,2040,14.136311506980043,67.55902883943236,558.7497141626717,False,False
5,20260906,baseline,1000007,1,678.9222968657036,1223.5563711988111,1309.1833548413892,9.424207671320028,2040,14.136311506980043,85.62698364257812,630.2610579756856,False,False
5,20260906,baseline,1000008,1,688.3450246299269,1309.1833548413892,1460.388119823177,136.99125041335824,12256,205.48687562003738,151.20476498178778,772.0430951932501,True,False
5,20260906,baseline,1000009,1,824.605540875751,1460.388119823177,1565.0622230315728,15.979837567787547,2032,23.96975635168132,104.67410320839576,740.4566821558218,False,False
5,20260906,baseline,1000010,1,846.5262991993096,1565.0622230315728,1851.4933262851687,272.80625323765605,12224,409.2093798564841,286.4311032535959,1004.9670270858591,True,False
5,20260906,baseline,1000011,1,1198.2794329042242,1851.4933262851687,2014.9619040318005,136.99125041335824,12256,205.48687562003738,163.4685777466318,816.6824711275763,True,False
5,20260906,baseline,1000012,1,1296.7137247701703,2014.9619040318005,2560.028880995768,544.44948922267,12160,816.674233834005,545.0669769639674,1263.3151562255975,True,False
5,20260906,baseline,1000013,1,1751.5571587728305,2560.028880995768,2697.020131409125,136.99125041335824,12256,205.48687562003738,136.9912504133572,945.4629726362946,True,False
5,20260906,baseline,1000014,1,1823.4761899393206,2697.020131409125,2748.3769354739156,51.09189745809175,4064,76.63784618713763,51.356804064790595,924.900745534595,True,False
5,20260906,baseline,1000015,1,1879.784984117822,2748.3769354739156,3293.9342917623694,544.44948922267,12160,816.674233834005,545.5573562884538,1414.1493076445474,True,False
5,20260906,baseline,1000016,1,2449.472525701146,3293.9342917623694,3838.383780985038,544.44948922267,12160,816.674233834005,544.4494892226685,1388.911255283892,True,False
5,20260906,baseline,1000017,1,2967.3965706371446,3838.383780985038,3940.7406086081114,72.56673439628396,6112,108.85010159442595,102.35682762307351,973.3440379709668,True,False
5,20260906,baseline,1000018,1,3034.641141555064,3940.7406086081114,4039.958977138385,72.56673439628396,6112,108.85010159442595,99.21836853027344,1005.3178355833206,True,False
5,20260906,baseline,1000019,1,3112.9691037465677,4039.958977138385,4325.7074806175215,272.80625323765605,12224,409.2093798564841,285.7485034791366,1212.7383768709537,True,False
5,20260906,baseline,1000020,1,3307.149872835532,4325.7074806175215,4598.5137338551785,272.80625323765605,12224,409.2093798564841,272.8062532376571,1291.3638610196467,True,False
5,20260906,baseline,1000021,1,3454.260057342511,4598.5137338551785,5142.963223077851,544.44948922267,12160,816.674233834005,544.4494892226721,1688.7031657353396,True,False
5,20260906,baseline,2000000,2,0.0,0.0,576.0457874404434,544.44948922267,12160,816.674233834005,576.0457874404434,576.0457874404434,True,True
5,20260906,baseline,2000001,2,0.0,576.0457874404434,1120.4952766631136,544.44948922267,12160,816.674233834005,544.4494892226702,1120.4952766631136,True,False
5,20260906,baseline,2000002,2,0.0,1120.4952766631136,1257.4865270764726,136.99125041335824,12256,205.48687562003738,136.991250413359,1257.4865270764726,True,False
5,20260906,baseline,2000003,2,0.0,1257.4865270764726,1337.1382193433424,9.424207671320028,2040,14.136311506980043,79.65169226686976,1337.1382193433424,False,False
5,20260906,baseline,2000004,2,9.422727764223277,1337.1382193433424,1486.009915477474,136.99125041335824,12256,205.48687562003738,148.87169613413153,1476.5871877132506,True,False
5,20260906,baseline,2000005,2,195.58925776912545,1486.009915477474,1628.3102927036755,136.99125041335824,12256,205.48687562003738,142.3003772262016,1432.72103493455,True,False
5,20260906,baseline,2000006,2,297.3448766537925,1628.3102927036755,1756.3808854281035,72.56673439628396,6112,108.85010159442595,128.07059272442802,1459.036008774311,False,False
5,20260906,baseline,2000007,2,359.77967400015706,1756.3808854281035,1914.2083105959857,51.09189745809175,4064,76.63784618713763,157.8274251678822,1554.4286365958287,False,False
5,20260906,baseline,2000008,2,400.4474781627186,1914.2083105959857,2048.3639655032125,51.09189745809175,4064,76.63784618713763,134.1556549072268,1647.9164873404939,False,False
5,20260906,baseline,2000009,2,425.4127862534381,2048.3639655032125,2598.788875502604,544.44948922267,12160,816.674233834005,550.4249099993913,2173.3760892491655,True,False
5,20260906,baseline,2000010,2,1021.7078476200716,2598.788875502604,2658.161684089436,9.424207671320028,2040,14.136311506980043,59.372808586832434,1636.4538364693647,False,False
5,20260906,baseline,2000011,2,1031.0567681172122,2658.161684089436,3210.7284964742835,544.44948922267,12160,816.674233834005,552.5668123848473,2179.6717283570715,True,False
5,20260906,baseline,2000012,2,1476.5020767780102,3210.7284964742835,3483.5347497119405,272.80625323765605,12224,409.2093798564841,272.8062532376571,2007.0326729339304,True,False
5,20260906,baseline,2000013,2,1760.9798865370537,3483.5347497119405,3621.4540190631933,136.99125041335824,12256,205.48687562003738,137.91926935125275,1860.4741325261396,True,False
5,20260906,baseline,2000014,2,1825.0384437592375,3621.4540190631933,3738.1934425738846,15.979837567787547,2032,23.96975635168132,116.73942351069127,1913.1549988146471,False,False
5,20260906,baseline,2000015,2,1836.004973526607,3738.1934425738846,4017.5875737815836,272.80625323765605,12224,409.2093798564841,279.39413120769905,2181.5826002549766,True,False
5,20260906,baseline,2000016,2,2075.546458843474,4017.5875737815836,4136.273772381749,9.424207671320028,2040,14.136311506980043,118.68619860016543,2060.727313538275,False,False
5,20260906,baseline,2000017,2,2086.537591033204,4136.273772381749,4255.616957806554,9.424207671320028,2040,14.136311506980043,119.34318542480469,2169.0793667733496,False,False
5,20260906,baseline,2000018,2,2099.0110191701788,4255.616957806554,4815.292916309569,544.44948922267,12160,816.674233834005,559.675958503015,2716.28189713939,True,False
5,20260906,baseline,2000019,2,2699.8206250400367,4815.292916309569,5088.099169547226,272.80625323765605,12224,409.2093798564841,272.8062532376571,2388.278544507189,True,False
5,20260906,baseline,2000020,2,2943.9012572824886,5088.099169547226,5160.665903943511,72.56673439628396,6112,108.85010159442595,72.56673439628503,2216.764646661022,True,False
5,20260906,baseline,2000021,2,3011.1704306227693,5160.665903943511,5176.645741511296,15.979837567787547,2032,23.96975635168132,15.97983756778558,2165.475310888527,True,False
5,20260906,baseline,3000000,3,0.0,0.0,131.53950667180564,9.424207671320028,2040,14.136311506980043,131.53950667180564,131.53950667180564,False,False
5,20260906,baseline,3000001,3,0.0,131.53950667180564,294.9520390221453,15.979837567787547,2032,23.96975635168132,163.41253235033966,294.9520390221453,False,False
5,20260906,baseline,3000002,3,0.0,294.9520390221453,848.4231830703263,544.44948922267,12160,816.674233834005,553.471144048181,848.4231830703263,True,False
5,20260906,baseline,3000003,3,0.0,848.4231830703263,951.786450643239,15.979837567787547,2032,23.96975635168132,103.36326757291272,951.786450643239,False,False
5,20260906,baseline,3000004,3,49.9798210261608,951.786450643239,1505.316341029311,544.44948922267,12160,816.674233834005,553.5298903860719,1455.33652000315,True,False
5,20260906,baseline,3000005,3,563.0448875458821,1505.316341029311,1635.67814189783,72.56673439628396,6112,108.85010159442595,130.36180086851914,1072.633254351948,False,False
5,20260906,baseline,3000006,3,619.421338385876,1635.67814189783,2185.8944358053395,544.44948922267,12160,816.674233834005,550.2162939075095,1566.4730974194636,True,False
5,20260906,baseline,3000007,3,1229.5798647528745,2185.8944358053395,2730.343925028008,544.44948922267,12160,816.674233834005,544.4494892226685,1500.7640602751335,True,False
5,20260906,baseline,3000008,3,1624.9038884589365,2730.343925028008,2776.293016486897,9.424207671320028,2040,14.136311506980043,45.94909145888914,1151.3891280279606,False,False
5,20260906,baseline,3000009,3,1653.0552102453921,2776.293016486897,3053.7497197177877,272.80625323765605,12224,409.2093798564841,277.4567032308905,1400.6945094723956,True,False
5,20260906,baseline,3000010,3,1868.8676591951742,3053.7497197177877,3106.1412520614144,51.09189745809175,4064,76.63784618713763,52.39153234362675,1237.2735928662403,True,False
5,20260906,baseline,3000011,3,1915.8582859044861,3106.1412520614144,3243.477187294815,136.99125041335824,12256,205.48687562003738,137.3359352334005,1327.6189013903288,True,False
5,20260906,baseline,3000012,3,2030.124236559669,3243.477187294815,3329.867427557529,9.424207671320028,2040,14.136311506980043,86.39024026271409,1299.74319099786,False,False
5,20260906,baseline,3000013,3,2041.0415614823166,3329.867427557529,3880.96054609472,544.44948922267,12160,816.674233834005,551.093118537191,1839.9189846124034,True,False
5,20260906,baseline,3000014,3,2646.6178866845985,3880.96054609472,3987.859367763385,72.56673439628396,6112,108.85010159442595,106.89882166866482,1341.2414810787864,True,False
5,20260906,baseline,3000015,3,2718.5676708790393,3987.859367763385,4267.078635402678,272.80625323765605,12224,409.2093798564841,279.21926763929287,1548.5109645236384,True,False
5,20260906,baseline,3000016,3,2953.299382624351,4267.078635402678,4539.884888640335,272.80625323765605,12224,409.2093798564841,272.8062532376571,1586.5855060159838,True,False
5,20260906,baseline,3000017,3,3184.9127373354186,4539.884888640335,4676.876139053696,136.99125041335824,12256,205.48687562003738,136.99125041336083,1491.963401718277,True,False
5,20260906,baseline,3000018,3,3283.636107664105,4676.876139053696,4717.036311834873,9.424207671320028,2040,14.136311506980043,40.16017278117761,1433.4002041707681,False,False
5,20260906,baseline,3000019,3,3294.627239853836,4717.036311834873,4859.729870723352,136.99125041335824,12256,205.48687562003738,142.69355888847895,1565.1026308695164,True,False
5,20260906,baseline,3000020,3,3363.495570647575,4859.729870723352,4971.563791832635,51.09189745809175,4064,76.63784618713763,111.83392110928253,1608.0682211850599,False,False
5,20260906,baseline,3000021,3,3405.756381658004,4971.563791832635,5118.476813575716,136.99125041335824,12256,205.48687562003738,146.91302174308112,1712.7204319177117,True,False
5,20260906,baseline,4000000,4,0.0,0.0,304.10462359898423,272.80625323765605,12224,409.2093798564841,304.10462359898423,304.10462359898423,True,True
5,20260906,baseline,4000001,4,0.0,304.10462359898423,410.04870345085624,15.979837567787547,2032,23.96975635168132,105.944079851872,410.04870345085624,False,False
5,20260906,baseline,4000002,4,0.0,410.04870345085624,547.0311994655511,72.56673439628396,6112,108.85010159442595,136.9824960146949,547.0311994655511,False,False
5,20260906,baseline,4000003,4,0.0,547.0311994655511,693.8221332303807,136.99125041335824,12256,205.48687562003738,146.79093376482956,693.8221332303807,True,False
5,20260906,baseline,4000004,4,126.75168000333765,693.8221332303807,1238.271622453051,544.44948922267,12160,816.674233834005,544.4494892226702,1111.5199424497132,True,False
5,20260906,baseline,4000005,4,625.6888054823144,1238.271622453051,1333.1642749300565,72.56673439628396,6112,108.85010159442595,94.89265247700564,707.4754694477422,True,False
5,20260906,baseline,4000006,4,722.880675019035,1333.1642749300565,1411.7334799634596,9.424207671320028,2040,14.136311506980043,78.56920503340302,688.8528049444245,False,False
5,20260906,baseline,4000007,4,735.4340610286824,1411.7334799634596,1499.0179495679517,9.424207671320028,2040,14.136311506980043,87.28446960449219,763.5838885392693,False,False
5,20260906,baseline,4000008,4,749.5558514638369,1499.0179495679517,1654.9259287416735,136.99125041335824,12256,205.48687562003738,155.90797917372174,905.3700772778366,True,False
5,20260906,baseline,4000009,4,930.9372103195448,1654.9259287416735,1927.7321819793287,272.80625323765605,12224,409.2093798564841,272.80625323765526,996.794971659784,True,False
5,20260906,baseline,4000010,4,1238.9287852500152,1927.7321819793287,2472.1816712019977,544.44948922267,12160,816.674233834005,544.449489222669,1233.2528859519825,True,False
5,20260906,baseline,4000011,4,1637.3896178070913,2472.1816712019977,3016.631160424666,544.44948922267,12160,816.674233834005,544.4494892226685,1379.2415426175749,True,False
5,20260906,baseline,4000012,4,2089.662098673038,3016.631160424666,3067.723057882759,51.09189745809175,4064,76.63784618713763,51.09189745809272,978.0609592097207,True,False
5,20260906,baseline,4000013,4,2169.2816880384885,3067.723057882759,3101.4880440143143,15.979837567787547,2032,23.96975635168132,33.76498613155536,932.2063559758258,False,False
5,20260906,baseline,4000014,4,2200.588270492729,3101.4880440143143,3128.6654164491306,9.424207671320028,2040,14.136311506980043,27.177372434816334,928.0771459564016,False,False
5,20260906,baseline,4000015,4,2209.9863958345913,3128.6654164491306,3407.662264066562,272.80625323765605,12224,409.2093798564841,278.9968476174313,1197.6758682319705,True,False
5,20260906,baseline,4000016,4,2496.3893451433755,3407.662264066562,3952.1117532892304,544.44948922267,12160,816.674233834005,544.4494892226685,1455.7224081458548,True,False
5,20260906,baseline,4000017,4,3020.51935111991,3952.1117532892304,4496.561242511902,544.44948922267,12160,816.674233834005,544.4494892226712,1476.0418913919916,True,False
5,20260906,baseline,4000018,4,3419.804364826076,4496.561242511902,4559.054820746006,9.424207671320028,2040,14.136311506980043,62.49357823410446,1139.2504559199301,False,False
5,20260906,baseline,4000019,4,3429.2270925902994,4559.054820746006,4703.831057895764,136.99125041335824,12256,205.48687562003738,144.77623714975834,1274.603965305465,True,False
5,20260906,baseline,4000020,4,3466.8072927465682,4703.831057895764,4775.27968843908,51.09189745809175,4064,76.63784618713763,71.44863054331563,1308.4723956925118,True,False
5,20260906,baseline,4000021,4,3493.48246919137,4775.27968843908,4920.965186833791,136.99125041335824,12256,205.48687562003738,145.68549839471143,1427.4827176424214,True,False
5,20260906,baseline,5000000,5,0.0,0.0,575.5548359023575,544.44948922267,12160,816.674233834005,575.5548359023575,575.5548359023575,True,True
5,20260906,baseline,5000001,5,0.0,575.5548359023575,1120.0043251250277,544.44948922267,12160,816.674233834005,544.4494892226702,1120.0043251250277,True,False
5,20260906,baseline,5000002,5,0.0,1120.0043251250277,1256.9955755383867,136.99125041335824,12256,205.48687562003738,136.991250413359,1256.9955755383867,True,False
5,20260906,baseline,5000003,5,0.0,1256.9955755383867,1348.5684039583768,72.56673439628396,6112,108.85010159442595,91.57282841999017,1348.5684039583768,True,False
5,20260906,baseline,5000004,5,97.01350197460428,1348.5684039583768,1437.1343581873305,72.56673439628396,6112,108.85010159442595,88.56595422895361,1340.1208562127263,True,False
5,20260906,baseline,5000005,5,186.1665300049022,1437.1343581873305,1540.643704883095,51.09189745809175,4064,76.63784618713763,103.50934669576463,1354.477174878193,False,False
5,20260906,baseline,5000006,5,208.13649317318257,1540.643704883095,1674.729047372393,15.979837567787547,2032,23.96975635168132,134.085342489298,1466.5925541992106,False,False
5,20260906,baseline,5000007,5,219.04766749024006,1674.729047372393,2233.571285170574,544.44948922267,12160,816.674233834005,558.8422377981808,2014.523617680334,True,False
5,20260906,baseline,5000008,5,733.8656566031752,2233.571285170574,2370.562535583931,136.99125041335824,12256,205.48687562003738,136.9912504133572,1636.6968789807559,True,False
5,20260906,baseline,5000009,5,885.5887953028226,2370.562535583931,2418.242479377522,9.424207671320028,2040,14.136311506980043,47.679943793591065,1532.6536840746994,False,False
5,20260906,baseline,5000010,5,898.14218131247,2418.242479377522,2449.589360605822,15.979837567787547,2032,23.96975635168132,31.346881228299935,1551.447179293352,False,False
5,20260906,baseline,5000011,5,934.0617179593786,2449.589360605822,2514.432233325478,51.09189745809175,4064,76.63784618713763,64.84287271965604,1580.3705153660994,True,False
5,20260906,baseline,5000012,5,971.6480687212379,2514.432233325478,2572.7789173658034,9.424207671320028,2040,14.136311506980043,58.34668404032527,1601.1308486445655,False,False
5,20260906,baseline,5000013,5,999.8793483803663,2572.7789173658034,2619.901872688069,9.424207671320028,2040,14.136311506980043,47.122955322265625,1620.0225243077027,False,False
5,20260906,baseline,5000014,5,1010.7905226974239,2619.901872688069,3174.0995195993,544.44948922267,12160,816.674233834005,554.197646911231,2163.308996901876,True,False
5,20260906,baseline,5000015,5,1438.9095754105606,3174.0995195993,3718.5490088219685,544.44948922267,12160,816.674233834005,544.4494892226685,2279.639433411408,True,False
5,20260906,baseline,5000016,5,1934.6053317434892,3718.5490088219685,3991.3552620596256,272.80625323765605,12224,409.2093798564841,272.8062532376571,2056.7499303161367,True,False
5,20260906,baseline,5000017,5,2220.952925601961,3991.3552620596256,4089.8389884462017,9.424207671320028,2040,14.136311506980043,98.48372638657611,1868.8860628442408,False,False
5,20260906,baseline,5000018,5,2249.19650647227,4089.8389884462017,4252.506090257444,136.99125041335824,12256,205.48687562003738,162.66710181124245,2003.3095837851743,True,False
5,20260906,baseline,5000019,5,2377.547343929066,4252.506090257444,4528.525016017913,272.80625323765605,12224,409.2093798564841,276.01892576046885,2150.977672088847,True,False
5,20260906,baseline,5000020,5,2662.3019309396695,4528.525016017913,4665.516266431274,136.99125041335824,12256,205.48687562003738,136.99125041336083,2003.2143354916043,True,False
5,20260906,baseline,5000021,5,2796.8033739866896,4665.516266431274,4938.322519668931,272.80625323765605,12224,409.2093798564841,272.8062532376571,2141.5191456822413,True,False
5,20260906,baseline,6000000,6,0.0,0.0,304.44031695835923,272.80625323765605,12224,409.2093798564841,304.44031695835923,304.44031695835923,True,True
5,20260906,baseline,6000001,6,0.0,304.44031695835923,418.1597110592146,51.09189745809175,4064,76.63784618713763,113.71939410085537,418.1597110592146,False,False
5,20260906,baseline,6000002,6,0.0,418.1597110592146,701.2046907376562,272.80625323765605,12224,409.2093798564841,283.04497967844156,701.2046907376562,True,False
5,20260906,baseline,6000003,6,0.0,701.2046907376562,823.659486530204,9.424207671320028,2040,14.136311506980043,122.45479579254788,823.659486530204,False,False
5,20260906,baseline,6000004,6,18.771648261363865,823.659486530204,1384.9115253554828,544.44948922267,12160,816.674233834005,561.2520388252788,1366.139877094119,True,False
5,20260906,baseline,6000005,6,533.2390528556563,1384.9115253554828,1455.696721540608,9.424207671320028,2040,14.136311506980043,70.78519618512519,922.4576686849517,False,False
5,20260906,baseline,6000006,6,566.169395185716,1455.696721540608,1577.646344653603,51.09189745809175,4064,76.63784618713763,121.94962311299491,1011.4769494678869,False,False
5,20260906,baseline,6000007,6,595.950627453581,1577.646344653603,1733.9762163205992,136.99125041335824,12256,205.48687562003738,156.32987166699627,1138.025588867018,True,False
5,20260906,baseline,6000008,6,721.312270593528,1733.9762163205992,1898.3504233189099,136.99125041335824,12256,205.48687562003738,164.37420699831068,1177.038152725382,True,False
5,20260906,baseline,6000009,6,873.109216560258,1898.3504233189099,2449.224895400065,544.44948922267,12160,816.674233834005,550.8744720811553,1576.115678839807,True,False
5,20260906,baseline,6000010,6,1357.6477743525202,2449.224895400065,2993.6743846227337,544.44948922267,12160,816.674233834005,544.4494892226685,1636.0266102702135,True,False
5,20260906,baseline,6000011,6,1826.6068481847446,2993.6743846227337,3019.165230568166,9.424207671320028,2040,14.136311506980043,25.490845945432284,1192.5583823834213,False,False
5,20260906,baseline,6000012,6,1837.5733779521142,3019.165230568166,3038.087429581745,9.424207671320028,2040,14.136311506980043,18.922199013578847,1200.5140516296306,False,False
5,20260906,baseline,6000013,6,1846.9222984492549,3038.087429581745,3587.400269894717,544.44948922267,12160,816.674233834005,549.3128403129722,1740.4779714454621,True,False
5,20260906,baseline,6000014,6,2440.1236052040053,3587.400269894717,3729.5737601707915,136.99125041335824,12256,205.48687562003738,142.17349027607452,1289.4501549667862,True,False
5,20260906,baseline,6000015,6,2594.9343479099452,3729.5737601707915,3808.651282539705,15.979837567787547,2032,23.96975635168132,79.07752236891338,1213.7169346297596,False,False
5,20260906,baseline,6000016,6,2602.7579182207105,3808.651282539705,3901.1245960348692,72.56673439628396,6112,108.85010159442595,92.47331349516435,1298.3666778141587,True,False
5,20260906,baseline,6000017,6,2652.8792031754465,3901.1245960348692,3998.6616770465416,15.979837567787547,2032,23.96975635168132,97.5370810116724,1345.7824738710951,False,False
5,20260906,baseline,6000018,6,2671.724658703893,3998.6616770465416,4153.620521306448,136.99125041335824,12256,205.48687562003738,154.95884425990607,1481.8958626025546,True,False
5,20260906,baseline,6000019,6,2835.8412676678417,4153.620521306448,4698.07001052912,544.44948922267,12160,816.674233834005,544.4494892226721,1862.228742861278,True,False
5,20260906,baseline,6000020,6,3271.0765710488677,4698.07001052912,4781.54337350069,72.56673439628396,6112,108.85010159442595,83.47336297157017,1510.4668024518223,True,False
5,20260906,baseline,6000021,6,3316.547998177394,4781.54337350069,5056.839225002288,272.80625323765605,12224,409.2093798564841,275.295851501598,1740.2912268248938,True,False
5,20260906,baseline,7000000,7,0.0,0.0,107.24369978704,9.424207671320028,2040,14.136311506980043,107.24369978704,107.24369978704,False,False
5,20260906,baseline,7000001,7,0.0,107.24369978704,681.6045642959122,544.44948922267,12160,816.674233834005,574.3608645088722,681.6045642959122,True,True
5,20260906,baseline,7000002,7,0.0,681.6045642959122,1226.0540535185824,544.44948922267,12160,816.674233834005,544.4494892226702,1226.0540535185824,True,False
5,20260906,baseline,7000003,7,0.0,1226.0540535185824,1770.5035427412527,544.44948922267,12160,816.674233834005,544.4494892226703,1770.5035427412527,True,False
5,20260906,baseline,7000004,7,476.99176473305715,1770.5035427412527,1938.1049094028942,136.99125041335824,12256,205.48687562003738,167.60136666164158,1461.113144669837,True,False
5,20260906,baseline,7000005,7,627.2510593022312,1938.1049094028942,2045.9177833343072,15.979837567787547,2032,23.96975635168132,107.81287393141292,1418.666724032076,False,False
5,20260906,baseline,7000006,7,674.2293848003627,2045.9177833343072,2195.3428235312713,136.99125041335824,12256,205.48687562003738,149.42504019696412,1521.1134387309085,True,False
5,20260906,baseline,7000007,7,793.3912175053638,2195.3428235312713,2739.7923127539398,544.44948922267,12160,816.674233834005,544.4494892226685,1946.401095248576,True,False
5,20260906,baseline,7000008,7,1318.5914288545973,2739.7923127539398,2782.3690662915847,9.424207671320028,2040,14.136311506980043,42.57675353764489,1463.7776374369873,False,False
5,20260906,baseline,7000009,7,1338.9007285135172,2782.3690662915847,2804.9708228850886,15.979837567787547,2032,23.96975635168132,22.60175659350398,1466.0700943715715,True,False
5,20260906,baseline,7000010,7,1348.2988538553795,2804.9708228850886,2880.726157533473,72.56673439628396,6112,108.85010159442595,75.75533464838418,1532.4273036780933,True,False
5,20260906,baseline,7000011,7,1407.7383062793049,2880.726157533473,2953.3450235002697,72.56673439628396,6112,108.85010159442595,72.61886596679688,1545.6067172209648,True,False
5,20260906,baseline,7000012,7,1467.1039514361478,2953.3450235002697,3497.794512722938,544.44948922267,12160,816.674233834005,544.4494892226685,2030.6905612867904,True,False
5,20260906,baseline,7000013,7,1953.3523775824922,3497.794512722938,3770.6007659605953,272.80625323765605,12224,409.2093798564841,272.8062532376571,1817.248388378103,True,False
5,20260906,baseline,7000014,7,2261.7314406651467,3770.6007659605953,4043.4070191982523,272.80625323765605,12224,409.2093798564841,272.8062532376571,1781.6755785331056,True,False
5,20260906,baseline,7000015,7,2538.6071019146734,4043.4070191982523,4161.047942303624,9.424207671320028,2040,14.136311506980043,117.64092310537171,1622.4408403889506,False,False
5,20260906,baseline,7000016,7,2552.648934477155,4161.047942303624,4287.923247479405,9.424207671320028,2040,14.136311506980043,126.87530517578125,1735.2743130022504,False,False
5,20260906,baseline,7000017,7,2563.609313638934,4287.923247479405,4579.515998073577,272.80625323765605,12224,409.2093798564841,291.5927505941718,2015.906684434643,True,False
5,20260906,baseline,7000018,7,2838.965775307676,4579.515998073577,4662.113700060173,51.09189745809175,4064,76.63784618713763,82.5977019865959,1823.1479247524971,False,False
5,20260906,baseline,7000019,7,2870.2600565507355,4662.113700060173,4725.022477647352,51.09189745809175,4064,76.63784618713763,62.90877758717943,1854.762421096617,True,False
