num_ssu,seed,strategy,route_calls,route_wall_s,mean_route_wall_ms,collector_wall_s,assignment_wall_s,path_ack_ledger_wall_s,global_plan_calls,global_plan_wall_s,mean_global_plan_wall_us,global_ack_wall_s,backend_selection_calls,backend_decision_wall_s,mean_backend_decision_wall_us,backend_enqueue_wall_s,simulation_makespan_s,experiment_process_wall_s
5,20260906,baseline,28160,0.28866843692958355,0.010251009834147142,0.11661952268332243,0.0,2.457573951687664,0,0.0,0.0,0.0,0,0.0,0.0,0.0,5.27987529819084,222.84883596887812
5,20260906,new_once,28160,165.87481381557882,5.890440831519134,0.13198021333664656,0.0,3.362433657515794,0,0.0,0.0,0.0,0,0.0,0.0,0.0,5.2793768762075395,514.4018251989037
5,20260906,once,28160,115.77325849700719,4.111266281853949,0.09244543081149459,0.0,1.9367160447873175,0,0.0,0.0,0.0,0,0.0,0.0,0.0,5.389096876058855,318.39655194431543
5,20260906,strategy1,28160,82.71336482930928,2.9372643760408126,0.07943592872470617,0.5229762927629054,2.284513827878982,9490178,254.27895473269746,26.793907841633473,7.840569636784494,0,0.0,0.0,0.0,5.785107054758358,580.413651982788
5,20260906,strategy2,28160,93.49486507475376,3.320130151802335,0.16940909856930375,0.5727756833657622,2.5061686015687883,9764601,271.5628376197876,27.810950761816855,9.097932951990515,5730304,132.47241631429642,23.117868845055416,7.951542085967958,5.58652845402304,737.5780785088427
5,20260906,strategy3,28160,80.95895078033209,2.8749627407788383,0.12955480255186558,0.496315635740757,2.121671637520194,9498262,235.89841330097988,24.835955599138018,7.807122278958559,5730304,126.27057839604095,22.035581078428116,6.107041048817337,5.477063791130451,651.0443817581981
5,20260907,baseline,28160,0.24582636868581176,0.008729629569808656,0.10093407332897186,0.0,1.9966163248755038,0,0.0,0.0,0.0,0,0.0,0.0,0.0,5.402548541042248,172.1266153268516
5,20260907,new_once,28160,102.72892101714388,3.648044070211075,0.0864872788079083,0.0,1.814012493006885,0,0.0,0.0,0.0,0,0.0,0.0,0.0,5.295010029646708,284.3278940599412
5,20260907,once,28160,97.97244701907039,3.479135192438579,0.0848664022050798,0.0,1.7009579152800143,0,0.0,0.0,0.0,0,0.0,0.0,0.0,5.339717683230652,274.57939985208213
5,20260907,strategy1,28160,82.66730892425403,2.9356288680487936,0.07503461930900812,0.506915251724422,2.2405569069087505,8953461,244.5669177742675,27.31534964794815,7.554413357749581,0,0.0,0.0,0.0,5.393386960569348,565.6914426870644
5,20260907,strategy2,28160,88.28243565419689,3.1350296752200597,0.15825251070782542,0.5354422661475837,2.34121674625203,9436161,263.1236634189263,27.884609368039218,8.37842318834737,5730304,132.88628921378404,23.19009414051751,7.495389063842595,5.632392530309861,710.8260705745779
5,20260907,strategy3,28160,80.97373269218951,2.875487666626048,0.12006472237408161,0.48680169600993395,2.1435390673577785,9029957,248.03053803835064,27.46752149964287,7.622854818124324,5730304,131.27921492606401,22.90964230275811,6.15086680976674,5.4519864326152465,668.2246622680686
6,20260906,baseline,33792,0.20584662491455674,0.006091578625549146,0.08852937631309032,0.0,1.4409192823804915,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.808370973670674,122.90668301517144
6,20260906,new_once,33792,103.51626123208553,3.0633363290745006,0.08941661240532994,0.0,1.7370205405168235,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.745578695246988,287.1684583998285
6,20260906,once,33792,167.26664063613862,4.949888749885731,0.13105293596163392,0.0,3.1201013172976673,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.736541482663977,511.5509356861003
6,20260906,strategy1,33792,124.2951700896956,3.6782424860823744,0.09981446154415607,0.6594925229437649,3.15435998653993,9393409,270.71708883577423,28.819897955659574,11.752101156394929,0,0.0,0.0,0.0,4.807609655408608,753.6027451585978
6,20260906,strategy2,33792,83.50984451361,2.4712903797824928,0.13789405394345522,0.5002970076166093,2.3084395355544984,9469192,192.37033600267023,20.315390796033096,8.130600337870419,5730304,138.26961008412763,24.129541833055914,6.856081077363342,4.820285347505931,631.7034667888656
6,20260906,strategy3,33792,81.78266145847738,2.420178191834676,0.11598778469488025,0.4757190654054284,2.185091924853623,9397391,185.14047518139705,19.701263380591172,7.878289864398539,5730304,143.4981096428819,25.041971532903297,6.1497530597262084,4.837397728959974,622.3857844327576
6,20260907,baseline,33792,0.20353518286719918,0.0060231765763257335,0.08875409746542573,0.0,1.4779602559283376,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.882589422373819,123.40849334234372
6,20260907,new_once,33792,88.64347993768752,2.623209041716605,0.08474665647372603,0.0,1.6172062386758626,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.774632838237981,255.52969367057085
6,20260907,once,33792,96.25929722562432,2.848582422633296,0.08768241805955768,0.0,1.7090921844355762,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.807081092039586,278.87467245804146
6,20260907,strategy1,33792,140.6431177482009,4.162024081090225,0.11235948465764523,0.7287632124498487,3.4486609478481114,9353742,302.92222974729094,32.385138455528384,13.242325006984174,0,0.0,0.0,0.0,4.9202966724433965,843.2449659849517
6,20260907,strategy2,33792,104.017797248438,3.0781781856190222,0.16368778748437762,0.593029226642102,2.7589718396775424,9459076,240.11903712525964,25.38504153315394,10.124206138774753,5730304,163.912489624694,28.604501545588853,8.481729199644178,4.844786946260451,776.4882369437255
6,20260907,strategy3,33792,81.74720236100256,2.4191288577474714,0.11888037947937846,0.4623768753372133,2.190567046869546,9439851,193.4756061253138,20.49562075983125,7.896753481589258,5730304,140.60490547074005,24.53707612558427,6.142952782101929,4.859331370573262,625.5471954918467
7,20260906,baseline,39424,0.21228084806352854,0.005384558849014015,0.0939606036990881,0.0,1.4131907494738698,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.579683528312736,121.26922495570034
7,20260906,new_once,39424,99.81904866732657,2.5319360964723665,0.09143043356016278,0.0,1.6753539117053151,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.535812279438509,284.706539216917
7,20260906,once,39424,106.08345651533455,2.69083442865601,0.09659866755828261,0.0,1.8092521512880921,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.549261440477643,309.89236489962786
7,20260906,strategy1,39424,81.86665943870321,2.0765690807300934,0.07559920847415924,0.4893966899253428,2.1134045077487826,8989969,91.10724685760215,10.134322694283167,7.449572239536792,0,0.0,0.0,0.0,4.779845123212681,415.26325470767915
7,20260906,strategy2,39424,80.63082373840734,2.0452217871958034,0.11162853986024857,0.46314058220013976,2.1001764168031514,9120438,91.50612547853962,10.033084538104378,7.670266509056091,5730304,138.5398035706021,24.176693517586866,5.550354492850602,4.7777853602608715,514.3640264100395
7,20260906,strategy3,39424,82.25912172952667,2.0865239886750877,0.11705351481214166,0.46886036545038223,2.212033909279853,9035607,92.05369019974023,10.187881146196402,7.770384292583913,5730304,156.64527645613998,27.336294279699644,5.833728519733995,4.773563830970958,542.5469974833541
7,20260907,baseline,39424,0.216436630114913,0.005489971340171291,0.09349649166688323,0.0,1.436123707331717,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.667321308817612,122.50096275797114
