label,family,seed,strategy,policy_strategy,assignment,input_fingerprint,seq_len_k,nql,role,sim_category,compute_share_of_full_input,request_count,compute_ms,active_ms,aggregate_compute_fraction,mean_request_compute_fraction,min_request_compute_fraction,p05_request_compute_fraction,median_request_compute_fraction,mean_io_stall_ms,mean_layer0_stall_ms,mean_warm_layers_stall_ms,warm_layers_share_of_total_stall,p95_io_stall_ms,admission_slo_passed,admission_slo_pass_rate,arrival_slo_passed,arrival_slo_pass_rate,cohort_id_sha256
aligned_short080_seed123,aligned,123,baseline,baseline,fixed,8be65a94a923a8aab4dc160df2ec069ecc6330732f10fd065b1c4aa1f2dc37ff,1,256,short,SS,0.26207225977587695,6240,34806.49528113082,39237.73976271461,0.8870667752938575,0.9030404702373998,0.3695466213927258,0.6885883930352407,0.9376175205109603,0.7101353335873726,0.08735582652153598,0.6227795070658353,0.8769870721961628,2.5226140350458293,6021,0.9649038461538462,9,0.0014423076923076924,5a476816497c0584907c5977355152eecc305ef52306b782c4ebbbf6131b1e7e
aligned_short080_seed123,aligned,123,baseline,baseline,fixed,8be65a94a923a8aab4dc160df2ec069ecc6330732f10fd065b1c4aa1f2dc37ff,1,384,short,SS,0.33807626594656237,6240,44900.78410204366,48141.459219665645,0.9326843188771026,0.9404803799681599,0.4693481846579879,0.7836240472446793,0.9711598827867746,0.5193389611571757,0.09035538647218704,0.4289835746849884,0.8260184711140097,1.9868751312380253,6192,0.9923076923076923,7,0.0011217948717948717,caf09fd0908e0fbc01433ecaa2cacf85fe218a63f1f391120b3b6bb97a05bf96
aligned_short080_seed123,aligned,123,baseline,baseline,fixed,8be65a94a923a8aab4dc160df2ec069ecc6330732f10fd065b1c4aa1f2dc37ff,192,256,long,LS,0.20142744111531505,384,26752.09991574931,28542.345736749354,0.9372775511336114,0.9373614169317808,0.9144924804447999,0.9248277091800545,0.937735197106198,4.662098492187667,4.662098492187667,0.0,0.0,5.662700936195097,384,1.0,7,0.018229166666666668,4828f696f18592699bb77e850bbd7d16ddb3c940accc4bdc3d83d5897932de79
aligned_short080_seed123,aligned,123,once,once,fixed,8be65a94a923a8aab4dc160df2ec069ecc6330732f10fd065b1c4aa1f2dc37ff,1,128,short,SS,0.1984240331622753,6240,26353.209530196145,27113.329250981606,0.9719650909060553,0.9779061393942071,0.41115995642883896,0.8529511514353602,1.0000000000000486,0.1218140578180273,0.013240604241544938,0.10857345357648239,0.8913047929055572,0.7280922257550073,6174,0.989423076923077,15,0.002403846153846154,0290e0548f295b337a16c0316ac6780ee9ff97016be74ee86d5ab7078de9c45c
aligned_short080_seed123,aligned,123,once,once,fixed,8be65a94a923a8aab4dc160df2ec069ecc6330732f10fd065b1c4aa1f2dc37ff,1,256,short,SS,0.26207225977587695,6240,34806.49528113082,35391.30009865945,0.9834760289704423,0.9867422267173677,0.4929693268529491,0.9061618248944332,0.9999999999997392,0.09371872075784439,0.013535692768855575,0.08018302798898883,0.855571089112176,0.5776298736005478,6216,0.9961538461538462,9,0.0014423076923076924,5a476816497c0584907c5977355152eecc305ef52306b782c4ebbbf6131b1e7e
aligned_short080_seed123,aligned,123,once,once,fixed,8be65a94a923a8aab4dc160df2ec069ecc6330732f10fd065b1c4aa1f2dc37ff,1,384,short,SS,0.33807626594656237,6240,44900.78410204366,45401.437398706956,0.9889727434779949,0.9908903228757822,0.5672210788598716,0.9398526742604901,0.999999999999787,0.08023290010643032,0.013858659537659655,0.06637424056877066,0.8272696173355828,0.46049604489756873,6229,0.9982371794871795,7,0.0011217948717948717,caf09fd0908e0fbc01433ecaa2cacf85fe218a63f1f391120b3b6bb97a05bf96
aligned_short080_seed123,aligned,123,once,once,fixed,8be65a94a923a8aab4dc160df2ec069ecc6330732f10fd065b1c4aa1f2dc37ff,192,256,long,LS,0.20142744111531505,384,26752.09991574931,28676.082368937703,0.9329063702483825,0.9334835214973652,0.7566598124580282,0.8925796989058722,0.9397949681580338,5.010370971844815,4.682312311315117,0.32805866052969873,0.06547592231656807,8.384303519893566,384,1.0,7,0.018229166666666668,4828f696f18592699bb77e850bbd7d16ddb3c940accc4bdc3d83d5897932de79
aligned_short080_seed123,aligned,123,new_once,new_once,fixed,8be65a94a923a8aab4dc160df2ec069ecc6330732f10fd065b1c4aa1f2dc37ff,1,128,short,SS,0.1984240331622753,6240,26353.209530196145,26356.963503487725,0.9998575718598585,0.9998657115877947,0.9299613235574085,0.9999999999999948,1.0000000000000486,0.0006015982838166066,0.0006015982838166066,0.0,0.0,0.0,6240,1.0,15,0.002403846153846154,0290e0548f295b337a16c0316ac6780ee9ff97016be74ee86d5ab7078de9c45c
aligned_short080_seed123,aligned,123,new_once,new_once,fixed,8be65a94a923a8aab4dc160df2ec069ecc6330732f10fd065b1c4aa1f2dc37ff,1,256,short,SS,0.26207225977587695,6240,34806.49528113082,34808.64086169653,0.9999383606911216,0.999940960419261,0.9453808332603038,0.9999999999997392,0.9999999999999838,0.00034384303948818104,0.00034384303948818104,0.0,0.0,0.0,6240,1.0,9,0.0014423076923076924,5a476816497c0584907c5977355152eecc305ef52306b782c4ebbbf6131b1e7e
aligned_short080_seed123,aligned,123,new_once,new_once,fixed,8be65a94a923a8aab4dc160df2ec069ecc6330732f10fd065b1c4aa1f2dc37ff,1,384,short,SS,0.33807626594656237,6240,44900.78410204366,44902.1730548497,0.9999690671361419,0.9999699244919312,0.9646329136217938,0.999999999999787,0.9999999999999766,0.00022258859096429285,0.00022258859096429285,0.0,0.0,0.0,6240,1.0,7,0.0011217948717948717,caf09fd0908e0fbc01433ecaa2cacf85fe218a63f1f391120b3b6bb97a05bf96
aligned_short080_seed123,aligned,123,new_once,new_once,fixed,8be65a94a923a8aab4dc160df2ec069ecc6330732f10fd065b1c4aa1f2dc37ff,192,256,long,LS,0.20142744111531505,384,26752.09991574931,28537.624228048382,0.9374326223503862,0.9375951852701706,0.8679502421334404,0.9167419636337732,0.9398462219199205,4.649802896612196,4.582308035586401,0.06749486102579554,0.014515639162892618,6.327115376429946,384,1.0,7,0.018229166666666668,4828f696f18592699bb77e850bbd7d16ddb3c940accc4bdc3d83d5897932de79
raw_equal_rho090_seed7,raw,7,baseline,baseline,fixed,38385f06c431321e4dcdc8321bcac063ac01cc743b4e9424bbecf968f7b7385e,32,128,short,SS,0.05638246257571407,1088,10253.53794639608,15790.092683742307,0.6493652793408402,0.7255523633846275,0.25518967236956897,0.32192859382062333,0.7711272467167665,5.088745163002062,0.3788307530756905,4.709914409926373,0.9255551730454114,19.850023129737806,695,0.6387867647058824,0,0.0,12a09560f34f7068e2c5c9d93f47333062ea5cc6aad0006f0ef6bc21f9789066
raw_equal_rho090_seed7,raw,7,baseline,baseline,fixed,38385f06c431321e4dcdc8321bcac063ac01cc743b4e9424bbecf968f7b7385e,32,256,short,SS,0.09560300717626069,1088,17386.06327375283,19919.64538471523,0.8728098787889832,0.899621417164139,0.43574934786677655,0.5879681403009928,0.9545500592164013,2.328660028458253,0.34151968917446185,1.9871403392837934,0.8533406830534336,11.198962636336882,1002,0.9209558823529411,0,0.0,091e50180fb7669d82862d0dc849d2be8432b9b616c38b29c2d024c09fc4e4bd
raw_equal_rho090_seed7,raw,7,baseline,baseline,fixed,38385f06c431321e4dcdc8321bcac063ac01cc743b4e9424bbecf968f7b7385e,32,512,short,SL,0.17719079528771006,1088,32223.36273082916,32829.36405091066,0.981540875444869,0.9831486046066743,0.7691883617228928,0.9001904276598145,0.9999999999999568,0.5569865074275154,0.3368286662471376,0.2201578411803776,0.3952660221469158,3.2853207911689357,1088,1.0,11,0.01011029411764706,be35e875ccba4879b89287dc347ea071d072cc9d00035dfa835f7b0d4180be77
raw_equal_rho090_seed7,raw,7,baseline,baseline,fixed,38385f06c431321e4dcdc8321bcac063ac01cc743b4e9424bbecf968f7b7385e,192,1024,long,LL,0.09600737427571998,64,17459.60020720997,17672.079121578063,0.9879765752005574,0.9880104595002188,0.9780134373364684,0.9798474918122393,0.9868284496267234,3.319983037000654,3.319983037000654,0.0,0.0,5.6108428812113615,64,1.0,1,0.015625,21ca7960fce50eb23df7b681abcf746322be25faa2847f4021902cc5c1ab054b
