label,family,seed,strategy,policy_strategy,assignment,input_fingerprint,seq_len_k,nql,role,sim_category,compute_share_of_full_input,request_count,compute_ms,active_ms,aggregate_compute_fraction,mean_request_compute_fraction,min_request_compute_fraction,p05_request_compute_fraction,median_request_compute_fraction,mean_io_stall_ms,mean_layer0_stall_ms,mean_warm_layers_stall_ms,warm_layers_share_of_total_stall,p95_io_stall_ms,admission_slo_passed,admission_slo_pass_rate,arrival_slo_passed,arrival_slo_pass_rate,cohort_id_sha256
aligned_short072_seed7,aligned,7,baseline,baseline,fixed,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,1,128,short,SS,0.1784447107031773,6016,25407.196880394236,36342.25502893715,0.6991089809964741,0.7651879631774577,0.13998732670756456,0.4335881263378174,0.7863720637217896,1.817662591179819,0.1772589874575821,1.6404036037222425,0.9024797075553388,5.5170134338363255,4219,0.7012965425531915,9,0.0014960106382978723,ee0bc82af79e7dca5c08f2f51e3c0dfb51f553049f8a22124c19364ea1138e13
aligned_short072_seed7,aligned,7,baseline,baseline,fixed,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,1,256,short,SS,0.23568419527482026,6016,33557.031347962606,43025.06594167511,0.7799414274797999,0.8252990627922291,0.21520152346719815,0.5312611800434779,0.8578275981717765,1.5738089417746013,0.19667776029216227,1.377131181482439,0.8750307263660658,4.921515709987261,5012,0.8331117021276596,13,0.002160904255319149,7f4b280d7ed1558de7f664ae5edac9153b37d5500f0140b7c4183344feb9649e
aligned_short072_seed7,aligned,7,baseline,baseline,fixed,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,1,384,short,SS,0.30403535555145156,6016,43288.96108299639,51059.67529628344,0.8478111314222817,0.877714158174965,0.24739252862338504,0.6263217859016164,0.9165917360105665,1.2916745700278296,0.19574100249320517,1.095933567534625,0.8484595059504907,4.293087054547584,5600,0.9308510638297872,9,0.0014960106382978723,67661a2087eb1737e80fd5c37e14797edc3942f4f10bfd9786b16c58fe7d75f1
aligned_short072_seed7,aligned,7,baseline,baseline,fixed,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,192,256,long,LS,0.2818357384705505,576,40128.149873624,42961.9172513548,0.9340400159250009,0.9342463728814825,0.8806638404941655,0.916106868171439,0.9354165816561271,4.919735030782798,4.876108316448787,0.04362671433401028,0.008867695935052964,6.379806109443166,576,1.0,5,0.008680555555555556,a0e49c37ed1e199facb5c5636da60d1f689c2e6f1408843da07cbea5c7d124ea
aligned_short072_seed7,aligned,7,once,once,fixed,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,1,128,short,SS,0.1784447107031773,6016,25407.196880394236,26142.183417344153,0.9718850363331822,0.9776428760032716,0.44013777671412024,0.8639786890533835,1.0000000000000486,0.1221719642531324,0.017160425120857165,0.10501153913227522,0.8595387638582787,0.6648947460336103,5940,0.9873670212765957,9,0.0014960106382978723,ee0bc82af79e7dca5c08f2f51e3c0dfb51f553049f8a22124c19364ea1138e13
aligned_short072_seed7,aligned,7,once,once,fixed,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,1,256,short,SS,0.23568419527482026,6016,33557.031347962606,34036.386404633,0.9859163939740341,0.9885746986302786,0.5252066188023771,0.9254596127614318,0.9999999999997392,0.07968002936724448,0.011190553293786019,0.06848947607345847,0.8595563608265144,0.44927259575049305,5997,0.996841755319149,13,0.002160904255319149,7f4b280d7ed1558de7f664ae5edac9153b37d5500f0140b7c4183344feb9649e
aligned_short072_seed7,aligned,7,once,once,fixed,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,1,384,short,SS,0.30403535555145156,6016,43288.96108299639,43700.77768142873,0.9905764469128122,0.9921882190243118,0.5967220034155768,0.9558694190723711,0.9999999999999766,0.06845355692060884,0.010862084054014762,0.057591472866594086,0.841321845896008,0.3322086632359458,6009,0.9988364361702128,9,0.0014960106382978723,67661a2087eb1737e80fd5c37e14797edc3942f4f10bfd9786b16c58fe7d75f1
aligned_short072_seed7,aligned,7,once,once,fixed,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,192,256,long,LS,0.2818357384705505,576,40128.149873624,49408.393058678754,0.8121727380602466,0.83091483313083,0.47158841772274396,0.6056761187108929,0.86648170765096,16.111533307386722,6.561695160672558,9.549838146714167,0.5927330418847109,45.35659377566617,500,0.8680555555555556,4,0.006944444444444444,a0e49c37ed1e199facb5c5636da60d1f689c2e6f1408843da07cbea5c7d124ea
aligned_short072_seed7,aligned,7,new_once,new_once,fixed,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,1,128,short,SS,0.1784447107031773,6016,25407.196880394236,25409.351353297385,0.9999152094489469,0.9999198373414476,0.935145732744933,0.9999999999991872,1.0000000000000486,0.00035812381987876076,0.00035812381987876076,0.0,0.0,0.0,6016,1.0,9,0.0014960106382978723,ee0bc82af79e7dca5c08f2f51e3c0dfb51f553049f8a22124c19364ea1138e13
aligned_short072_seed7,aligned,7,new_once,new_once,fixed,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,1,256,short,SS,0.23568419527482026,6016,33557.031347962606,33559.99208492258,0.999911777781339,0.9999153545331548,0.9494321765696859,0.9999999999997392,0.9999999999999838,0.0004921437770762342,0.0004921437770762342,0.0,0.0,0.0,6016,1.0,13,0.002160904255319149,7f4b280d7ed1558de7f664ae5edac9153b37d5500f0140b7c4183344feb9649e
aligned_short072_seed7,aligned,7,new_once,new_once,fixed,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,1,384,short,SS,0.30403535555145156,6016,43288.96108299639,43291.04757798895,0.9999518030837946,0.9999533523650052,0.9587389604316684,0.999999999999787,0.9999999999999923,0.0003468243010500644,0.0003468243010500644,0.0,0.0,0.0,6016,1.0,9,0.0014960106382978723,67661a2087eb1737e80fd5c37e14797edc3942f4f10bfd9786b16c58fe7d75f1
aligned_short072_seed7,aligned,7,new_once,new_once,fixed,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,192,256,long,LS,0.2818357384705505,576,40128.149873624,48757.10220042197,0.8230216330058416,0.8396200359266962,0.5593225298347144,0.6129952054192345,0.8809413602655223,14.980820011802065,6.921912679634395,8.058907332167667,0.5379483450050642,43.98323050487886,516,0.8958333333333334,5,0.008680555555555556,a0e49c37ed1e199facb5c5636da60d1f689c2e6f1408843da07cbea5c7d124ea
aligned_short072_seed123,aligned,123,baseline,baseline,fixed,6df4101c4a31f320845a69a4ff1a70b97c66d76573c76a8b36b1f15b0a7e62ca,1,128,short,SS,0.17844471070317694,6016,25407.196880394236,35945.677613971035,0.7068220316569912,0.7646136215332667,0.17488757955386136,0.4415480027162672,0.7856204195680883,1.7517421432133748,0.17909479137417744,1.5726473518391941,0.8977618983090448,5.3414215252522865,4324,0.71875,15,0.0024933510638297874,08e3a19fcd2a4be39f7bf475c90a4b8f652942ad103d7898a0e222c384d591ad
aligned_short072_seed123,aligned,123,baseline,baseline,fixed,6df4101c4a31f320845a69a4ff1a70b97c66d76573c76a8b36b1f15b0a7e62ca,1,256,short,SS,0.2356841952748198,6016,33557.031347962606,42330.816416830006,0.7927329115868624,0.8301136583606236,0.23606519304054419,0.5361104222489956,0.8586959031018722,1.458408422352232,0.17064768780632278,1.2877607345459061,0.8829904674226358,4.8265436034135405,5097,0.8472406914893617,3,0.0004986702127659574,a2b327d52e95d7e8156c02ed884758dee8ae89d1c7823204dfa331320a8eb380
aligned_short072_seed123,aligned,123,baseline,baseline,fixed,6df4101c4a31f320845a69a4ff1a70b97c66d76573c76a8b36b1f15b0a7e62ca,1,384,short,SS,0.30403535555145095,6016,43288.96108299639,50134.035263713355,0.8634645277462559,0.8865321002096552,0.2941150770377916,0.6328690722778534,0.9217167226684823,1.1378115326990608,0.1785480494429481,0.9592634832561102,0.8430776588989148,4.174232463488863,5624,0.9348404255319149,13,0.002160904255319149,782f56d243014be79c30f65ddcb20853b0258d66410ce4b40042f9f8e6f5903b
aligned_short072_seed123,aligned,123,baseline,baseline,fixed,6df4101c4a31f320845a69a4ff1a70b97c66d76573c76a8b36b1f15b0a7e62ca,192,256,long,LS,0.28183573847054993,576,40128.149873624,42912.693100898134,0.9351114314655807,0.9352347882540091,0.8988261129542653,0.9204559306077246,0.9372879825548015,4.8342764362399775,4.833831150785616,0.00044528545436151035,9.211005209041092e-05,6.020484766749632,576,1.0,5,0.008680555555555556,1d9d36ef4ff916c2377428bb90759e144fe763e98dbfa944d4e7675649ace95f
aligned_short072_seed123,aligned,123,once,once,fixed,6df4101c4a31f320845a69a4ff1a70b97c66d76573c76a8b36b1f15b0a7e62ca,1,128,short,SS,0.17844471070317694,6016,25407.196880394236,26037.787471467083,0.9757817137203434,0.9803771828531861,0.45737451845954785,0.8680933498749632,1.0000000000000486,0.10481891473904337,0.013817633801261688,0.09100128093778166,0.8681761413418368,0.6417255581688153,5970,0.9923537234042553,15,0.0024933510638297874,08e3a19fcd2a4be39f7bf475c90a4b8f652942ad103d7898a0e222c384d591ad
aligned_short072_seed123,aligned,123,once,once,fixed,6df4101c4a31f320845a69a4ff1a70b97c66d76573c76a8b36b1f15b0a7e62ca,1,256,short,SS,0.2356841952748198,6016,33557.031347962606,33927.34534907479,0.9890850876394228,0.9908231830500324,0.5533542921442333,0.9390518196273481,0.9999999999997392,0.06155485390869215,0.006724220018836616,0.054830633889855526,0.8907605234704798,0.3620319743940854,6011,0.9991688829787234,3,0.0004986702127659574,a2b327d52e95d7e8156c02ed884758dee8ae89d1c7823204dfa331320a8eb380
aligned_short072_seed123,aligned,123,once,once,fixed,6df4101c4a31f320845a69a4ff1a70b97c66d76573c76a8b36b1f15b0a7e62ca,1,384,short,SS,0.30403535555145095,6016,43288.96108299639,43556.43969137071,0.9938590341573003,0.9947513170539074,0.6258628001078128,0.9736652373174551,0.9999999999999766,0.04446120484976434,0.009939996950262374,0.034521207899501964,0.7764343772542849,0.19462111934279847,6013,0.999501329787234,13,0.002160904255319149,782f56d243014be79c30f65ddcb20853b0258d66410ce4b40042f9f8e6f5903b
aligned_short072_seed123,aligned,123,once,once,fixed,6df4101c4a31f320845a69a4ff1a70b97c66d76573c76a8b36b1f15b0a7e62ca,192,256,long,LS,0.28183573847054993,576,40128.149873624,46490.545915648,0.8631464544733919,0.8734964555800429,0.5194133793026148,0.6861425024074173,0.9144049298070781,11.045826461847248,5.796549706673783,5.249276755173465,0.47522716143556015,31.867280731938422,554,0.9618055555555556,5,0.008680555555555556,1d9d36ef4ff916c2377428bb90759e144fe763e98dbfa944d4e7675649ace95f
aligned_short072_seed123,aligned,123,new_once,new_once,fixed,6df4101c4a31f320845a69a4ff1a70b97c66d76573c76a8b36b1f15b0a7e62ca,1,128,short,SS,0.17844471070317694,6016,25407.196880394236,25410.71566833618,0.9998615234616817,0.9998689880515021,0.934277654053437,0.9999999999991872,1.0000000000000486,0.0005849049101484583,0.0005849049101484583,0.0,0.0,0.0,6016,1.0,15,0.0024933510638297874,08e3a19fcd2a4be39f7bf475c90a4b8f652942ad103d7898a0e222c384d591ad
aligned_short072_seed123,aligned,123,new_once,new_once,fixed,6df4101c4a31f320845a69a4ff1a70b97c66d76573c76a8b36b1f15b0a7e62ca,1,256,short,SS,0.2356841952748198,6016,33557.031347962606,33557.6668476428,0.9999810624593455,0.9999817558967115,0.9624604442617936,0.9999999999997392,0.9999999999999838,0.00010563492064780377,0.00010563492064780377,0.0,0.0,0.0,6016,1.0,3,0.0004986702127659574,a2b327d52e95d7e8156c02ed884758dee8ae89d1c7823204dfa331320a8eb380
aligned_short072_seed123,aligned,123,new_once,new_once,fixed,6df4101c4a31f320845a69a4ff1a70b97c66d76573c76a8b36b1f15b0a7e62ca,1,384,short,SS,0.30403535555145095,6016,43288.96108299639,43291.879558286935,0.9999325860803384,0.9999348098816992,0.9576681099769505,0.999999999999787,0.9999999999999766,0.0004851188984323055,0.0004851188984323055,0.0,0.0,0.0,6016,1.0,13,0.002160904255319149,782f56d243014be79c30f65ddcb20853b0258d66410ce4b40042f9f8e6f5903b
aligned_short072_seed123,aligned,123,new_once,new_once,fixed,6df4101c4a31f320845a69a4ff1a70b97c66d76573c76a8b36b1f15b0a7e62ca,192,256,long,LS,0.28183573847054993,576,40128.149873624,45918.6678630492,0.8738962113035331,0.8813746285189397,0.5998679661982894,0.7046132234816503,0.9089770677508227,10.05298262052988,6.095968791530288,3.95701382899958,0.393615902699234,29.205664526001215,558,0.96875,5,0.008680555555555556,1d9d36ef4ff916c2377428bb90759e144fe763e98dbfa944d4e7675649ace95f
aligned_short080_seed7,aligned,7,baseline,baseline,fixed,7f5f1d09bb5db576ec94ca5ef6addd94072c21d3a35dfae76375303769dbc938,1,128,short,SS,0.19842403316227472,6240,26353.209530196145,31818.730461058953,0.828229446880298,0.8587468096169077,0.25585979034995293,0.5899927247459538,0.8917653993173327,0.8758847645609061,0.09174175192692013,0.7841430126339847,0.8952581941838972,2.9349036124077292,5507,0.8825320512820513,10,0.0016025641025641025,8edabe9caa80ab1cf668b5c893d34c839f64309ded172ce86ecd0352067b33bf
aligned_short080_seed7,aligned,7,baseline,baseline,fixed,7f5f1d09bb5db576ec94ca5ef6addd94072c21d3a35dfae76375303769dbc938,1,256,short,SS,0.26207225977587617,6240,34806.49528113082,39416.71828495459,0.8830388930276952,0.9012910348040959,0.33071876948677353,0.6782686381959802,0.9377276917120865,0.7388177890744452,0.08954503014205394,0.6492727589323904,0.8787995748529115,2.645863266110878,5972,0.9570512820512821,8,0.001282051282051282,8858999a1e5bb25b61b7f558ddd3c2f1730cedef5ac4da0e18644fce5642c3e6
aligned_short080_seed7,aligned,7,baseline,baseline,fixed,7f5f1d09bb5db576ec94ca5ef6addd94072c21d3a35dfae76375303769dbc938,1,384,short,SS,0.3380762659465614,6240,44900.78410204366,48253.18139717228,0.9305248442059185,0.9396654982470269,0.4205577970490416,0.7750110451154021,0.9734255256730211,0.5372431562704311,0.08426851046554429,0.452974645804888,0.8431464235849195,2.088924232281358,6143,0.9844551282051283,12,0.0019230769230769232,924c713e437f9686ca4579e50b8bedcf43edda42d28e7a33c4548dc8fd1a4945
aligned_short080_seed7,aligned,7,baseline,baseline,fixed,7f5f1d09bb5db576ec94ca5ef6addd94072c21d3a35dfae76375303769dbc938,192,256,long,LS,0.20142744111531447,384,26752.09991574931,28551.00565142469,0.9369932618963418,0.9371012136279684,0.912989233997785,0.9240377396416756,0.937735197106198,4.684650353321267,4.683873004032104,0.0007773492891634722,0.00016593539123199589,5.727101721325163,384,1.0,5,0.013020833333333334,f9efbe919a12f16bf80ad1d66ab4b23e93068d69991cf97e066f4a192fac3fa8
aligned_short080_seed7,aligned,7,once,once,fixed,7f5f1d09bb5db576ec94ca5ef6addd94072c21d3a35dfae76375303769dbc938,1,128,short,SS,0.19842403316227472,6240,26353.209530196145,27062.714610082458,0.9737829301269733,0.9792846891127464,0.4800305636032778,0.8624756984224512,1.0000000000000486,0.11370273716113183,0.01663932635832406,0.0970634108028077,0.8536594036892533,0.673413300457118,6168,0.9884615384615385,10,0.0016025641025641025,8edabe9caa80ab1cf668b5c893d34c839f64309ded172ce86ecd0352067b33bf
aligned_short080_seed7,aligned,7,once,once,fixed,7f5f1d09bb5db576ec94ca5ef6addd94072c21d3a35dfae76375303769dbc938,1,256,short,SS,0.26207225977587617,6240,34806.49528113082,35326.52771377295,0.985279265574709,0.9880355045430307,0.5654178590329104,0.9175247736339734,0.9999999999997392,0.08333853087219098,0.013905977260788701,0.06943255361140228,0.8331386800888646,0.5013973094158832,6218,0.996474358974359,8,0.001282051282051282,8858999a1e5bb25b61b7f558ddd3c2f1730cedef5ac4da0e18644fce5642c3e6
aligned_short080_seed7,aligned,7,once,once,fixed,7f5f1d09bb5db576ec94ca5ef6addd94072c21d3a35dfae76375303769dbc938,1,384,short,SS,0.3380762659465614,6240,44900.78410204366,45325.04418551565,0.9906396101516086,0.9922119670567816,0.6523618098503102,0.9559682989430236,0.999999999999787,0.06799039799242407,0.015167818580171077,0.05282257941225298,0.776912343094959,0.33142966618980907,6236,0.9993589743589744,12,0.0019230769230769232,924c713e437f9686ca4579e50b8bedcf43edda42d28e7a33c4548dc8fd1a4945
aligned_short080_seed7,aligned,7,once,once,fixed,7f5f1d09bb5db576ec94ca5ef6addd94072c21d3a35dfae76375303769dbc938,192,256,long,LS,0.20142744111531447,384,26752.09991574931,28947.567977236595,0.9241570807187074,0.9262057427328761,0.6735150080295502,0.8322510778306055,0.9377351971062095,5.717364743456481,4.755636538044898,0.9617282054115798,0.16821179836607011,14.044950752563562,384,1.0,5,0.013020833333333334,f9efbe919a12f16bf80ad1d66ab4b23e93068d69991cf97e066f4a192fac3fa8
aligned_short080_seed7,aligned,7,new_once,new_once,fixed,7f5f1d09bb5db576ec94ca5ef6addd94072c21d3a35dfae76375303769dbc938,1,128,short,SS,0.19842403316227472,6240,26353.209530196145,26355.471864205556,0.9999141607472988,0.9999186460023888,0.9359946813627976,0.9999999999999948,1.0000000000000486,0.0003625535270495292,0.0003625535270495292,0.0,0.0,0.0,6240,1.0,10,0.0016025641025641025,8edabe9caa80ab1cf668b5c893d34c839f64309ded172ce86ecd0352067b33bf
aligned_short080_seed7,aligned,7,new_once,new_once,fixed,7f5f1d09bb5db576ec94ca5ef6addd94072c21d3a35dfae76375303769dbc938,1,256,short,SS,0.26207225977587617,6240,34806.49528113082,34808.268542067766,0.9999490563302565,0.9999510820752976,0.95145466782828,0.9999999999997392,0.9999999999999838,0.0002841764322916666,0.0002841764322916666,0.0,0.0,0.0,6240,1.0,8,0.001282051282051282,8858999a1e5bb25b61b7f558ddd3c2f1730cedef5ac4da0e18644fce5642c3e6
aligned_short080_seed7,aligned,7,new_once,new_once,fixed,7f5f1d09bb5db576ec94ca5ef6addd94072c21d3a35dfae76375303769dbc938,1,384,short,SS,0.3380762659465614,6240,44900.78410204366,44902.85820853643,0.9999538090318629,0.9999549605789594,0.96465877766736,0.999999999999787,0.9999999999999766,0.0003323888612404848,0.0003323888612404848,0.0,0.0,0.0,6240,1.0,12,0.0019230769230769232,924c713e437f9686ca4579e50b8bedcf43edda42d28e7a33c4548dc8fd1a4945
aligned_short080_seed7,aligned,7,new_once,new_once,fixed,7f5f1d09bb5db576ec94ca5ef6addd94072c21d3a35dfae76375303769dbc938,192,256,long,LS,0.20142744111531447,384,26752.09991574931,28942.370828999352,0.9243230305426307,0.9261691004158141,0.7573137376660933,0.8120061512222861,0.9379662642373485,5.703830503255289,4.848233608938137,0.855596894317148,0.15000391295443333,16.131039675661153,384,1.0,5,0.013020833333333334,f9efbe919a12f16bf80ad1d66ab4b23e93068d69991cf97e066f4a192fac3fa8
aligned_short080_seed123,aligned,123,baseline,baseline,fixed,8be65a94a923a8aab4dc160df2ec069ecc6330732f10fd065b1c4aa1f2dc37ff,1,128,short,SS,0.1984240331622753,6240,26353.209530196145,31792.669248137077,0.8289083664071503,0.8570000923316038,0.30010134252384635,0.5861083477283953,0.8863412092567621,0.8717082881311282,0.08496159118317698,0.7867466969479531,0.9025343772223092,2.982343660834504,5558,0.8907051282051283,15,0.002403846153846154,0290e0548f295b337a16c0316ac6780ee9ff97016be74ee86d5ab7078de9c45c
