label,family,seed,strategy,policy_strategy,assignment,input_fingerprint,status,path,sha256,every_core_and_policy_hash_matches_current_frozen_source,stress_runner_sha256,submit_seed,makespan_ms,reassigned_request_count,assigned_ideal_compute_ms_by_npu,assigned_mean_hottest_ssu_rho,assigned_mean_largest_link_rho,execution_input_fingerprint,policy_config,input_and_execution_placement_fingerprint,fleet_full_run_utilization
aligned_short072_seed7,aligned,7,baseline,baseline,fixed,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,complete,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/mixed_varied/local/runs/aligned_short072_seed7/baseline/aligned_short072_seed7_6c4eb0afd380_baseline_ffe76c7072.json.gz,9cddf7306739f1ff6396a1765ce0c1659d62b3e7808c2872191fdc3fb1fd8db2,True,94704edf908fbf90b9e39f5b26f94ad59c0c5dcfc4c1b981e1a2860921c2946d,7,5489.517764332621,0,"[4449.416849530458, 4449.416849530461, 4449.416849530466, 4449.416849530461, 4449.41684953046, 4449.416849530469, 4449.416849530462, 4449.416849530465, 4449.4168495304575, 4449.4168495304575, 4449.416849530468, 4449.416849530473, 4449.416849530461, 4449.416849530453, 4449.416849530464, 4449.416849530458, 4449.416849530469, 4449.416849530467, 4449.416849530463, 4449.416849530469, 4449.416849530461, 4449.416849530458, 4449.416849530461, 4449.416849530466, 4449.41684953046, 4449.416849530459, 4449.416849530461, 4449.416849530457, 4449.4168495304575, 4449.416849530465, 4449.4168495304675, 4449.416849530464]",0.9354170866940047,0.1870834173388013,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,"{'assignment': 'pipeline', 'joint_rule': 'urgent_short', 'queue_window_ms': 1.0}",329fd92525e94d13c0c299797b803811b4f3f4083a042fadb1d55ea28678a509,0.810529638585035
aligned_short072_seed7,aligned,7,once,once,fixed,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,complete,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/mixed_varied/local/runs/aligned_short072_seed7/once/aligned_short072_seed7_6c4eb0afd380_once_d8f13cde8c.json.gz,d0aedbe3d842d0382581843c5cf82200fcd3f69b8a14e2efe339b919589ea65e,True,94704edf908fbf90b9e39f5b26f94ad59c0c5dcfc4c1b981e1a2860921c2946d,7,4891.038085829525,0,"[4449.416849530458, 4449.416849530461, 4449.416849530466, 4449.416849530461, 4449.41684953046, 4449.416849530469, 4449.416849530462, 4449.416849530465, 4449.4168495304575, 4449.4168495304575, 4449.416849530468, 4449.416849530473, 4449.416849530461, 4449.416849530453, 4449.416849530464, 4449.416849530458, 4449.416849530469, 4449.416849530467, 4449.416849530463, 4449.416849530469, 4449.416849530461, 4449.416849530458, 4449.416849530461, 4449.416849530466, 4449.41684953046, 4449.416849530459, 4449.416849530461, 4449.416849530457, 4449.4168495304575, 4449.416849530465, 4449.4168495304675, 4449.416849530464]",0.9354170866940047,0.1870834173388013,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,"{'assignment': 'pipeline', 'joint_rule': 'urgent_short', 'queue_window_ms': 1.0}",329fd92525e94d13c0c299797b803811b4f3f4083a042fadb1d55ea28678a509,0.9097080765781899
aligned_short072_seed7,aligned,7,new_once,new_once,fixed,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,complete,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/mixed_varied/local/runs/aligned_short072_seed7/new_once/aligned_short072_seed7_6c4eb0afd380_new_once_d6233f2cac.json.gz,5de32b9a38e0f23719117764c17e6883d7278f473308488f6d87a15492cdc413,True,94704edf908fbf90b9e39f5b26f94ad59c0c5dcfc4c1b981e1a2860921c2946d,7,4785.349549561122,0,"[4449.416849530458, 4449.416849530461, 4449.416849530466, 4449.416849530461, 4449.41684953046, 4449.416849530469, 4449.416849530462, 4449.416849530465, 4449.4168495304575, 4449.4168495304575, 4449.416849530468, 4449.416849530473, 4449.416849530461, 4449.416849530453, 4449.416849530464, 4449.416849530458, 4449.416849530469, 4449.416849530467, 4449.416849530463, 4449.416849530469, 4449.416849530461, 4449.416849530458, 4449.416849530461, 4449.416849530466, 4449.41684953046, 4449.416849530459, 4449.416849530461, 4449.416849530457, 4449.4168495304575, 4449.416849530465, 4449.4168495304675, 4449.416849530464]",0.9354170866940047,0.1870834173388013,6c4eb0afd380c45c3ef52476cc08377781acabd87f42a21539c33bf98430138a,"{'assignment': 'pipeline', 'joint_rule': 'urgent_short', 'queue_window_ms': 1.0}",329fd92525e94d13c0c299797b803811b4f3f4083a042fadb1d55ea28678a509,0.9297997572483951
aligned_short072_seed123,aligned,123,baseline,baseline,fixed,6df4101c4a31f320845a69a4ff1a70b97c66d76573c76a8b36b1f15b0a7e62ca,complete,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/mixed_varied/local/runs/aligned_short072_seed123/baseline/aligned_short072_seed123_6df4101c4a31_baseline_ffe76c7072.json.gz,79a59cb8779012b541d3ba7286958230c20d5e420be22b6933a3eb97d3aa0575,True,94704edf908fbf90b9e39f5b26f94ad59c0c5dcfc4c1b981e1a2860921c2946d,123,5443.517357561504,0,"[4449.416849530464, 4449.4168495304675, 4449.416849530461, 4449.416849530467, 4449.416849530466, 4449.416849530459, 4449.416849530454, 4449.416849530459, 4449.416849530465, 4449.416849530461, 4449.41684953046, 4449.416849530462, 4449.416849530462, 4449.4168495304675, 4449.41684953046, 4449.416849530461, 4449.416849530467, 4449.416849530456, 4449.416849530465, 4449.41684953046, 4449.41684953046, 4449.416849530471, 4449.416849530462, 4449.41684953046, 4449.416849530474, 4449.416849530461, 4449.416849530464, 4449.4168495304575, 4449.416849530459, 4449.416849530466, 4449.416849530463, 4449.416849530463]",0.9354170866940045,0.1870834173388012,6df4101c4a31f320845a69a4ff1a70b97c66d76573c76a8b36b1f15b0a7e62ca,"{'assignment': 'pipeline', 'joint_rule': 'urgent_short', 'queue_window_ms': 1.0}",513580ec7982a18f9f34024dc5385a37fae7a5e2c793bf39c17a19ba06485faf,0.8173790138374483
aligned_short072_seed123,aligned,123,once,once,fixed,6df4101c4a31f320845a69a4ff1a70b97c66d76573c76a8b36b1f15b0a7e62ca,complete,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/mixed_varied/local/runs/aligned_short072_seed123/once/aligned_short072_seed123_6df4101c4a31_once_d8f13cde8c.json.gz,4a03eeabca9d4d72f293b35a126cc03c94a0037e203f50ad8a20677417142d21,True,94704edf908fbf90b9e39f5b26f94ad59c0c5dcfc4c1b981e1a2860921c2946d,123,4749.4956393199855,0,"[4449.416849530464, 4449.4168495304675, 4449.416849530461, 4449.416849530467, 4449.416849530466, 4449.416849530459, 4449.416849530454, 4449.416849530459, 4449.416849530465, 4449.416849530461, 4449.41684953046, 4449.416849530462, 4449.416849530462, 4449.4168495304675, 4449.41684953046, 4449.416849530461, 4449.416849530467, 4449.416849530456, 4449.416849530465, 4449.41684953046, 4449.41684953046, 4449.416849530471, 4449.416849530462, 4449.41684953046, 4449.416849530474, 4449.416849530461, 4449.416849530464, 4449.4168495304575, 4449.416849530459, 4449.416849530466, 4449.416849530463, 4449.416849530463]",0.9354170866940045,0.1870834173388012,6df4101c4a31f320845a69a4ff1a70b97c66d76573c76a8b36b1f15b0a7e62ca,"{'assignment': 'pipeline', 'joint_rule': 'urgent_short', 'queue_window_ms': 1.0}",513580ec7982a18f9f34024dc5385a37fae7a5e2c793bf39c17a19ba06485faf,0.9368188092847064
aligned_short072_seed123,aligned,123,new_once,new_once,fixed,6df4101c4a31f320845a69a4ff1a70b97c66d76573c76a8b36b1f15b0a7e62ca,complete,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/mixed_varied/local/runs/aligned_short072_seed123/new_once/aligned_short072_seed123_6df4101c4a31_new_once_d6233f2cac.json.gz,1e5ca8ad0bb0d37ca6db87ed5c8535649cf0cd5e814c3f437c59ddeb399fb2e8,True,94704edf908fbf90b9e39f5b26f94ad59c0c5dcfc4c1b981e1a2860921c2946d,123,4668.790582049323,0,"[4449.416849530464, 4449.4168495304675, 4449.416849530461, 4449.416849530467, 4449.416849530466, 4449.416849530459, 4449.416849530454, 4449.416849530459, 4449.416849530465, 4449.416849530461, 4449.41684953046, 4449.416849530462, 4449.416849530462, 4449.4168495304675, 4449.41684953046, 4449.416849530461, 4449.416849530467, 4449.416849530456, 4449.416849530465, 4449.41684953046, 4449.41684953046, 4449.416849530471, 4449.416849530462, 4449.41684953046, 4449.416849530474, 4449.416849530461, 4449.416849530464, 4449.4168495304575, 4449.416849530459, 4449.416849530466, 4449.416849530463, 4449.416849530463]",0.9354170866940045,0.1870834173388012,6df4101c4a31f320845a69a4ff1a70b97c66d76573c76a8b36b1f15b0a7e62ca,"{'assignment': 'pipeline', 'joint_rule': 'urgent_short', 'queue_window_ms': 1.0}",513580ec7982a18f9f34024dc5385a37fae7a5e2c793bf39c17a19ba06485faf,0.9530127281009084
aligned_short080_seed7,aligned,7,baseline,baseline,fixed,7f5f1d09bb5db576ec94ca5ef6addd94072c21d3a35dfae76375303769dbc938,complete,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/mixed_varied/local/runs/aligned_short080_seed7/baseline/aligned_short080_seed7_7f5f1d09bb5d_baseline_ffe76c7072.json.gz,6338ae3483d9bd8ca2c45a8bb74d296b51851dc679088a7dc64a02a327ae01cf,True,94704edf908fbf90b9e39f5b26f94ad59c0c5dcfc4c1b981e1a2860921c2946d,7,4657.309616568814,0,"[4150.393400909969, 4150.3934009099685, 4150.393400909969, 4150.39340090997, 4150.393400909966, 4150.393400909969, 4150.393400909968, 4150.393400909971, 4150.393400909966, 4150.3934009099685, 4150.3934009099685, 4150.393400909968, 4150.39340090997, 4150.39340090997, 4150.393400909967, 4150.393400909965, 4150.3934009099685, 4150.3934009099685, 4150.393400909966, 4150.393400909968, 4150.393400909973, 4150.3934009099685, 4150.393400909971, 4150.3934009099685, 4150.393400909968, 4150.393400909969, 4150.393400909966, 4150.393400909965, 4150.393400909972, 4150.393400909972, 4150.393400909965, 4150.3934009099685]",0.7091112904302594,0.14182225808605195,7f5f1d09bb5db576ec94ca5ef6addd94072c21d3a35dfae76375303769dbc938,"{'assignment': 'pipeline', 'joint_rule': 'urgent_short', 'queue_window_ms': 1.0}",d66a94c0e80a56e1d19eced7b0a2a8ba07ee1338d6b7e332f8aedcd95530ba1a,0.8911568572002948
aligned_short080_seed7,aligned,7,once,once,fixed,7f5f1d09bb5db576ec94ca5ef6addd94072c21d3a35dfae76375303769dbc938,complete,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/mixed_varied/local/runs/aligned_short080_seed7/once/aligned_short080_seed7_7f5f1d09bb5d_once_d8f13cde8c.json.gz,b00df8805ad3ba0c0b9dd91df55e94a75e4e07affafc344f122ff66b2935daa9,True,94704edf908fbf90b9e39f5b26f94ad59c0c5dcfc4c1b981e1a2860921c2946d,7,4295.671165809287,0,"[4150.393400909969, 4150.3934009099685, 4150.393400909969, 4150.39340090997, 4150.393400909966, 4150.393400909969, 4150.393400909968, 4150.393400909971, 4150.393400909966, 4150.3934009099685, 4150.3934009099685, 4150.393400909968, 4150.39340090997, 4150.39340090997, 4150.393400909967, 4150.393400909965, 4150.3934009099685, 4150.3934009099685, 4150.393400909966, 4150.393400909968, 4150.393400909973, 4150.3934009099685, 4150.393400909971, 4150.3934009099685, 4150.393400909968, 4150.393400909969, 4150.393400909966, 4150.393400909965, 4150.393400909972, 4150.393400909972, 4150.393400909965, 4150.3934009099685]",0.7091112904302594,0.14182225808605195,7f5f1d09bb5db576ec94ca5ef6addd94072c21d3a35dfae76375303769dbc938,"{'assignment': 'pipeline', 'joint_rule': 'urgent_short', 'queue_window_ms': 1.0}",d66a94c0e80a56e1d19eced7b0a2a8ba07ee1338d6b7e332f8aedcd95530ba1a,0.9661804269248008
aligned_short080_seed7,aligned,7,new_once,new_once,fixed,7f5f1d09bb5db576ec94ca5ef6addd94072c21d3a35dfae76375303769dbc938,complete,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/mixed_varied/local/runs/aligned_short080_seed7/new_once/aligned_short080_seed7_7f5f1d09bb5d_new_once_d6233f2cac.json.gz,79b5b9b67e34f892d386a59ba981649b22da2404b97d9236aeb33fe3989579f7,True,94704edf908fbf90b9e39f5b26f94ad59c0c5dcfc4c1b981e1a2860921c2946d,7,4236.997247700657,0,"[4150.393400909969, 4150.3934009099685, 4150.393400909969, 4150.39340090997, 4150.393400909966, 4150.393400909969, 4150.393400909968, 4150.393400909971, 4150.393400909966, 4150.3934009099685, 4150.3934009099685, 4150.393400909968, 4150.39340090997, 4150.39340090997, 4150.393400909967, 4150.393400909965, 4150.3934009099685, 4150.3934009099685, 4150.393400909966, 4150.393400909968, 4150.393400909973, 4150.3934009099685, 4150.393400909971, 4150.3934009099685, 4150.393400909968, 4150.393400909969, 4150.393400909966, 4150.393400909965, 4150.393400909972, 4150.393400909972, 4150.393400909965, 4150.3934009099685]",0.7091112904302594,0.14182225808605195,7f5f1d09bb5db576ec94ca5ef6addd94072c21d3a35dfae76375303769dbc938,"{'assignment': 'pipeline', 'joint_rule': 'urgent_short', 'queue_window_ms': 1.0}",d66a94c0e80a56e1d19eced7b0a2a8ba07ee1338d6b7e332f8aedcd95530ba1a,0.9795600889669019
aligned_short080_seed123,aligned,123,baseline,baseline,fixed,8be65a94a923a8aab4dc160df2ec069ecc6330732f10fd065b1c4aa1f2dc37ff,complete,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/mixed_varied/local/runs/aligned_short080_seed123/baseline/aligned_short080_seed123_8be65a94a923_baseline_ffe76c7072.json.gz,62465bbbb912078a7c97faf6ad042fcb506da3c876cb3ba4227e6e101308f60a,True,94704edf908fbf90b9e39f5b26f94ad59c0c5dcfc4c1b981e1a2860921c2946d,123,4638.663716186245,0,"[4150.3934009099685, 4150.393400909968, 4150.393400909967, 4150.393400909969, 4150.39340090997, 4150.393400909966, 4150.393400909967, 4150.393400909971, 4150.393400909972, 4150.393400909968, 4150.393400909971, 4150.3934009099685, 4150.393400909966, 4150.393400909968, 4150.393400909972, 4150.393400909968, 4150.39340090997, 4150.3934009099685, 4150.393400909969, 4150.393400909969, 4150.393400909967, 4150.393400909966, 4150.393400909966, 4150.393400909968, 4150.393400909969, 4150.393400909966, 4150.393400909966, 4150.393400909966, 4150.393400909966, 4150.3934009099685, 4150.39340090997, 4150.393400909972]",0.7091112904302594,0.14182225808605195,8be65a94a923a8aab4dc160df2ec069ecc6330732f10fd065b1c4aa1f2dc37ff,"{'assignment': 'pipeline', 'joint_rule': 'urgent_short', 'queue_window_ms': 1.0}",6bdc57acee2b0bdf9f8ce9616a003f93b20e96821d30e600267b93a99ac6562d,0.8947390142613065
