order,strategy,request_id,npu_id,role,admission_ms,completion_ms,ttft_ms,ideal_ms,ratio,slo_1p5_pass
ordered,once,1000016,1,B,3866.7639387527715,4095.506674719819,228.74273596704734,228.74273596704626,1.0,True
ordered,once,2000009,2,A,2000.5087955378604,2048.700887926574,48.19209238871372,48.19209238871334,1.0,True
ordered,once,2000010,2,B,2048.700887926574,2277.4436238936214,228.74273596704734,228.74273596704626,1.0,True
ordered,once,2000011,2,B,2277.4436238936214,2506.1863598606687,228.74273596704734,228.74273596704626,1.0,True
ordered,once,2000012,2,A,2506.1863598606687,2634.6027309456326,128.41637108496388,48.19209238871334,2.6646772264870404,False
ordered,once,2000013,2,B,2634.6027309456326,2863.34546691268,228.74273596704734,228.74273596704626,1.0,True
ordered,once,2000014,2,B,2863.34546691268,3092.0882028797273,228.74273596704734,228.74273596704626,1.0,True
ordered,once,2000015,2,A,3092.0882028797273,3316.5733488047917,224.48514592506444,48.19209238871334,4.658132378116854,False
ordered,once,2000016,2,B,3316.5733488047917,3545.316084771839,228.74273596704734,228.74273596704626,1.0,True
ordered,once,2000017,2,B,3545.316084771839,3774.0588207388864,228.74273596704734,228.74273596704626,1.0,True
ordered,once,2000018,2,A,3774.0588207388864,4002.0927419510135,228.0339212121271,48.19209238871334,4.731770502364263,False
ordered,once,3000008,3,B,2028.0344701176898,2256.777206084737,228.7427359670471,228.74273596704626,1.0,True
ordered,once,3000009,3,A,2256.777206084737,2425.530494812083,168.753288727346,48.19209238871334,3.501680055022227,False
ordered,once,3000010,3,B,2425.530494812083,2654.307463589453,228.77696877737026,228.74273596704626,1.0001496563822203,True
