order,strategy,request_id,npu_id,role,admission_ms,completion_ms,ttft_ms,ideal_ms,ratio,slo_1p5_pass
random,asu_baseline,11,0,A,2097.9906494523925,2202.679533066162,104.68888361376958,48.19209238871334,2.1723249276947323,False
random,asu_baseline,12,0,B,2202.679533066162,2432.1968872453626,229.51735417920054,228.74273596704626,1.0033864166609683,True
random,asu_baseline,13,0,A,2432.1968872453626,2508.180664205832,75.98377696046919,48.19209238871334,1.5766855762889578,False
random,asu_baseline,14,0,B,2508.180664205832,2741.807744337181,233.62708013134898,228.74273596704626,1.0213530022872788,True
random,asu_baseline,15,0,B,2741.807744337181,2970.550480304228,228.74273596704734,228.74273596704626,1.0,True
random,asu_baseline,16,0,B,2970.550480304228,3199.2932162712755,228.74273596704734,228.74273596704626,1.0,True
random,asu_baseline,17,0,B,3199.2932162712755,3428.035952238323,228.74273596704734,228.74273596704626,1.0,True
random,asu_baseline,18,0,B,3428.035952238323,3656.77868820537,228.74273596704734,228.74273596704626,1.0,True
random,asu_baseline,19,0,B,3656.77868820537,3885.5214241724175,228.74273596704734,228.74273596704626,1.0,True
random,asu_baseline,20,0,B,3885.5214241724175,4114.264160139464,228.74273596704688,228.74273596704626,1.0,True
random,asu_baseline,1000011,1,A,2093.5687286760253,2195.0895062106933,101.52077753466801,48.19209238871334,2.1065858007535763,False
random,asu_baseline,1000012,1,B,2195.0895062106933,2427.4619324113783,232.3724262006849,228.74273596704626,1.0158680021828608,True
random,asu_baseline,1000013,1,A,2427.4619324113783,2501.517151022238,74.05521861085981,48.19209238871334,1.5366674269615994,False
random,asu_baseline,1000014,1,A,2501.517151022238,2604.9753266814178,103.45817565917969,48.19209238871334,2.1467873779933604,False
random,asu_baseline,1000015,1,A,2604.9753266814178,2724.1750031950896,119.19967651367188,48.19209238871334,2.47342812078416,False
random,asu_baseline,1000016,1,B,2724.1750031950896,2959.2371724377667,235.0621692426771,228.74273596704626,1.0276268151157433,True
random,asu_baseline,1000017,1,B,2959.2371724377667,3187.979908404814,228.74273596704734,228.74273596704626,1.0,True
random,asu_baseline,1000018,1,A,3187.979908404814,3249.3429644609764,61.36305605616235,48.19209238871334,1.2733013449844246,True
random,asu_baseline,1000019,1,B,3249.3429644609764,3479.6575903686926,230.31462590771616,228.74273596704626,1.0068718682323374,True
random,asu_baseline,1000020,1,A,3479.6575903686926,3617.888954451211,138.2313640825182,48.19209238871334,2.8683411993726216,False
random,asu_baseline,1000021,1,B,3617.888954451211,3857.7288794311926,239.8399249799818,228.74273596704626,1.0485138422692217,True
random,asu_baseline,1000022,1,B,3857.7288794311926,4086.47161539824,228.74273596704734,228.74273596704626,1.0,True
random,asu_baseline,2000011,2,B,2181.217089431395,2409.9598253984423,228.74273596704734,228.74273596704626,1.0,True
random,asu_baseline,2000012,2,B,2409.9598253984423,2638.7025613654896,228.74273596704734,228.74273596704626,1.0,True
random,asu_baseline,2000013,2,A,2638.7025613654896,2752.2943574431365,113.5917960776469,48.19209238871334,2.3570629629737816,False
random,asu_baseline,2000014,2,A,2752.2943574431365,2811.2378862554174,58.943528812280874,48.19209238871334,1.223095447627535,True
random,asu_baseline,2000015,2,B,2811.2378862554174,3039.9806222224647,228.74273596704734,228.74273596704626,1.0,True
random,asu_baseline,2000016,2,A,3039.9806222224647,3088.1727146111766,48.1920923887119,48.19209238871334,1.0,True
