case,strategy,seed,order_mode,npu,ssu,complete_native_run,has_extended_windows,request_count,makespan_ms,input_fingerprint,manifest_sha256,source_unchanged_during_run,current_source_files_match,window,start_ms,end_ms,available,first_npu_finishes_ms,ends_before_first_npu_finishes,duration_ms,U_percent,SLO_1p5_percent,admitted_count,passed_count,completed_after_window_count,all_npus_active,mixed_npu_count,all_npus_compute_AB,missing_A_npu_ids,missing_B_npu_ids,inactive_npu_ids,nominal_strict_under40,nominal_peak_GB_s,any_ssu_over40_percent,any_ssu_at_or_above40_percent,internal_stall_card_ms,layer0_stall_card_ms,per_npu_U_percent,valid_all_active_mixed_underload_window,A_admitted_count,A_passed_count,A_SLO_1p5_percent,B_admitted_count,B_passed_count,B_SLO_1p5_percent,SSU0_nominal_peak_GB_s,SSU0_nominal_mean_GB_s,SSU0_over40_percent,SSU1_nominal_peak_GB_s,SSU1_nominal_mean_GB_s,SSU1_over40_percent,SSU2_nominal_peak_GB_s,SSU2_nominal_mean_GB_s,SSU2_over40_percent,SSU3_nominal_peak_GB_s,SSU3_nominal_mean_GB_s,SSU3_over40_percent,reason
A200m1024_B32m1024_s4_r13_random_seed7,asu_baseline,7,random,16,4,True,False,1792,12858.741114482274,41b286aec9fc5632f9140565c9fe26a49a7fdc934d105258f90b480f78bab36f,ea427701cb83a44c5c9fb660302818f99d972219e68952c6a1f9b3f697694333,True,True,steady_2_10,2000.0,10000.0,True,12838.949794048063,True,8000.0,99.89491632577027,100.0,1122,1122,16,True,16,True,,,,True,33.98587123045172,0.0,0.0,60.07824611988781,74.42885689415834,"[99.94691907223188, 99.85365687688913, 99.87597004302447, 99.89618218022655, 99.95409696137726, 99.85844577798834, 99.85910543039506, 99.92249002983651, 99.88004408384359, 99.9062818477961, 99.91682355592594, 99.91294535341333, 99.84801574171924, 99.88100314332914, 99.87093970016643, 99.93574141416141]",True,282,282,100.0,840,840,100.0,33.216045953925125,30.907920308200243,0.0,33.98587123045172,30.323334878544713,0.0,30.899334553731116,28.605835108919987,0.0,30.574637391986723,27.849347454585512,0.0,
A200m1024_B32m1024_s4_r13_random_seed7,asu_baseline,7,random,16,4,True,False,1792,12858.741114482274,41b286aec9fc5632f9140565c9fe26a49a7fdc934d105258f90b480f78bab36f,ea427701cb83a44c5c9fb660302818f99d972219e68952c6a1f9b3f697694333,True,True,late_4_10,4000.0,10000.0,True,12838.949794048063,True,6000.0,99.94155477418211,100.0,840,840,16,True,16,True,,,,True,33.98587123045172,0.0,0.0,18.18541909722626,37.92199768795217,"[99.95994514355931, 99.89585408036271, 99.87044407991884, 99.99284625726858, 99.96346431483765, 99.87660378375799, 99.99948709391711, 99.89665337311534, 99.9120982195154, 99.95497065668894, 99.9637990971876, 99.9638805059777, 99.96062793112392, 99.94631266298353, 99.94820416045748, 99.95968502624154]",True,213,213,100.0,627,627,100.0,33.216045953925125,30.913744220232484,0.0,33.98587123045172,30.335420756199944,0.0,30.899334553731116,28.609891961432396,0.0,30.574637391986723,27.873928482403766,0.0,
A200m1024_B32m1024_s4_r13_random_seed7,asu_baseline,7,random,16,4,True,False,1792,12858.741114482274,41b286aec9fc5632f9140565c9fe26a49a7fdc934d105258f90b480f78bab36f,ea427701cb83a44c5c9fb660302818f99d972219e68952c6a1f9b3f697694333,True,True,long_2_60,2000.0,60000.0,False,12838.949794048063,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,requested window extends beyond complete finite trajectory; not clipped
A200m1024_B32m1024_s4_r13_random_seed7,asu_baseline,7,random,16,4,True,False,1792,12858.741114482274,41b286aec9fc5632f9140565c9fe26a49a7fdc934d105258f90b480f78bab36f,ea427701cb83a44c5c9fb660302818f99d972219e68952c6a1f9b3f697694333,True,True,late_20_40,20000.0,40000.0,False,12838.949794048063,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,requested window extends beyond complete finite trajectory; not clipped
A200m1024_B32m1024_s4_r13_random_seed7,asu_baseline,7,random,16,4,True,False,1792,12858.741114482274,41b286aec9fc5632f9140565c9fe26a49a7fdc934d105258f90b480f78bab36f,ea427701cb83a44c5c9fb660302818f99d972219e68952c6a1f9b3f697694333,True,True,late_20_60,20000.0,60000.0,False,12838.949794048063,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,requested window extends beyond complete finite trajectory; not clipped
A200m1024_B32m1024_s4_r13_random_seed7,asu_baseline,7,random,16,4,True,False,1792,12858.741114482274,41b286aec9fc5632f9140565c9fe26a49a7fdc934d105258f90b480f78bab36f,ea427701cb83a44c5c9fb660302818f99d972219e68952c6a1f9b3f697694333,True,True,late_40_60,40000.0,60000.0,False,12838.949794048063,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,requested window extends beyond complete finite trajectory; not clipped
A200m1024_B32m1024_s4_r13_random_seed7,asu_baseline,7,random,16,4,True,False,1792,12858.741114482274,41b286aec9fc5632f9140565c9fe26a49a7fdc934d105258f90b480f78bab36f,ea427701cb83a44c5c9fb660302818f99d972219e68952c6a1f9b3f697694333,True,True,planned_2_horizon,2000.0,12000.0,True,12838.949794048063,True,10000.0,99.87194496518073,100.0,1403,1403,16,True,16,True,,,,True,33.98587123045172,0.0,0.0,95.57515420107939,109.31290150972109,"[99.89329798965039, 99.79394642831039, 99.89936050920437, 99.91694574418125, 99.8248836109158, 99.88675662239068, 99.8743745883284, 99.93799202386921, 99.87954245488702, 99.9168550354489, 99.90307060097945, 99.9024012398856, 99.8145686938721, 99.84699271391621, 99.81717076961637, 99.84296041743585]",True,350,350,100.0,1053,1053,100.0,33.216045953925125,30.887737859670935,0.0,33.98587123045172,30.294823141090415,0.0,30.899334553731116,28.62080368097625,0.0,30.574637391986723,27.872312456022087,0.0,
A200m1024_B32m1024_s4_r13_random_seed7,asu_baseline,7,random,16,4,True,False,1792,12858.741114482274,41b286aec9fc5632f9140565c9fe26a49a7fdc934d105258f90b480f78bab36f,ea427701cb83a44c5c9fb660302818f99d972219e68952c6a1f9b3f697694333,True,True,full,0.0,12858.741114482274,True,12838.949794048063,False,12858.741114482274,99.6682374818302,100.0,1792,1792,0,False,16,True,,,"0,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True,33.98587123045172,0.0,0.0,248.0513928451071,253.34030503098833,"[99.66823748182995, 99.66823748183043, 99.66823748183013, 99.6682374818303, 99.66823748183013, 99.6682374818303, 99.66823748182973, 99.66823748183023, 99.66823748183013, 99.6682374818298, 99.66823748183049, 99.66823748183009, 99.66823748183035, 99.66823748183013, 99.66823748183042, 99.66823748183046]",False,448,448,100.0,1344,1344,100.0,33.72645464919243,30.886119307637443,0.0,33.98587123045172,30.248759163072826,0.0,31.942602626727933,28.60491561898791,0.0,30.574637391986723,27.87048803544071,0.0,
A200m1024_B32m1024_s4_r14_random_seed7,asu_baseline,7,random,16,4,True,False,2000,12938.451366057343,cbcfb413ba651f0168a16e6195709e26487bd4ad0566d0129dfed7040e80299c,629db421a892b686a410ecd8d53701f3b807c79639250033c7727ac133ca25ff,True,True,warm_2_4,2000.0,4000.0,True,12908.415819801749,True,2000.0,99.889063204514,100.0,314,314,16,True,16,True,,,,True,33.473158705299454,0.0,0.0,11.613788574770751,23.885985980746682,"[99.88296459229726, 99.76677472735605, 99.79873843274758, 99.79636603382254, 99.94757954235408, 99.84720052687744, 100.0, 99.96792431555602, 99.9208380376085, 99.95645356895474, 99.89795932592605, 99.91887032752744, 99.9968921252127, 99.89756229540525, 99.78932683657486, 99.83956058400359]",True,62,62,100.0,252,252,100.0,33.473158705299454,30.43910513490201,0.0,31.854678600695788,29.537174842850145,0.0,31.632423487881205,28.238025223208528,0.0,29.649835086643215,27.25608056491853,0.0,
A200m1024_B32m1024_s4_r14_random_seed7,asu_baseline,7,random,16,4,True,False,2000,12938.451366057343,cbcfb413ba651f0168a16e6195709e26487bd4ad0566d0129dfed7040e80299c,629db421a892b686a410ecd8d53701f3b807c79639250033c7727ac133ca25ff,True,True,steady_2_10,2000.0,10000.0,True,12908.415819801749,True,8000.0,99.90873456171906,100.0,1250,1250,16,True,16,True,,,,True,33.473158705299454,0.0,0.0,45.92459607945648,70.89516492016764,"[99.85587915279496, 99.92862215644458, 99.87026285981929, 99.80996589066987, 99.9466364988344, 99.92743328460094, 99.98832829715417, 99.97838231175126, 99.93618244055787, 99.88071532555742, 99.907261278684, 99.8900031858546, 99.89534860761135, 99.96517850958443, 99.82152782580391, 99.93802536178167]",True,246,246,100.0,1004,1004,100.0,33.473158705299454,30.290541236177663,0.0,33.10318193423161,29.60436206444115,0.0,31.632423487881205,28.1424395866603,0.0,29.649835086643215,27.402300112461223,0.0,
A200m1024_B32m1024_s4_r14_random_seed7,asu_baseline,7,random,16,4,True,False,2000,12938.451366057343,cbcfb413ba651f0168a16e6195709e26487bd4ad0566d0129dfed7040e80299c,629db421a892b686a410ecd8d53701f3b807c79639250033c7727ac133ca25ff,True,True,late_4_10,4000.0,10000.0,True,12908.415819801749,True,6000.0,99.91529168078738,100.0,936,936,16,True,16,True,,,,True,33.143502721105946,0.0,0.0,34.31080750468573,47.00917893942096,"[99.84685067296084, 99.98257129947406, 99.89410433550987, 99.81449917628565, 99.9463221509945, 99.95417753717543, 99.98443772953888, 99.98186831048302, 99.94129724154098, 99.855469244425, 99.91036192960333, 99.88038080529698, 99.86150076841092, 99.98771724764417, 99.83226148888026, 99.97084695437437]",True,184,184,100.0,752,752,100.0,33.143502721105946,30.241019936602903,0.0,33.10318193423161,29.626757804971476,0.0,30.646011528118283,28.11057770781088,0.0,29.6252733373809,27.45103996164212,0.0,
A200m1024_B32m1024_s4_r14_random_seed7,asu_baseline,7,random,16,4,True,False,2000,12938.451366057343,cbcfb413ba651f0168a16e6195709e26487bd4ad0566d0129dfed7040e80299c,629db421a892b686a410ecd8d53701f3b807c79639250033c7727ac133ca25ff,True,True,long_2_60,2000.0,60000.0,False,12908.415819801749,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,requested window extends beyond complete finite trajectory; not clipped
A200m1024_B32m1024_s4_r14_random_seed7,asu_baseline,7,random,16,4,True,False,2000,12938.451366057343,cbcfb413ba651f0168a16e6195709e26487bd4ad0566d0129dfed7040e80299c,629db421a892b686a410ecd8d53701f3b807c79639250033c7727ac133ca25ff,True,True,late_20_40,20000.0,40000.0,False,12908.415819801749,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,requested window extends beyond complete finite trajectory; not clipped
A200m1024_B32m1024_s4_r14_random_seed7,asu_baseline,7,random,16,4,True,False,2000,12938.451366057343,cbcfb413ba651f0168a16e6195709e26487bd4ad0566d0129dfed7040e80299c,629db421a892b686a410ecd8d53701f3b807c79639250033c7727ac133ca25ff,True,True,late_20_60,20000.0,60000.0,False,12908.415819801749,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,requested window extends beyond complete finite trajectory; not clipped
A200m1024_B32m1024_s4_r14_random_seed7,asu_baseline,7,random,16,4,True,False,2000,12938.451366057343,cbcfb413ba651f0168a16e6195709e26487bd4ad0566d0129dfed7040e80299c,629db421a892b686a410ecd8d53701f3b807c79639250033c7727ac133ca25ff,True,True,late_40_60,40000.0,60000.0,False,12908.415819801749,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,requested window extends beyond complete finite trajectory; not clipped
A200m1024_B32m1024_s4_r14_random_seed7,asu_baseline,7,random,16,4,True,False,2000,12938.451366057343,cbcfb413ba651f0168a16e6195709e26487bd4ad0566d0129dfed7040e80299c,629db421a892b686a410ecd8d53701f3b807c79639250033c7727ac133ca25ff,True,True,planned_2_horizon,2000.0,12000.0,True,12908.415819801749,True,10000.0,99.88472333115769,100.0,1558,1558,16,True,16,True,,,,True,33.80430786714013,0.0,0.0,88.8023696402347,95.64030050745487,"[99.86175235996281, 99.89917406977375, 99.86896137756678, 99.78686524494223, 99.93883725096636, 99.88912185813038, 99.97895988623476, 99.97844659553252, 99.90355682883764, 99.86084123778853, 99.86758783954647, 99.86522172956741, 99.85382838108286, 99.9007176083345, 99.76713122416199, 99.93456980609413]",True,307,307,100.0,1251,1251,100.0,33.80430786714013,30.376013017796154,0.0,33.10318193423161,29.602064931288368,0.0,31.632423487881205,28.099853064321504,0.0,29.649835086643215,27.36481484416515,0.0,
A200m1024_B32m1024_s4_r14_random_seed7,asu_baseline,7,random,16,4,True,False,2000,12938.451366057343,cbcfb413ba651f0168a16e6195709e26487bd4ad0566d0129dfed7040e80299c,629db421a892b686a410ecd8d53701f3b807c79639250033c7727ac133ca25ff,True,True,full,0.0,12938.451366057343,True,12908.415819801749,False,12938.451366057343,99.6593416473602,100.0,2000,2000,0,False,16,True,,,"0,1,2,4,5,6,7,8,9,10,11,12,13,14,15",True,33.80430786714013,0.0,0.0,183.7459493847389,269.60416294483855,"[99.65934164735978, 99.65934164736045, 99.65934164735994, 99.65934164736032, 99.65934164736026, 99.65934164736036, 99.6593416473596, 99.65934164736014, 99.6593416473601, 99.65934164735985, 99.65934164736029, 99.65934164736035, 99.65934164736045, 99.6593416473601, 99.6593416473606, 99.65934164736045]",False,400,400,100.0,1600,1600,100.0,33.80430786714013,30.379730728581254,0.0,33.10318193423161,29.579744410163375,0.0,31.632423487881205,28.091756131805457,0.0,30.29133635046606,27.370000202117897,0.0,
A200m2048_B32m2048_s2_r12_random_seed7,asu_baseline,7,random,16,2,True,False,816,13689.261134563414,4fffe7f8f579d61618534dffbfd6e19fb26adb203ef5064f1684aa5664d49555,f01e0c7ec4c8a81180a04346b0f8959b10f1a840638818444aca0247afb7d218,True,True,warm_2_4,2000.0,4000.0,True,13566.526443415894,True,2000.0,99.9934914319272,100.0,123,123,16,True,16,True,,,,True,32.27789962140057,0.0,0.0,2.0827417832983883,0.0,"[100.0, 100.0, 99.948209585838, 100.0, 100.0, 99.96791927279212, 100.0, 99.97973405220496, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",True,40,40,100.0,83,83,100.0,32.27789962140057,30.283154267917887,0.0,31.026214685530526,29.196605727515845,0.0,,,,,,,
A200m2048_B32m2048_s2_r12_random_seed7,asu_baseline,7,random,16,2,True,False,816,13689.261134563414,4fffe7f8f579d61618534dffbfd6e19fb26adb203ef5064f1684aa5664d49555,f01e0c7ec4c8a81180a04346b0f8959b10f1a840638818444aca0247afb7d218,True,True,steady_2_10,2000.0,10000.0,True,13566.526443415894,True,8000.0,99.96791790648751,100.0,474,474,16,True,16,True,,,,True,32.58145710052146,0.0,0.0,23.095325666948156,17.969754029013075,"[100.0, 100.0, 99.92610515504153, 99.9996823825008, 99.96056515016403, 99.96125225416384, 99.9560882766717, 99.90916707877474, 99.96457827715304, 99.97794256114251, 100.0, 99.95407536397417, 99.96766595823654, 99.95415028953532, 100.0, 99.95541375644224]",True,162,162,100.0,312,312,100.0,32.58145710052146,30.526880214328333,0.0,31.44107842386003,29.42438534546205,0.0,,,,,,,
A200m2048_B32m2048_s2_r12_random_seed7,asu_baseline,7,random,16,2,True,False,816,13689.261134563414,4fffe7f8f579d61618534dffbfd6e19fb26adb203ef5064f1684aa5664d49555,f01e0c7ec4c8a81180a04346b0f8959b10f1a840638818444aca0247afb7d218,True,True,late_4_10,4000.0,10000.0,True,13566.526443415894,True,6000.0,99.95939339800765,100.0,351,351,16,True,16,True,,,,True,32.58145710052146,0.0,0.0,21.012583883649768,17.969754029013075,"[100.0, 100.0, 99.91873701144272, 99.99957651000105, 99.9474202002187, 99.95902991462107, 99.94145103556227, 99.88564475429801, 99.95277103620404, 99.97059008152337, 100.0, 99.93876715196556, 99.95688794431538, 99.93886705271376, 100.0, 99.94055167525634]",True,122,122,100.0,229,229,100.0,32.58145710052146,30.608122196465136,0.0,31.44107842386003,29.500311884777446,0.0,,,,,,,
A200m2048_B32m2048_s2_r12_random_seed7,asu_baseline,7,random,16,2,True,False,816,13689.261134563414,4fffe7f8f579d61618534dffbfd6e19fb26adb203ef5064f1684aa5664d49555,f01e0c7ec4c8a81180a04346b0f8959b10f1a840638818444aca0247afb7d218,True,True,long_2_60,2000.0,60000.0,False,13566.526443415894,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,requested window extends beyond complete finite trajectory; not clipped
A200m2048_B32m2048_s2_r12_random_seed7,asu_baseline,7,random,16,2,True,False,816,13689.261134563414,4fffe7f8f579d61618534dffbfd6e19fb26adb203ef5064f1684aa5664d49555,f01e0c7ec4c8a81180a04346b0f8959b10f1a840638818444aca0247afb7d218,True,True,late_20_40,20000.0,40000.0,False,13566.526443415894,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,requested window extends beyond complete finite trajectory; not clipped
A200m2048_B32m2048_s2_r12_random_seed7,asu_baseline,7,random,16,2,True,False,816,13689.261134563414,4fffe7f8f579d61618534dffbfd6e19fb26adb203ef5064f1684aa5664d49555,f01e0c7ec4c8a81180a04346b0f8959b10f1a840638818444aca0247afb7d218,True,True,late_20_60,20000.0,60000.0,False,13566.526443415894,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,requested window extends beyond complete finite trajectory; not clipped
A200m2048_B32m2048_s2_r12_random_seed7,asu_baseline,7,random,16,2,True,False,816,13689.261134563414,4fffe7f8f579d61618534dffbfd6e19fb26adb203ef5064f1684aa5664d49555,f01e0c7ec4c8a81180a04346b0f8959b10f1a840638818444aca0247afb7d218,True,True,late_40_60,40000.0,60000.0,False,13566.526443415894,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,requested window extends beyond complete finite trajectory; not clipped
A200m2048_B32m2048_s2_r12_random_seed7,asu_baseline,7,random,16,2,True,False,816,13689.261134563414,4fffe7f8f579d61618534dffbfd6e19fb26adb203ef5064f1684aa5664d49555,f01e0c7ec4c8a81180a04346b0f8959b10f1a840638818444aca0247afb7d218,True,True,planned_2_horizon,2000.0,12000.0,True,13566.526443415894,True,10000.0,99.97254957334691,100.0,594,594,16,True,16,True,,,,True,32.58145710052146,0.0,0.0,23.095325666948156,20.825356977974025,"[100.0, 100.0, 99.94088412403323, 99.99974590600063, 99.93989609064161, 99.96900180333107, 99.96487062133735, 99.9273336630198, 99.97166262172243, 99.982354048914, 100.0, 99.96326029117934, 99.97413276658924, 99.96332023162826, 100.0, 99.96433100515381]",True,203,203,100.0,391,391,100.0,32.58145710052146,30.495711058965632,0.0,31.44107842386003,29.43865773559051,0.0,,,,,,,
