case,strategy,seed,order_mode,npu,ssu,complete_native_run,has_extended_windows,request_count,makespan_ms,input_fingerprint,manifest_sha256,source_unchanged_during_run,current_source_files_match,window,start_ms,end_ms,available,first_npu_finishes_ms,ends_before_first_npu_finishes,duration_ms,U_percent,SLO_1p5_percent,admitted_count,passed_count,completed_after_window_count,all_npus_active,mixed_npu_count,all_npus_compute_AB,missing_A_npu_ids,missing_B_npu_ids,inactive_npu_ids,nominal_strict_under40,nominal_peak_GB_s,any_ssu_over40_percent,any_ssu_at_or_above40_percent,internal_stall_card_ms,layer0_stall_card_ms,per_npu_U_percent,valid_all_active_mixed_underload_window,A_admitted_count,A_passed_count,A_SLO_1p5_percent,B_admitted_count,B_passed_count,B_SLO_1p5_percent,SSU0_nominal_peak_GB_s,SSU0_nominal_mean_GB_s,SSU0_over40_percent,SSU1_nominal_peak_GB_s,SSU1_nominal_mean_GB_s,SSU1_over40_percent,SSU2_nominal_peak_GB_s,SSU2_nominal_mean_GB_s,SSU2_over40_percent,SSU3_nominal_peak_GB_s,SSU3_nominal_mean_GB_s,SSU3_over40_percent,reason
I1_s1_r18_two_cohorts_64s_seed7,asu_baseline,7,cyclic,16,1,True,True,4752,69950.05307661367,3bad50910b36a49869cd3578296a95409132153a83e4d9b7512f1dea8294d795,80b5cee9070a8168a8491d5ae2b791811ace76e9d357816aab971417b0de6eda,True,True,steady_2_10,2000.0,10000.0,True,68938.84128300172,True,8000.0,93.16063381745452,95.1582867783985,537,511,16,True,16,True,,,,True,39.83448536228156,0.0,0.0,7386.220129986585,1368.1685836716129,"[91.6536769608806, 93.19223631086729, 93.15478360084352, 90.41938632090691, 91.99531618892634, 93.19731982691764, 92.52299459587265, 90.93411240089593, 93.45001642133121, 94.992862173191, 93.07470020336602, 93.89976405030816, 95.10836996217515, 94.6417821662387, 93.26235831234864, 95.07046158420277]",True,64,64,100.0,473,447,94.5031712473573,39.83448536228156,39.83283703473245,0.0,,,,,,,,,,
I1_s1_r18_two_cohorts_64s_seed7,asu_baseline,7,cyclic,16,1,True,True,4752,69950.05307661367,3bad50910b36a49869cd3578296a95409132153a83e4d9b7512f1dea8294d795,80b5cee9070a8168a8491d5ae2b791811ace76e9d357816aab971417b0de6eda,True,True,late_4_10,4000.0,10000.0,True,68938.84128300172,True,6000.0,93.57437913328437,97.55501222493888,409,399,16,True,16,True,,,,True,39.83448536228156,0.0,0.0,5163.06535058799,1005.5306814590131,"[92.59435906711279, 93.99216984041668, 94.02774530708243, 91.32106242713981, 92.89609041117791, 93.97438210708364, 93.3391475937816, 91.80651501379619, 93.25771185920448, 95.08711537868328, 92.98971331389475, 93.78565390178863, 95.19806577868087, 94.67915873376924, 93.09365412421998, 95.1475212747177]",True,48,48,100.0,361,351,97.22991689750693,39.83448536228156,39.83283997004276,0.0,,,,,,,,,,
I1_s1_r18_two_cohorts_64s_seed7,asu_baseline,7,cyclic,16,1,True,True,4752,69950.05307661367,3bad50910b36a49869cd3578296a95409132153a83e4d9b7512f1dea8294d795,80b5cee9070a8168a8491d5ae2b791811ace76e9d357816aab971417b0de6eda,True,True,long_2_60,2000.0,60000.0,True,68938.84128300172,True,58000.0,95.53055596824846,99.34574735782587,3974,3948,16,True,16,True,,,,True,39.83448536228156,0.0,0.0,35925.987207773665,5550.453406880546,"[95.10856803648643, 95.69747316693744, 95.41929023617816, 94.72096846603264, 95.14442672585676, 95.71040364693971, 95.26517515564552, 94.88612420864463, 95.67731659564524, 95.96741744879478, 95.23738044556355, 95.85885434491821, 96.23533443925741, 95.91380958424938, 95.43690242866849, 96.2094505621571]",True,443,443,100.0,3531,3505,99.26366468422543,39.83448536228156,39.83279572419882,0.0,,,,,,,,,,
I1_s1_r18_two_cohorts_64s_seed7,asu_baseline,7,cyclic,16,1,True,True,4752,69950.05307661367,3bad50910b36a49869cd3578296a95409132153a83e4d9b7512f1dea8294d795,80b5cee9070a8168a8491d5ae2b791811ace76e9d357816aab971417b0de6eda,True,True,late_20_40,20000.0,40000.0,True,68938.84128300172,True,20000.0,96.39798206798122,100.0,1387,1387,16,True,16,True,,,,True,39.83351230652796,0.0,0.0,10158.820430206455,1367.6369522536988,"[96.3983199159945, 96.77564703809823, 96.29688753869416, 95.99952033988455, 96.29549501211433, 96.76516655223354, 96.409305022297, 96.24979254973897, 96.52367438769852, 96.32525121793083, 96.00248037213728, 96.53041179198168, 96.6141049179609, 96.43315632190486, 96.11838623106286, 96.63011387796698]",True,156,156,100.0,1231,1231,100.0,39.83351230652796,39.83278321097881,0.0,,,,,,,,,,
I1_s1_r18_two_cohorts_64s_seed7,asu_baseline,7,cyclic,16,1,True,True,4752,69950.05307661367,3bad50910b36a49869cd3578296a95409132153a83e4d9b7512f1dea8294d795,80b5cee9070a8168a8491d5ae2b791811ace76e9d357816aab971417b0de6eda,True,True,late_20_60,20000.0,60000.0,True,68938.84128300172,True,40000.0,96.02523271959181,100.0,2757,2757,16,True,16,True,,,,True,39.83351230652796,0.0,0.0,22307.911881006527,3130.598713605985,"[95.82317306258815, 96.19339771438983, 95.79279670186625, 95.55796093180666, 95.81250042258411, 96.19521732426018, 95.8543417636697, 95.66237393540656, 96.14122523302967, 96.1825513067576, 95.8777354545758, 96.27121536623943, 96.4301227470527, 96.21766019121073, 95.96666493098067, 96.42478642705068]",True,307,307,100.0,2450,2450,100.0,39.83351230652796,39.83278826904973,0.0,,,,,,,,,,
I1_s1_r18_two_cohorts_64s_seed7,asu_baseline,7,cyclic,16,1,True,True,4752,69950.05307661367,3bad50910b36a49869cd3578296a95409132153a83e4d9b7512f1dea8294d795,80b5cee9070a8168a8491d5ae2b791811ace76e9d357816aab971417b0de6eda,True,True,late_40_60,40000.0,60000.0,True,68938.84128300172,True,20000.0,95.65248337120238,100.0,1370,1370,16,True,16,True,,,,True,39.83351230652796,0.0,0.0,12149.091450800071,1762.961761352286,"[95.2480262091818, 95.61114839068141, 95.28870586503831, 95.11640152372878, 95.32950583305389, 95.62526809628685, 95.29937850504237, 95.07495532107416, 95.75877607836082, 96.03985139558438, 95.7529905370143, 96.01201894049717, 96.2461405761445, 96.00216406051659, 95.81494363089848, 96.21945897613438]",True,151,151,100.0,1219,1219,100.0,39.83351230652796,39.83279332712068,0.0,,,,,,,,,,
I1_s1_r18_two_cohorts_64s_seed7,asu_baseline,7,cyclic,16,1,True,True,4752,69950.05307661367,3bad50910b36a49869cd3578296a95409132153a83e4d9b7512f1dea8294d795,80b5cee9070a8168a8491d5ae2b791811ace76e9d357816aab971417b0de6eda,True,True,planned_2_horizon,2000.0,64000.0,True,68938.84128300172,True,62000.0,95.6424692165356,99.38837920489297,4251,4225,16,True,16,True,,,,True,39.83448536228156,0.0,0.0,37441.76000666771,5784.945365298992,"[95.29154503328927, 95.82436817911727, 95.58412374437603, 94.88242709256973, 95.33765372940856, 95.8450709708646, 95.43511939597927, 95.08173102659791, 95.7238752368881, 95.99943641629301, 95.33192173210523, 95.92487729088724, 96.30081342881292, 95.9670294841732, 95.48324358523432, 96.26627111797322]",True,474,474,100.0,3777,3751,99.311622981202,39.83448536228156,39.83279270688605,0.0,,,,,,,,,,
I1_s1_r18_two_cohorts_64s_seed7,asu_baseline,7,cyclic,16,1,True,True,4752,69950.05307661367,3bad50910b36a49869cd3578296a95409132153a83e4d9b7512f1dea8294d795,80b5cee9070a8168a8491d5ae2b791811ace76e9d357816aab971417b0de6eda,True,True,full,0.0,69950.05307661367,True,68938.84128300172,False,69950.05307661367,94.7847045595836,98.80050505050505,4752,4695,0,False,16,True,,,"0,1,2,4,5,6,7,8,9,10,11,12,13,14,15",True,39.83448536228156,0.0,0.0,42414.12132839209,7213.109622803333,"[94.7847045595835, 94.78470455958369, 94.7847045595836, 94.78470455958336, 94.78470455958352, 94.78470455958369, 94.78470455958355, 94.78470455958343, 94.78470455958369, 94.78470455958364, 94.78470455958372, 94.78470455958366, 94.7847045595836, 94.78470455958364, 94.78470455958372, 94.7847045595836]",False,528,528,100.0,4224,4167,98.65056818181819,39.83448536228156,39.521645164281445,0.0,,,,,,,,,,
I1_s1_r18_two_cohorts_64s_seed7,once,7,cyclic,16,1,True,True,4752,68004.88446567231,3bad50910b36a49869cd3578296a95409132153a83e4d9b7512f1dea8294d795,80b5cee9070a8168a8491d5ae2b791811ace76e9d357816aab971417b0de6eda,True,True,warm_2_4,2000.0,4000.0,True,67061.3013884308,True,2000.0,97.28777969071768,100.0,135,135,16,True,16,True,,,,True,39.83448536228156,0.0,0.0,24.250527832989974,843.6599711373483,"[97.030268022065, 97.50880850200417, 96.30315218209815, 97.76112210203169, 98.01185874201474, 96.71519915809056, 97.4783957020398, 97.73408850202259, 98.98218031732597, 99.91939087730542, 96.13814703738774, 95.96108705744855, 96.22395055738586, 97.0851959973672, 97.33881130743093, 96.41281898746473]",True,16,16,100.0,119,119,100.0,39.83448536228156,39.83260841660293,0.0,,,,,,,,,,
I1_s1_r18_two_cohorts_64s_seed7,once,7,cyclic,16,1,True,True,4752,68004.88446567231,3bad50910b36a49869cd3578296a95409132153a83e4d9b7512f1dea8294d795,80b5cee9070a8168a8491d5ae2b791811ace76e9d357816aab971417b0de6eda,True,True,steady_2_10,2000.0,10000.0,True,67061.3013884308,True,8000.0,96.96306911689999,100.0,541,541,16,True,16,True,,,,True,39.83448536228156,0.0,0.0,1708.7526732391416,2178.5188571288845,"[95.53149272463487, 95.90820752461431, 95.20000376464628, 96.0833574446187, 96.18509248461366, 95.61767376463767, 95.62337176462907, 96.80434082662768, 99.46056484939233, 99.92427279836882, 97.39924655842307, 95.72515820347297, 97.89288092942591, 99.01976052940189, 98.66234659692675, 96.37133510596566]",True,64,64,100.0,477,477,100.0,39.83448536228156,39.83266071092545,0.0,,,,,,,,,,
I1_s1_r18_two_cohorts_64s_seed7,once,7,cyclic,16,1,True,True,4752,68004.88446567231,3bad50910b36a49869cd3578296a95409132153a83e4d9b7512f1dea8294d795,80b5cee9070a8168a8491d5ae2b791811ace76e9d357816aab971417b0de6eda,True,True,late_4_10,4000.0,10000.0,True,67061.3013884308,True,6000.0,96.85483225896076,100.0,406,406,16,True,16,True,,,,True,39.83448536228156,0.0,0.0,1684.5021454061516,1334.8588859915362,"[95.03190095882482, 95.37467386548437, 94.8322876254957, 95.52410255881436, 95.5761703988133, 95.25183196682003, 95.00503045215885, 96.4944249348294, 99.6200263600811, 99.92590010538996, 97.81961306543485, 95.64651525214778, 98.44919105343924, 99.66461537341344, 99.1035250267587, 96.35750714546597]",True,48,48,100.0,358,358,100.0,39.83448536228156,39.83267814236629,0.0,,,,,,,,,,
I1_s1_r18_two_cohorts_64s_seed7,once,7,cyclic,16,1,True,True,4752,68004.88446567231,3bad50910b36a49869cd3578296a95409132153a83e4d9b7512f1dea8294d795,80b5cee9070a8168a8491d5ae2b791811ace76e9d357816aab971417b0de6eda,True,True,long_2_60,2000.0,60000.0,True,67061.3013884308,True,58000.0,98.25988541739339,100.0,4077,4077,16,True,16,True,,,,True,39.83448536228156,0.0,0.0,9610.16434218781,6538.098984401545,"[97.55810440514166, 98.22582697281634, 97.42705471077348, 97.72916988169881, 98.20834828497776, 97.98213015977613, 98.10272809731565, 98.39347384584426, 98.96762032172538, 99.02263584021554, 98.30175039894722, 98.07122694911823, 98.52617276379158, 98.63595937900581, 98.77251634106543, 98.23344832608093]",True,457,457,100.0,3620,3620,100.0,39.83448536228156,39.832724009020204,0.0,,,,,,,,,,
I1_s1_r18_two_cohorts_64s_seed7,once,7,cyclic,16,1,True,True,4752,68004.88446567231,3bad50910b36a49869cd3578296a95409132153a83e4d9b7512f1dea8294d795,80b5cee9070a8168a8491d5ae2b791811ace76e9d357816aab971417b0de6eda,True,True,late_20_40,20000.0,40000.0,True,67061.3013884308,True,20000.0,98.65011950951528,100.0,1417,1417,16,True,16,True,,,,True,39.833269042589556,0.0,0.0,2782.8575925490186,1536.7599770020934,"[98.39959797267718, 98.88373793294006, 98.12077445877011, 98.59964026167462, 98.94354423564221, 98.76521050173757, 98.71314108531375, 98.76138844017191, 98.84578447384517, 99.00978857610656, 98.53854370036683, 98.73056216311353, 98.5261680470009, 98.44787362301304, 98.61994444175907, 98.49621223811191]",True,158,158,100.0,1259,1259,100.0,39.833269042589556,39.83272972008337,0.0,,,,,,,,,,
I1_s1_r18_two_cohorts_64s_seed7,once,7,cyclic,16,1,True,True,4752,68004.88446567231,3bad50910b36a49869cd3578296a95409132153a83e4d9b7512f1dea8294d795,80b5cee9070a8168a8491d5ae2b791811ace76e9d357816aab971417b0de6eda,True,True,late_20_60,20000.0,60000.0,True,67061.3013884308,True,40000.0,98.62870952983127,100.0,2828,2828,16,True,16,True,,,,True,39.833269042589556,0.0,0.0,5514.324408639495,3261.934600440425,"[98.37855960997258, 98.6964845926139, 98.36455409721866, 98.52491315892874, 98.82867922244432, 98.79424415413074, 98.76346317525737, 98.80539458469065, 98.8419244509611, 98.77423015137514, 98.44380944229006, 98.57347430338406, 98.50727833387442, 98.4374489071673, 98.74720725360555, 98.57768703938564]",True,313,313,100.0,2515,2515,100.0,39.833269042589556,39.83272803873368,0.0,,,,,,,,,,
I1_s1_r18_two_cohorts_64s_seed7,once,7,cyclic,16,1,True,True,4752,68004.88446567231,3bad50910b36a49869cd3578296a95409132153a83e4d9b7512f1dea8294d795,80b5cee9070a8168a8491d5ae2b791811ace76e9d357816aab971417b0de6eda,True,True,late_40_60,40000.0,60000.0,True,67061.3013884308,True,20000.0,98.60729955014725,100.0,1411,1411,16,True,16,True,,,,True,39.833269042589556,0.0,0.0,2731.4668160904766,1725.1746234383318,"[98.35752124726798, 98.50923125228772, 98.60833373566722, 98.45018605618286, 98.71381420924641, 98.8232778065239, 98.81378526520096, 98.84940072920936, 98.838064428077, 98.53867172664374, 98.34907518421329, 98.41638644365459, 98.48838862074794, 98.42702419132155, 98.87447006545204, 98.65916184065935]",True,155,155,100.0,1256,1256,100.0,39.833269042589556,39.832726357383976,0.0,,,,,,,,,,
I1_s1_r18_two_cohorts_64s_seed7,once,7,cyclic,16,1,True,True,4752,68004.88446567231,3bad50910b36a49869cd3578296a95409132153a83e4d9b7512f1dea8294d795,80b5cee9070a8168a8491d5ae2b791811ace76e9d357816aab971417b0de6eda,True,True,planned_2_horizon,2000.0,64000.0,True,67061.3013884308,True,62000.0,98.29141261135246,100.0,4361,4361,16,True,16,True,,,,True,39.83448536228156,0.0,0.0,10123.461080895926,6825.725814487599,"[97.69051473180589, 98.23785796303304, 97.50975546949604, 97.82372244456211, 98.24371865434064, 98.05206917152229, 98.16449805129776, 98.41696997887107, 99.00803565255895, 99.03036891708375, 98.30199452733423, 98.03423634486771, 98.51022249014947, 98.64011348208275, 98.78923228769536, 98.20929161493844]",True,488,488,100.0,3873,3873,100.0,39.83448536228156,39.8327245609574,0.0,,,,,,,,,,
I1_s1_r18_two_cohorts_64s_seed7,once,7,cyclic,16,1,True,True,4752,68004.88446567231,3bad50910b36a49869cd3578296a95409132153a83e4d9b7512f1dea8294d795,80b5cee9070a8168a8491d5ae2b791811ace76e9d357816aab971417b0de6eda,True,True,full,0.0,68004.88446567231,True,67061.3013884308,False,68004.88446567231,97.49586617033161,100.0,4752,4752,0,False,16,True,,,"0,1,3,4,5,6,7,8,9,10,11,12,13,14,15",True,39.83448536228156,0.0,0.0,10590.887099114934,8516.063526035716,"[97.49586617033157, 97.4958661703317, 97.49586617033148, 97.49586617033161, 97.4958661703317, 97.49586617033164, 97.4958661703317, 97.49586617033174, 97.49586617033161, 97.49586617033161, 97.49586617033161, 97.4958661703316, 97.49586617033161, 97.49586617033161, 97.49586617033161, 97.49586617033165]",False,528,528,100.0,4224,4224,100.0,39.83448536228156,39.5347332210708,0.0,,,,,,,,,,
I1_s1_r18_two_cohorts_seed7,asu_baseline,7,cyclic,16,1,True,True,1008,15434.766644118903,9c244146e187cf61e37081b0fc2aecf5f9b8bcb3a969eff90f3b2dd8895630b2,6110191d7a9ff1fe168a7836e687d36e30759984d902930856b0d9d213351f73,True,True,warm_2_4,2000.0,4000.0,True,14864.79709131138,True,2000.0,91.91939786996502,87.5,128,112,16,True,16,True,,,,True,39.83448536228156,0.0,0.0,2223.1547793985947,362.6379022125998,"[88.83163064218405, 90.79243572221907, 90.53589848212683, 87.71435800220827, 89.29299352217163, 90.86613298641961, 90.07453560214579, 88.3169045621952, 94.02693010771141, 94.71010255671415, 93.32966087177985, 94.24209449586674, 94.839282512658, 94.52965246364712, 93.76847087673453, 94.839282512658]",True,16,16,100.0,112,96,85.71428571428571,39.83448536228156,39.83282822880153,0.0,,,,,,,,,,
I1_s1_r18_two_cohorts_seed7,asu_baseline,7,cyclic,16,1,True,True,1008,15434.766644118903,9c244146e187cf61e37081b0fc2aecf5f9b8bcb3a969eff90f3b2dd8895630b2,6110191d7a9ff1fe168a7836e687d36e30759984d902930856b0d9d213351f73,True,True,steady_2_10,2000.0,10000.0,True,14864.79709131138,True,8000.0,93.16063381745452,95.1582867783985,537,511,16,True,16,True,,,,True,39.83448536228156,0.0,0.0,7386.220129986585,1368.1685836716129,"[91.6536769608806, 93.19223631086729, 93.15478360084352, 90.41938632090691, 91.99531618892634, 93.19731982691764, 92.52299459587265, 90.93411240089593, 93.45001642133121, 94.992862173191, 93.07470020336602, 93.89976405030816, 95.10836996217515, 94.6417821662387, 93.26235831234864, 95.07046158420277]",True,64,64,100.0,473,447,94.5031712473573,39.83448536228156,39.83283703473245,0.0,,,,,,,,,,
I1_s1_r18_two_cohorts_seed7,asu_baseline,7,cyclic,16,1,True,True,1008,15434.766644118903,9c244146e187cf61e37081b0fc2aecf5f9b8bcb3a969eff90f3b2dd8895630b2,6110191d7a9ff1fe168a7836e687d36e30759984d902930856b0d9d213351f73,True,True,late_4_10,4000.0,10000.0,True,14864.79709131138,True,6000.0,93.57437913328437,97.55501222493888,409,399,16,True,16,True,,,,True,39.83448536228156,0.0,0.0,5163.06535058799,1005.5306814590131,"[92.59435906711279, 93.99216984041668, 94.02774530708243, 91.32106242713981, 92.89609041117791, 93.97438210708364, 93.3391475937816, 91.80651501379619, 93.25771185920448, 95.08711537868328, 92.98971331389475, 93.78565390178863, 95.19806577868087, 94.67915873376924, 93.09365412421998, 95.1475212747177]",True,48,48,100.0,361,351,97.22991689750693,39.83448536228156,39.83283997004276,0.0,,,,,,,,,,
I1_s1_r18_two_cohorts_seed7,asu_baseline,7,cyclic,16,1,True,True,1008,15434.766644118903,9c244146e187cf61e37081b0fc2aecf5f9b8bcb3a969eff90f3b2dd8895630b2,6110191d7a9ff1fe168a7836e687d36e30759984d902930856b0d9d213351f73,True,True,long_2_60,2000.0,60000.0,False,14864.79709131138,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,requested window extends beyond complete finite trajectory; not clipped
I1_s1_r18_two_cohorts_seed7,asu_baseline,7,cyclic,16,1,True,True,1008,15434.766644118903,9c244146e187cf61e37081b0fc2aecf5f9b8bcb3a969eff90f3b2dd8895630b2,6110191d7a9ff1fe168a7836e687d36e30759984d902930856b0d9d213351f73,True,True,late_20_40,20000.0,40000.0,False,14864.79709131138,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,requested window extends beyond complete finite trajectory; not clipped
I1_s1_r18_two_cohorts_seed7,asu_baseline,7,cyclic,16,1,True,True,1008,15434.766644118903,9c244146e187cf61e37081b0fc2aecf5f9b8bcb3a969eff90f3b2dd8895630b2,6110191d7a9ff1fe168a7836e687d36e30759984d902930856b0d9d213351f73,True,True,late_20_60,20000.0,60000.0,False,14864.79709131138,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,requested window extends beyond complete finite trajectory; not clipped
I1_s1_r18_two_cohorts_seed7,asu_baseline,7,cyclic,16,1,True,True,1008,15434.766644118903,9c244146e187cf61e37081b0fc2aecf5f9b8bcb3a969eff90f3b2dd8895630b2,6110191d7a9ff1fe168a7836e687d36e30759984d902930856b0d9d213351f73,True,True,late_40_60,40000.0,60000.0,False,14864.79709131138,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,requested window extends beyond complete finite trajectory; not clipped
I1_s1_r18_two_cohorts_seed7,asu_baseline,7,cyclic,16,1,True,True,1008,15434.766644118903,9c244146e187cf61e37081b0fc2aecf5f9b8bcb3a969eff90f3b2dd8895630b2,6110191d7a9ff1fe168a7836e687d36e30759984d902930856b0d9d213351f73,True,True,planned_2_horizon,2000.0,12000.0,True,14864.79709131138,True,10000.0,93.46105825850753,96.15384615384616,676,650,16,True,16,True,,,,True,39.83448536228156,0.0,0.0,8870.478047735733,1591.8287386522184,"[91.89518180729887, 93.40398683042856, 93.42289715121927, 90.97643919527471, 92.32385145449992, 93.42490821207925, 92.74599418005697, 91.41798733931975, 93.76049005970378, 95.17495475718775, 93.38103789414403, 94.2277240900723, 95.41960446031734, 94.80617523162778, 93.5676730125186, 95.4280264603716]",True,80,80,100.0,596,570,95.63758389261746,39.83448536228156,39.832837069636454,0.0,,,,,,,,,,
I1_s1_r18_two_cohorts_seed7,asu_baseline,7,cyclic,16,1,True,True,1008,15434.766644118903,9c244146e187cf61e37081b0fc2aecf5f9b8bcb3a969eff90f3b2dd8895630b2,6110191d7a9ff1fe168a7836e687d36e30759984d902930856b0d9d213351f73,True,True,full,0.0,15434.766644118903,True,14864.79709131138,False,15434.766644118903,91.11929300765048,94.3452380952381,1008,951,0,False,16,True,,,"0,1,2,4,5,6,7,8,9,10,11,12,13,14,15",True,39.83448536228156,0.0,0.0,13886.985970185924,2912.0453415232464,"[91.11929300765048, 91.11929300765048, 91.11929300765048, 91.11929300765048, 91.11929300765048, 91.11929300765047, 91.11929300765048, 91.11929300765048, 91.11929300765048, 91.1192930076505, 91.11929300765048, 91.1192930076505, 91.1192930076505, 91.11929300765048, 91.11929300765048, 91.11929300765051]",False,112,112,100.0,896,839,93.63839285714286,39.83448536228156,39.004983574602555,0.0,,,,,,,,,,
I1_s1_r18_two_cohorts_seed7,once,7,cyclic,16,1,True,True,1008,14816.525639337788,9c244146e187cf61e37081b0fc2aecf5f9b8bcb3a969eff90f3b2dd8895630b2,6110191d7a9ff1fe168a7836e687d36e30759984d902930856b0d9d213351f73,True,True,warm_2_4,2000.0,4000.0,True,14192.410311544647,True,2000.0,97.28777969071768,100.0,135,135,16,True,16,True,,,,True,39.83448536228156,0.0,0.0,24.250527832989974,843.6599711373483,"[97.030268022065, 97.50880850200417, 96.30315218209815, 97.76112210203169, 98.01185874201474, 96.71519915809056, 97.4783957020398, 97.73408850202259, 98.98218031732597, 99.91939087730542, 96.13814703738774, 95.96108705744855, 96.22395055738586, 97.0851959973672, 97.33881130743093, 96.41281898746473]",True,16,16,100.0,119,119,100.0,39.83448536228156,39.83260841660293,0.0,,,,,,,,,,
I1_s1_r18_two_cohorts_seed7,once,7,cyclic,16,1,True,True,1008,14816.525639337788,9c244146e187cf61e37081b0fc2aecf5f9b8bcb3a969eff90f3b2dd8895630b2,6110191d7a9ff1fe168a7836e687d36e30759984d902930856b0d9d213351f73,True,True,steady_2_10,2000.0,10000.0,True,14192.410311544647,True,8000.0,96.96306911689999,100.0,541,541,16,True,16,True,,,,True,39.83448536228156,0.0,0.0,1708.7526732391416,2178.5188571288845,"[95.53149272463487, 95.90820752461431, 95.20000376464628, 96.0833574446187, 96.18509248461366, 95.61767376463767, 95.62337176462907, 96.80434082662768, 99.46056484939233, 99.92427279836882, 97.39924655842307, 95.72515820347297, 97.89288092942591, 99.01976052940189, 98.66234659692675, 96.37133510596566]",True,64,64,100.0,477,477,100.0,39.83448536228156,39.83266071092545,0.0,,,,,,,,,,
I1_s1_r18_two_cohorts_seed7,once,7,cyclic,16,1,True,True,1008,14816.525639337788,9c244146e187cf61e37081b0fc2aecf5f9b8bcb3a969eff90f3b2dd8895630b2,6110191d7a9ff1fe168a7836e687d36e30759984d902930856b0d9d213351f73,True,True,late_4_10,4000.0,10000.0,True,14192.410311544647,True,6000.0,96.85483225896076,100.0,406,406,16,True,16,True,,,,True,39.83448536228156,0.0,0.0,1684.5021454061516,1334.8588859915362,"[95.03190095882482, 95.37467386548437, 94.8322876254957, 95.52410255881436, 95.5761703988133, 95.25183196682003, 95.00503045215885, 96.4944249348294, 99.6200263600811, 99.92590010538996, 97.81961306543485, 95.64651525214778, 98.44919105343924, 99.66461537341344, 99.1035250267587, 96.35750714546597]",True,48,48,100.0,358,358,100.0,39.83448536228156,39.83267814236629,0.0,,,,,,,,,,
I1_s1_r18_two_cohorts_seed7,once,7,cyclic,16,1,True,True,1008,14816.525639337788,9c244146e187cf61e37081b0fc2aecf5f9b8bcb3a969eff90f3b2dd8895630b2,6110191d7a9ff1fe168a7836e687d36e30759984d902930856b0d9d213351f73,True,True,long_2_60,2000.0,60000.0,False,14192.410311544647,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,requested window extends beyond complete finite trajectory; not clipped
I1_s1_r18_two_cohorts_seed7,once,7,cyclic,16,1,True,True,1008,14816.525639337788,9c244146e187cf61e37081b0fc2aecf5f9b8bcb3a969eff90f3b2dd8895630b2,6110191d7a9ff1fe168a7836e687d36e30759984d902930856b0d9d213351f73,True,True,late_20_40,20000.0,40000.0,False,14192.410311544647,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,requested window extends beyond complete finite trajectory; not clipped
I1_s1_r18_two_cohorts_seed7,once,7,cyclic,16,1,True,True,1008,14816.525639337788,9c244146e187cf61e37081b0fc2aecf5f9b8bcb3a969eff90f3b2dd8895630b2,6110191d7a9ff1fe168a7836e687d36e30759984d902930856b0d9d213351f73,True,True,late_20_60,20000.0,60000.0,False,14192.410311544647,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,requested window extends beyond complete finite trajectory; not clipped
I1_s1_r18_two_cohorts_seed7,once,7,cyclic,16,1,True,True,1008,14816.525639337788,9c244146e187cf61e37081b0fc2aecf5f9b8bcb3a969eff90f3b2dd8895630b2,6110191d7a9ff1fe168a7836e687d36e30759984d902930856b0d9d213351f73,True,True,late_40_60,40000.0,60000.0,False,14192.410311544647,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,requested window extends beyond complete finite trajectory; not clipped
I1_s1_r18_two_cohorts_seed7,once,7,cyclic,16,1,True,True,1008,14816.525639337788,9c244146e187cf61e37081b0fc2aecf5f9b8bcb3a969eff90f3b2dd8895630b2,6110191d7a9ff1fe168a7836e687d36e30759984d902930856b0d9d213351f73,True,True,planned_2_horizon,2000.0,12000.0,True,14192.410311544647,True,10000.0,96.94974559450826,100.0,681,681,16,True,16,True,,,,True,39.83448536228156,0.0,0.0,2392.8181983544837,2487.588850432302,"[95.31807398497757, 96.04455949934135, 94.76883289699279, 95.80613676896364, 96.10184281695506, 95.76435436897168, 95.72635385696576, 96.79465087055132, 99.56845187951384, 99.93338296358077, 97.23609123330965, 95.81410375491913, 98.09379523885914, 99.11193151245894, 98.64146274886127, 96.47190511691025]",True,80,80,100.0,601,601,100.0,39.83448536228156,39.83268320344763,0.0,,,,,,,,,,
