npu_id,same_request,previous_request_id,previous_layer,previous_role,request_id,layer,role,profile,previous_profile,next_request_role,start_ms,end_ms,current_compute_C_ms,next_compute_C_ms,period_ms,current_V_per_ssu_GiB,next_V_per_ssu_GiB,current_B_per_ssu_GiB_s,prefetch_budget_demand_per_ssu_GiB_s,derived_complete_cycle_supply_per_ssu_GiB_s,supply_provenance,io_start_time_ms,io_ready_time_ms,ssd_complete_time_ms,ssd_complete_timestamp_available,budget_end_ms,io_elapsed_ms,full_io_stall_ms,warm_io_stall_ms,warm_queue_ms,cycle_compute_fraction_percent,fixed_CIR_read_time_reference_ms,fixed_CIR_reference_is_actual_measurement,prior_role,following_role
0,True,2,4,B,2,5,B,155.25:4096,155.25:4096,B,1921.6421822341308,2014.7975018304564,93.15531959632574,93.15531959632574,93.15531959632563,"[0.06378173828125,0.0703277587890625,0.0689849853515625]","[0.06378173828125,0.0703277587890625,0.0689849853515625]","[0.6846816537975325,0.7549516130030688,0.740537262396805]","[0.6846816537975325,0.7549516130030688,0.740537262396805]","[0.6846816537975334,0.7549516130030697,0.7405372623968058]","complete-cycle volume conservation, not independently logged SSD rates",1921.6421822341308,1980.2614122753018,,False,2014.7975018304564,58.61923004117102,0,0.0,0.0,100.00000000000011,56.26220703125,False,B,B
0,True,2,5,B,2,6,B,155.25:4096,155.25:4096,B,2014.7975018304564,2107.952821426782,93.15531959632574,93.15531959632574,93.15531959632563,"[0.06378173828125,0.0703277587890625,0.0689849853515625]","[0.06378173828125,0.0703277587890625,0.0689849853515625]","[0.6846816537975325,0.7549516130030688,0.740537262396805]","[0.6846816537975325,0.7549516130030688,0.740537262396805]","[0.6846816537975334,0.7549516130030697,0.7405372623968058]","complete-cycle volume conservation, not independently logged SSD rates",2014.7975018304564,2078.9689992961003,,False,2107.952821426782,64.17149746564382,0,0.0,0.0,100.00000000000011,56.26220703125,False,B,B
0,True,2,6,B,2,7,B,155.25:4096,155.25:4096,B,2107.952821426782,2201.1081410231077,93.15531959632574,93.15531959632574,93.15531959632563,"[0.06378173828125,0.0703277587890625,0.0689849853515625]","[0.06378173828125,0.0703277587890625,0.0689849853515625]","[0.6846816537975325,0.7549516130030688,0.740537262396805]","[0.6846816537975325,0.7549516130030688,0.740537262396805]","[0.6846816537975334,0.7549516130030697,0.7405372623968058]","complete-cycle volume conservation, not independently logged SSD rates",2107.952821426782,2149.683536290467,,False,2201.1081410231077,41.73071486368508,0,0.0,0.0,100.00000000000011,56.26220703125,False,B,B
0,False,2,7,B,3,0,A,10.25:256,155.25:4096,A,2201.1081410231077,2294.2634606194333,93.15531959632574,1.9149208743596717,93.15531959632563,"[0.06378173828125,0.0703277587890625,0.0689849853515625]","[0.004364013671875,0.00469970703125,0.004364013671875]","[0.6846816537975325,0.7549516130030688,0.740537262396805]","[0.04684663947035749,0.05045022712192345,0.04684663947035749]","[0.04684663947035755,0.05045022712192351,0.04684663947035755]","complete-cycle volume conservation, not independently logged SSD rates",2201.1081410231077,2201.648441458082,,False,2294.2634606194333,0.5403004349741423,0,0.0,0.0,100.00000000000011,3.759765625,False,B,A
0,True,3,0,A,3,1,A,10.25:256,10.25:256,A,2294.2634606194333,2296.178381493793,1.9149208743596717,1.9149208743596717,1.9149208743597228,"[0.004364013671875,0.00469970703125,0.004364013671875]","[0.004364013671875,0.00469970703125,0.004364013671875]","[2.278952478041307,2.454256514813715,2.278952478041307]","[2.278952478041307,2.454256514813715,2.278952478041307]","[2.278952478041246,2.4542565148136495,2.278952478041246]","complete-cycle volume conservation, not independently logged SSD rates",2294.2634606194333,2294.628361274134,,False,2296.178381493793,0.36490065470070476,0,0.0,0.0,99.99999999999733,3.759765625,False,A,A
0,True,3,1,A,3,2,A,10.25:256,10.25:256,A,2296.178381493793,2298.0933023681528,1.9149208743596717,1.9149208743596717,1.9149208743597228,"[0.004364013671875,0.00469970703125,0.004364013671875]","[0.004364013671875,0.00469970703125,0.004364013671875]","[2.278952478041307,2.454256514813715,2.278952478041307]","[2.278952478041307,2.454256514813715,2.278952478041307]","[2.278952478041246,2.4542565148136495,2.278952478041246]","complete-cycle volume conservation, not independently logged SSD rates",2296.178381493793,2296.532681855189,,False,2298.0933023681528,0.35430036139587173,0,0.0,0.0,99.99999999999733,3.759765625,False,A,A
0,True,3,2,A,3,3,A,10.25:256,10.25:256,A,2298.0933023681528,2300.0082232425125,1.9149208743596717,1.9149208743596717,1.9149208743597228,"[0.004364013671875,0.00469970703125,0.004364013671875]","[0.004364013671875,0.00469970703125,0.004364013671875]","[2.278952478041307,2.454256514813715,2.278952478041307]","[2.278952478041307,2.454256514813715,2.278952478041307]","[2.278952478041246,2.4542565148136495,2.278952478041246]","complete-cycle volume conservation, not independently logged SSD rates",2298.0933023681528,2298.43838090304,,False,2300.0082232425125,0.3450785348873069,0,0.0,0.0,99.99999999999733,3.759765625,False,A,A
0,True,3,3,A,3,4,A,10.25:256,10.25:256,A,2300.0082232425125,2301.923144116872,1.9149208743596717,1.9149208743596717,1.9149208743597228,"[0.004364013671875,0.00469970703125,0.004364013671875]","[0.004364013671875,0.00469970703125,0.004364013671875]","[2.278952478041307,2.454256514813715,2.278952478041307]","[2.278952478041307,2.454256514813715,2.278952478041307]","[2.278952478041246,2.4542565148136495,2.278952478041246]","complete-cycle volume conservation, not independently logged SSD rates",2300.0082232425125,2300.3635823190557,,False,2301.923144116872,0.3553590765432091,0,0.0,0.0,99.99999999999733,3.759765625,False,A,A
0,True,3,4,A,3,5,A,10.25:256,10.25:256,A,2301.923144116872,2303.838064991232,1.9149208743596717,1.9149208743596717,1.9149208743597228,"[0.004364013671875,0.00469970703125,0.004364013671875]","[0.004364013671875,0.00469970703125,0.004364013671875]","[2.278952478041307,2.454256514813715,2.278952478041307]","[2.278952478041307,2.454256514813715,2.278952478041307]","[2.278952478041246,2.4542565148136495,2.278952478041246]","complete-cycle volume conservation, not independently logged SSD rates",2301.923144116872,2302.263606733118,,False,2303.838064991232,0.3404626162459863,0,0.0,0.0,99.99999999999733,3.759765625,False,A,A
0,True,3,5,A,3,6,A,10.25:256,10.25:256,A,2303.838064991232,2305.7529858655917,1.9149208743596717,1.9149208743596717,1.9149208743597228,"[0.004364013671875,0.00469970703125,0.004364013671875]","[0.004364013671875,0.00469970703125,0.004364013671875]","[2.278952478041307,2.454256514813715,2.278952478041307]","[2.278952478041307,2.454256514813715,2.278952478041307]","[2.278952478041246,2.4542565148136495,2.278952478041246]","complete-cycle volume conservation, not independently logged SSD rates",2303.838064991232,2304.202235883509,,False,2305.7529858655917,0.3641708922768885,0,0.0,0.0,99.99999999999733,3.759765625,False,A,A
