scenario,policy,seed,request_id,npu_id,profile,category,admission_ms,completion_ms,latency_ms,pure_compute_ms,latency_ratio,slo_1p5_pass,completed_after_window,equal_seed_weight
full,baseline,7,26000009,26,L200_M256,LS,2345.47463304765,2582.7990222295925,237.32438918194248,72.35128428205302,3.280168300216498,False,False,0.0016181229773462784
full,baseline,7,26000010,26,L64_M1024,SL,2582.7990222295925,2852.5321755016353,269.7331532720427,101.00752608339441,2.67042629129778,False,False,0.0016181229773462784
full,baseline,7,26000011,26,L32_M1024,SL,2852.5321755016353,3102.9550922968533,250.42291679521804,58.057852632638046,4.313334121738413,False,False,0.0016181229773462784
full,baseline,7,26000012,26,L80_M256,SS,3102.9550922968533,3344.3417850504666,241.38669275361326,32.085964974046185,7.523123987352945,False,False,0.0016181229773462784
full,baseline,7,26000013,26,L32_M256,SS,3344.3417850504666,3537.3011007164814,192.95931566601485,15.979837567787547,12.075173783680118,False,False,0.0016181229773462784
full,baseline,7,26000014,26,L64_M256,SS,3537.3011007164814,3785.3399316788605,248.03883096237905,26.717256165257165,9.283843723627806,False,False,0.0016181229773462784
full,baseline,7,26000015,26,L32_M256,SS,3785.3399316788605,4042.595137581716,257.2552059028553,15.979837567787547,16.09873722505385,False,True,0.0016181229773462784
full,baseline,7,27000005,27,L200_M1024,LL,2136.6686209727245,2420.2122284732336,283.5436075005091,283.5436075005082,1.000000000000003,True,False,0.0016181229773462784
full,baseline,7,27000006,27,L160_M1024,LL,2420.2122284732336,2667.3448146184082,247.13258614517463,229.85653940820262,1.0751601271882523,True,False,0.0016181229773462784
full,baseline,7,27000007,27,L64_M256,SS,2667.3448146184082,2913.1683008194855,245.82348620107723,26.717256165257165,9.200925599566002,False,False,0.0016181229773462784
full,baseline,7,27000008,27,L80_M256,SS,2913.1683008194855,3158.4943881998806,245.32608738039517,32.085964974046185,7.645900242639903,False,False,0.0016181229773462784
full,baseline,7,27000009,27,L200_M4096,LL,3158.4943881998806,4319.997295615416,1161.5029074155354,1130.6863062355314,1.0272547752723775,True,True,0.0016181229773462784
full,baseline,7,28000008,28,L160_M256,LS,2097.1809613398223,2307.293709585736,210.11274824591374,58.92951067026337,3.565492838072037,False,False,0.0016181229773462784
full,baseline,7,28000009,28,L32_M1024,SL,2307.293709585736,2513.8904560663846,206.59674648064856,58.057852632638046,3.558463448310647,False,False,0.0016181229773462784
full,baseline,7,28000010,28,L64_M256,SS,2513.8904560663846,2760.4857294083527,246.5952733419681,26.717256165257165,9.229812815233547,False,False,0.0016181229773462784
full,baseline,7,28000011,28,L80_M256,SS,2760.4857294083527,3024.7793308268338,264.2936014184811,32.085964974046185,8.237046996475371,False,False,0.0016181229773462784
full,baseline,7,28000012,28,L200_M256,LS,3024.7793308268338,3278.581416638772,253.80208581193847,72.35128428205302,3.5079140381602727,False,False,0.0016181229773462784
full,baseline,7,28000013,28,L160_M256,LS,3278.581416638772,3508.9978874421813,230.41647080340908,58.92951067026337,3.9100353656878464,False,False,0.0016181229773462784
full,baseline,7,28000014,28,L128_M2048,LL,3508.9978874421813,3896.8159848310424,387.81809738886113,372.6508694745985,1.040700905744959,True,False,0.0016181229773462784
full,baseline,7,28000015,28,L160_M2048,LL,3896.8159848310424,4355.366166545307,458.5501817142649,458.55018171426593,0.9999999999999978,True,True,0.0016181229773462784
full,baseline,7,29000005,29,L160_M2048,LL,2262.0757657148324,2720.6259474290973,458.5501817142649,458.55018171426593,0.9999999999999978,True,False,0.0016181229773462784
full,baseline,7,29000006,29,L80_M1024,SL,2720.6259474290973,2966.347817507373,245.72187007827551,122.48236916054397,2.006181557087577,False,False,0.0016181229773462784
full,baseline,7,29000007,29,L32_M256,SS,2966.347817507373,3193.1195347496846,226.77171724231175,15.979837567787547,14.19111529014803,False,False,0.0016181229773462784
full,baseline,7,29000008,29,L160_M256,LS,3193.1195347496846,3450.3632675935487,257.2437328438641,58.92951067026337,4.365278617079588,False,False,0.0016181229773462784
full,baseline,7,29000009,29,L64_M256,SS,3450.3632675935487,3656.8692438126495,206.50597621910083,26.717256165257165,7.729310784826737,False,False,0.0016181229773462784
full,baseline,7,29000010,29,L160_M1024,LL,3656.8692438126495,3967.914043744385,311.04479993173527,229.85653940820262,1.3532127505815716,True,False,0.0016181229773462784
full,baseline,7,29000011,29,L128_M1024,LL,3967.914043744385,4227.901705073274,259.98766132888886,186.90687789087698,1.3910010389274123,True,True,0.0016181229773462784
full,baseline,7,30000006,30,L200_M256,LS,2029.8139556227397,2213.9945483526394,184.18059272989967,72.35128428205302,2.545643723639973,False,False,0.0016181229773462784
full,baseline,7,30000007,30,L64_M1024,SL,2213.9945483526394,2441.8549904430415,227.8604420904021,101.00752608339441,2.2558758829740535,False,False,0.0016181229773462784
full,baseline,7,30000008,30,L32_M1024,SL,2441.8549904430415,2642.0850361445096,200.23004570146804,58.057852632638046,3.4488021279124244,False,False,0.0016181229773462784
full,baseline,7,30000009,30,L32_M4096,SL,2642.0850361445096,2921.1257246863106,279.04068854180105,228.74273596704626,1.21988874253039,True,False,0.0016181229773462784
full,baseline,7,30000010,30,L160_M256,LS,2921.1257246863106,3158.862999746869,237.7372750605582,58.92951067026337,4.034265215450426,False,False,0.0016181229773462784
full,baseline,7,30000011,30,L80_M256,SS,3158.862999746869,3404.8312107096463,245.96821096277745,32.085964974046185,7.665912842631884,False,False,0.0016181229773462784
full,baseline,7,30000012,30,L160_M1024,LL,3404.8312107096463,3664.2626155217285,259.4314048120823,229.85653940820262,1.128666626061735,True,False,0.0016181229773462784
full,baseline,7,30000013,30,L32_M1024,SL,3664.2626155217285,3904.2131794550564,239.95056393332789,58.057852632638046,4.132956233356042,False,False,0.0016181229773462784
full,baseline,7,30000014,30,L128_M256,LS,3904.2131794550564,4176.592706616949,272.3795271618924,48.19209238871334,5.651954784716591,False,True,0.0016181229773462784
full,baseline,7,31000005,31,L200_M4096,LL,2103.769024210984,3234.455330446517,1130.6863062355333,1130.6863062355314,1.0000000000000016,True,False,0.0016181229773462784
full,baseline,7,31000006,31,L80_M1024,SL,3234.455330446517,3455.5613032251463,221.10597277862917,122.48236916054397,1.8052065313074908,False,False,0.0016181229773462784
full,baseline,7,31000007,31,L80_M256,SS,3455.5613032251463,3651.7806736002713,196.21937037512498,32.085964974046185,6.115426808383155,False,False,0.0016181229773462784
full,baseline,7,31000008,31,L200_M256,LS,3651.7806736002713,3937.8915667852566,286.11089318498534,72.35128428205302,3.9544687564855865,False,False,0.0016181229773462784
full,baseline,7,31000009,31,L200_M1024,LL,3937.8915667852566,4252.450678984565,314.55911219930795,283.5436075005082,1.109385307509513,True,True,0.0016181229773462784
full,once,19,14,0,L128_M2048,LL,2732.960651132876,3408.6040637624496,675.6434126295735,372.6508694745985,1.8130734904286283,False,False,0.0016420361247947454
full,once,19,15,0,L200_M256,LS,3408.6040637624496,3506.4181781133816,97.81411435093196,72.35128428205302,1.351933352967379,True,False,0.0016420361247947454
full,once,19,16,0,L80_M4096,SL,3506.4181781133816,3992.859004897397,486.44082678401537,486.44082678401566,0.9999999999999994,True,False,0.0016420361247947454
full,once,19,17,0,L200_M4096,LL,3992.859004897397,5182.819881809715,1189.9608769123183,1130.6863062355314,1.052423532813565,True,True,0.0016420361247947454
full,once,19,1000006,1,L64_M2048,SL,2777.0594870723016,2977.9116304097097,200.85214333740805,200.85214333740902,0.9999999999999952,True,False,0.0016420361247947454
full,once,19,1000007,1,L160_M2048,LL,2977.9116304097097,3811.9810194183847,834.069389008675,458.55018171426593,1.8189271802064282,False,False,0.0016420361247947454
full,once,19,1000008,1,L160_M256,LS,3811.9810194183847,3870.9105300886476,58.92951067026297,58.92951067026337,0.9999999999999932,True,False,0.0016420361247947454
full,once,19,1000009,1,L128_M256,LS,3870.9105300886476,3924.3745364509327,53.46400636228509,48.19209238871334,1.1093937555366746,True,False,0.0016420361247947454
full,once,19,1000010,1,L80_M256,SS,3924.3745364509327,3956.460501424978,32.085964974045055,32.085964974046185,0.9999999999999648,True,False,0.0016420361247947454
full,once,19,1000011,1,L32_M256,SS,3956.460501424978,3972.440338992767,15.979837567789218,15.979837567787547,1.0000000000001046,True,False,0.0016420361247947454
full,once,19,1000012,1,L32_M256,SS,3972.440338992767,3988.4201765605562,15.979837567789218,15.979837567787547,1.0000000000001046,True,False,0.0016420361247947454
full,once,19,1000013,1,L160_M256,LS,3988.4201765605562,4052.1220308118645,63.701854251308305,58.92951067026337,1.0809839336312888,True,True,0.0016420361247947454
full,once,19,2000008,2,L160_M1024,LL,2361.059940351594,3187.3875392277832,826.3275988761893,229.85653940820262,3.594971024116537,False,False,0.0016420361247947454
full,once,19,2000009,2,L64_M2048,SL,3187.3875392277832,3388.2396825651913,200.85214333740805,200.85214333740902,0.9999999999999952,True,False,0.0016420361247947454
full,once,19,2000010,2,L160_M1024,LL,3388.2396825651913,4148.263822601807,760.0241400366158,229.85653940820262,3.3065151941876563,False,True,0.0016420361247947454
full,once,19,3000009,3,L200_M1024,LL,2431.64947160083,3368.5246922705714,936.8752206697413,283.5436075005082,3.304166258334927,False,False,0.0016420361247947454
full,once,19,3000010,3,L32_M4096,SL,3368.5246922705714,3597.267428237619,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,0.0016420361247947454
full,once,19,3000011,3,L64_M256,SS,3597.267428237619,3623.9846844028775,26.717256165258732,26.717256165257165,1.0000000000000586,True,False,0.0016420361247947454
full,once,19,3000012,3,L128_M2048,LL,3623.9846844028775,4256.074155813718,632.0894714108404,372.6508694745985,1.6961974952642003,False,True,0.0016420361247947454
full,once,19,4000010,4,L32_M1024,SL,2653.8130089256983,2740.7906330683377,86.97762414263934,58.057852632638046,1.4981198959078215,True,False,0.0016420361247947454
full,once,19,4000011,4,L80_M256,SS,2740.7906330683377,2772.8765980423827,32.085964974045055,32.085964974046185,0.9999999999999648,True,False,0.0016420361247947454
full,once,19,4000012,4,L160_M256,LS,2772.8765980423827,2844.5152871685113,71.63868912612861,58.92951067026337,1.2156674696821888,True,False,0.0016420361247947454
full,once,19,4000013,4,L200_M1024,LL,2844.5152871685113,3606.632092075259,762.1168049067478,283.5436075005082,2.6878292606380905,False,False,0.0016420361247947454
full,once,19,4000014,4,L80_M256,SS,3606.632092075259,3639.197555655968,32.56546358070864,32.085964974046185,1.014944185317484,True,False,0.0016420361247947454
full,once,19,4000015,4,L160_M2048,LL,3639.197555655968,4296.036518338162,656.838962682194,458.55018171426593,1.4324254768074365,True,True,0.0016420361247947454
full,once,19,5000007,5,L160_M4096,LL,2057.442081464875,3016.241026519914,958.798945055039,915.9373744307104,1.046795306994617,True,False,0.0016420361247947454
full,once,19,5000008,5,L32_M256,SS,3016.241026519914,3033.333269451548,17.09224293163379,15.979837567787547,1.0696130582759271,True,False,0.0016420361247947454
full,once,19,5000009,5,L64_M1024,SL,3033.333269451548,3139.971530599996,106.63826114844824,101.00752608339441,1.055745698200795,True,False,0.0016420361247947454
full,once,19,5000010,5,L128_M256,LS,3139.971530599996,3194.2070538847856,54.23552328478945,48.19209238871334,1.125402957135173,True,False,0.0016420361247947454
full,once,19,5000011,5,L160_M256,LS,3194.2070538847856,3253.1365645550486,58.92951067026297,58.92951067026337,0.9999999999999932,True,False,0.0016420361247947454
full,once,19,5000012,5,L200_M1024,LL,3253.1365645550486,4140.632107334048,887.4955427789992,283.5436075005082,3.1300142881105457,False,True,0.0016420361247947454
full,once,19,6000010,6,L160_M256,LS,2610.873272495181,2683.6052262117128,72.73195371653173,58.92951067026337,1.2342195427940872,True,False,0.0016420361247947454
full,once,19,6000011,6,L80_M2048,SL,2683.6052262117128,2927.40708656253,243.80186035081715,243.80186035081854,0.9999999999999943,True,False,0.0016420361247947454
full,once,19,6000012,6,L32_M1024,SL,2927.40708656253,2989.524529611198,62.117443048668065,58.057852632638046,1.069923192676745,True,False,0.0016420361247947454
full,once,19,6000013,6,L200_M256,LS,2989.524529611198,3064.0493772972764,74.52484768607837,72.35128428205302,1.0300418081806533,True,False,0.0016420361247947454
full,once,19,6000014,6,L32_M2048,SL,3064.0493772972764,3179.002198274276,114.95282097699965,114.952820977,0.9999999999999969,True,False,0.0016420361247947454
full,once,19,6000015,6,L80_M256,SS,3179.002198274276,3211.088163248321,32.085964974045055,32.085964974046185,0.9999999999999648,True,False,0.0016420361247947454
full,once,19,6000016,6,L200_M4096,LL,3211.088163248321,4426.106565516494,1215.0184022681728,1130.6863062355314,1.0745848743082542,True,True,0.0016420361247947454
full,once,19,7000007,7,L64_M256,SS,2220.1165717659756,2246.8338279312343,26.717256165258732,26.717256165257165,1.0000000000000586,True,False,0.0016420361247947454
full,once,19,7000008,7,L160_M2048,LL,2246.8338279312343,3073.102282367043,826.2684544358085,458.55018171426593,1.8019150081826312,False,False,0.0016420361247947454
full,once,19,7000009,7,L128_M256,LS,3073.102282367043,3122.2814120612843,49.17912969424151,48.19209238871334,1.020481312526686,True,False,0.0016420361247947454
full,once,19,7000010,7,L160_M256,LS,3122.2814120612843,3183.3741976267206,61.092785565436316,58.92951067026337,1.0367095343329324,True,False,0.0016420361247947454
full,once,19,7000011,7,L64_M2048,SL,3183.3741976267206,3384.2263409641287,200.85214333740805,200.85214333740902,0.9999999999999952,True,False,0.0016420361247947454
full,once,19,7000012,7,L200_M256,LS,3384.2263409641287,3475.8944201788113,91.66807921468262,72.35128428205302,1.2669862065934496,True,False,0.0016420361247947454
full,once,19,7000013,7,L128_M4096,LL,3475.8944201788113,4431.649326681281,955.75490650247,744.1386016188327,1.2843775399143085,True,True,0.0016420361247947454
full,once,19,8000005,8,L160_M1024,LL,2320.2095367212764,3089.2938434514163,769.0843067301398,229.85653940820262,3.3459318090764505,False,False,0.0016420361247947454
full,once,19,8000006,8,L128_M256,LS,3089.2938434514163,3137.8350188491313,48.54117539771505,48.19209238871334,1.0072435744475678,True,False,0.0016420361247947454
full,once,19,8000007,8,L80_M1024,SL,3137.8350188491313,3262.5339091896476,124.6988903405163,122.48236916054397,1.0180966550138089,True,False,0.0016420361247947454
full,once,19,8000008,8,L80_M1024,SL,3262.5339091896476,3385.016278350193,122.4823691605452,122.48236916054397,1.00000000000001,True,False,0.0016420361247947454
full,once,19,8000009,8,L64_M1024,SL,3385.016278350193,3486.0238044335874,101.00752608339462,101.00752608339441,1.0000000000000022,True,False,0.0016420361247947454
full,once,19,8000010,8,L160_M256,LS,3486.0238044335874,3550.6873910503473,64.66358661675986,58.92951067026337,1.0973039803194902,True,False,0.0016420361247947454
full,once,19,8000011,8,L32_M256,SS,3550.6873910503473,3566.6672286181365,15.979837567789218,15.979837567787547,1.0000000000001046,True,False,0.0016420361247947454
full,once,19,8000012,8,L128_M256,LS,3566.6672286181365,3667.258800171636,100.5915715534993,48.19209238871334,2.0873045051071077,False,False,0.0016420361247947454
full,once,19,8000013,8,L32_M2048,SL,3667.258800171636,3782.2116211486355,114.95282097699965,114.952820977,0.9999999999999969,True,False,0.0016420361247947454
full,once,19,8000014,8,L32_M1024,SL,3782.2116211486355,3840.2694737812744,58.05785263263897,58.057852632638046,1.000000000000016,True,False,0.0016420361247947454
full,once,19,8000015,8,L160_M2048,LL,3840.2694737812744,4506.967181332448,666.6977075511732,458.55018171426593,1.4539252935387759,True,True,0.0016420361247947454
full,once,19,9000006,9,L32_M1024,SL,2156.526072651399,2222.3184375945966,65.79236494319775,58.057852632638046,1.1332207782382162,True,False,0.0016420361247947454
full,once,19,9000007,9,L32_M256,SS,2222.3184375945966,2238.596021591512,16.277583996915382,15.979837567787547,1.018632631768926,True,False,0.0016420361247947454
full,once,19,9000008,9,L80_M1024,SL,2238.596021591512,2363.1216072464827,124.52558565497066,122.48236916054397,1.0166817192419633,True,False,0.0016420361247947454
full,once,19,9000009,9,L128_M256,LS,2363.1216072464827,2411.3136996351946,48.1920923887119,48.19209238871334,0.99999999999997,True,False,0.0016420361247947454
full,once,19,9000010,9,L128_M1024,LL,2411.3136996351946,3168.4275466504223,757.1138470152277,186.90687789087698,4.050754341192614,False,False,0.0016420361247947454
full,once,19,9000011,9,L128_M4096,LL,3168.4275466504223,4117.147602103362,948.72005545294,744.1386016188327,1.2749238561056389,True,True,0.0016420361247947454
full,once,19,10000003,10,L64_M256,SS,2237.9598118994777,2264.6770680647364,26.717256165258732,26.717256165257165,1.0000000000000586,True,False,0.0016420361247947454
full,once,19,10000004,10,L160_M256,LS,2264.6770680647364,2333.755577871869,69.07850980713238,58.92951067026337,1.172222694901662,True,False,0.0016420361247947454
full,once,19,10000005,10,L64_M1024,SL,2333.755577871869,2437.6931561725796,103.93757830071081,101.00752608339441,1.0290082564233607,True,False,0.0016420361247947454
full,once,19,10000006,10,L160_M256,LS,2437.6931561725796,2499.181141858569,61.487985685989315,58.92951067026337,1.0434158537314477,True,False,0.0016420361247947454
full,once,19,10000007,10,L80_M256,SS,2499.181141858569,2531.267106832614,32.085964974045055,32.085964974046185,0.9999999999999648,True,False,0.0016420361247947454
full,once,19,10000008,10,L200_M256,LS,2531.267106832614,2614.3846104131862,83.11750358057225,72.35128428205302,1.1488048125939048,True,False,0.0016420361247947454
full,once,19,10000009,10,L64_M256,SS,2614.3846104131862,2643.9474647525512,29.562854339365003,26.717256165257165,1.1065078747797548,True,False,0.0016420361247947454
full,once,19,10000010,10,L32_M1024,SL,2643.9474647525512,2726.24882018737,82.30135543481856,58.057852632638046,1.417574913691377,True,False,0.0016420361247947454
full,once,19,10000011,10,L128_M1024,LL,2726.24882018737,3579.3079261914377,853.0591060040679,186.90687789087698,4.564086221065202,False,False,0.0016420361247947454
full,once,19,10000012,10,L80_M1024,SL,3579.3079261914377,3702.8783561403798,123.57042994894209,122.48236916054397,1.008883407431252,True,False,0.0016420361247947454
full,once,19,10000013,10,L160_M1024,LL,3702.8783561403798,4285.491710980713,582.6133548403332,229.85653940820262,2.5346825299830567,False,True,0.0016420361247947454
full,once,19,11000006,11,L128_M256,LS,2306.04888762326,2367.1309078132376,61.08202018997781,48.19209238871334,1.2674697686353895,True,False,0.0016420361247947454
full,once,19,11000007,11,L64_M1024,SL,2367.1309078132376,2473.331328156296,106.20042034305834,101.00752608339441,1.0514109637273616,True,False,0.0016420361247947454
full,once,19,11000008,11,L80_M1024,SL,2473.331328156296,2595.813697316841,122.4823691605452,122.48236916054397,1.00000000000001,True,False,0.0016420361247947454
full,once,19,11000009,11,L32_M256,SS,2595.813697316841,2614.287136320658,18.47343900381702,15.979837567787547,1.1560467323557857,True,False,0.0016420361247947454
full,once,19,11000010,11,L200_M1024,LL,2614.287136320658,3410.343692514712,796.0565561940539,283.5436075005082,2.8075277845670605,False,False,0.0016420361247947454
full,once,19,11000011,11,L200_M256,LS,3410.343692514712,3512.6159167608425,102.27222424613046,72.35128428205302,1.4135509170429397,True,False,0.0016420361247947454
full,once,19,11000012,11,L200_M256,LS,3512.6159167608425,3585.101344617288,72.48542785644531,72.35128428205302,1.0018540593401128,True,False,0.0016420361247947454
full,once,19,11000013,11,L160_M1024,LL,3585.101344617288,4190.422612372315,605.3212677550268,229.85653940820262,2.6334742066225743,False,True,0.0016420361247947454
full,once,19,12000005,12,L64_M256,SS,2149.714520053775,2176.4317762190335,26.717256165258732,26.717256165257165,1.0000000000000586,True,False,0.0016420361247947454
full,once,19,12000006,12,L64_M4096,SL,2176.4317762190335,2576.973135904544,400.54135968551054,400.5413596855101,1.000000000000001,True,False,0.0016420361247947454
full,once,19,12000007,12,L200_M256,LS,2576.973135904544,2667.71184188409,90.73870597954601,72.35128428205302,1.2541409165013822,True,False,0.0016420361247947454
full,once,19,12000008,12,L128_M256,LS,2667.71184188409,2722.2483952680964,54.53655338400631,48.19209238871334,1.1316494196624434,True,False,0.0016420361247947454
full,once,19,12000009,12,L160_M256,LS,2722.2483952680964,2796.6649711824157,74.41657591431931,58.92951067026337,1.262806615359712,True,False,0.0016420361247947454
full,once,19,12000010,12,L160_M2048,LL,2796.6649711824157,3602.714175351002,806.0492041685861,458.55018171426593,1.7578211421816763,False,False,0.0016420361247947454
full,once,19,12000011,12,L200_M4096,LL,3602.714175351002,4849.773549179869,1247.0593738288676,1130.6863062355314,1.1029225055186038,True,True,0.0016420361247947454
full,once,19,13000006,13,L64_M256,SS,2024.1095996221707,2050.8268557874276,26.717256165256913,26.717256165257165,0.9999999999999906,True,False,0.0016420361247947454
full,once,19,13000007,13,L64_M1024,SL,2050.8268557874276,2152.965915365621,102.13905957819361,101.00752608339441,1.0112024671692779,True,False,0.0016420361247947454
full,once,19,13000008,13,L80_M2048,SL,2152.965915365621,2396.7677757164383,243.80186035081715,243.80186035081854,0.9999999999999943,True,False,0.0016420361247947454
full,once,19,13000009,13,L160_M1024,LL,2396.7677757164383,3279.3299541936035,882.5621784771652,229.85653940820262,3.8396217951833926,False,False,0.0016420361247947454
full,once,19,13000010,13,L160_M256,LS,3279.3299541936035,3338.2594648638665,58.92951067026297,58.92951067026337,0.9999999999999932,True,False,0.0016420361247947454
full,once,19,13000011,13,L32_M1024,SL,3338.2594648638665,3396.3173174965054,58.05785263263897,58.057852632638046,1.000000000000016,True,False,0.0016420361247947454
full,once,19,13000012,13,L160_M1024,LL,3396.3173174965054,4145.960126923096,749.6428094265907,229.85653940820262,3.261350803229917,False,True,0.0016420361247947454
full,once,19,14000007,14,L64_M4096,SL,2331.5815424176308,2732.1229021031413,400.54135968551054,400.5413596855101,1.000000000000001,True,False,0.0016420361247947454
full,once,19,14000008,14,L160_M1024,LL,2732.1229021031413,3523.76497382251,791.6420717193687,229.85653940820262,3.444070261205361,False,False,0.0016420361247947454
full,once,19,14000009,14,L80_M256,SS,3523.76497382251,3555.850938796555,32.085964974045055,32.085964974046185,0.9999999999999648,True,False,0.0016420361247947454
full,once,19,14000010,14,L200_M256,LS,3555.850938796555,3657.908298865335,102.05736006877987,72.35128428205302,1.410581181543664,True,False,0.0016420361247947454
full,once,19,14000011,14,L128_M1024,LL,3657.908298865335,4186.4554244580395,528.5471255927046,186.90687789087698,2.82786343422466,False,True,0.0016420361247947454
full,once,19,15000010,15,L32_M256,SS,2043.1366603540114,2059.1164979218,15.979837567788763,15.979837567787547,1.0000000000000762,True,False,0.0016420361247947454
full,once,19,15000011,15,L80_M1024,SL,2059.1164979218,2181.8135238480454,122.69702592624526,122.48236916054397,1.0017525523646587,True,False,0.0016420361247947454
full,once,19,15000012,15,L200_M1024,LL,2181.8135238480454,3049.5952200293605,867.781696181315,283.5436075005082,3.0604876048202208,False,False,0.0016420361247947454
full,once,19,15000013,15,L80_M256,SS,3049.5952200293605,3081.6811850034055,32.085964974045055,32.085964974046185,0.9999999999999648,True,False,0.0016420361247947454
full,once,19,15000014,15,L80_M4096,SL,3081.6811850034055,3569.674593068195,487.9934080647895,486.44082678401566,1.003191716639079,True,False,0.0016420361247947454
full,once,19,15000015,15,L32_M256,SS,3569.674593068195,3586.302581422912,16.627988354717218,15.979837567787547,1.0405605366249921,True,False,0.0016420361247947454
full,once,19,15000016,15,L80_M1024,SL,3586.302581422912,3716.8428444291,130.54026300618762,122.48236916054397,1.0657881938508371,True,False,0.0016420361247947454
full,once,19,15000017,15,L64_M256,SS,3716.8428444291,3743.5601005943586,26.717256165258732,26.717256165257165,1.0000000000000586,True,False,0.0016420361247947454
full,once,19,15000018,15,L128_M4096,LL,3743.5601005943586,4578.610161541274,835.050060946915,744.1386016188327,1.1221700623113884,True,True,0.0016420361247947454
full,once,19,16000007,16,L64_M4096,SL,2830.150001906378,3230.6913615918884,400.54135968551054,400.5413596855101,1.000000000000001,True,False,0.0016420361247947454
full,once,19,16000008,16,L80_M1024,SL,3230.6913615918884,3353.1737307524336,122.4823691605452,122.48236916054397,1.00000000000001,True,False,0.0016420361247947454
full,once,19,16000009,16,L200_M4096,LL,3353.1737307524336,4548.550718348525,1195.3769875960916,1130.6863062355314,1.0572136418419527,True,True,0.0016420361247947454
full,once,19,17000007,17,L32_M2048,SL,2286.185789306002,2401.1386102830015,114.95282097699965,114.952820977,0.9999999999999969,True,False,0.0016420361247947454
full,once,19,17000008,17,L160_M2048,LL,2401.1386102830015,3246.438416879322,845.2998065963206,458.55018171426593,1.8434183221478866,False,False,0.0016420361247947454
full,once,19,17000009,17,L200_M1024,LL,3246.438416879322,3950.1514028906886,703.7129860113664,283.5436075005082,2.4818510006793404,False,False,0.0016420361247947454
full,once,19,17000010,17,L32_M256,SS,3950.1514028906886,3966.131240458478,15.979837567789218,15.979837567787547,1.0000000000001046,True,False,0.0016420361247947454
full,once,19,17000011,17,L160_M1024,LL,3966.131240458478,4383.404232343018,417.2729918845398,229.85653940820262,1.8153627169314681,False,True,0.0016420361247947454
full,once,19,18000005,18,L80_M1024,SL,2198.5429997243637,2321.025368884909,122.4823691605452,122.48236916054397,1.00000000000001,True,False,0.0016420361247947454
full,once,19,18000006,18,L64_M4096,SL,2321.025368884909,2721.5667285704194,400.54135968551054,400.5413596855101,1.000000000000001,True,False,0.0016420361247947454
full,once,19,18000007,18,L160_M256,LS,2721.5667285704194,2792.9699265290956,71.40319795867617,58.92951067026337,1.2116713196247053,True,False,0.0016420361247947454
full,once,19,18000008,18,L200_M4096,LL,2792.9699265290956,3990.5479327247913,1197.5780061956957,1130.6863062355314,1.0591602636303885,True,False,0.0016420361247947454
full,once,19,18000009,18,L160_M2048,LL,3990.5479327247913,4456.444116519513,465.89618379472176,458.55018171426593,1.0160200614314299,True,True,0.0016420361247947454
full,once,19,19000011,19,L80_M2048,SL,2192.812238739502,2436.614099090319,243.80186035081715,243.80186035081854,0.9999999999999943,True,False,0.0016420361247947454
full,once,19,19000012,19,L160_M256,LS,2436.614099090319,2496.063754425378,59.449655335059106,58.92951067026337,1.0088265566586183,True,False,0.0016420361247947454
full,once,19,19000013,19,L200_M256,LS,2496.063754425378,2569.204182743967,73.14042831858887,72.35128428205302,1.010907118572484,True,False,0.0016420361247947454
full,once,19,19000014,19,L80_M1024,SL,2569.204182743967,2691.6865519045123,122.4823691605452,122.48236916054397,1.00000000000001,True,False,0.0016420361247947454
full,once,19,19000015,19,L200_M4096,LL,2691.6865519045123,3975.05850893193,1283.371957027418,1130.6863062355314,1.1350380295134492,True,False,0.0016420361247947454
full,once,19,19000016,19,L128_M4096,LL,3975.05850893193,4755.900099934263,780.8415910023332,744.1386016188327,1.0493227865126942,True,True,0.0016420361247947454
full,once,19,20000010,20,L64_M2048,SL,2481.955507563508,2682.807650900916,200.85214333740805,200.85214333740902,0.9999999999999952,True,False,0.0016420361247947454
full,once,19,20000011,20,L80_M2048,SL,2682.807650900916,2926.6095112517332,243.80186035081715,243.80186035081854,0.9999999999999943,True,False,0.0016420361247947454
full,once,19,20000012,20,L64_M4096,SL,2926.6095112517332,3327.150870937244,400.54135968551054,400.5413596855101,1.000000000000001,True,False,0.0016420361247947454
full,once,19,20000013,20,L64_M256,SS,3327.150870937244,3353.8681271025025,26.717256165258732,26.717256165257165,1.0000000000000586,True,False,0.0016420361247947454
full,once,19,20000014,20,L200_M4096,LL,3353.8681271025025,4602.0397506465215,1248.171623544019,1130.6863062355314,1.1039061998545283,True,True,0.0016420361247947454
full,once,19,21000005,21,L160_M256,LS,2253.3682370947904,2312.2977477650534,58.92951067026297,58.92951067026337,0.9999999999999932,True,False,0.0016420361247947454
full,once,19,21000006,21,L160_M256,LS,2312.2977477650534,2374.612324653088,62.31457688803448,58.92951067026337,1.0574426323800998,True,False,0.0016420361247947454
full,once,19,21000007,21,L80_M256,SS,2374.612324653088,2406.698289627133,32.085964974045055,32.085964974046185,0.9999999999999648,True,False,0.0016420361247947454
full,once,19,21000008,21,L64_M1024,SL,2406.698289627133,2509.3528542125728,102.65456458543986,101.00752608339441,1.0163060968415918,True,False,0.0016420361247947454
