order,strategy,start_ms,end_ms,U_percent,all_cards_active,mixed_card_count
random,baseline,2000.0,4000.0,90.67794278896096,True,32
random,baseline,2000.0,20000.0,91.25988581601831,True,32
random,once,2000.0,4000.0,91.24281038614289,True,32
random,once,2000.0,20000.0,90.86429247488897,True,32
ordered,baseline,2000.0,4000.0,71.00894540379132,True,32
ordered,baseline,2000.0,20000.0,64.2162428498749,True,32
ordered,once,2000.0,4000.0,83.41703512991877,True,32
ordered,once,2000.0,20000.0,90.43099048587163,True,32
