panel,strategy,input_fingerprint,start_ms,end_ms,compute_npu_ms,active_npu_ms,stall_npu_ms,idle_npu_ms,fleet_utilization,active_npu_ms_by_home_ssu
fluid_interleaved,deadline_fluid,45bda5547c2ffc696546d1e4874ad1bfd3f14226c044181b47dd813f7a5c0616,900,1000,3157.564095684182,3200.0,42.43590431581788,0.0,0.9867387799013069,"[413.7352799007706, 415.99330657214773, 407.2873244498468, 390.721613854349, 391.2355381545101, 393.474726982854, 400.57370912036185, 386.9785009651599]"
fluid_interleaved,deadline_fluid,45bda5547c2ffc696546d1e4874ad1bfd3f14226c044181b47dd813f7a5c0616,1000,1100,3179.7342686265956,3200.0,20.26573137340438,0.0,0.9936669589458111,"[400.0, 400.0, 400.0, 440.2772074806728, 373.89225461827607, 426.41660351369035, 359.41393438736077, 400.0]"
fluid_interleaved,deadline_fluid,45bda5547c2ffc696546d1e4874ad1bfd3f14226c044181b47dd813f7a5c0616,1100,1200,3188.538585468255,3200.0,11.46141453174505,0.0,0.9964183079588297,"[393.2893875114444, 400.65019157837696, 452.03554463019395, 398.91988436517636, 355.10499191480835, 400.00931000149626, 399.99068999850374, 400.0]"
fluid_interleaved,deadline_fluid,45bda5547c2ffc696546d1e4874ad1bfd3f14226c044181b47dd813f7a5c0616,1200,1300,3163.530470868407,3200.0,36.469529131592935,0.0,0.9886032721463772,"[389.6569685562688, 387.97875036225173, 341.7143541404198, 348.27890097875775, 440.3398488450541, 421.4027840156389, 404.32969153664976, 466.2987015649592]"
fluid_interleaved,deadline_fluid,45bda5547c2ffc696546d1e4874ad1bfd3f14226c044181b47dd813f7a5c0616,1300,1400,3152.779885292595,3200.0,47.22011470740517,0.0,0.9852437141539359,"[400.60995083234707, 405.3054401068732, 462.09985937131705, 456.2102384345301, 409.78807030544385, 341.4972804107899, 325.1445233494858, 399.344637189213]"
fluid_interleaved,deadline_fluid,45bda5547c2ffc696546d1e4874ad1bfd3f14226c044181b47dd813f7a5c0616,1400,1500,3189.5546066821726,3200.0,10.445393317827438,0.0,0.996735814588179,"[400.65019157837696, 366.67255341236614, 382.18027190957264, 405.47263191345655, 358.4956877682962, 397.7477549900384, 446.83502148749676, 441.94588694039635]"
fluid_interleaved,deadline_fluid,45bda5547c2ffc696546d1e4874ad1bfd3f14226c044181b47dd813f7a5c0616,1500,1600,3169.378829992572,3200.0,30.62117000742819,0.0,0.9904308843726787,"[381.8597703311957, 418.6466989433943, 389.71086830277886, 346.35657486527157, 447.1468565956209, 448.0313503616778, 390.8103773150676, 377.4375032849932]"
fluid_interleaved,deadline_fluid,45bda5547c2ffc696546d1e4874ad1bfd3f14226c044181b47dd813f7a5c0616,1600,1700,3170.9684436556313,3200.0,29.03155634436871,0.0,0.9909276386423848,"[400.0, 400.547945190204, 455.69503479650916, 415.5457537993825, 423.8609098903937, 352.5752020566881, 383.334214183898, 368.4409400829245]"
fluid_interleaved,deadline_fluid,45bda5547c2ffc696546d1e4874ad1bfd3f14226c044181b47dd813f7a5c0616,1700,1800,3169.8948656354823,3200.0,30.105134364517653,0.0,0.9905921455110882,"[354.43218649034065, 393.4107613074607, 381.4066940343223, 428.2556037084041, 370.6032323709801, 380.44814792607644, 459.23412266696323, 432.20925149545246]"
fluid_interleaved,deadline_fluid,45bda5547c2ffc696546d1e4874ad1bfd3f14226c044181b47dd813f7a5c0616,1800,1900,3153.9700753414245,3200.0,46.02992465857551,0.0,0.9856156485441951,"[385.31243492720614, 336.10252308154486, 373.2468405941104, 429.24733276142274, 437.5001727864553, 415.6593433444111, 403.7367083712511, 419.19464413359833]"
fluid_interleaved,deadline_fluid,45bda5547c2ffc696546d1e4874ad1bfd3f14226c044181b47dd813f7a5c0616,1900,2000,3175.6852696160295,3200.0,24.314730383970527,0.0,0.9924016467550092,"[426.03149250920524, 380.71436493213014, 455.60172633739603, 398.39940255943725, 372.5230027634343, 442.5683368508612, 351.52429640071455, 372.6373776468213]"
fluid_interleaved,deadline_fluid,45bda5547c2ffc696546d1e4874ad1bfd3f14226c044181b47dd813f7a5c0616,2000,2100,3175.34657957961,3200.0,24.65342042038992,0.0,0.9922958061186281,"[398.75721908777973, 495.1299272175802, 340.76587733303313, 335.64699350496676, 382.257419114756, 388.208441074918, 449.1258951776624, 410.1082274893038]"
fluid_interleaved,deadline_fluid,45bda5547c2ffc696546d1e4874ad1bfd3f14226c044181b47dd813f7a5c0616,2100,2200,3161.3291284061643,3200.0,38.67087159383573,0.0,0.9879153526269263,"[372.1968656996187, 424.4976926415684, 411.8836069342469, 440.5126970587776, 423.08976683724586, 430.9862030586837, 398.34122986765715, 298.4919379022017]"
fluid_interleaved,deadline_fluid,45bda5547c2ffc696546d1e4874ad1bfd3f14226c044181b47dd813f7a5c0616,2200,2300,3162.8204134620382,3200.0,37.17958653796177,0.0,0.988381379206887,"[440.687308721981, 371.1962982122659, 451.0508228938115, 406.3556118697129, 445.36707548402273, 367.0929986960714, 324.3196045391637, 393.9302795829708]"
fluid_interleaved,deadline_fluid,45bda5547c2ffc696546d1e4874ad1bfd3f14226c044181b47dd813f7a5c0616,2300,2400,3155.6826802899923,3200.0,44.31731971000772,0.0,0.9861508375906226,"[400.0, 376.15969056374433, 401.1359344169573, 371.3188687832817, 417.31211276250724, 408.3964636888518, 433.7069097573426, 391.97002002731506]"
fluid_interleaved,deadline_fluid,45bda5547c2ffc696546d1e4874ad1bfd3f14226c044181b47dd813f7a5c0616,2400,2500,3176.80336564037,3200.0,23.196634359630025,0.0,0.9927510517626156,"[335.1200297309697, 405.64584760206344, 400.0, 454.26505916128417, 375.924622477301, 427.28291391094217, 391.07935983915377, 410.68216727828576]"
fluid_interleaved,deadline_fluid,45bda5547c2ffc696546d1e4874ad1bfd3f14226c044181b47dd813f7a5c0616,2500,2600,3173.7768183654284,3200.0,26.223181634571574,0.0,0.9918052557391964,"[352.08829479869746, 350.96915782320866, 296.1264277665082, 438.083960846388, 400.53424728027994, 382.3306359313824, 489.14632972101344, 490.7209458325219]"
fluid_interleaved,deadline_fluid,45bda5547c2ffc696546d1e4874ad1bfd3f14226c044181b47dd813f7a5c0616,2600,2700,3011.497103072861,3200.0,188.50289692713886,0.0,0.9410928447102691,"[344.46049748134465, 302.9585788193417, 435.05293259788687, 279.4500316534827, 365.4985553591896, 425.1525875830671, 577.202371796544, 470.2244447091434]"
fluid_interleaved,deadline_fluid,45bda5547c2ffc696546d1e4874ad1bfd3f14226c044181b47dd813f7a5c0616,2700,2800,2712.8664954815285,3200.0,487.13350451847145,0.0,0.8477707798379777,"[359.37999432662036, 362.72064563449385, 285.32805110615027, 385.9095116445651, 373.69954312242317, 308.7758687887422, 456.1103456126684, 668.0760397643367]"
fluid_interleaved,deadline_fluid,45bda5547c2ffc696546d1e4874ad1bfd3f14226c044181b47dd813f7a5c0616,2800,2900,2814.6043758429932,3200.0,385.39562415700675,0.0,0.8795638674509354,"[400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0]"
fluid_interleaved,deadline_fluid,45bda5547c2ffc696546d1e4874ad1bfd3f14226c044181b47dd813f7a5c0616,2900,3000,2801.1656103881323,3200.0,398.83438961186766,0.0,0.8753642532462913,"[400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0]"
