panel,strategy,input_fingerprint,npu_id,request_id,home_ssu,admission_time_ms,completion_time_ms,clipped_start_ms,clipped_end_ms
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,4,4000005,1,215.7703402889424,253.98228179686646,215.7703402889424,253.98228179686646
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,9,9000005,2,215.7703402889424,253.98228179686646,215.7703402889424,253.98228179686646
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,13,13000005,3,215.7703402889424,253.98228179686646,215.7703402889424,253.98228179686646
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,17,17000005,4,215.7703402889424,253.98228179686646,215.7703402889424,253.98228179686646
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,21,21000005,5,215.7703402889424,253.98228179686646,215.7703402889424,253.98228179686646
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,25,25000005,6,215.7703402889424,253.98228179686646,215.7703402889424,253.98228179686646
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,29,29000005,7,215.7703402889424,253.98228179686646,215.7703402889424,253.98228179686646
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,0,5,0,218.41503887359642,256.62698038152047,218.41503887359642,256.62698038152047
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,5,5000005,1,218.41503887359642,256.62698038152047,218.41503887359642,256.62698038152047
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,8,8000005,2,218.41503887359642,256.62698038152047,218.41503887359642,256.62698038152047
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,12,12000005,3,218.41503887359642,256.62698038152047,218.41503887359642,256.62698038152047
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,16,16000005,4,218.41503887359642,256.62698038152047,218.41503887359642,256.62698038152047
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,20,20000005,5,218.41503887359642,256.62698038152047,218.41503887359642,256.62698038152047
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,24,24000005,6,218.41503887359642,256.62698038152047,218.41503887359642,256.62698038152047
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,28,28000005,7,218.41503887359642,256.62698038152047,218.41503887359642,256.62698038152047
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,1,1000006,0,253.98228179686646,293.78148780741327,253.98228179686646,293.78148780741327
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,4,4000006,1,253.98228179686646,293.78148780741327,253.98228179686646,293.78148780741327
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,9,9000006,2,253.98228179686646,293.78148780741327,253.98228179686646,293.78148780741327
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,13,13000006,3,253.98228179686646,293.78148780741327,253.98228179686646,293.78148780741327
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,17,17000006,4,253.98228179686646,293.78148780741327,253.98228179686646,293.78148780741327
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,21,21000006,5,253.98228179686646,293.78148780741327,253.98228179686646,293.78148780741327
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,25,25000006,6,253.98228179686646,293.78148780741327,253.98228179686646,293.78148780741327
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,29,29000006,7,253.98228179686646,293.78148780741327,253.98228179686646,293.78148780741327
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,0,6,0,256.62698038152047,294.8389218894445,256.62698038152047,294.8389218894445
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,5,5000006,1,256.62698038152047,294.8389218894445,256.62698038152047,294.8389218894445
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,8,8000006,2,256.62698038152047,294.8389218894445,256.62698038152047,294.8389218894445
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,12,12000006,3,256.62698038152047,294.8389218894445,256.62698038152047,294.8389218894445
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,16,16000006,4,256.62698038152047,294.8389218894445,256.62698038152047,294.8389218894445
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,20,20000006,5,256.62698038152047,294.8389218894445,256.62698038152047,294.8389218894445
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,24,24000006,6,256.62698038152047,294.8389218894445,256.62698038152047,294.8389218894445
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,28,28000006,7,256.62698038152047,294.8389218894445,256.62698038152047,294.8389218894445
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,2,2000001,0,287.74376849644517,560.5500217341013,287.74376849644517,560.5500217341013
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,7,7000001,1,287.74376849644517,560.5500217341013,287.74376849644517,560.5500217341013
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,11,11000001,2,287.74376849644517,560.5500217341013,287.74376849644517,560.5500217341013
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,14,14000001,3,287.74376849644517,560.5500217341013,287.74376849644517,560.5500217341013
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,19,19000001,4,287.74376849644517,560.5500217341013,287.74376849644517,560.5500217341013
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,23,23000001,5,287.74376849644517,560.5500217341013,287.74376849644517,560.5500217341013
