input_fingerprint,start_ms,end_ms,reference_suite,reference_input,reference_strategy,reference_result,candidate_suite,candidate_input,candidate_strategy,candidate_variant,candidate_assignment,candidate_result,reference_utilization,candidate_utilization,delta_utilization_percentage_points,delta_makespan_ms,delta_admission_slo_percentage_points,reference_all_active,candidate_all_active
4166ee5fd62b3cb65b9a95841205996e34d5a68a94ececfddaf6434b25fb8b0f,1000.0,2000.0,cross_environment,strong32_stripe6_feasible,baseline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/cross_environment/runs/strong32_stripe6_feasible/baseline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_baseline_ffe76c7072.json.gz,screen,strong32_stripe6_feasible,strategy3,strategy3,fixed,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/screen/runs/strong32_stripe6_feasible/strategy3/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_strategy3_1ce9a6556d.json.gz,0.47692779812192193,0.9999690610867871,52.30412629648651,-2896.4282284441642,29.702970297029708,True,True
4166ee5fd62b3cb65b9a95841205996e34d5a68a94ececfddaf6434b25fb8b0f,1000.0,2000.0,screen,strong32_stripe6_feasible,baseline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/screen/runs/strong32_stripe6_feasible/baseline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_baseline_ffe76c7072.json.gz,cross_environment,strong32_stripe6_feasible,baseline,baseline,fixed,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/cross_environment/runs/strong32_stripe6_feasible/baseline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_baseline_ffe76c7072.json.gz,0.4769277981219221,0.47692779812192193,-1.6653345369377348e-14,0.0,0.0,True,True
4166ee5fd62b3cb65b9a95841205996e34d5a68a94ececfddaf6434b25fb8b0f,1000.0,2000.0,screen,strong32_stripe6_feasible,baseline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/screen/runs/strong32_stripe6_feasible/baseline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_baseline_ffe76c7072.json.gz,cross_environment,strong32_stripe6_feasible,once,once,fixed,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/cross_environment/runs/strong32_stripe6_feasible/once/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_once_d8f13cde8c.json.gz,0.4769277981219221,0.9331669241176446,45.62391259957225,-2577.7657096192306,26.74298679867987,True,True
4166ee5fd62b3cb65b9a95841205996e34d5a68a94ececfddaf6434b25fb8b0f,1000.0,2000.0,screen,strong32_stripe6_feasible,baseline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/screen/runs/strong32_stripe6_feasible/baseline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_baseline_ffe76c7072.json.gz,formal,strong32_stripe6_feasible,deadline,deadline,fixed,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/formal/runs/strong32_stripe6_feasible/deadline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_deadline_2214bb75d3.json.gz,0.4769277981219221,1.0,52.30722018780779,-2899.840826259582,29.579207920792083,True,True
4166ee5fd62b3cb65b9a95841205996e34d5a68a94ececfddaf6434b25fb8b0f,1000.0,2000.0,screen,strong32_stripe6_feasible,baseline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/screen/runs/strong32_stripe6_feasible/baseline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_baseline_ffe76c7072.json.gz,formal,strong32_stripe6_feasible,new_once,new_once,fixed,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/formal/runs/strong32_stripe6_feasible/new_once/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_new_once_d6233f2cac.json.gz,0.4769277981219221,1.0,52.30722018780779,-2901.505865322082,29.702970297029708,True,True
4166ee5fd62b3cb65b9a95841205996e34d5a68a94ececfddaf6434b25fb8b0f,1000.0,2000.0,screen,strong32_stripe6_feasible,baseline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/screen/runs/strong32_stripe6_feasible/baseline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_baseline_ffe76c7072.json.gz,formal,strong32_stripe6_feasible,stall_interchange,stall_interchange,fixed,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/formal/runs/strong32_stripe6_feasible/stall_interchange/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_stall_interchange_76d3e974c4.json.gz,0.4769277981219221,1.0,52.30722018780779,-2898.753079775208,29.579207920792083,True,True
4166ee5fd62b3cb65b9a95841205996e34d5a68a94ececfddaf6434b25fb8b0f,1000.0,2000.0,screen,strong32_stripe6_feasible,baseline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/screen/runs/strong32_stripe6_feasible/baseline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_baseline_ffe76c7072.json.gz,formal,strong32_stripe6_feasible,strategy1,strategy1_fixed,fixed,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/formal/runs/strong32_stripe6_feasible/strategy1_fixed/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_strategy1_fc5c4aa4c9.json.gz,0.4769277981219221,0.9998315767465461,52.2903778624624,-2895.6558085349734,29.702970297029708,True,True
4166ee5fd62b3cb65b9a95841205996e34d5a68a94ececfddaf6434b25fb8b0f,1000.0,2000.0,screen,strong32_stripe6_feasible,baseline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/screen/runs/strong32_stripe6_feasible/baseline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_baseline_ffe76c7072.json.gz,formal,strong32_stripe6_feasible,strategy1,strategy1_pipeline,pipeline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/formal/runs/strong32_stripe6_feasible/strategy1_pipeline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_strategy1_6c75d74ceb.json.gz,0.4769277981219221,0.707830241507977,23.090244338605494,-1284.3582308101832,27.862004950495056,True,True
4166ee5fd62b3cb65b9a95841205996e34d5a68a94ececfddaf6434b25fb8b0f,1000.0,2000.0,screen,strong32_stripe6_feasible,baseline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/screen/runs/strong32_stripe6_feasible/baseline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_baseline_ffe76c7072.json.gz,formal,strong32_stripe6_feasible,strategy2,strategy2_fixed,fixed,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/formal/runs/strong32_stripe6_feasible/strategy2_fixed/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_strategy2_6c3a50412c.json.gz,0.4769277981219221,0.9999186838844347,52.299088576251265,-2897.909550209778,29.702970297029708,True,True
4166ee5fd62b3cb65b9a95841205996e34d5a68a94ececfddaf6434b25fb8b0f,1000.0,2000.0,screen,strong32_stripe6_feasible,baseline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/screen/runs/strong32_stripe6_feasible/baseline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_baseline_ffe76c7072.json.gz,formal,strong32_stripe6_feasible,strategy2,strategy2_pipeline,pipeline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/formal/runs/strong32_stripe6_feasible/strategy2_pipeline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_strategy2_b602b12632.json.gz,0.4769277981219221,0.7068116446562005,22.98838465342784,-1279.0817976525104,27.846534653465348,True,True
4166ee5fd62b3cb65b9a95841205996e34d5a68a94ececfddaf6434b25fb8b0f,1000.0,2000.0,screen,strong32_stripe6_feasible,baseline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/screen/runs/strong32_stripe6_feasible/baseline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_baseline_ffe76c7072.json.gz,formal,strong32_stripe6_feasible,strategy3,strategy3_pipeline,pipeline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/formal/runs/strong32_stripe6_feasible/strategy3_pipeline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_strategy3_b8e50b64c6.json.gz,0.4769277981219221,0.7091974225433397,23.22696244214176,-1361.0426634851874,27.923886138613863,True,True
4166ee5fd62b3cb65b9a95841205996e34d5a68a94ececfddaf6434b25fb8b0f,1000.0,2000.0,screen,strong32_stripe6_feasible,baseline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/screen/runs/strong32_stripe6_feasible/baseline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_baseline_ffe76c7072.json.gz,screen,strong32_stripe6_feasible,once,once,fixed,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/screen/runs/strong32_stripe6_feasible/once/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_once_d8f13cde8c.json.gz,0.4769277981219221,0.9331669241176447,45.62391259957226,-2577.7657096192306,26.74298679867987,True,True
4166ee5fd62b3cb65b9a95841205996e34d5a68a94ececfddaf6434b25fb8b0f,1000.0,2000.0,screen,strong32_stripe6_feasible,baseline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/screen/runs/strong32_stripe6_feasible/baseline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_baseline_ffe76c7072.json.gz,screen,strong32_stripe6_feasible,strategy3,strategy3,fixed,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/screen/runs/strong32_stripe6_feasible/strategy3/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_strategy3_1ce9a6556d.json.gz,0.4769277981219221,0.9999690610867871,52.304126296486494,-2896.4282284441642,29.702970297029708,True,True
4166ee5fd62b3cb65b9a95841205996e34d5a68a94ececfddaf6434b25fb8b0f,2000.0,3000.0,cross_environment,strong32_stripe6_feasible,baseline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/cross_environment/runs/strong32_stripe6_feasible/baseline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_baseline_ffe76c7072.json.gz,cross_environment,strong32_stripe6_feasible,once,once,fixed,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/cross_environment/runs/strong32_stripe6_feasible/once/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_once_d8f13cde8c.json.gz,0.47684851622011787,0.9631269492459861,48.62784330258682,-2577.7657096192306,26.74298679867987,True,True
4166ee5fd62b3cb65b9a95841205996e34d5a68a94ececfddaf6434b25fb8b0f,2000.0,3000.0,cross_environment,strong32_stripe6_feasible,baseline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/cross_environment/runs/strong32_stripe6_feasible/baseline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_baseline_ffe76c7072.json.gz,formal,strong32_stripe6_feasible,deadline,deadline,fixed,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/formal/runs/strong32_stripe6_feasible/deadline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_deadline_2214bb75d3.json.gz,0.47684851622011787,1.0,52.31514837798821,-2899.840826259582,29.579207920792083,True,True
4166ee5fd62b3cb65b9a95841205996e34d5a68a94ececfddaf6434b25fb8b0f,2000.0,3000.0,cross_environment,strong32_stripe6_feasible,baseline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/cross_environment/runs/strong32_stripe6_feasible/baseline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_baseline_ffe76c7072.json.gz,formal,strong32_stripe6_feasible,new_once,new_once,fixed,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/formal/runs/strong32_stripe6_feasible/new_once/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_new_once_d6233f2cac.json.gz,0.47684851622011787,1.0,52.31514837798821,-2901.505865322082,29.702970297029708,True,True
4166ee5fd62b3cb65b9a95841205996e34d5a68a94ececfddaf6434b25fb8b0f,2000.0,3000.0,cross_environment,strong32_stripe6_feasible,baseline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/cross_environment/runs/strong32_stripe6_feasible/baseline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_baseline_ffe76c7072.json.gz,formal,strong32_stripe6_feasible,stall_interchange,stall_interchange,fixed,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/formal/runs/strong32_stripe6_feasible/stall_interchange/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_stall_interchange_76d3e974c4.json.gz,0.47684851622011787,1.0,52.31514837798821,-2898.753079775208,29.579207920792083,True,True
4166ee5fd62b3cb65b9a95841205996e34d5a68a94ececfddaf6434b25fb8b0f,2000.0,3000.0,cross_environment,strong32_stripe6_feasible,baseline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/cross_environment/runs/strong32_stripe6_feasible/baseline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_baseline_ffe76c7072.json.gz,formal,strong32_stripe6_feasible,strategy1,strategy1_fixed,fixed,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/formal/runs/strong32_stripe6_feasible/strategy1_fixed/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_strategy1_fc5c4aa4c9.json.gz,0.47684851622011787,0.9998107188964122,52.29622026762944,-2895.6558085349734,29.702970297029708,True,True
4166ee5fd62b3cb65b9a95841205996e34d5a68a94ececfddaf6434b25fb8b0f,2000.0,3000.0,cross_environment,strong32_stripe6_feasible,baseline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/cross_environment/runs/strong32_stripe6_feasible/baseline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_baseline_ffe76c7072.json.gz,formal,strong32_stripe6_feasible,strategy1,strategy1_pipeline,pipeline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/formal/runs/strong32_stripe6_feasible/strategy1_pipeline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_strategy1_6c75d74ceb.json.gz,0.47684851622011787,0.6482761926940909,17.1427676473973,-1284.3582308101832,27.862004950495056,True,True
4166ee5fd62b3cb65b9a95841205996e34d5a68a94ececfddaf6434b25fb8b0f,2000.0,3000.0,cross_environment,strong32_stripe6_feasible,baseline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/cross_environment/runs/strong32_stripe6_feasible/baseline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_baseline_ffe76c7072.json.gz,formal,strong32_stripe6_feasible,strategy2,strategy2_fixed,fixed,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/formal/runs/strong32_stripe6_feasible/strategy2_fixed/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_strategy2_6c3a50412c.json.gz,0.47684851622011787,0.9999096246398085,52.30611084196906,-2897.909550209778,29.702970297029708,True,True
4166ee5fd62b3cb65b9a95841205996e34d5a68a94ececfddaf6434b25fb8b0f,2000.0,3000.0,cross_environment,strong32_stripe6_feasible,baseline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/cross_environment/runs/strong32_stripe6_feasible/baseline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_baseline_ffe76c7072.json.gz,formal,strong32_stripe6_feasible,strategy2,strategy2_pipeline,pipeline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/formal/runs/strong32_stripe6_feasible/strategy2_pipeline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_strategy2_b602b12632.json.gz,0.47684851622011787,0.6462536672757666,16.940515105564874,-1279.0817976525104,27.846534653465348,True,True
4166ee5fd62b3cb65b9a95841205996e34d5a68a94ececfddaf6434b25fb8b0f,2000.0,3000.0,cross_environment,strong32_stripe6_feasible,baseline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/cross_environment/runs/strong32_stripe6_feasible/baseline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_baseline_ffe76c7072.json.gz,formal,strong32_stripe6_feasible,strategy3,strategy3_pipeline,pipeline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/formal/runs/strong32_stripe6_feasible/strategy3_pipeline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_strategy3_b8e50b64c6.json.gz,0.47684851622011787,0.6716473946616681,19.479887844155026,-1361.0426634851874,27.923886138613863,True,True
4166ee5fd62b3cb65b9a95841205996e34d5a68a94ececfddaf6434b25fb8b0f,2000.0,3000.0,cross_environment,strong32_stripe6_feasible,baseline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/cross_environment/runs/strong32_stripe6_feasible/baseline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_baseline_ffe76c7072.json.gz,screen,strong32_stripe6_feasible,baseline,baseline,fixed,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/screen/runs/strong32_stripe6_feasible/baseline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_baseline_ffe76c7072.json.gz,0.47684851622011787,0.4768485162201181,2.220446049250313e-14,0.0,0.0,True,True
4166ee5fd62b3cb65b9a95841205996e34d5a68a94ececfddaf6434b25fb8b0f,2000.0,3000.0,cross_environment,strong32_stripe6_feasible,baseline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/cross_environment/runs/strong32_stripe6_feasible/baseline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_baseline_ffe76c7072.json.gz,screen,strong32_stripe6_feasible,once,once,fixed,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/screen/runs/strong32_stripe6_feasible/once/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_once_d8f13cde8c.json.gz,0.47684851622011787,0.9631269492459859,48.6278433025868,-2577.7657096192306,26.74298679867987,True,True
4166ee5fd62b3cb65b9a95841205996e34d5a68a94ececfddaf6434b25fb8b0f,2000.0,3000.0,cross_environment,strong32_stripe6_feasible,baseline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/cross_environment/runs/strong32_stripe6_feasible/baseline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_baseline_ffe76c7072.json.gz,screen,strong32_stripe6_feasible,strategy3,strategy3,fixed,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/screen/runs/strong32_stripe6_feasible/strategy3/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_strategy3_1ce9a6556d.json.gz,0.47684851622011787,0.999942404542534,52.30938883224161,-2896.4282284441642,29.702970297029708,True,True
4166ee5fd62b3cb65b9a95841205996e34d5a68a94ececfddaf6434b25fb8b0f,2000.0,3000.0,screen,strong32_stripe6_feasible,baseline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/screen/runs/strong32_stripe6_feasible/baseline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_baseline_ffe76c7072.json.gz,cross_environment,strong32_stripe6_feasible,baseline,baseline,fixed,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/cross_environment/runs/strong32_stripe6_feasible/baseline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_baseline_ffe76c7072.json.gz,0.4768485162201181,0.47684851622011787,-2.220446049250313e-14,0.0,0.0,True,True
4166ee5fd62b3cb65b9a95841205996e34d5a68a94ececfddaf6434b25fb8b0f,2000.0,3000.0,screen,strong32_stripe6_feasible,baseline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/screen/runs/strong32_stripe6_feasible/baseline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_baseline_ffe76c7072.json.gz,cross_environment,strong32_stripe6_feasible,once,once,fixed,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/cross_environment/runs/strong32_stripe6_feasible/once/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_once_d8f13cde8c.json.gz,0.4768485162201181,0.9631269492459861,48.6278433025868,-2577.7657096192306,26.74298679867987,True,True
4166ee5fd62b3cb65b9a95841205996e34d5a68a94ececfddaf6434b25fb8b0f,2000.0,3000.0,screen,strong32_stripe6_feasible,baseline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/screen/runs/strong32_stripe6_feasible/baseline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_baseline_ffe76c7072.json.gz,formal,strong32_stripe6_feasible,deadline,deadline,fixed,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/formal/runs/strong32_stripe6_feasible/deadline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_deadline_2214bb75d3.json.gz,0.4768485162201181,1.0,52.31514837798819,-2899.840826259582,29.579207920792083,True,True
4166ee5fd62b3cb65b9a95841205996e34d5a68a94ececfddaf6434b25fb8b0f,2000.0,3000.0,screen,strong32_stripe6_feasible,baseline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/screen/runs/strong32_stripe6_feasible/baseline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_baseline_ffe76c7072.json.gz,formal,strong32_stripe6_feasible,new_once,new_once,fixed,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/formal/runs/strong32_stripe6_feasible/new_once/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_new_once_d6233f2cac.json.gz,0.4768485162201181,1.0,52.31514837798819,-2901.505865322082,29.702970297029708,True,True
4166ee5fd62b3cb65b9a95841205996e34d5a68a94ececfddaf6434b25fb8b0f,2000.0,3000.0,screen,strong32_stripe6_feasible,baseline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/screen/runs/strong32_stripe6_feasible/baseline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_baseline_ffe76c7072.json.gz,formal,strong32_stripe6_feasible,stall_interchange,stall_interchange,fixed,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/formal/runs/strong32_stripe6_feasible/stall_interchange/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_stall_interchange_76d3e974c4.json.gz,0.4768485162201181,1.0,52.31514837798819,-2898.753079775208,29.579207920792083,True,True
4166ee5fd62b3cb65b9a95841205996e34d5a68a94ececfddaf6434b25fb8b0f,2000.0,3000.0,screen,strong32_stripe6_feasible,baseline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/screen/runs/strong32_stripe6_feasible/baseline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_baseline_ffe76c7072.json.gz,formal,strong32_stripe6_feasible,strategy1,strategy1_fixed,fixed,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/formal/runs/strong32_stripe6_feasible/strategy1_fixed/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_strategy1_fc5c4aa4c9.json.gz,0.4768485162201181,0.9998107188964122,52.29622026762941,-2895.6558085349734,29.702970297029708,True,True
4166ee5fd62b3cb65b9a95841205996e34d5a68a94ececfddaf6434b25fb8b0f,2000.0,3000.0,screen,strong32_stripe6_feasible,baseline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/screen/runs/strong32_stripe6_feasible/baseline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_baseline_ffe76c7072.json.gz,formal,strong32_stripe6_feasible,strategy1,strategy1_pipeline,pipeline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/formal/runs/strong32_stripe6_feasible/strategy1_pipeline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_strategy1_6c75d74ceb.json.gz,0.4768485162201181,0.6482761926940909,17.142767647397278,-1284.3582308101832,27.862004950495056,True,True
4166ee5fd62b3cb65b9a95841205996e34d5a68a94ececfddaf6434b25fb8b0f,2000.0,3000.0,screen,strong32_stripe6_feasible,baseline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/screen/runs/strong32_stripe6_feasible/baseline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_baseline_ffe76c7072.json.gz,formal,strong32_stripe6_feasible,strategy2,strategy2_fixed,fixed,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/formal/runs/strong32_stripe6_feasible/strategy2_fixed/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_strategy2_6c3a50412c.json.gz,0.4768485162201181,0.9999096246398085,52.30611084196903,-2897.909550209778,29.702970297029708,True,True
4166ee5fd62b3cb65b9a95841205996e34d5a68a94ececfddaf6434b25fb8b0f,2000.0,3000.0,screen,strong32_stripe6_feasible,baseline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/screen/runs/strong32_stripe6_feasible/baseline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_baseline_ffe76c7072.json.gz,formal,strong32_stripe6_feasible,strategy2,strategy2_pipeline,pipeline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/formal/runs/strong32_stripe6_feasible/strategy2_pipeline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_strategy2_b602b12632.json.gz,0.4768485162201181,0.6462536672757666,16.940515105564852,-1279.0817976525104,27.846534653465348,True,True
4166ee5fd62b3cb65b9a95841205996e34d5a68a94ececfddaf6434b25fb8b0f,2000.0,3000.0,screen,strong32_stripe6_feasible,baseline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/screen/runs/strong32_stripe6_feasible/baseline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_baseline_ffe76c7072.json.gz,formal,strong32_stripe6_feasible,strategy3,strategy3_pipeline,pipeline,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/formal/runs/strong32_stripe6_feasible/strategy3_pipeline/aligned_fixed_stripe_exact_npu32_ssu6_seed42_4166ee5fd62b_strategy3_b8e50b64c6.json.gz,0.4768485162201181,0.6716473946616681,19.479887844155,-1361.0426634851874,27.923886138613863,True,True
