strategy,input_fingerprint,npu_id,request_id,layer,state,actual_start_ms,actual_end_ms,clipped_start_ms,clipped_end_ms
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,1,1000239,6,compute,1013.6898524595954,1014.2177613043509,1013.6898524595954,1014.2177613043509
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,1,1000239,7,compute,1014.2177613043509,1014.7456701491064,1014.2177613043509,1014.7456701491064
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,0,239,0,compute,1010.8890823119027,1011.4169911566582,1010.8890823119027,1011.4169911566582
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,0,239,1,compute,1011.4169911566582,1011.9449000014138,1011.4169911566582,1011.9449000014138
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,0,239,2,compute,1011.9449000014138,1012.4728088461693,1011.9449000014138,1012.4728088461693
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,0,239,3,compute,1012.4728088461693,1013.0007176909248,1012.4728088461693,1013.0007176909248
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,0,239,4,compute,1013.0007176909248,1013.5286265356804,1013.0007176909248,1013.5286265356804
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,0,239,5,compute,1013.5286265356804,1014.0565353804359,1013.5286265356804,1014.0565353804359
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,0,239,6,compute,1014.0565353804359,1014.5844442251914,1014.0565353804359,1014.5844442251914
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,0,239,7,compute,1014.5844442251914,1015.112353069947,1014.5844442251914,1015.112353069947
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,2,2000239,0,compute,1010.9512166205254,1011.479125465281,1010.9512166205254,1011.479125465281
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,2,2000239,1,compute,1011.479125465281,1012.0070343100365,1011.479125465281,1012.0070343100365
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,2,2000239,2,compute,1012.0070343100365,1012.534943154792,1012.0070343100365,1012.534943154792
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,2,2000239,3,compute,1012.534943154792,1013.0628519995475,1012.534943154792,1013.0628519995475
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,2,2000239,4,compute,1013.0628519995475,1013.5907608443031,1013.0628519995475,1013.5907608443031
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,2,2000239,5,compute,1013.5907608443031,1014.1186696890586,1013.5907608443031,1014.1186696890586
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,2,2000239,6,compute,1014.1186696890586,1014.6465785338141,1014.1186696890586,1014.6465785338141
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,2,2000239,7,compute,1014.6465785338141,1015.1744873785697,1014.6465785338141,1015.1744873785697
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,1,1000240,0,compute,1014.7456701491064,1015.273578993862,1014.7456701491064,1015.273578993862
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,1,1000240,1,compute,1015.273578993862,1015.8014878386175,1015.273578993862,1015.8014878386175
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,1,1000240,2,compute,1015.8014878386175,1016.329396683373,1015.8014878386175,1016.329396683373
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,1,1000240,3,compute,1016.329396683373,1016.8573055281286,1016.329396683373,1016.8573055281286
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,1,1000240,4,compute,1016.8573055281286,1017.3852143728841,1016.8573055281286,1017.3852143728841
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,1,1000240,5,compute,1017.3852143728841,1017.9131232176396,1017.3852143728841,1017.9131232176396
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,1,1000240,6,compute,1017.9131232176396,1018.4410320623952,1017.9131232176396,1018.4410320623952
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,1,1000240,7,compute,1018.4410320623952,1018.9689409071507,1018.4410320623952,1018.9689409071507
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,0,240,0,compute,1015.112353069947,1015.6402619147025,1015.112353069947,1015.6402619147025
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,0,240,1,compute,1015.6402619147025,1016.168170759458,1015.6402619147025,1016.168170759458
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,0,240,2,compute,1016.168170759458,1016.6960796042135,1016.168170759458,1016.6960796042135
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,0,240,3,compute,1016.6960796042135,1017.2239884489691,1016.6960796042135,1017.2239884489691
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,0,240,4,compute,1017.2239884489691,1017.7518972937246,1017.2239884489691,1017.7518972937246
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,0,240,5,compute,1017.7518972937246,1018.2798061384801,1017.7518972937246,1018.2798061384801
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,0,240,6,compute,1018.2798061384801,1018.8077149832357,1018.2798061384801,1018.8077149832357
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,0,240,7,compute,1018.8077149832357,1019.3356238279912,1018.8077149832357,1019.3356238279912
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,2,2000240,0,compute,1015.1744873785697,1015.7023962233252,1015.1744873785697,1015.7023962233252
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,2,2000240,1,compute,1015.7023962233252,1016.2303050680807,1015.7023962233252,1016.2303050680807
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,2,2000240,2,compute,1016.2303050680807,1016.7582139128363,1016.2303050680807,1016.7582139128363
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,2,2000240,3,compute,1016.7582139128363,1017.2861227575918,1016.7582139128363,1017.2861227575918
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,2,2000240,4,compute,1017.2861227575918,1017.8140316023473,1017.2861227575918,1017.8140316023473
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,2,2000240,5,compute,1017.8140316023473,1018.3419404471028,1017.8140316023473,1018.3419404471028
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,2,2000240,6,compute,1018.3419404471028,1018.8698492918584,1018.3419404471028,1018.8698492918584
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,2,2000240,7,compute,1018.8698492918584,1019.3977581366139,1018.8698492918584,1019.3977581366139
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,1,1000241,0,compute,1018.9689409071507,1019.4968497519062,1018.9689409071507,1019.4968497519062
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,1,1000241,1,compute,1019.4968497519062,1020.0247585966617,1019.4968497519062,1020.0247585966617
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,1,1000241,2,compute,1020.0247585966617,1020.5526674414173,1020.0247585966617,1020.5526674414173
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,1,1000241,3,compute,1020.5526674414173,1021.0805762861728,1020.5526674414173,1021.0805762861728
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,1,1000241,4,compute,1021.0805762861728,1021.6084851309283,1021.0805762861728,1021.6084851309283
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,1,1000241,5,compute,1021.6084851309283,1022.1363939756839,1021.6084851309283,1022.1363939756839
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,1,1000241,6,compute,1022.1363939756839,1022.6643028204394,1022.1363939756839,1022.6643028204394
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,1,1000241,7,compute,1022.6643028204394,1023.1922116651949,1022.6643028204394,1023.1922116651949
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,0,241,0,compute,1019.3356238279912,1019.8635326727467,1019.3356238279912,1019.8635326727467
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,0,241,1,compute,1019.8635326727467,1020.3914415175022,1019.8635326727467,1020.3914415175022
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,0,241,2,compute,1020.3914415175022,1020.9193503622578,1020.3914415175022,1020.9193503622578
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,0,241,3,compute,1020.9193503622578,1021.4472592070133,1020.9193503622578,1021.4472592070133
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,0,241,4,compute,1021.4472592070133,1021.9751680517688,1021.4472592070133,1021.9751680517688
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,0,241,5,compute,1021.9751680517688,1022.5030768965244,1021.9751680517688,1022.5030768965244
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,0,241,6,compute,1022.5030768965244,1023.0309857412799,1022.5030768965244,1023.0309857412799
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,0,241,7,compute,1023.0309857412799,1023.5588945860354,1023.0309857412799,1023.5588945860354
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,2,2000241,0,compute,1019.3977581366139,1019.9256669813694,1019.3977581366139,1019.9256669813694
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,2,2000241,1,compute,1019.9256669813694,1020.453575826125,1019.9256669813694,1020.453575826125
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,2,2000241,2,compute,1020.453575826125,1020.9814846708805,1020.453575826125,1020.9814846708805
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,2,2000241,3,compute,1020.9814846708805,1021.509393515636,1020.9814846708805,1021.509393515636
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,2,2000241,4,compute,1021.509393515636,1022.0373023603915,1021.509393515636,1022.0373023603915
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,2,2000241,5,compute,1022.0373023603915,1022.5652112051471,1022.0373023603915,1022.5652112051471
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,2,2000241,6,compute,1022.5652112051471,1023.0931200499026,1022.5652112051471,1023.0931200499026
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,2,2000241,7,compute,1023.0931200499026,1023.6210288946581,1023.0931200499026,1023.6210288946581
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,1,1000242,0,compute,1023.1922116651949,1023.7201205099504,1023.1922116651949,1023.7201205099504
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,1,1000242,1,compute,1023.7201205099504,1024.248029354706,1023.7201205099504,1024.248029354706
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,1,1000242,2,compute,1024.248029354706,1024.7759381994615,1024.248029354706,1024.7759381994615
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,1,1000242,3,compute,1024.7759381994615,1025.303847044217,1024.7759381994615,1025.303847044217
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,1,1000242,4,compute,1025.303847044217,1025.8317558889726,1025.303847044217,1025.8317558889726
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,1,1000242,5,compute,1025.8317558889726,1026.359664733728,1025.8317558889726,1026.359664733728
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,1,1000242,6,compute,1026.359664733728,1026.8875735784836,1026.359664733728,1026.8875735784836
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,1,1000242,7,compute,1026.8875735784836,1027.4154824232392,1026.8875735784836,1027.4154824232392
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,0,242,0,compute,1023.5588945860354,1024.086803430791,1023.5588945860354,1024.086803430791
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,0,242,1,compute,1024.086803430791,1024.6147122755465,1024.086803430791,1024.6147122755465
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,0,242,2,compute,1024.6147122755465,1025.142621120302,1024.6147122755465,1025.142621120302
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,0,242,3,compute,1025.142621120302,1025.6705299650575,1025.142621120302,1025.6705299650575
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,0,242,4,compute,1025.6705299650575,1026.198438809813,1025.6705299650575,1026.198438809813
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,0,242,5,compute,1026.198438809813,1026.7263476545686,1026.198438809813,1026.7263476545686
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,0,242,6,compute,1026.7263476545686,1027.2542564993241,1026.7263476545686,1027.2542564993241
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,0,242,7,compute,1027.2542564993241,1027.7821653440797,1027.2542564993241,1027.7821653440797
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,2,2000242,0,compute,1023.6210288946581,1024.1489377394137,1023.6210288946581,1024.1489377394137
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,2,2000242,1,compute,1024.1489377394137,1024.6768465841692,1024.1489377394137,1024.6768465841692
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,2,2000242,2,compute,1024.6768465841692,1025.2047554289247,1024.6768465841692,1025.2047554289247
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,2,2000242,3,compute,1025.2047554289247,1025.7326642736803,1025.2047554289247,1025.7326642736803
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,2,2000242,4,compute,1025.7326642736803,1026.2605731184358,1025.7326642736803,1026.2605731184358
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,2,2000242,5,compute,1026.2605731184358,1026.7884819631913,1026.2605731184358,1026.7884819631913
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,2,2000242,6,compute,1026.7884819631913,1027.3163908079468,1026.7884819631913,1027.3163908079468
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,2,2000242,7,compute,1027.3163908079468,1027.8442996527024,1027.3163908079468,1027.8442996527024
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,1,1000243,0,compute,1027.4154824232392,1027.9433912679947,1027.4154824232392,1027.9433912679947
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,1,1000243,1,compute,1027.9433912679947,1028.4713001127502,1027.9433912679947,1028.4713001127502
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,1,1000243,2,compute,1028.4713001127502,1028.9992089575057,1028.4713001127502,1028.9992089575057
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,1,1000243,3,compute,1028.9992089575057,1029.5271178022613,1028.9992089575057,1029.5271178022613
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,1,1000243,4,compute,1029.5271178022613,1030.0550266470168,1029.5271178022613,1030
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,0,243,0,compute,1027.7821653440797,1028.3100741888352,1027.7821653440797,1028.3100741888352
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,0,243,1,compute,1028.3100741888352,1028.8379830335907,1028.3100741888352,1028.8379830335907
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,0,243,2,compute,1028.8379830335907,1029.3658918783462,1028.8379830335907,1029.3658918783462
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,0,243,3,compute,1029.3658918783462,1029.8938007231018,1029.3658918783462,1029.8938007231018
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,0,243,4,compute,1029.8938007231018,1030.4217095678573,1029.8938007231018,1030
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,2,2000243,0,compute,1027.8442996527024,1028.372208497458,1027.8442996527024,1028.372208497458
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,2,2000243,1,compute,1028.372208497458,1028.9001173422134,1028.372208497458,1028.9001173422134
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,2,2000243,2,compute,1028.9001173422134,1029.428026186969,1028.9001173422134,1029.428026186969
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,2,2000243,3,compute,1029.428026186969,1029.9559350317245,1029.428026186969,1029.9559350317245
once,0873cdcc471ab53d1aa61be51c14452c1b6e7c3b1ecb2ea09329754d736980d0,2,2000243,4,compute,1029.9559350317245,1030.48384387648,1029.9559350317245,1030
