cell,strategy,input_fingerprint,result,start_ms,end_ms,utilization,active_npu_ms,stall_npu_ms,idle_npu_ms,makespan_ms,full_run_utilization
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/native_assignment/runs/raw32_local/baseline_native/raw_fixed_local_exact_npu32_ssu8_seed42_acb863fc25c3_baseline_native_d70038071a.json.gz,1000.0,2000.0,0.8699384265975914,32000.0,4161.970348877076,0.0,5779.778332631123,0.7957687320344844
baseline_original,baseline_native,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/native_assignment/runs/raw32_local/baseline_native/raw_fixed_local_exact_npu32_ssu8_seed42_acb863fc25c3_baseline_native_d70038071a.json.gz,2000.0,3000.0,0.8673858373662922,32000.0,4243.653204278655,0.0,5779.778332631123,0.7957687320344844
fluid_original,deadline_fluid,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/native_assignment/runs/raw32_local/deadline_fluid/raw_fixed_local_exact_npu32_ssu8_seed42_acb863fc25c3_deadline_fluid_7b8c04b8db.json.gz,1000.0,2000.0,0.10940778650735283,32000.0,28498.950831764712,0.0,15723.340013641102,0.29251843890725354
fluid_original,deadline_fluid,acb863fc25c304971f5d93a81f91921c4745f75defee563e26da2ac630046fa7,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/native_assignment/runs/raw32_local/deadline_fluid/raw_fixed_local_exact_npu32_ssu8_seed42_acb863fc25c3_deadline_fluid_7b8c04b8db.json.gz,2000.0,3000.0,0.1298902143185324,32000.0,27843.513141806947,0.0,15723.340013641102,0.29251843890725354
baseline_interleaved,baseline_native,45bda5547c2ffc696546d1e4874ad1bfd3f14226c044181b47dd813f7a5c0616,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/native_assignment/runs/raw32_local_interleaved_arrivals/baseline_native/raw32_local_interleaved_arrivals_45bda5547c2f_baseline_native_d70038071a.json.gz,1000.0,2000.0,0.8699384335975913,32000.0,4161.970124877075,0.0,5779.778360631123,0.7957687281794015
baseline_interleaved,baseline_native,45bda5547c2ffc696546d1e4874ad1bfd3f14226c044181b47dd813f7a5c0616,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/native_assignment/runs/raw32_local_interleaved_arrivals/baseline_native/raw32_local_interleaved_arrivals_45bda5547c2f_baseline_native_d70038071a.json.gz,2000.0,3000.0,0.867385830366292,32000.0,4243.653428278653,0.0,5779.778360631123,0.7957687281794015
fluid_interleaved,deadline_fluid,45bda5547c2ffc696546d1e4874ad1bfd3f14226c044181b47dd813f7a5c0616,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/native_assignment/runs/raw32_local_interleaved_arrivals/deadline_fluid/raw32_local_interleaved_arrivals_45bda5547c2f_deadline_fluid_7b8c04b8db.json.gz,1000.0,2000.0,0.9910636031618487,32000.0,285.964698820835,0.0,4966.82511592808,0.926017479546161
fluid_interleaved,deadline_fluid,45bda5547c2ffc696546d1e4874ad1bfd3f14226c044181b47dd813f7a5c0616,/home/chguo/work/last_code/qos_storage_sim/results/baseline_npu32_investigation/native_assignment/runs/raw32_local_interleaved_arrivals/deadline_fluid/raw32_local_interleaved_arrivals_45bda5547c2f_deadline_fluid_7b8c04b8db.json.gz,2000.0,3000.0,0.9483091428290351,32000.0,1654.1074294708817,0.0,4966.82511592808,0.926017479546161
