input,jitter_rng_seed,native_submit_seed,strategy,start_ms,end_ms,rho_ssu,fleet_utilization,short_utilization,long_utilization,min_npu_utilization,all_npus_active,makespan_ms,full_run_utilization,admission_slo_passed,request_count,wall_seconds,input_fingerprint
strong32_stripe_jitter_seed123,123,42,baseline,1000.0,2000.0,0.9060869284277228,0.7500330040452222,0.6667106720602962,1.0000000000000004,0.6666670527569104,True,5542.299397369222,0.7491972312360132,15389,24024,209.20766598405316,23155b9ffc8699dd5917f38be6451ee0174287ce98d7ec8c6a542b80a4c53054
strong32_stripe_jitter_seed123,123,42,baseline,2000.0,3000.0,0.9060869284277228,0.749756961210056,0.6663426149467412,1.0000000000000002,0.6663426149467405,True,5542.299397369222,0.7491972312360132,15389,24024,209.20766598405316,23155b9ffc8699dd5917f38be6451ee0174287ce98d7ec8c6a542b80a4c53054
strong32_stripe_jitter_seed123,123,42,once,1000.0,2000.0,0.9060869284277228,0.9632064750689694,0.950941966758626,1.0,0.944670638993334,True,4375.156604079845,0.9490575398645247,23353,24024,649.3919290108606,23155b9ffc8699dd5917f38be6451ee0174287ce98d7ec8c6a542b80a4c53054
strong32_stripe_jitter_seed123,123,42,once,2000.0,3000.0,0.9060869284277228,0.9536350014620614,0.9381800019494152,1.0,0.9318464393371418,True,4375.156604079845,0.9490575398645247,23353,24024,649.3919290108606,23155b9ffc8699dd5917f38be6451ee0174287ce98d7ec8c6a542b80a4c53054
strong32_stripe_jitter_seed7,7,42,baseline,1000.0,2000.0,0.9060869284277228,0.7501636197994003,0.6668848263992003,1.0000000000000002,0.6666924609706032,True,5542.479605676416,0.7491728718203002,16822,24024,207.27479739114642,870e53bfb0ec202640c9a44c185ec3be66c1ea982ec2987e65de927510743f3f
strong32_stripe_jitter_seed7,7,42,baseline,2000.0,3000.0,0.9060869284277228,0.7497569612100555,0.6663426149467407,1.0,0.66634261494674,True,5542.479605676416,0.7491728718203002,16822,24024,207.27479739114642,870e53bfb0ec202640c9a44c185ec3be66c1ea982ec2987e65de927510743f3f
strong32_stripe_jitter_seed7,7,42,once,1000.0,2000.0,0.9060869284277228,0.9532134015210825,0.9376178686947763,1.0000000000000009,0.9308993937394202,True,4449.07090806163,0.9332904440039839,23363,24024,673.1535348217003,870e53bfb0ec202640c9a44c185ec3be66c1ea982ec2987e65de927510743f3f
strong32_stripe_jitter_seed7,7,42,once,2000.0,3000.0,0.9060869284277228,0.9500461525830073,0.9333948701106763,1.0,0.9244206841862399,True,4449.07090806163,0.9332904440039839,23363,24024,673.1535348217003,870e53bfb0ec202640c9a44c185ec3be66c1ea982ec2987e65de927510743f3f
