policy,npu_id,start_ms,end_ms,request_id,next_request_id,layer,next_layer,same_request,next_io_ready_ms,SSU0_actual_cycle_GiB,SSU1_actual_cycle_GiB,SSU2_actual_cycle_GiB,SSU0_mean_supply_GiB_s,SSU1_mean_supply_GiB_s,SSU2_mean_supply_GiB_s
od_baseline,0,2485.5484064203856,2561.1522441784787,4,4,6,7,True,2488.9028223139403,0.0522003173828125,0.0579071044921875,0.057403564453125,0.6904453388971605,0.765928109065982,0.7592678646393213
od_baseline,0,2561.1522441784787,2636.7560819365717,4,5,7,0,False,2564.5066600720334,0.0545501708984375,0.058074951171875,0.0548858642578125,0.7215264795549106,0.7681481905415356,0.7259666425060177
od_baseline,0,2636.7560819365717,2719.662470738994,5,5,0,1,True,2640.1104978301264,0.0545501708984375,0.058074951171875,0.0548858642578125,0.6579730668095818,0.700488249588047,0.6620221318361023
od_baseline,0,2719.662470738994,2802.5688595414167,5,5,1,2,True,2723.016886632549,0.0545501708984375,0.058074951171875,0.0548858642578125,0.6579730668095818,0.700488249588047,0.6620221318361023
od_baseline,0,2802.5688595414167,2885.475248343839,5,5,2,3,True,2805.9232754349714,0.0545501708984375,0.058074951171875,0.0548858642578125,0.6579730668095818,0.700488249588047,0.6620221318361023
od_baseline,0,2885.475248343839,2968.3816371462617,5,5,3,4,True,2896.096130084814,0.0545501708984375,0.058074951171875,0.0548858642578125,0.6579730668095818,0.700488249588047,0.6620221318361023
od_baseline,0,2968.3816371462617,3051.288025948684,5,5,4,5,True,2992.0096119464024,0.0545501708984375,0.058074951171875,0.0548858642578125,0.6579730668095818,0.700488249588047,0.6620221318361023
od_baseline,0,3051.288025948684,3134.1944147511067,5,5,5,6,True,3081.006942031837,0.0545501708984375,0.058074951171875,0.0548858642578125,0.6579730668095818,0.700488249588047,0.6620221318361023
od_baseline,0,3134.1944147511067,3217.100803553529,5,5,6,7,True,3169.5345671665873,0.0545501708984375,0.058074951171875,0.0548858642578125,0.6579730668095818,0.700488249588047,0.6620221318361023
od_baseline,0,3217.100803553529,3300.0071923559517,5,6,7,0,False,3259.3075127640054,0.0528717041015625,0.05706787109375,0.0615997314453125,0.6377277416769792,0.6883410545084856,0.7430034323665123
od_baseline,0,3300.0071923559517,3346.731190899778,6,6,0,1,True,3346.731190899778,0.0528717041015625,0.05706787109375,0.0615997314453125,1.1315749026053423,1.2213824345581474,1.3183745690671766
od_baseline,0,3346.731190899778,3392.855458477903,6,6,1,2,True,3392.855458477903,0.0528717041015625,0.05706787109375,0.0615997314453125,1.1462882096069869,1.2372634643377,1.3355167394468705
od_baseline,0,3392.855458477903,3438.4844783509498,6,6,2,3,True,3438.4844783509498,0.0528717041015625,0.05706787109375,0.0615997314453125,1.1587297787387743,1.2506924595910578,1.3500121549115243
od_baseline,0,3438.4844783509498,3484.142971392942,6,6,3,4,True,3484.142971392942,0.0528717041015625,0.05706787109375,0.0615997314453125,1.1579818031430935,1.2498851208528627,1.3491407039794137
od_baseline,0,3484.142971392942,3529.7930721009498,6,6,4,5,True,3529.7930721009498,0.0528717041015625,0.05706787109375,0.0615997314453125,1.158194687011674,1.2501149002665686,1.349388730581855
od_baseline,0,3529.7930721009498,3575.451565142942,6,6,5,6,True,3575.451565142942,0.0528717041015625,0.05706787109375,0.0615997314453125,1.1579818031430935,1.2498851208528627,1.3491407039794137
od_baseline,0,3575.451565142942,3621.1016658509498,6,6,6,7,True,3621.1016658509498,0.0528717041015625,0.05706787109375,0.0615997314453125,1.158194687011674,1.2501149002665686,1.349388730581855
od_baseline,0,3621.1016658509498,3670.519924517942,6,7,7,0,False,3670.519924517942,0.0511932373046875,0.061767578125,0.0545501708984375,1.035917466247771,1.2498938609153434,1.1038464804279529
od_baseline,0,3670.519924517942,3746.123762276035,7,7,0,1,True,3718.5870174134498,0.0511932373046875,0.061767578125,0.0545501708984375,0.6771248500438392,0.8169899830037141,0.7215264795549106
od_baseline,0,3746.123762276035,3821.727600034128,7,7,1,2,True,3754.3265295123633,0.0511932373046875,0.061767578125,0.0545501708984375,0.6771248500438392,0.8169899830037141,0.7215264795549106
od_baseline,0,3821.727600034128,3897.331437792221,7,7,2,3,True,3829.9303672704564,0.0511932373046875,0.061767578125,0.0545501708984375,0.6771248500438392,0.8169899830037141,0.7215264795549106
od_baseline,0,3897.331437792221,3972.935275550314,7,7,3,4,True,3905.5342050285494,0.0511932373046875,0.061767578125,0.0545501708984375,0.6771248500438392,0.8169899830037141,0.7215264795549106
od_baseline,0,3972.935275550314,4048.539113308407,7,7,4,5,True,3981.1380427866425,0.0511932373046875,0.061767578125,0.0545501708984375,0.6771248500438392,0.8169899830037141,0.7215264795549106
od_baseline,0,4048.539113308407,4124.1429510665,7,7,5,6,True,4056.7418805447355,0.0511932373046875,0.061767578125,0.0545501708984375,0.6771248500438392,0.8169899830037141,0.7215264795549106
od_baseline,0,4124.1429510665,4199.746788824594,7,7,6,7,True,4132.345718302829,0.0511932373046875,0.061767578125,0.0545501708984375,0.677124850043835,0.8169899830037092,0.7215264795549062
od_baseline,0,4199.746788824594,4275.350626582687,7,8,7,0,False,4208.197129913461,0.0471649169921875,0.0622711181640625,0.058074951171875,0.6238428946305496,0.8236502274303699,0.7681481905415309
od_baseline,0,4275.350626582687,4359.679323841282,8,8,0,1,True,4283.800967671555,0.0471649169921875,0.0622711181640625,0.058074951171875,0.5592985368617263,0.7384332995576528,0.6886736432532288
od_baseline,0,4359.679323841282,4444.008021099877,8,8,1,2,True,4371.38200274741,0.0471649169921875,0.0622711181640625,0.058074951171875,0.5592985368617263,0.7384332995576528,0.6886736432532288
od_baseline,0,4444.008021099877,4528.336718358471,8,8,2,3,True,4462.479425762719,0.0471649169921875,0.0622711181640625,0.058074951171875,0.5592985368617263,0.7384332995576528,0.6886736432532288
od_baseline,0,4528.336718358471,4612.665415617066,8,8,3,4,True,4556.0316064684575,0.0471649169921875,0.0622711181640625,0.058074951171875,0.5592985368617263,0.7384332995576528,0.6886736432532288
od_baseline,0,4612.665415617066,4696.994112875661,8,8,4,5,True,4645.7233135413835,0.0471649169921875,0.0622711181640625,0.058074951171875,0.5592985368617263,0.7384332995576528,0.6886736432532288
od_baseline,0,4696.994112875661,4781.322810134256,8,8,5,6,True,4733.816280990286,0.0471649169921875,0.0622711181640625,0.058074951171875,0.5592985368617263,0.7384332995576528,0.6886736432532288
od_baseline,0,4781.322810134256,4865.65150739285,8,8,6,7,True,4822.034879268366,0.0471649169921875,0.0622711181640625,0.058074951171875,0.5592985368617263,0.7384332995576528,0.6886736432532288
od_baseline,0,4865.65150739285,4949.980204651445,8,9,7,0,False,4908.080774222815,0.05572509765625,0.058074951171875,0.0577392578125,0.6608082357227514,0.6886736432532288,0.6846928707488749
od_baseline,0,4949.980204651445,4995.99256720221,9,9,0,1,True,4995.99256720221,0.05572509765625,0.058074951171875,0.0577392578125,1.2110896847508998,1.262159731698227,1.2548640107057518
od_baseline,0,4995.99256720221,5042.066480776429,9,9,1,2,True,5042.066480776429,0.05572509765625,0.058074951171875,0.0577392578125,1.209471766848816,1.2604735883424407,1.2531876138433515
od_baseline,0,5042.066480776429,5088.245298525452,9,9,2,3,True,5088.245298525452,0.05572509765625,0.058074951171875,0.0577392578125,1.206724216265334,1.2576101771921853,1.2503407542026352
od_baseline,0,5088.245298525452,5134.646513125062,9,9,3,4,True,5134.646513125062,0.05572509765625,0.058074951171875,0.0577392578125,1.200940495568819,1.2515825646590704,1.244347983360463
od_baseline,0,5134.646513125062,5181.098081728577,9,9,4,5,True,5181.098081728577,0.05572509765625,0.058074951171875,0.0577392578125,1.1996386630532971,1.2502258355916893,1.2429990966576332
od_baseline,0,5181.098081728577,5227.545454165101,9,9,5,6,True,5227.545454165101,0.05572509765625,0.058074951171875,0.0577392578125,1.1997470412864757,1.2503387839913271,1.2431113921763484
od_baseline,0,5227.545454165101,5274.001218935608,9,9,6,7,True,5274.001218935608,0.05572509765625,0.058074951171875,0.0577392578125,1.1995303043988799,1.250112907596423,1.2428868214253455
od_baseline,0,5274.001218935608,5320.608045717835,9,10,7,0,False,5320.608045717835,0.0505218505859375,0.0582427978515625,0.058746337890625,1.084001080399748,1.2496623750787792,1.2604663725578464
od_baseline,0,5320.608045717835,5396.2118834759285,10,10,0,1,True,5365.565778872132,0.0505218505859375,0.0582427978515625,0.058746337890625,0.6682445241416208,0.7703682720170845,0.7770285164437452
od_baseline,0,5396.2118834759285,5471.815721234022,10,10,1,2,True,5416.4702384808115,0.0505218505859375,0.0582427978515625,0.058746337890625,0.6682445241416208,0.7703682720170845,0.7770285164437452
od_baseline,0,5471.815721234022,5547.4195589921155,10,10,2,3,True,5492.074076238905,0.0505218505859375,0.0582427978515625,0.058746337890625,0.6682445241416208,0.7703682720170845,0.7770285164437452
od_baseline,0,5547.4195589921155,5623.023396750209,10,10,3,4,True,5567.6779139969985,0.0505218505859375,0.0582427978515625,0.058746337890625,0.6682445241416208,0.7703682720170845,0.7770285164437452
od_baseline,0,5623.023396750209,5698.6272345083025,10,10,4,5,True,5643.281751755092,0.0505218505859375,0.0582427978515625,0.058746337890625,0.6682445241416208,0.7703682720170845,0.7770285164437452
od_baseline,0,5698.6272345083025,5774.231072266396,10,10,5,6,True,5718.885589513186,0.0505218505859375,0.0582427978515625,0.058746337890625,0.6682445241416208,0.7703682720170845,0.7770285164437452
od_baseline,0,5774.231072266396,5849.83491002449,10,10,6,7,True,5794.489427271279,0.0505218505859375,0.0582427978515625,0.058746337890625,0.6682445241416208,0.7703682720170845,0.7770285164437452
od_baseline,0,5849.83491002449,5925.438747782583,10,11,7,0,False,5871.780124160232,0.052032470703125,0.06243896484375,0.05303955078125,0.6882252574216029,0.8258703089059234,0.7015457462749242
od_baseline,0,5925.438747782583,6009.767445041178,11,11,0,1,True,5947.383961918325,0.052032470703125,0.06243896484375,0.05303955078125,0.6170197381748582,0.7404236858098298,0.62896205568792
od_baseline,0,6009.767445041178,6094.0961422997725,11,11,1,2,True,6035.448486704017,0.052032470703125,0.06243896484375,0.05303955078125,0.6170197381748582,0.7404236858098298,0.62896205568792
od_baseline,0,6094.0961422997725,6178.424839558367,11,11,2,3,True,6124.20537904342,0.052032470703125,0.06243896484375,0.05303955078125,0.6170197381748582,0.7404236858098298,0.62896205568792
od_baseline,0,6178.424839558367,6262.753536816962,11,11,3,4,True,6212.232138326182,0.052032470703125,0.06243896484375,0.05303955078125,0.6170197381748582,0.7404236858098298,0.62896205568792
od_baseline,0,6262.753536816962,6347.082234075557,11,11,4,5,True,6299.633668727109,0.052032470703125,0.06243896484375,0.05303955078125,0.6170197381748582,0.7404236858098298,0.62896205568792
od_baseline,0,6347.082234075557,6431.410931334151,11,11,5,6,True,6386.6159111761035,0.052032470703125,0.06243896484375,0.05303955078125,0.6170197381748582,0.7404236858098298,0.62896205568792
od_baseline,0,6431.410931334151,6515.739628592746,11,11,6,7,True,6473.991491091136,0.052032470703125,0.06243896484375,0.05303955078125,0.6170197381748582,0.7404236858098298,0.62896205568792
od_baseline,0,6515.739628592746,6600.068325851341,11,12,7,0,False,6559.76003904816,0.0548858642578125,0.0569000244140625,0.05975341796875,0.6508563044618665,0.6747409394879901,0.7085775057749985
od_baseline,0,6600.068325851341,6646.261632104696,12,12,0,1,True,6646.261632104696,0.0548858642578125,0.0569000244140625,0.05975341796875,1.188177870550796,1.2317807281856874,1.2935514431684505
od_baseline,0,6646.261632104696,6692.218053003134,12,12,1,2,True,6692.218053003134,0.0548858642578125,0.0569000244140625,0.05975341796875,1.1943024105186268,1.2381300219138056,1.3002191380569759
od_baseline,0,6692.218053003134,6737.2848864992275,12,12,2,3,True,6737.2848864992275,0.0548858642578125,0.0569000244140625,0.05975341796875,1.217877094972067,1.2625698324022345,1.3258845437616387
od_baseline,0,6737.2848864992275,6782.192165649618,12,12,3,4,True,6782.192165649618,0.0548858642578125,0.0569000244140625,0.05975341796875,1.2222041792824878,1.2670557087974414,1.3305953756102924
od_baseline,0,6782.192165649618,6827.208645141805,12,12,4,5,True,6827.208645141805,0.0548858642578125,0.0569000244140625,0.05975341796875,1.2192393736017897,1.2639821029082774,1.3273676360924682
od_baseline,0,6827.208645141805,6872.405559814657,12,12,5,6,True,6872.405559814657,0.0548858642578125,0.0569000244140625,0.05975341796875,1.2143719246123852,1.2589360319376102,1.3220685173150126
od_baseline,0,6872.405559814657,6917.732555664266,12,12,6,7,True,6917.732555664266,0.0548858642578125,0.0569000244140625,0.05975341796875,1.2108868728013331,1.2553230883169784,1.318274393630809
od_baseline,0,6917.732555664266,6959.660656250204,12,13,7,0,False,6959.660656250204,0.0562286376953125,0.0525360107421875,0.058746337890625,1.3410728582866294,1.2530024019215373,1.4011208967173738
od_baseline,0,6959.660656250204,7035.264494008297,13,13,0,1,True,7001.634914673055,0.0562286376953125,0.0525360107421875,0.058746337890625,0.7437272943104418,0.6948855018482635,0.7770285164437452
od_baseline,0,7035.264494008297,7110.868331766391,13,13,1,2,True,7038.618909901852,0.0562286376953125,0.0525360107421875,0.058746337890625,0.7437272943104418,0.6948855018482635,0.7770285164437452
od_baseline,0,7110.868331766391,7186.472169524484,13,13,2,3,True,7114.2227476599455,0.0562286376953125,0.0525360107421875,0.058746337890625,0.7437272943104418,0.6948855018482635,0.7770285164437452
od_baseline,0,7186.472169524484,7262.076007282578,13,13,3,4,True,7189.826585418039,0.0562286376953125,0.0525360107421875,0.058746337890625,0.7437272943104418,0.6948855018482635,0.7770285164437452
od_baseline,0,7262.076007282578,7337.679845040671,13,13,4,5,True,7265.4304231761325,0.0562286376953125,0.0525360107421875,0.058746337890625,0.7437272943104418,0.6948855018482635,0.7770285164437452
od_baseline,0,7337.679845040671,7413.283682798765,13,13,5,6,True,7341.034260934226,0.0562286376953125,0.0525360107421875,0.058746337890625,0.7437272943104418,0.6948855018482635,0.7770285164437452
od_baseline,0,7413.283682798765,7488.887520556858,13,13,6,7,True,7416.6380986923195,0.0562286376953125,0.0525360107421875,0.058746337890625,0.7437272943104418,0.6948855018482635,0.7770285164437452
od_baseline,0,7488.887520556858,7564.491358314952,13,14,7,0,False,7492.241936450413,0.0475006103515625,0.0626068115234375,0.057403564453125,0.6282830575816568,0.828090390381477,0.7592678646393167
od_baseline,0,7564.491358314952,7650.1735187549875,14,14,0,1,True,7567.845774208507,0.0475006103515625,0.0626068115234375,0.057403564453125,0.5543815668000764,0.7306866587152951,0.669959349277831
od_baseline,0,7650.1735187549875,7735.855679195023,14,14,1,2,True,7653.527934648542,0.0475006103515625,0.0626068115234375,0.057403564453125,0.5543815668000764,0.7306866587152951,0.669959349277831
od_baseline,0,7735.855679195023,7821.537839635059,14,14,2,3,True,7739.210095088578,0.0475006103515625,0.0626068115234375,0.057403564453125,0.5543815668000764,0.7306866587152951,0.669959349277831
od_baseline,0,7821.537839635059,7907.2200000750945,14,14,3,4,True,7824.8922555286135,0.0475006103515625,0.0626068115234375,0.057403564453125,0.5543815668000764,0.7306866587152951,0.669959349277831
od_baseline,0,7907.2200000750945,7992.90216051513,14,14,4,5,True,7910.574415968649,0.0475006103515625,0.0626068115234375,0.057403564453125,0.5543815668000764,0.7306866587152951,0.669959349277831
od_baseline,0,7992.90216051513,8078.584320955166,14,14,5,6,True,7996.256776408685,0.0475006103515625,0.0626068115234375,0.057403564453125,0.5543815668000764,0.7306866587152951,0.669959349277831
od_baseline,0,8078.584320955166,8164.2664813952015,14,14,6,7,True,8098.491487760225,0.0475006103515625,0.0626068115234375,0.057403564453125,0.5543815668000764,0.7306866587152951,0.669959349277831
od_baseline,0,8164.2664813952015,8249.948641835237,14,15,7,0,False,8198.498178560512,0.054046630859375,0.061431884765625,0.056060791015625,0.6307804399633379,0.7169740404552226,0.6542877855520337
od_baseline,0,8249.948641835237,8298.222363264053,15,15,0,1,True,8298.222363264053,0.054046630859375,0.061431884765625,0.056060791015625,1.1195869980538449,1.2725740412661715,1.1613107371117521
od_baseline,0,8298.222363264053,8346.935665876357,15,15,1,2,True,8346.935665876357,0.054046630859375,0.061431884765625,0.056060791015625,1.1094840210181756,1.2610905332069946,1.1508312516151262
od_baseline,0,8346.935665876357,8395.862973005263,15,15,2,3,True,8395.862973005263,0.054046630859375,0.061431884765625,0.056060791015625,1.104631217838765,1.25557461406518,1.1457975986277873
od_baseline,0,8395.862973005263,8444.88679197499,15,15,3,4,True,8444.88679197499,0.054046630859375,0.061431884765625,0.056060791015625,1.102456560814859,1.2531027989386287,1.1435418984849781
od_baseline,0,8444.88679197499,8494.01131895253,15,15,4,5,True,8494.01131895253,0.054046630859375,0.061431884765625,0.056060791015625,1.100196463654224,1.2505338686256087,1.1411975741009652
od_baseline,0,8494.01131895253,8543.152630598037,15,15,5,6,True,8543.152630598037,0.054046630859375,0.061431884765625,0.056060791015625,1.0998206814106395,1.2501067372555716,1.1408077875501665
od_baseline,0,8543.152630598037,8592.298138410537,15,15,6,7,True,8592.298138410537,0.054046630859375,0.061431884765625,0.056060791015625,1.099726775956284,1.25,1.1407103825136613
od_baseline,0,8592.298138410537,8637.545407087295,15,16,7,0,False,8637.545407087295,0.0528717041015625,0.0565643310546875,0.058074951171875,1.1685059816377632,1.2501159232124641,1.2835018084021144
od_baseline,0,8637.545407087295,8713.149244845388,16,16,0,1,True,8673.481381208388,0.0528717041015625,0.0565643310546875,0.058074951171875,0.6993256647993706,0.7481674572615489,0.7681481905415309
od_baseline,0,8713.149244845388,8788.753082603482,16,16,1,2,True,8731.057746334645,0.0528717041015625,0.0565643310546875,0.058074951171875,0.6993256647993706,0.7481674572615489,0.7681481905415309
od_baseline,0,8788.753082603482,8864.356920361575,16,16,2,3,True,8806.661584092739,0.0528717041015625,0.0565643310546875,0.058074951171875,0.6993256647993706,0.7481674572615489,0.7681481905415309
od_baseline,0,8864.356920361575,8939.960758119669,16,16,3,4,True,8882.265421850832,0.0528717041015625,0.0565643310546875,0.058074951171875,0.6993256647993706,0.7481674572615489,0.7681481905415309
od_baseline,0,8939.960758119669,9015.564595877762,16,16,4,5,True,8957.869259608926,0.0528717041015625,0.0565643310546875,0.058074951171875,0.6993256647993706,0.7481674572615489,0.7681481905415309
od_baseline,0,9015.564595877762,9091.168433635856,16,16,5,6,True,9033.47309736702,0.0528717041015625,0.0565643310546875,0.058074951171875,0.6993256647993706,0.7481674572615489,0.7681481905415309
od_baseline,0,9091.168433635856,9166.77227139395,16,16,6,7,True,9109.076935125113,0.0528717041015625,0.0565643310546875,0.058074951171875,0.6993256647993706,0.7481674572615489,0.7681481905415309
od_baseline,0,9166.77227139395,9242.376109152043,16,17,7,0,False,9185.708833796292,0.0515289306640625,0.0602569580078125,0.05572509765625,0.6815650129949422,0.7970092497237272,0.7370670498837811
od_baseline,0,9242.376109152043,9324.583438792997,17,17,0,1,True,9261.312671554386,0.0515289306640625,0.0602569580078125,0.05572509765625,0.6268167435813605,0.7329876578036105,0.6778604523420576
od_baseline,0,9324.583438792997,9406.790768433952,17,17,1,2,True,9346.851513427648,0.0515289306640625,0.0602569580078125,0.05572509765625,0.6268167435813605,0.7329876578036105,0.6778604523420576
od_baseline,0,9406.790768433952,9488.998098074906,17,17,2,3,True,9432.243489456183,0.0515289306640625,0.0602569580078125,0.05572509765625,0.6268167435813605,0.7329876578036105,0.6778604523420576
od_baseline,0,9488.998098074906,9571.20542771586,17,17,3,4,True,9517.492795806984,0.0515289306640625,0.0602569580078125,0.05572509765625,0.6268167435813605,0.7329876578036105,0.6778604523420576
od_baseline,0,9571.20542771586,9653.412757356815,17,17,4,5,True,9602.670767318918,0.0515289306640625,0.0602569580078125,0.05572509765625,0.6268167435813605,0.7329876578036105,0.6778604523420576
od_baseline,0,9653.412757356815,9735.62008699777,17,17,5,6,True,9687.873733326258,0.0515289306640625,0.0602569580078125,0.05572509765625,0.6268167435813605,0.7329876578036105,0.6778604523420576
od_baseline,0,9735.62008699777,9817.827416638724,17,17,6,7,True,9774.067089140155,0.0515289306640625,0.0602569580078125,0.05572509765625,0.6268167435813605,0.7329876578036105,0.6778604523420576
od_baseline,0,9817.827416638724,9900.034746279678,17,18,7,0,False,9860.473093755687,0.0532073974609375,0.0575714111328125,0.060760498046875,0.6472342270856394,0.7003196841967644,0.7391129028548942
