policy,window_type,start_s,end_s,U_percent,SLO_1p5_percent,cohort_count,all_npus_active,mixed_npus,strict_nominal_underload,SSU0_mean_demand_GiB_s,SSU1_mean_demand_GiB_s,SSU2_mean_demand_GiB_s,SSU0_peak_demand_GiB_s,SSU1_peak_demand_GiB_s,SSU2_peak_demand_GiB_s,SSU0_overload_percent,SSU1_overload_percent,SSU2_overload_percent
od_baseline,2s,70.0,72.0,83.29714719640486,75.0,128,True,32,False,65.87284386805361,74.08798680442766,72.17657354881057,281.5271580878173,318.6127328517608,311.08973872233577,17.97702954054912,18.139241493687585,18.139241493687585
od_baseline,2s,72.0,74.0,83.52585635218784,66.66666666666667,96,True,32,False,66.5254026200839,72.42179195432152,70.54660440760662,289.69099986530455,314.60046931606746,306.93816048054197,17.63635534515124,17.999842021150833,17.99932378997546
od_baseline,2s,74.0,76.0,79.04902986333306,50.0,128,True,32,False,79.73379503180668,88.82015547110181,85.31260555639196,286.87684280207515,319.1421287349426,307.96908930568543,23.1153803349378,23.163532070381187,23.163426446998347
od_baseline,2s,76.0,78.0,70.82210867760425,75.0,128,True,32,False,98.7440006824381,110.09358402911168,105.57188289599442,287.8520457447784,319.1421287349426,307.96908930568543,30.94313151565002,31.76021868787793,31.008801529077754
od_baseline,2s,78.0,80.0,83.49375188729536,66.66666666666667,96,True,32,False,66.9630242487132,72.72851749067436,70.86799205144983,291.2234616324096,314.3775657863067,305.62860224319763,17.84940743816769,18.351269010433317,17.84971327860476
od_baseline,fixed,2.0,4.0,81.88400835511226,70.64220183486239,109,True,32,False,66.70624615694908,73.83503736348483,72.15475440270625,285.2050663288696,316.63446402513426,309.39009930791013,18.178045846250644,18.501870884761047,18.501870884761047
od_baseline,fixed,20.0,40.0,79.32167520332294,67.56756756756756,1184,True,32,False,77.35952262195683,85.11276879286038,82.68493168907806,291.0005581026489,319.67152461812435,311.14546460477595,22.388360306707163,22.536337344156873,22.5361510408154
od_baseline,fixed,40.0,60.0,80.17518267885139,66.66666666666667,1152,True,32,False,75.36102433019653,82.75512089936443,80.72206231285276,291.8085833980316,319.1699916761627,310.2817134269531,21.49681584612143,21.707872728945514,21.70778446865821
od_baseline,fixed,20.0,60.0,79.74842894108717,67.12328767123287,2336,True,32,False,76.36027347607661,83.93394484611262,81.7034970009655,291.8085833980316,319.67152461812435,311.14546460477595,21.942588076414296,22.122105036551194,22.121967754736808
od_baseline,fixed,60.0,78.0,79.69237139729563,66.66666666666667,1056,True,32,False,76.39641100849002,84.59123988901158,82.02721869889996,290.91696927898863,319.1421287349426,311.08973872233577,21.913067545265264,22.19628131442118,22.11264359939507
once,2s,0.0,2.0,71.70328376945615,61.25,160,True,32,False,104.00004937877793,114.38393843126606,110.7573581119379,290.33184751336665,314.68405813972777,306.21372400881955,44.19347415091898,45.01697154387038,45.01697154387038
once,2s,2.0,4.0,93.55754829798157,81.08108108108108,111,True,32,False,42.58185375462111,46.836827534358584,45.62275023333875,195.7629953854682,216.83389970845246,209.76960381033746,18.637602456216197,24.418525341435313,20.67889990706285
once,2s,4.0,6.0,96.81303930955376,91.54929577464789,142,True,32,False,35.709274920476325,39.38894563313824,38.5184185953425,129.2754723700711,142.17868137929182,140.42145969994587,17.059187042854774,36.84330302315357,31.94342476259339
once,2s,6.0,8.0,96.85345072145212,87.67123287671232,146,True,32,False,35.92185246330239,39.956352143288484,38.71518046436609,113.66438119676977,124.1329112087116,120.58366488780375,19.508424681310498,36.8549243108751,36.121350034851275
once,2s,8.0,10.0,98.9974072116433,96.52777777777777,144,True,32,False,31.577611982677322,35.09424583948646,33.59182662812839,80.19783343832817,87.10442910701107,85.42675279411542,9.065539109135898,36.04636184327946,23.442158914692207
once,2s,10.0,12.0,98.93929284244308,100.0,146,True,32,False,31.457454971409483,34.40004985827532,33.90454845494174,55.547779313924345,60.37220752277251,58.879691520548235,12.492333139480525,35.62820030360972,34.44317173946519
once,2s,12.0,14.0,99.07821086122544,100.0,142,True,32,False,30.88989687456903,34.239222547353705,33.37822638231466,54.50225015021813,61.075329250180516,59.27861879134442,12.015982752701802,37.2324215894626,36.30268200672116
once,2s,14.0,16.0,98.78757008180666,100.0,142,True,32,False,31.649872649605122,34.96762949516126,34.063024312487244,61.35083298544711,70.03728973297733,68.04073835375947,13.690071752898257,35.67142336593015,33.42344917454584
once,2s,16.0,18.0,98.82550310599743,100.0,142,True,32,False,30.977257181804095,34.092753980805064,33.28752765751842,54.267171132027656,61.93976926309353,58.77931183477655,15.93993052178639,32.175085041494825,30.651459224970857
once,2s,18.0,20.0,98.86494962915636,100.0,147,True,32,False,32.48556930815173,35.31253969919411,34.47769885393206,64.34238036460587,68.75621967061626,67.10366662618345,11.394898285941053,39.402579047793004,35.84235469197756
once,2s,20.0,22.0,99.17255572802088,100.0,143,True,32,False,30.742889857571505,34.106159583953435,32.91170252644883,54.867675776908186,60.78707655707374,59.8291592047762,10.072454244635264,32.67120929701396,30.072148801164076
once,2s,22.0,24.0,98.91973096506386,100.0,147,True,32,False,32.565247905383714,35.562210801911405,34.866876273027664,62.37349730893495,69.18519165540224,68.69763807203583,13.965617658928021,38.87334415976729,38.81112185575294
once,2s,24.0,26.0,99.030752768217,99.29078014184397,141,True,32,False,30.882884291236543,33.85895193821405,33.19035933161217,55.37947323361087,60.71811533749259,58.71195662101551,13.304768332787717,34.212657494294945,31.344944074705744
once,2s,26.0,28.0,98.97798952952765,100.0,148,True,32,False,32.32175282758098,35.230910245593975,34.54187104480671,55.700759473323146,59.96139266834102,59.06785976575044,14.950804366351985,38.99579102900971,33.894875009026876
once,2s,28.0,30.0,99.22613407061786,100.0,141,True,32,False,30.83883133062466,33.86334237680346,32.72487637341608,55.25387462173291,61.02995172885703,59.045759296288296,12.957097399945997,32.9392266484525,28.58402721060138
once,2s,30.0,32.0,98.59413684700706,99.31972789115646,147,True,32,False,32.44074202569058,35.74257136144819,34.456498170631384,65.12179276702443,69.49453548222884,65.13491391003942,19.081500227896505,40.602833403962904,36.732383774028314
once,2s,32.0,34.0,98.7149565638077,100.0,142,True,32,False,31.133410538789374,34.5009696035288,33.57613135902807,55.16813464518901,61.428896097101195,58.53259364902578,19.042399491636935,37.433599055809644,36.301012201488085
once,2s,34.0,36.0,98.46519188425961,100.0,144,True,32,False,31.912336336009698,35.063858294301234,34.31311960320443,55.5023184183367,61.46504779834954,59.87337957118274,19.46198154453159,38.600165887232286,36.35211525660743
once,2s,36.0,38.0,98.97107927446545,100.0,144,True,32,False,31.33889827343772,34.55150253679141,33.53767445654959,62.72565101428643,69.66845387555705,67.16097028655165,13.141175306371588,33.76720773650268,29.991245807441736
once,2s,38.0,40.0,99.37759684515126,100.0,144,True,32,False,31.471169943938772,34.66260197862504,33.62232397691401,53.82593667828603,61.747391507598195,57.61644344792608,8.538662592255786,35.96658681932204,30.25680207973528
once,2s,40.0,42.0,99.41857520676649,100.0,146,True,32,False,30.94735090997353,33.79810817118708,33.469262199756955,54.7069708960096,60.19355877149257,59.44323878132591,8.534530203367831,33.894198531585424,33.51060086612379
once,2s,42.0,44.0,99.1672503858545,100.0,146,True,32,False,31.294862068512536,34.62551777842377,33.52053720749949,47.569589383837055,53.83541584625982,51.159931122901206,6.57075481687134,39.40243204354156,30.7567139573086
once,2s,44.0,46.0,98.77061491169246,99.30555555555556,144,True,32,False,31.45318325447523,34.71801431942126,33.590413711390795,56.03024135538301,60.842674216499674,58.96352929541951,16.655646977487415,31.310245672511883,25.534781707436558
once,2s,46.0,48.0,99.00253441144322,100.0,143,True,32,False,31.901850230945843,34.658750787348986,34.19294403977183,56.108219605866516,60.52420409421087,60.18644125512848,17.108723940048367,35.40359283801772,34.01747806990461
once,2s,48.0,50.0,98.56968319588063,96.35036496350365,137,True,32,False,32.12905090317048,35.131645161788576,34.23697122138044,63.8706163433396,69.46987975538117,68.02580080498088,19.446435694629326,33.18753359281327,29.477455800107784
once,2s,50.0,52.0,98.25433475065293,97.93103448275862,145,True,32,False,32.380757739121044,35.521787661548025,34.875627295944334,70.41694634979403,76.4549506388111,78.26292062092311,18.788013642036095,34.91289976588159,32.866171356601626
once,2s,52.0,54.0,99.22359984304506,100.0,141,True,32,False,30.62754667367465,33.60808853918317,33.00337622279815,62.592658367953966,70.40725096963521,65.91201602108708,9.48421688654671,33.31172634510476,29.968841763892122
once,2s,54.0,56.0,98.77843548416926,100.0,149,True,32,False,31.882614931436045,35.17378327292175,34.326524777132725,53.50348061050496,61.92708886323729,57.910595585448206,11.896215597875198,40.20912892052111,38.493406633695486
once,2s,56.0,58.0,99.2773247607406,100.0,141,True,32,False,30.881916079070496,33.885764098499585,32.89924443288205,63.6534071232203,68.26662887501132,66.93811823016203,8.366552309686814,34.375961519021075,28.539772290245672
once,2s,58.0,60.0,98.56586324462593,99.32885906040268,149,True,32,False,32.57156953932074,35.81545578533478,34.95240718270794,62.99978758276129,69.84643395995302,69.42521549900998,11.28961473928175,37.414151108254735,37.22297431863044
once,2s,60.0,62.0,99.09429313565346,100.0,141,True,32,False,30.785082452551432,34.13848307487505,33.15564979328269,54.546858590362206,60.412794733876595,59.355344567261305,12.45685438995206,33.31073036540256,28.05052594778499
once,2s,62.0,64.0,97.93666332930049,95.97315436241611,149,True,32,False,33.333896930875724,36.5569957529901,35.48366247676157,71.70342035031817,78.83489605430248,76.12447290033319,16.95386898462566,41.59294223266552,39.287437942140606
once,2s,64.0,66.0,99.02562313353964,98.58156028368795,141,True,32,False,30.799558812207366,33.8209385642518,33.04833666127461,62.124241326581505,67.91832657321139,68.82045065791404,7.256807483221564,32.333072284405716,27.895990715138396
once,fixed,2.0,4.0,93.55754829798157,81.08108108108108,111,True,32,False,42.58185375462111,46.836827534358584,45.62275023333875,195.7629953854682,216.83389970845246,209.76960381033746,18.637602456216197,24.418525341435313,20.67889990706285
once,fixed,20.0,40.0,98.94501244761382,99.86120749479528,1441,True,32,False,31.56481633302641,34.71430787211708,33.77414331156391,65.12179276702443,69.66845387555705,68.69763807203583,14.451646116534137,36.406262153136794,33.23406760705519
once,fixed,40.0,60.0,98.90282161948711,99.3060374739764,1441,True,32,False,31.6070702329701,34.69369155756565,33.90673082912645,70.41694634979403,76.4549506388111,78.26292062092311,12.814070480783084,35.34218703372532,32.03881967639467
once,fixed,20.0,60.0,98.92391703355045,99.58362248438584,2882,True,32,False,31.585943282998254,34.70399971484136,33.84043707034522,70.41694634979403,76.4549506388111,78.26292062092311,13.632858298658611,35.87422459343105,32.636443641724924
