case,id,mode,ssu,seed,strategy,npu_id,A_count,B_count,warm_roles,warm_util_pct,warm_A_compute_ms,warm_B_compute_ms
XY12_16_random_s1_seed7,XY12_16,random,1,7,baseline,6,6,72,A+B,89.92828963910159,716.311495309164,1082.254297472868
XY12_16_random_s1_seed7,XY12_16,random,1,7,baseline,7,6,72,A+B,91.96456991943872,925.3254668136733,913.9659315751012
XY12_16_random_s1_seed7,XY12_16,random,1,7,once,0,6,72,A+B,97.25366998021858,795.2088221888016,1149.8645774155698
XY12_16_random_s1_seed7,XY12_16,random,1,7,once,1,6,72,A+B,97.79975034614287,756.8100298232453,1199.1849770996123
XY12_16_random_s1_seed7,XY12_16,random,1,7,once,2,6,72,A+B,98.47468097892752,1242.0047596002973,727.488859978253
XY12_16_random_s1_seed7,XY12_16,random,1,7,once,3,6,72,A+B,96.69086786825505,864.3234116706499,1069.4939456944512
XY12_16_random_s1_seed7,XY12_16,random,1,7,once,4,6,72,A+B,97.56518337895302,959.2213445081361,992.0823230709243
XY12_16_random_s1_seed7,XY12_16,random,1,7,once,5,6,72,A+B,96.96453915351746,620.1873082607758,1319.1034748095735
XY12_16_random_s1_seed7,XY12_16,random,1,7,once,6,6,72,A+B,97.70331909641634,754.8814048287145,1199.1849770996123
XY12_16_random_s1_seed7,XY12_16,random,1,7,once,7,6,72,A+B,98.84699225067622,959.2213445081361,1017.7185005053884
XY12_20_random_s1_seed19,XY12_20,random,1,19,baseline,0,5,60,A+B,93.91983346638303,680.9491546040631,1197.4475147235976
XY12_20_random_s1_seed19,XY12_20,random,1,19,baseline,1,5,60,A+B,95.15482234341373,923.6280870203691,979.4683598479055
XY12_20_random_s1_seed19,XY12_20,random,1,19,baseline,2,5,60,A+B,98.32041837659989,1545.408299629727,421.00006790227053
XY12_20_random_s1_seed19,XY12_20,random,1,19,baseline,3,5,60,A+B,94.94265771862422,1142.90879241855,755.9443619539343
XY12_20_random_s1_seed19,XY12_20,random,1,19,baseline,4,5,60,A+B,94.93857583697206,802.7939724096868,1095.9775443297544
XY12_20_random_s1_seed19,XY12_20,random,1,19,baseline,5,5,60,A+B,94.22427969014367,1209.6136860194529,674.8719077834207
XY12_20_random_s1_seed19,XY12_20,random,1,19,baseline,6,5,60,A+B,95.64898595364983,1345.7355375295847,567.2441815434117
XY12_20_random_s1_seed19,XY12_20,random,1,19,baseline,7,5,60,A+B,92.9813713426011,851.7016109134429,1007.925815938579
XY12_20_random_s1_seed19,XY12_20,random,1,19,once,0,5,60,A+B,99.08330009286374,852.2709106356092,1129.3950912216656
XY12_20_random_s1_seed19,XY12_20,random,1,19,once,1,5,60,A+B,97.98780107612527,918.6939476644948,1041.0620738580105
XY12_20_random_s1_seed19,XY12_20,random,1,19,once,2,5,60,A+B,99.41276648254077,1537.9876674739066,450.26766217690874
XY12_20_random_s1_seed19,XY12_20,random,1,19,once,3,5,60,A+B,97.44027598218665,1192.8611576897988,755.9443619539343
XY12_20_random_s1_seed19,XY12_20,random,1,19,once,4,5,60,A+B,99.03984631997068,908.5550383441378,1072.241888055276
XY12_20_random_s1_seed19,XY12_20,random,1,19,once,5,5,60,A+B,99.57834772235694,1152.9019353265799,838.665019120559
XY12_20_random_s1_seed19,XY12_20,random,1,19,once,6,5,60,A+B,98.96548143700898,1250.6605451630307,728.6490835771488
XY12_20_random_s1_seed19,XY12_20,random,1,19,once,7,5,60,A+B,98.405271995423,960.179623969881,1007.925815938579
XY12_20_random_s1_seed43,XY12_20,random,1,43,baseline,0,5,60,A+B,93.86531924717656,939.0202766949451,938.2861082485861
XY12_20_random_s1_seed43,XY12_20,random,1,43,baseline,1,5,60,A+B,95.99796426623718,1264.8075049646673,655.1517803600764
XY12_20_random_s1_seed43,XY12_20,random,1,43,baseline,2,5,60,A+B,95.93966494438631,1565.35331349844,353.439985389286
XY12_20_random_s1_seed43,XY12_20,random,1,43,baseline,3,5,60,A+B,90.63033988513166,604.8068430097264,1207.7999546929068
XY12_20_random_s1_seed43,XY12_20,random,1,43,baseline,4,5,60,A+B,94.37875992723104,1209.6136860194526,677.961512525168
XY12_20_random_s1_seed43,XY12_20,random,1,43,baseline,5,5,60,A+B,89.37578177874536,635.3893113843446,1152.1263241905626
XY12_20_random_s1_seed43,XY12_20,random,1,43,baseline,6,5,60,A+B,97.89966748424492,1556.8666286986245,401.12672098627377
XY12_20_random_s1_seed43,XY12_20,random,1,43,baseline,7,5,60,A+B,92.73537865371352,865.3477852287701,989.3597878455003
XY12_20_random_s1_seed43,XY12_20,random,1,43,once,0,5,60,A+B,98.79191783157626,878.0226948642735,1097.8156617672516
XY12_20_random_s1_seed43,XY12_20,random,1,43,once,1,5,60,A+B,98.39885895215282,1252.0683759584906,715.9088030845658
XY12_20_random_s1_seed43,XY12_20,random,1,43,once,2,5,60,A+B,96.5709942896716,1596.4626231250004,334.95726266843167
XY12_20_random_s1_seed43,XY12_20,random,1,43,once,3,5,60,A+B,98.13748020681842,654.2189128842169,1308.5306912521514
XY12_20_random_s1_seed43,XY12_20,random,1,43,once,4,5,60,A+B,98.43874957670509,1209.6136860194529,759.161305514649
XY12_20_random_s1_seed43,XY12_20,random,1,43,once,5,5,60,A+B,98.93303203797387,917.2902706920754,1061.3703700674018
XY12_20_random_s1_seed43,XY12_20,random,1,43,once,6,5,60,A+B,97.58184676667429,1631.7005335242338,319.93640180925195
XY12_20_random_s1_seed43,XY12_20,random,1,43,once,7,5,60,A+B,99.38868755695864,816.1356289808123,1171.6381221583606
XY12_20_random_s1_seed7,XY12_20,random,1,7,baseline,0,5,60,A+B,93.41087915280802,159.96386010353717,1708.2537229526233
XY12_20_random_s1_seed7,XY12_20,random,1,7,baseline,1,5,60,A+B,95.30756214268203,1209.6136860194529,696.5375568341879
XY12_20_random_s1_seed7,XY12_20,random,1,7,baseline,2,5,60,A+B,97.59076850256649,1209.6136860194529,742.201684031877
XY12_20_random_s1_seed7,XY12_20,random,1,7,baseline,3,5,60,A+B,96.88484119005321,1059.3875449837633,878.3092788173008
XY12_20_random_s1_seed7,XY12_20,random,1,7,baseline,4,5,60,A+B,96.98093842651406,1035.4339555145307,904.1848130157505
XY12_20_random_s1_seed7,XY12_20,random,1,7,baseline,5,5,60,A+B,95.5954372745772,996.7192137905668,915.1895317009773
XY12_20_random_s1_seed7,XY12_20,random,1,7,baseline,6,5,60,A+B,96.58672139822417,1335.630806923728,596.1036210407556
XY12_20_random_s1_seed7,XY12_20,random,1,7,baseline,7,5,60,A+B,97.2931568654169,988.333612166688,957.5295251416501
XY12_20_random_s1_seed7,XY12_20,random,1,7,once,0,5,60,A+B,98.43874123091503,285.52056996701367,1683.2542546512868
XY12_20_random_s1_seed7,XY12_20,random,1,7,once,1,5,60,A+B,98.4033353920699,1273.9050443476162,694.1616634937818
XY12_20_random_s1_seed7,XY12_20,random,1,7,once,2,5,60,A+B,99.09235697208784,1209.6136860194529,772.2334534223041
XY12_20_random_s1_seed7,XY12_20,random,1,7,once,3,5,60,A+B,99.01953725066775,898.8859786820435,1081.5047663313117
XY12_20_random_s1_seed7,XY12_20,random,1,7,once,4,5,60,A+B,98.8205315038614,1024.3751393371758,952.0354907400524
XY12_20_random_s1_seed7,XY12_20,random,1,7,once,5,5,60,A+B,99.32868239793483,1129.8367044109045,856.7369435477922
XY12_20_random_s1_seed7,XY12_20,random,1,7,once,6,5,60,A+B,98.52332892297613,1516.8999612871621,453.56661717236057
XY12_20_random_s1_seed7,XY12_20,random,1,7,once,7,5,60,A+B,99.01786393394138,1022.8277535371776,957.5295251416501
XY12_24_random_s1_seed19,XY12_24,random,1,19,baseline,0,5,60,A+B,99.29848235299957,924.6314197929441,1061.3382272670474
XY12_24_random_s1_seed19,XY12_24,random,1,19,baseline,1,5,60,A+B,98.93782596616354,1217.1517399685954,761.6047793546754
XY12_24_random_s1_seed19,XY12_24,random,1,19,baseline,2,5,60,A+B,99.4262553974821,1577.1183980271603,411.4067099224817
XY12_24_random_s1_seed19,XY12_24,random,1,19,baseline,3,5,60,A+B,97.68280377155874,1073.9625770711154,879.6934983600593
XY12_24_random_s1_seed19,XY12_24,random,1,19,baseline,4,5,60,A+B,98.845017703977,820.0239619132717,1156.8763921662685
XY12_24_random_s1_seed19,XY12_24,random,1,19,baseline,5,5,60,A+B,97.60619820903429,900.5685163936814,1051.5554477870044
XY12_24_random_s1_seed19,XY12_24,random,1,19,baseline,6,5,60,A+B,98.29508318940393,1661.46050795485,304.44115583322855
XY12_24_random_s1_seed19,XY12_24,random,1,19,baseline,7,5,60,A+B,96.94296502664926,775.4650782395972,1163.394222293388
XY12_24_random_s1_seed19,XY12_24,random,1,19,once,0,5,60,A+B,99.21243192068717,913.4731301469051,1070.7755082668382
XY12_24_random_s1_seed19,XY12_24,random,1,19,once,1,5,60,A+B,98.0711639680383,1188.4926315064943,772.9306478542717
XY12_24_random_s1_seed19,XY12_24,random,1,19,once,2,5,60,A+B,99.31672671063843,1569.4456949591927,416.88883925357595
XY12_24_random_s1_seed19,XY12_24,random,1,19,once,3,5,60,A+B,98.884831056228,1145.633832051467,832.062789073093
XY12_24_random_s1_seed19,XY12_24,random,1,19,once,4,5,60,A+B,99.01507690205857,823.4251458749027,1156.8763921662685
XY12_24_random_s1_seed19,XY12_24,random,1,19,once,5,5,60,A+B,99.61387482101198,965.2744217514796,1027.0030746687598
XY12_24_random_s1_seed19,XY12_24,random,1,19,once,6,5,60,A+B,99.40614029807526,1683.6816501282765,304.44115583322855
XY12_24_random_s1_seed19,XY12_24,random,1,19,once,7,5,60,A+B,99.52908683727283,758.0352301090827,1232.5465066363738
XY12_24_random_s1_seed43,XY12_24,random,1,43,baseline,0,5,60,A+B,97.07842337182683,853.7831335941073,1087.7853338424293
XY12_24_random_s1_seed43,XY12_24,random,1,43,baseline,1,5,60,A+B,97.7446111664444,1289.6597367076101,665.232486621278
XY12_24_random_s1_seed43,XY12_24,random,1,43,baseline,2,5,60,A+B,97.7308814079406,1467.5117788256462,487.1058493331657
XY12_24_random_s1_seed43,XY12_24,random,1,43,baseline,3,5,60,A+B,97.62186505042189,730.5546328529163,1221.8826681555215
XY12_24_random_s1_seed43,XY12_24,random,1,43,baseline,4,5,60,A+B,99.16874934458124,1276.9595330407137,706.415453850911
XY12_24_random_s1_seed43,XY12_24,random,1,43,baseline,5,5,60,A+B,95.58974654920193,511.3656141511874,1400.4293168328513
XY12_24_random_s1_seed43,XY12_24,random,1,43,baseline,6,5,60,A+B,99.85443192846253,1449.0945580694392,547.9940804998114
XY12_24_random_s1_seed43,XY12_24,random,1,43,baseline,7,5,60,A+B,97.65043699581543,1283.2381970832057,669.7705428331028
XY12_24_random_s1_seed43,XY12_24,random,1,43,once,0,5,60,A+B,99.26786925177021,950.2574552024271,1035.099929832977
XY12_24_random_s1_seed43,XY12_24,random,1,43,once,1,5,60,A+B,98.52042812668844,1193.1878716143729,777.220690919396
XY12_24_random_s1_seed43,XY12_24,random,1,43,once,2,5,60,A+B,98.98092434107913,1492.512637488417,487.1058493331657
XY12_24_random_s1_seed43,XY12_24,random,1,43,once,3,5,60,A+B,99.19084672667293,730.5546328529163,1253.2623016805424
XY12_24_random_s1_seed43,XY12_24,random,1,43,once,4,5,60,A+B,98.98138593787775,1259.037257313831,720.590461443724
XY12_24_random_s1_seed43,XY12_24,random,1,43,once,5,5,60,A+B,99.0607293296192,607.2025064111763,1374.0120801812077
XY12_24_random_s1_seed43,XY12_24,random,1,43,once,6,5,60,A+B,99.40919031707048,1440.1897258415986,547.9940804998112
XY12_24_random_s1_seed43,XY12_24,random,1,43,once,7,5,60,A+B,99.47409634266872,1319.7113840202715,669.7705428331028
XY12_24_random_s1_seed7,XY12_24,random,1,7,baseline,0,5,60,A+B,97.69564695359415,192.80508597577227,1761.1078530961108
XY12_24_random_s1_seed7,XY12_24,random,1,7,baseline,1,5,60,A+B,99.20953814948682,1375.3084513232793,608.8823116664571
XY12_24_random_s1_seed7,XY12_24,random,1,7,baseline,2,5,60,A+B,98.90902636879628,1125.7452910428856,852.4352363330399
XY12_24_random_s1_seed7,XY12_24,random,1,7,baseline,3,5,60,A+B,98.91533177452371,1291.7292146002342,686.5774208902399
XY12_24_random_s1_seed7,XY12_24,random,1,7,baseline,4,5,60,A+B,98.88620120652531,1438.2114578609967,539.5125662695095
XY12_24_random_s1_seed7,XY12_24,random,1,7,baseline,5,5,60,A+B,97.9828424153185,730.5546328529163,1229.102215453454
XY12_24_random_s1_seed7,XY12_24,random,1,7,baseline,6,5,60,A+B,98.4751110898372,1146.7447159815333,822.7575058152106
XY12_24_random_s1_seed7,XY12_24,random,1,7,baseline,7,5,60,A+B,99.17055495599087,1218.4496451261666,764.9614539936506
XY12_24_random_s1_seed7,XY12_24,random,1,7,once,0,5,60,A+B,99.22819889338082,170.8710997290923,1813.692878138524
XY12_24_random_s1_seed7,XY12_24,random,1,7,once,1,5,60,A+B,98.52427103992736,1361.6031091320901,608.8823116664571
XY12_24_random_s1_seed7,XY12_24,random,1,7,once,2,5,60,A+B,99.72436261120531,1142.0520158910663,852.4352363330399
XY12_24_random_s1_seed7,XY12_24,random,1,7,once,3,5,60,A+B,98.7055937077915,1397.3429144089405,576.7689597468893
XY12_24_random_s1_seed7,XY12_24,random,1,7,once,4,5,60,A+B,99.13141807513493,1448.6531096078234,533.9752518948753
XY12_24_random_s1_seed7,XY12_24,random,1,7,once,5,5,60,A+B,99.82794707413633,730.5546328529163,1266.0043086298106
XY12_24_random_s1_seed7,XY12_24,random,1,7,once,6,5,60,A+B,98.7045006289286,1326.6758392652482,647.4141733133238
XY12_24_random_s1_seed7,XY12_24,random,1,7,once,7,5,60,A+B,99.31646753167755,1200.1415483813162,786.1878022522346
XY12_32_random_s1_seed19,XY12_32,random,1,19,baseline,0,4,48,A+B,99.83718129323233,1153.1109744936057,843.632651371041
XY12_32_random_s1_seed19,XY12_32,random,1,19,baseline,1,4,48,A+B,99.47611958634457,759.4495530710037,1230.0728386558876
XY12_32_random_s1_seed19,XY12_32,random,1,19,baseline,2,4,48,A,100.0,2000.0,0.0
XY12_32_random_s1_seed19,XY12_32,random,1,19,baseline,3,4,48,A+B,100.0,1641.5920829139986,358.40791708600136
XY12_32_random_s1_seed19,XY12_32,random,1,19,baseline,4,4,48,A+B,100.0,1794.2489701460086,205.75102985399144
XY12_32_random_s1_seed19,XY12_32,random,1,19,baseline,5,4,48,A+B,99.72584575064694,618.1829571952667,1376.333957817672
XY12_32_random_s1_seed19,XY12_32,random,1,19,baseline,6,4,48,A+B,99.45194725714794,1461.0683342425937,527.970610900365
XY12_32_random_s1_seed19,XY12_32,random,1,19,baseline,7,4,48,A+B,99.98902290704518,991.8559546871272,1007.9245034537764
XY12_32_random_s1_seed19,XY12_32,random,1,19,once,0,4,48,A+B,99.54513856620292,1142.1236087972507,848.7791625268078
XY12_32_random_s1_seed19,XY12_32,random,1,19,once,1,4,48,A+B,99.71946736725079,764.3165086891281,1230.0728386558876
XY12_32_random_s1_seed19,XY12_32,random,1,19,once,2,4,48,A,100.0,2000.0,0.0
XY12_32_random_s1_seed19,XY12_32,random,1,19,once,3,4,48,A+B,99.9851826054514,1632.4553306448033,367.2483214642248
XY12_32_random_s1_seed19,XY12_32,random,1,19,once,4,4,48,A+B,99.53285079926017,1791.4862041305514,199.17081185465213
XY12_32_random_s1_seed19,XY12_32,random,1,19,once,5,4,48,A+B,99.59228671562782,610.3918897102594,1381.453844602297
XY12_32_random_s1_seed19,XY12_32,random,1,19,once,6,4,48,A+B,100.0,1465.5586837849519,534.4413162150481
XY12_32_random_s1_seed19,XY12_32,random,1,19,once,7,4,48,A+B,99.84050046838209,983.9805514184736,1012.829457949168
XY12_32_random_s1_seed43,XY12_32,random,1,43,baseline,0,4,48,A+B,99.96206702577228,605.1587900387731,1394.0825504766726
XY12_32_random_s1_seed43,XY12_32,random,1,43,baseline,1,4,48,A+B,99.50412688282356,1394.2426434691456,595.8398941873256
XY12_32_random_s1_seed43,XY12_32,random,1,43,baseline,2,4,48,A+B,99.76916514646457,1585.3590233773289,410.02427955196254
XY12_32_random_s1_seed43,XY12_32,random,1,43,baseline,3,4,48,A+B,99.60297047007684,1048.8010951950191,943.2583142065178
XY12_32_random_s1_seed43,XY12_32,random,1,43,baseline,4,4,48,A+B,100.0,983.9805514184736,1016.0194485815264
XY12_32_random_s1_seed43,XY12_32,random,1,43,baseline,5,4,48,A+B,99.402272969246,1324.6570590457986,663.3884003391213
XY12_32_random_s1_seed43,XY12_32,random,1,43,baseline,6,4,48,A+B,100.0,983.9805514184736,1016.0194485815264
XY12_32_random_s1_seed43,XY12_32,random,1,43,baseline,7,4,48,A+B,100.0,1671.98057635843,328.01942364157003
XY12_32_random_s1_seed43,XY12_32,random,1,43,once,0,4,48,A+B,99.6949910349088,599.8172702215033,1394.0825504766726
XY12_32_random_s1_seed43,XY12_32,random,1,43,once,1,4,48,A+B,100.0,1384.0599931840834,615.9400068159166
XY12_32_random_s1_seed43,XY12_32,random,1,43,once,2,4,48,A+B,99.22708923420062,1574.5175051320498,410.02427955196254
XY12_32_random_s1_seed43,XY12_32,random,1,43,once,3,4,48,A+B,100.0,1059.9578367424283,940.0421632575717
XY12_32_random_s1_seed43,XY12_32,random,1,43,once,4,4,48,A+B,100.0,983.9805514184736,1016.0194485815264
XY12_32_random_s1_seed43,XY12_32,random,1,43,once,5,4,48,A+B,99.629711780771,1350.5948128013279,641.9994228140922
XY12_32_random_s1_seed43,XY12_32,random,1,43,once,6,4,48,A+B,100.0,983.9805514184736,1016.0194485815264
XY12_32_random_s1_seed43,XY12_32,random,1,43,once,7,4,48,A+B,100.0,1671.98057635843,328.01942364157003
XY12_32_random_s1_seed7,XY12_32,random,1,7,baseline,0,4,48,A+B,99.37157576875559,598.6414011836187,1388.790114191493
XY12_32_random_s1_seed7,XY12_32,random,1,7,baseline,1,4,48,A+B,99.6622086756751,1091.1907584991845,902.0534150143176
XY12_32_random_s1_seed7,XY12_32,random,1,7,baseline,2,4,48,A+B,99.6622086756751,807.202347654576,1186.0418258589261
XY12_32_random_s1_seed7,XY12_32,random,1,7,baseline,3,4,48,A+B,99.43933973932667,983.9805514184736,1004.8062433680598
XY12_32_random_s1_seed7,XY12_32,random,1,7,baseline,4,4,48,A+B,100.0,1225.8756038161991,774.1243961838009
XY12_32_random_s1_seed7,XY12_32,random,1,7,baseline,5,4,48,A+B,99.37157576875559,983.9805514184736,1003.4509639566381
XY12_32_random_s1_seed7,XY12_32,random,1,7,baseline,6,4,48,A+B,100.0,1343.96115271686,656.0388472831401
XY12_32_random_s1_seed7,XY12_32,random,1,7,baseline,7,4,48,A+B,99.5519869156775,1397.250963098781,593.788775214769
XY12_32_random_s1_seed7,XY12_32,random,1,7,once,0,4,48,A+B,99.93390148545252,614.3078651067444,1384.370164602306
XY12_32_random_s1_seed7,XY12_32,random,1,7,once,1,4,48,A+B,99.90005721922745,1095.9477293702316,902.0534150143176
XY12_32_random_s1_seed7,XY12_32,random,1,7,once,2,4,48,A+B,99.97561482792707,811.3462534029281,1188.1660431556134
XY12_32_random_s1_seed7,XY12_32,random,1,7,once,3,4,48,A+B,99.90881625090245,983.9805514184736,1014.1957735995752
XY12_32_random_s1_seed7,XY12_32,random,1,7,once,4,4,48,A+B,99.99823029412394,1223.9523142485964,776.0122916338823
XY12_32_random_s1_seed7,XY12_32,random,1,7,once,5,4,48,A+B,99.93773124545243,983.9805514184736,1014.7740734905751
XY12_32_random_s1_seed7,XY12_32,random,1,7,once,6,4,48,A+B,100.0,1343.96115271686,656.0388472831401
XY12_32_random_s1_seed7,XY12_32,random,1,7,once,7,4,48,A+B,99.86513124545402,1384.17072258702,613.1319023220603
Y1792_random_s1_seed19,Y1792,random,1,19,baseline,0,6,72,A+B,89.42785513977536,535.7857735149169,1252.7713292805904
Y1792_random_s1_seed19,Y1792,random,1,19,baseline,1,6,72,A+B,89.59890637474693,528.639891915072,1263.3382355798667
Y1792_random_s1_seed19,Y1792,random,1,19,baseline,2,6,72,A+B,95.29161658359895,1351.4731329057604,554.3591987662185
Y1792_random_s1_seed19,Y1792,random,1,19,baseline,3,6,72,A+B,94.97595110043292,1140.821083198066,758.6979388105924
Y1792_random_s1_seed19,Y1792,random,1,19,baseline,4,6,72,A+B,93.0752575688567,990.6582578441521,870.8468935329818
Y1792_random_s1_seed19,Y1792,random,1,19,baseline,5,6,72,A+B,90.14380984892634,495.32912892207605,1307.5470680564506
Y1792_random_s1_seed19,Y1792,random,1,19,baseline,6,6,72,A+B,94.72026611770379,1197.7542647173577,696.651057636718
Y1792_random_s1_seed19,Y1792,random,1,19,baseline,7,6,72,A+B,93.52571214633456,990.6582578441521,879.8559850825388
Y1792_random_s1_seed19,Y1792,random,1,19,once,0,6,72,A+B,97.43757245435124,495.32912892207605,1453.4223201649488
Y1792_random_s1_seed19,Y1792,random,1,19,once,1,6,72,A+B,97.32020350291567,515.1225535018614,1431.2815165564523
Y1792_random_s1_seed19,Y1792,random,1,19,once,2,6,72,A+B,98.4062536711919,1412.4489370782885,555.6761363455498
Y1792_random_s1_seed19,Y1792,random,1,19,once,3,6,72,A+B,97.79292243182519,990.6582578441521,965.2001907923518
Y1792_random_s1_seed19,Y1792,random,1,19,once,4,6,72,A+B,96.97876946850369,969.3018369550782,970.2735524149953
Y1792_random_s1_seed19,Y1792,random,1,19,once,5,6,72,A+B,98.0548308632639,437.15364883380244,1523.9429684314755
Y1792_random_s1_seed19,Y1792,random,1,19,once,6,6,72,A+B,98.151208918074,1307.8723980014038,655.1517803600764
Y1792_random_s1_seed19,Y1792,random,1,19,once,7,6,72,A+B,97.48137092336901,990.6582578441521,958.9691606232282
Y1792_random_s1_seed43,Y1792,random,1,43,baseline,0,6,72,A+B,89.72986747593849,449.6499058831082,1344.9474436356618
Y1792_random_s1_seed43,Y1792,random,1,43,baseline,1,6,72,A+B,92.02053276360483,782.0885485365891,1058.3221067355075
Y1792_random_s1_seed43,Y1792,random,1,43,baseline,2,6,72,A+B,96.15001481383656,1485.9873867662282,437.01290951050305
Y1792_random_s1_seed43,Y1792,random,1,43,baseline,3,6,72,A+B,96.77842914982287,1485.9873867662282,449.5811962302291
Y1792_random_s1_seed43,Y1792,random,1,43,baseline,4,6,72,A+B,94.72572778931166,987.1477126237737,907.3668431624596
Y1792_random_s1_seed43,Y1792,random,1,43,baseline,5,6,72,A+B,92.37678426043672,990.6582578441521,856.8774273645824
Y1792_random_s1_seed43,Y1792,random,1,43,baseline,6,6,72,A+B,93.28836510538608,767.730175176815,1098.0371269309067
Y1792_random_s1_seed43,Y1792,random,1,43,baseline,7,6,72,A+B,90.747725808941,495.32912892207605,1319.625387256744
Y1792_random_s1_seed43,Y1792,random,1,43,once,0,6,72,A+B,98.98864282540706,437.3193732370296,1542.4534832711115
Y1792_random_s1_seed43,Y1792,random,1,43,once,1,6,72,A+B,98.69532233392135,959.1626096545451,1014.743837023882
Y1792_random_s1_seed43,Y1792,random,1,43,once,2,6,72,A+B,98.01241987324984,1485.987386766228,474.26101069876904
Y1792_random_s1_seed43,Y1792,random,1,43,once,3,6,72,A+B,97.71836629074386,1485.987386766228,468.37993904864925
Y1792_random_s1_seed43,Y1792,random,1,43,once,4,6,72,A+B,97.40365965317022,975.1843229581805,972.8888701052238
Y1792_random_s1_seed43,Y1792,random,1,43,once,5,6,72,A+B,98.68046239063001,990.6582578441521,982.9509899684481
Y1792_random_s1_seed43,Y1792,random,1,43,once,6,6,72,A+B,98.42018799433977,758.8927807605005,1209.5109791262948
Y1792_random_s1_seed43,Y1792,random,1,43,once,7,6,72,A+B,97.98823756280224,622.1997590750175,1337.5649921810273
Y1792_random_s1_seed7,Y1792,random,1,7,baseline,0,6,72,A+B,93.6038613837496,863.9287490275465,1008.1484786474457
Y1792_random_s1_seed7,Y1792,random,1,7,baseline,1,6,72,A+B,95.19392284751753,762.762326160981,1141.1161307893694
Y1792_random_s1_seed7,Y1792,random,1,7,baseline,2,6,72,A+B,96.73309931860251,1485.9873867662282,448.6745996058221
Y1792_random_s1_seed7,Y1792,random,1,7,baseline,3,6,72,A+B,92.94414806034106,598.9756912835983,1259.9072699232229
Y1792_random_s1_seed7,Y1792,random,1,7,baseline,4,6,72,A+B,96.44921844039162,971.4548436661821,957.5295251416501
Y1792_random_s1_seed7,Y1792,random,1,7,baseline,5,6,72,A+B,94.53582530508099,580.4129453814671,1310.3035607201527
Y1792_random_s1_seed7,Y1792,random,1,7,baseline,6,6,72,A+B,94.6534698074047,990.6582578441519,902.4111383039422
Y1792_random_s1_seed7,Y1792,random,1,7,baseline,7,6,72,A+B,93.35286026046354,569.3527171883516,1297.7044880209194
Y1792_random_s1_seed7,Y1792,random,1,7,once,0,6,72,A+B,98.95728514255688,732.2435715726856,1246.902131278452
Y1792_random_s1_seed7,Y1792,random,1,7,once,1,6,72,A+B,97.17049157684265,781.2854787716192,1162.1243527652337
Y1792_random_s1_seed7,Y1792,random,1,7,once,2,6,72,A+B,97.13113251283717,1485.9873867662282,456.6352634905152
Y1792_random_s1_seed7,Y1792,random,1,7,once,3,6,72,A+B,96.26324543701953,685.421880743012,1239.8430279973786
Y1792_random_s1_seed7,Y1792,random,1,7,once,4,6,72,A+B,98.51671091146765,1012.8046930877031,957.5295251416501
Y1792_random_s1_seed7,Y1792,random,1,7,once,5,6,72,A+B,97.34539229330763,636.6042851459997,1310.3035607201527
Y1792_random_s1_seed7,Y1792,random,1,7,once,6,6,72,A+B,98.61475725532355,852.9799518490722,1119.3151932573987
Y1792_random_s1_seed7,Y1792,random,1,7,once,7,6,72,A+B,96.75800744419655,737.901560741871,1197.25858814206
Y1_fixed_s1_seed7,Y1,fixed,1,7,baseline,0,17,0,A,100.0,2000.0,0.0
Y1_fixed_s1_seed7,Y1,fixed,1,7,baseline,1,17,0,A,100.0,2000.0,0.0
Y1_fixed_s1_seed7,Y1,fixed,1,7,baseline,2,0,84,B,78.85486649125373,0.0,1577.0973298250747
Y1_fixed_s1_seed7,Y1,fixed,1,7,baseline,3,0,84,B,78.5416671697001,0.0,1570.833343394002
Y1_fixed_s1_seed7,Y1,fixed,1,7,baseline,4,0,84,B,78.59393212969896,0.0,1571.8786425939793
Y1_fixed_s1_seed7,Y1,fixed,1,7,baseline,5,0,84,B,78.56779964969954,0.0,1571.3559929939906
Y1_fixed_s1_seed7,Y1,fixed,1,7,baseline,6,0,84,B,78.82873401125428,0.0,1576.5746802250858
Y1_fixed_s1_seed7,Y1,fixed,1,7,baseline,7,0,84,B,78.62006460969839,0.0,1572.401292193968
Y1_fixed_s1_seed7,Y1,fixed,1,7,once,0,17,0,A,100.0,2000.0,0.0
Y1_fixed_s1_seed7,Y1,fixed,1,7,once,1,17,0,A,100.0,2000.0,0.0
Y1_fixed_s1_seed7,Y1,fixed,1,7,once,2,0,84,B,100.0,0.0,2000.0
Y1_fixed_s1_seed7,Y1,fixed,1,7,once,3,0,84,B,100.0,0.0,2000.0
Y1_fixed_s1_seed7,Y1,fixed,1,7,once,4,0,84,B,100.0,0.0,2000.0
Y1_fixed_s1_seed7,Y1,fixed,1,7,once,5,0,84,B,100.0,0.0,2000.0
Y1_fixed_s1_seed7,Y1,fixed,1,7,once,6,0,84,B,100.0,0.0,2000.0
Y1_fixed_s1_seed7,Y1,fixed,1,7,once,7,0,84,B,99.90838341154294,0.0,1998.167668230859
Y2_fixed_s1_seed7,Y2,fixed,1,7,baseline,0,33,0,A,100.0,2000.0,0.0
Y2_fixed_s1_seed7,Y2,fixed,1,7,baseline,1,0,84,B,99.11503716291375,0.0,1982.300743258275
Y2_fixed_s1_seed7,Y2,fixed,1,7,baseline,2,0,84,B,99.16110373862365,0.0,1983.2220747724732
