case,id,mode,ssu,seed,strategy,x,y,warm_start_ms,warm_end_ms,disk_GB_s,npu_receive_GB_s,cross_type_boundary_count_full,cross_type_bound_eligible_count_full,cross_type_late_submit_count_full,cross_type_admitted_count_warm,cross_type_positive_stall_count_warm,cross_type_positive_bound_count_warm,cross_type_l0_actual_stall_card_ms,cross_type_l0_physical_bound_card_ms,same_type_l0_actual_stall_card_ms,cold_start_l0_actual_stall_card_ms,internal_actual_stall_card_ms,all_l0_actual_stall_card_ms,bound_violation_count,maximum_bound_minus_actual_ms,A_to_B_actual_stall_card_ms,A_to_B_physical_bound_card_ms,A_to_B_admitted_count_warm,B_to_A_actual_stall_card_ms,B_to_A_physical_bound_card_ms,B_to_A_admitted_count_warm,l0_classification_error_card_ms,total_actual_stall_card_ms,cross_type_actual_minus_bound_card_ms_unclassified,bound_fraction_of_cross_type_actual,bound_fraction_of_total_actual_stall,bound_checks_pass,interpretation,saved_audit_l0_error_card_ms,saved_audit_internal_error_card_ms
C1_fixed_s2_seed7,C1,fixed,2,7,baseline,6.512820512820513,8.667543127021338,2000.0,4000.0,40.0,50.0,0,0,0,0,0,0,0.0,0.0,253.93617679435647,0.0,2042.1112712732465,253.93617679435647,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,2296.047448067603,0.0,,0.0,True,Transfer lower bound only; actual minus bound is not necessarily recoverable by scheduling,0.0,0.0
C1_fixed_s2_seed7,C1,fixed,2,7,once,6.512820512820513,8.667543127021338,2000.0,4000.0,40.0,50.0,0,0,0,0,0,0,0.0,0.0,102.4733533523331,0.0,672.2763887219262,102.4733533523331,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,774.7497420742593,0.0,,0.0,True,Transfer lower bound only; actual minus bound is not necessarily recoverable by scheduling,0.0,0.0
C2_fixed_s3_seed7,C2,fixed,3,7,baseline,4.0476190476190474,3.1752500469684772,2000.0,4000.0,40.0,50.0,0,0,0,0,0,0,0.0,0.0,69.07434504176604,0.0,482.8382786380646,69.07434504176604,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,551.9126236798306,0.0,,0.0,True,Transfer lower bound only; actual minus bound is not necessarily recoverable by scheduling,0.0,0.0
C2_fixed_s3_seed7,C2,fixed,3,7,once,4.0476190476190474,3.1752500469684772,2000.0,4000.0,40.0,50.0,0,0,0,0,0,0,0.0,0.0,6.716896870007986,0.0,87.6371363331441,6.716896870007986,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,94.35403320315208,0.0,,0.0,True,Transfer lower bound only; actual minus bound is not necessarily recoverable by scheduling,0.0,0.0
C2_fixed_s4_seed7,C2,fixed,4,7,baseline,4.0476190476190474,3.1752500469684772,2000.0,4000.0,40.0,50.0,0,0,0,0,0,0,0.0,0.0,11.598209240784854,0.0,79.2131555260612,11.598209240784854,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,90.81136476684605,0.0,,0.0,True,Transfer lower bound only; actual minus bound is not necessarily recoverable by scheduling,0.0,0.0
C2_fixed_s4_seed7,C2,fixed,4,7,once,4.0476190476190474,3.1752500469684772,2000.0,4000.0,40.0,50.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,,,True,Transfer lower bound only; actual minus bound is not necessarily recoverable by scheduling,0.0,0.0
D1_fixed_s1_seed7,D1,fixed,1,7,baseline,3.9365079365079363,25.125335469308776,2000.0,4000.0,40.0,50.0,0,0,0,0,0,0,0.0,0.0,136.93742367583764,0.0,849.1350281129685,136.93742367583764,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,986.0724517888061,0.0,,0.0,True,Transfer lower bound only; actual minus bound is not necessarily recoverable by scheduling,0.0,0.0
D1_fixed_s1_seed7,D1,fixed,1,7,once,3.9365079365079363,25.125335469308776,2000.0,4000.0,40.0,50.0,0,0,0,0,0,0,0.0,0.0,40.26862911547005,0.0,352.93892765686564,40.26862911547005,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,393.2075567723357,0.0,,0.0,True,Transfer lower bound only; actual minus bound is not necessarily recoverable by scheduling,0.0,0.0
D2_fixed_s1_seed7,D2,fixed,1,7,baseline,6.222222222222222,38.176856694330034,2000.0,4000.0,40.0,50.0,0,0,0,0,0,0,0.0,0.0,114.7127197036807,0.0,973.2082839747102,114.7127197036807,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1087.921003678391,0.0,,0.0,True,Transfer lower bound only; actual minus bound is not necessarily recoverable by scheduling,0.0,0.0
D2_fixed_s1_seed7,D2,fixed,1,7,once,6.222222222222222,38.176856694330034,2000.0,4000.0,40.0,50.0,0,0,0,0,0,0,0.0,0.0,50.985811540305804,0.0,383.2645115234891,50.985811540305804,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,434.2503230637949,0.0,,0.0,True,Transfer lower bound only; actual minus bound is not necessarily recoverable by scheduling,0.0,0.0
