policy,request_id,layer,npu,role,profile,release_ms,deadline_ms,ready_ms,compute_start_ms,payload_MiB,budget_C_ms,budget_gib_s,stall_ms,own_D_over_C_gib_s,display_cohort,deadline_inside_display,ssd_before_deadline_MiB,link_before_deadline_MiB,ssd_deficit_at_deadline_MiB,link_deficit_at_deadline_MiB,ssd_mean_during_budget_gib_s,link_mean_during_budget_gib_s,ssd_mean_during_stall_gib_s,link_mean_during_stall_gib_s
baseline,14,6,0,short,64K/1024,3427.2976098315753,3439.9235505919996,3432.845890262842,3439.9235505919996,86.625,12.625940760424301,6.70007314050293,0.0,6.700073140502931,True,True,86.625,86.625,0.0,0.0,6.70007314050293,6.70007314050293,,
baseline,14,7,0,short,64K/1024,3439.9235505919996,3452.549491352424,3445.4203813315944,3452.549491352424,86.625,12.625940760424301,6.70007314050293,0.0,6.700073140502931,True,True,86.625,86.625,0.0,0.0,6.70007314050293,6.70007314050293,,
baseline,15,0,0,bridge,32K/4096,3452.549491352424,3465.1754321128483,3454.8854779002754,3465.1754321128483,38.5,12.625940760424301,2.977810284667969,0.0,1.3149324665039066,True,True,38.5,38.5,0.0,0.0,2.977810284667969,2.977810284667969,,
baseline,15,1,0,bridge,32K/4096,3465.1754321128483,3493.768274108729,3467.6509012099996,3493.768274108729,38.5,28.592841995880782,1.3149324665039066,0.0,1.3149324665039066,True,True,38.5,38.5,0.0,0.0,1.3149324665039066,1.3149324665039066,,
baseline,15,2,0,bridge,32K/4096,3493.768274108729,3522.36111610461,3496.268962011692,3522.36111610461,38.5,28.592841995880782,1.3149324665039066,0.0,1.3149324665039066,True,True,38.5,38.5,0.0,0.0,1.3149324665039066,1.3149324665039066,,
baseline,15,3,0,bridge,32K/4096,3522.36111610461,3550.953958100491,3524.7817597879725,3550.953958100491,38.5,28.592841995880782,1.3149324665039066,0.0,1.3149324665039066,True,True,38.5,38.5,0.0,0.0,1.3149324665039066,1.3149324665039066,,
baseline,15,4,0,bridge,32K/4096,3550.953958100491,3579.546800096372,3553.439925324973,3579.546800096372,38.5,28.592841995880782,1.3149324665039066,0.0,1.3149324665039066,True,True,38.5,38.5,0.0,0.0,1.3149324665039066,1.3149324665039066,,
baseline,15,5,0,bridge,32K/4096,3579.546800096372,3608.139642092253,3582.004988497449,3608.139642092253,38.5,28.592841995880782,1.3149324665039066,0.0,1.3149324665039066,True,True,38.5,38.5,0.0,0.0,1.3149324665039066,1.3149324665039066,,
baseline,15,6,0,bridge,32K/4096,3608.139642092253,3636.732484088134,3610.6300106236276,3636.732484088134,38.5,28.592841995880782,1.3149324665039066,0.0,1.3149324665039066,True,True,38.5,38.5,0.0,0.0,1.3149324665039066,1.3149324665039066,,
baseline,15,7,0,bridge,32K/4096,3636.732484088134,3665.3253260840147,3639.0684706359852,3665.3253260840147,38.5,28.592841995880782,1.3149324665039066,0.0,1.3149324665039066,True,True,38.5,38.5,0.0,0.0,1.3149324665039066,1.3149324665039066,,
baseline,16,0,0,long,176K/1024,3665.3253260840147,3693.9181680798956,3680.820492319366,3693.9181680798956,240.625,28.592841995880782,8.218327915649416,0.0,7.479698789062499,True,True,240.625,240.625,0.0,0.0,8.218327915649416,8.218327915649416,,
baseline,16,1,0,long,176K/1024,3693.9181680798956,3725.334587134914,3709.413334315247,3725.334587134914,240.625,31.416419055018245,7.4796987890625,0.0,7.479698789062499,True,True,240.625,240.625,0.0,0.0,7.4796987890625,7.4796987890625,,
baseline,16,2,0,long,176K/1024,3725.334587134914,3756.751006189932,3741.1220113405943,3756.751006189932,240.625,31.416419055018245,7.4796987890625,0.0,7.479698789062499,True,True,240.625,240.625,0.0,0.0,7.4796987890625,7.4796987890625,,
baseline,16,3,0,long,176K/1024,3756.751006189932,3788.16742524495,3772.478210338598,3788.16742524495,240.625,31.416419055018245,7.4796987890625,0.0,7.479698789062499,True,True,240.625,240.625,0.0,0.0,7.4796987890625,7.4796987890625,,
baseline,16,4,0,long,176K/1024,3788.16742524495,3819.5838442999684,3803.8346343269814,3819.5838442999684,240.625,31.416419055018245,7.4796987890625,0.0,7.479698789062499,True,True,240.625,240.625,0.0,0.0,7.4796987890625,7.4796987890625,,
baseline,16,5,0,long,176K/1024,3819.5838442999684,3851.0002633549866,3835.3706042818712,3851.0002633549866,240.625,31.416419055018245,7.4796987890625,0.0,7.479698789062499,True,True,240.625,240.625,0.0,0.0,7.4796987890625,7.4796987890625,,
baseline,16,6,0,long,176K/1024,3851.0002633549866,3882.416682410005,3866.7311602134705,3882.416682410005,240.625,31.416419055018245,7.4796987890625,0.0,7.479698789062499,True,True,240.625,240.625,0.0,0.0,7.4796987890625,7.4796987890625,,
baseline,16,7,0,long,176K/1024,3882.416682410005,3913.833101465023,3898.083163044482,3913.833101465023,240.625,31.416419055018245,7.4796987890625,0.0,7.479698789062499,True,True,240.625,240.625,0.0,0.0,7.4796987890625,7.4796987890625,,
baseline,17,0,0,long,176K/1024,3913.833101465023,3945.249520520041,3929.6209256707043,3945.249520520041,240.625,31.416419055018245,7.4796987890625,0.0,7.479698789062499,True,True,240.625,240.625,0.0,0.0,7.4796987890625,7.4796987890625,,
baseline,17,1,0,long,176K/1024,3945.249520520041,3976.6659395750594,3961.143592881599,3976.6659395750594,240.625,31.416419055018245,7.4796987890625,0.0,7.479698789062499,True,True,240.625,240.625,0.0,0.0,7.4796987890625,7.4796987890625,,
baseline,17,2,0,long,176K/1024,3976.6659395750594,4008.0823586300776,3992.3373448240827,4008.0823586300776,240.625,31.416419055018245,7.4796987890625,0.0,7.479698789062499,True,False,240.625,240.625,0.0,0.0,7.4796987890625,7.4796987890625,,
baseline,1000013,4,1,long,176K/1024,3207.0901069213546,3238.506525976373,3222.9684088579634,3238.506525976373,240.625,31.416419055018245,7.4796987890625,0.0,7.479698789062499,True,True,240.625,240.625,0.0,0.0,7.4796987890625,7.4796987890625,,
baseline,1000013,5,1,long,176K/1024,3238.506525976373,3269.922945031391,3254.3297432563577,3269.922945031391,240.625,31.416419055018245,7.4796987890625,0.0,7.479698789062499,True,True,240.625,240.625,0.0,0.0,7.4796987890625,7.4796987890625,,
baseline,1000013,6,1,long,176K/1024,3269.922945031391,3301.339364086409,3286.418245759946,3301.339364086409,240.625,31.416419055018245,7.4796987890625,0.0,7.479698789062499,True,True,240.625,240.625,0.0,0.0,7.4796987890625,7.4796987890625,,
baseline,1000013,7,1,long,176K/1024,3301.339364086409,3332.7557831414274,3316.9813961664877,3332.7557831414274,240.625,31.416419055018245,7.4796987890625,0.0,7.479698789062499,True,True,240.625,240.625,0.0,0.0,7.4796987890625,7.4796987890625,,
baseline,1000014,0,1,short,64K/1024,3332.7557831414274,3364.1722021964456,3338.491508934022,3364.1722021964456,86.625,31.416419055018245,2.6926915640624998,0.0,6.700073140502931,True,True,86.625,86.625,0.0,0.0,2.6926915640624998,2.6926915640624998,,
baseline,1000014,1,1,short,64K/1024,3364.1722021964456,3376.79814295687,3369.7927482657815,3376.79814295687,86.625,12.625940760424301,6.70007314050293,0.0,6.700073140502931,True,True,86.625,86.625,0.0,0.0,6.70007314050293,6.70007314050293,,
baseline,1000014,2,1,short,64K/1024,3376.79814295687,3389.4240837172943,3383.5306123245173,3389.4240837172943,86.625,12.625940760424301,6.70007314050293,0.0,6.700073140502931,True,True,86.625,86.625,0.0,0.0,6.70007314050293,6.70007314050293,,
baseline,1000014,3,1,short,64K/1024,3389.4240837172943,3402.0500244777186,3395.04462978663,3402.0500244777186,86.625,12.625940760424301,6.70007314050293,0.0,6.700073140502931,True,True,86.625,86.625,0.0,0.0,6.70007314050293,6.70007314050293,,
baseline,1000014,4,1,short,64K/1024,3402.0500244777186,3414.675965238143,3407.6705705470545,3414.675965238143,86.625,12.625940760424301,6.70007314050293,0.0,6.700073140502931,True,True,86.625,86.625,0.0,0.0,6.70007314050293,6.70007314050293,,
baseline,1000014,5,1,short,64K/1024,3414.675965238143,3427.3019059985672,3420.579433379096,3427.3019059985672,86.625,12.625940760424301,6.70007314050293,0.0,6.700073140502931,True,True,86.625,86.625,0.0,0.0,6.70007314050293,6.70007314050293,,
baseline,1000014,6,1,short,64K/1024,3427.3019059985672,3439.9278467589916,3433.008701542139,3439.9278467589916,86.625,12.625940760424301,6.70007314050293,0.0,6.700073140502931,True,True,86.625,86.625,0.0,0.0,6.70007314050293,6.70007314050293,,
baseline,1000014,7,1,short,64K/1024,3439.9278467589916,3452.553787519416,3445.5831926108913,3452.553787519416,86.625,12.625940760424301,6.70007314050293,0.0,6.700073140502931,True,True,86.625,86.625,0.0,0.0,6.70007314050293,6.70007314050293,,
baseline,1000015,0,1,bridge,32K/4096,3452.553787519416,3465.17972827984,3455.0366399119944,3465.17972827984,38.5,12.625940760424301,2.977810284667969,0.0,1.3149324665039066,True,True,38.5,38.5,0.0,0.0,2.977810284667969,2.977810284667969,,
baseline,1000015,1,1,bridge,32K/4096,3465.17972827984,3493.772570275721,3467.8068986221087,3493.772570275721,38.5,28.592841995880782,1.3149324665039066,0.0,1.3149324665039066,True,True,38.5,38.5,0.0,0.0,1.3149324665039066,1.3149324665039066,,
baseline,1000015,2,1,bridge,32K/4096,3493.772570275721,3522.365412271602,3496.420124023411,3522.365412271602,38.5,28.592841995880782,1.3149324665039066,0.0,1.3149324665039066,True,True,38.5,38.5,0.0,0.0,1.3149324665039066,1.3149324665039066,,
