strategy,request_id,npu,role,layer,io_start_ms,io_ready_ms,read_latency_ms,C_ms,compute_start_ms,compute_end_ms,stall_start_ms,stall_end_ms,exposed_stall_ms,prior_unready_A_layers,prior_unready_A_layer0,prior_unready_A_internal
asu_baseline,8000012,8,B,4,3602.6789407319784,3609.7007176128955,7.021776880917059,17.147176718561678,3619.82611745054,3636.973294169102,3619.82611745054,3619.82611745054,0,0,0,0
asu_baseline,8000012,8,B,5,3619.82611745054,3625.3315592125577,5.505441762017654,17.147176718561678,3636.973294169102,3654.1204708876635,3636.973294169102,3636.973294169102,0,0,0,0
asu_baseline,8000012,8,B,6,3636.973294169102,3640.96240081222,3.989106643118248,17.147176718561678,3654.1204708876635,3671.267647606225,3654.1204708876635,3654.1204708876635,0,0,0,0
asu_baseline,8000012,8,B,7,3654.1204708876635,3670.8926831262315,16.772212238568045,17.147176718561678,3671.267647606225,3688.414824324787,3671.267647606225,3671.267647606225,0,2,0,2
asu_baseline,14000012,14,B,1,3552.384424327728,3573.1027144136856,20.718290085957506,17.147176718561678,3573.1027144136856,3590.2498911322473,3569.53160104629,3573.1027144136856,3.57111336739581,2,0,2
asu_baseline,14000012,14,B,2,3573.1027144136856,3588.733556013348,15.63084159966229,17.147176718561678,3590.2498911322473,3607.397067850809,3590.2498911322473,3590.2498911322473,0,1,0,1
asu_baseline,14000012,14,B,3,3590.2498911322473,3604.36439761301,14.114506480762884,17.147176718561678,3607.397067850809,3624.5442445693707,3607.397067850809,3607.397067850809,0,1,0,1
asu_baseline,14000012,14,B,4,3607.397067850809,3619.9952392126725,12.598171361863479,17.147176718561678,3624.5442445693707,3641.6914212879324,3624.5442445693707,3624.5442445693707,0,1,0,1
asu_baseline,14000012,14,B,5,3624.5442445693707,3635.6260808123347,11.081836242964073,17.147176718561678,3641.6914212879324,3658.838598006494,3641.6914212879324,3641.6914212879324,0,1,0,1
asu_baseline,14000012,14,B,6,3641.6914212879324,3644.164192812151,2.4727715242188424,17.147176718561678,3658.838598006494,3675.9857747250558,3658.838598006494,3658.838598006494,0,0,0,0
asu_baseline,14000012,14,B,7,3658.838598006494,3674.0944751261627,15.25587711966864,17.147176718561678,3675.9857747250558,3693.1329514436175,3675.9857747250558,3675.9857747250558,0,2,0,2
asu_baseline,10000012,10,B,1,3563.746209927482,3577.371770413594,13.62556048611168,17.147176718561678,3580.893386646044,3598.0405633646055,3580.893386646044,3580.893386646044,0,1,0,1
asu_baseline,10000012,10,B,2,3580.893386646044,3593.002612013256,12.109225367212275,17.147176718561678,3598.0405633646055,3615.1877400831672,3598.0405633646055,3598.0405633646055,0,1,0,1
asu_baseline,10000012,10,B,3,3598.0405633646055,3608.6334536129184,10.59289024831287,17.147176718561678,3615.1877400831672,3632.334916801729,3615.1877400831672,3615.1877400831672,0,1,0,1
asu_baseline,10000012,10,B,4,3615.1877400831672,3624.2642952125807,9.076555129413464,17.147176718561678,3632.334916801729,3649.4820935202906,3632.334916801729,3632.334916801729,0,1,0,1
asu_baseline,10000012,10,B,5,3632.334916801729,3639.895136812243,7.560220010514058,17.147176718561678,3649.4820935202906,3666.6292702388523,3649.4820935202906,3649.4820935202906,0,1,0,1
asu_baseline,10000012,10,B,6,3649.4820935202906,3662.7326895264086,13.25059600611803,17.147176718561678,3666.6292702388523,3683.776446957414,3666.6292702388523,3666.6292702388523,0,2,0,2
asu_baseline,10000012,10,B,7,3666.6292702388523,3685.4562607259168,18.82699048706445,17.147176718561678,3685.4562607259168,3702.6034374444785,3683.776446957414,3685.4562607259168,1.679813768502754,2,0,2
asu_baseline,12000013,12,B,1,3656.70407000654,3671.9599471262086,15.25587711966864,17.147176718561678,3673.8512467251016,3690.9984234436633,3673.8512467251016,3673.8512467251016,0,2,0,2
asu_baseline,12000013,12,B,2,3673.8512467251016,3687.590788725871,13.739542000769234,17.147176718561678,3690.9984234436633,3708.145600162225,3690.9984234436633,3690.9984234436633,0,1,0,1
asu_baseline,12000013,12,B,3,3690.9984234436633,3703.221630325533,12.223206881869828,17.147176718561678,3708.145600162225,3725.2927768807867,3708.145600162225,3708.145600162225,0,1,0,1
asu_baseline,12000013,12,B,4,3708.145600162225,3718.8524719251955,10.706871762970422,17.147176718561678,3725.2927768807867,3742.4399535993484,3725.2927768807867,3725.2927768807867,0,1,0,1
asu_baseline,12000013,12,B,5,3725.2927768807867,3734.4833135248577,9.190536644071017,17.147176718561678,3742.4399535993484,3759.58713031791,3742.4399535993484,3742.4399535993484,0,1,0,1
asu_baseline,12000013,12,B,6,3742.4399535993484,3750.11415512452,7.674201525171611,17.147176718561678,3759.58713031791,3776.734307036472,3759.58713031791,3759.58713031791,0,1,0,1
asu_baseline,12000013,12,B,7,3759.58713031791,3767.3772997395236,7.790169421613427,17.147176718561678,3776.734307036472,3793.8814837550335,3776.734307036472,3776.734307036472,0,1,0,1
asu_baseline,15000013,15,B,1,3657.771334006517,3673.0272111261856,15.25587711966864,17.147176718561678,3674.9185107250787,3692.0656874436404,3674.9185107250787,3674.9185107250787,0,2,0,2
asu_baseline,15000013,15,B,2,3674.9185107250787,3688.658052725848,13.739542000769234,17.147176718561678,3692.0656874436404,3709.212864162202,3692.0656874436404,3692.0656874436404,0,1,0,1
asu_baseline,15000013,15,B,3,3692.0656874436404,3704.2888943255102,12.223206881869828,17.147176718561678,3709.212864162202,3726.360040880764,3709.212864162202,3709.212864162202,0,1,0,1
asu_baseline,15000013,15,B,4,3709.212864162202,3719.9197359251725,10.706871762970422,17.147176718561678,3726.360040880764,3743.5072175993255,3726.360040880764,3726.360040880764,0,1,0,1
asu_baseline,15000013,15,B,5,3726.360040880764,3735.550577524835,9.190536644071017,17.147176718561678,3743.5072175993255,3760.654394317887,3743.5072175993255,3743.5072175993255,0,1,0,1
asu_baseline,15000013,15,B,6,3743.5072175993255,3751.181419124497,7.674201525171611,17.147176718561678,3760.654394317887,3777.801571036449,3760.654394317887,3760.654394317887,0,1,0,1
asu_baseline,15000013,15,B,7,3760.654394317887,3768.4445637395006,7.790169421613427,17.147176718561678,3777.801571036449,3794.9487477550106,3777.801571036449,3777.801571036449,0,1,0,1
asu_baseline,9000013,9,B,1,3661.4221971253705,3675.1617391261398,13.739542000769234,17.147176718561678,3678.569373843932,3695.716550562494,3678.569373843932,3678.569373843932,0,2,0,2
asu_baseline,9000013,9,B,2,3678.569373843932,3694.5592623257203,15.989888481788057,17.147176718561678,3695.716550562494,3712.8637272810556,3695.716550562494,3695.716550562494,0,2,0,2
asu_baseline,9000013,9,B,3,3695.716550562494,3706.4234223254643,10.706871762970422,17.147176718561678,3712.8637272810556,3730.0109039996173,3712.8637272810556,3712.8637272810556,0,1,0,1
asu_baseline,9000013,9,B,4,3712.8637272810556,3722.0542639251266,9.190536644071017,17.147176718561678,3730.0109039996173,3747.158080718179,3730.0109039996173,3730.0109039996173,0,1,0,1
asu_baseline,9000013,9,B,5,3730.0109039996173,3737.685105524789,7.674201525171611,17.147176718561678,3747.158080718179,3764.3052574367407,3747.158080718179,3747.158080718179,0,1,0,1
asu_baseline,9000013,9,B,6,3747.158080718179,3753.315947124451,6.1578664062722055,17.147176718561678,3764.3052574367407,3781.4524341553024,3764.3052574367407,3764.3052574367407,0,0,0,0
asu_baseline,9000013,9,B,7,3764.3052574367407,3784.7645509391464,20.45929350240567,17.147176718561678,3784.7645509391464,3801.911727657708,3781.4524341553024,3784.7645509391464,3.312116783843976,3,0,3
asu_baseline,13000013,13,B,1,3665.5620062388753,3684.3889967259397,18.82699048706445,17.147176718561678,3684.3889967259397,3701.5361734445014,3682.709182957437,3684.3889967259397,1.679813768502754,2,0,2
asu_baseline,13000013,13,B,2,3684.3889967259397,3700.019838325602,15.63084159966229,17.147176718561678,3701.5361734445014,3718.683350163063,3701.5361734445014,3701.5361734445014,0,1,0,1
asu_baseline,13000013,13,B,3,3701.5361734445014,3715.6506799252643,14.114506480762884,17.147176718561678,3718.683350163063,3735.830526881625,3718.683350163063,3718.683350163063,0,1,0,1
asu_baseline,13000013,13,B,4,3718.683350163063,3731.2815215249266,12.598171361863479,17.147176718561678,3735.830526881625,3752.9777036001865,3735.830526881625,3735.830526881625,0,1,0,1
asu_baseline,13000013,13,B,5,3735.830526881625,3746.912363124589,11.081836242964073,17.147176718561678,3752.9777036001865,3770.124880318748,3752.9777036001865,3752.9777036001865,0,1,0,1
asu_baseline,13000013,13,B,6,3752.9777036001865,3755.4504751244053,2.4727715242188424,17.147176718561678,3770.124880318748,3787.27205703731,3770.124880318748,3770.124880318748,0,0,0,0
asu_baseline,13000013,13,B,7,3770.124880318748,3786.8990789391005,16.77419862035231,17.147176718561678,3787.27205703731,3804.4192337558716,3787.27205703731,3787.27205703731,0,2,0,2
asu_baseline,11000013,11,B,1,3683.3217327259626,3698.952574325625,15.63084159966229,17.147176718561678,3700.4689094445243,3717.616086163086,3700.4689094445243,3700.4689094445243,0,1,0,1
asu_baseline,11000013,11,B,2,3700.4689094445243,3707.4906863254414,7.021776880917059,17.147176718561678,3717.616086163086,3734.7632628816477,3717.616086163086,3717.616086163086,0,0,0,0
asu_baseline,11000013,11,B,3,3717.616086163086,3727.032388725019,9.416302561932753,17.147176718561678,3734.7632628816477,3751.9104396002094,3734.7632628816477,3734.7632628816477,0,1,0,1
asu_baseline,11000013,11,B,4,3734.7632628816477,3738.752369524766,3.989106643118248,17.147176718561678,3751.9104396002094,3769.057616318771,3751.9104396002094,3751.9104396002094,0,0,0,0
asu_baseline,11000013,11,B,5,3751.9104396002094,3754.3832111244283,2.4727715242188424,17.147176718561678,3769.057616318771,3786.204793037333,3769.057616318771,3769.057616318771,0,0,0,0
asu_baseline,11000013,11,B,6,3769.057616318771,3785.8318149391234,16.77419862035231,17.147176718561678,3786.204793037333,3803.3519697558945,3786.204793037333,3786.204793037333,0,2,0,2
asu_baseline,11000013,11,B,7,3786.204793037333,3801.4626565387857,15.257863501452903,17.147176718561678,3803.3519697558945,3820.499146474456,3803.3519697558945,3803.3519697558945,0,1,0,1
asu_baseline,8000013,8,B,1,3688.414824324787,3702.154366325556,13.739542000769234,17.147176718561678,3705.5620010433486,3722.7091777619103,3705.5620010433486,3705.5620010433486,0,1,0,1
asu_baseline,8000013,8,B,2,3705.5620010433486,3717.7852079252184,12.223206881869828,17.147176718561678,3722.7091777619103,3739.856354480472,3722.7091777619103,3722.7091777619103,0,1,0,1
asu_baseline,8000013,8,B,3,3722.7091777619103,3733.4160495248807,10.706871762970422,17.147176718561678,3739.856354480472,3757.0035311990337,3739.856354480472,3739.856354480472,0,1,0,1
asu_baseline,8000013,8,B,4,3739.856354480472,3749.046891124543,9.190536644071017,17.147176718561678,3757.0035311990337,3774.1507079175954,3757.0035311990337,3757.0035311990337,0,1,0,1
asu_baseline,8000013,8,B,5,3757.0035311990337,3758.0739491190106,1.0704179199769897,17.147176718561678,3774.1507079175954,3791.297884636157,3774.1507079175954,3774.1507079175954,0,0,0,0
asu_baseline,8000013,8,B,6,3774.1507079175954,3789.0336069390546,14.882899021459252,17.147176718561678,3791.297884636157,3808.4450613547187,3791.297884636157,3791.297884636157,0,2,0,2
asu_baseline,8000013,8,B,7,3791.297884636157,3804.664448538717,13.366563902559847,17.147176718561678,3808.4450613547187,3825.5922380732804,3808.4450613547187,3808.4450613547187,0,1,0,1
asu_baseline,14000013,14,B,1,3693.1329514436175,3705.3561583254873,12.223206881869828,17.147176718561678,3710.280128162179,3727.427304880741,3710.280128162179,3710.280128162179,0,1,0,1
asu_baseline,14000013,14,B,2,3710.280128162179,3720.9869999251496,10.706871762970422,17.147176718561678,3727.427304880741,3744.5744815993025,3727.427304880741,3727.427304880741,0,1,0,1
asu_baseline,14000013,14,B,3,3727.427304880741,3736.617841524812,9.190536644071017,17.147176718561678,3744.5744815993025,3761.7216583178642,3744.5744815993025,3744.5744815993025,0,1,0,1
asu_baseline,14000013,14,B,4,3744.5744815993025,3752.248683124474,7.674201525171611,17.147176718561678,3761.7216583178642,3778.868835036426,3761.7216583178642,3761.7216583178642,0,1,0,1
asu_baseline,14000013,14,B,5,3761.7216583178642,3769.5118277394777,7.790169421613427,17.147176718561678,3778.868835036426,3796.0160117549876,3778.868835036426,3778.868835036426,0,1,0,1
asu_baseline,14000013,14,B,6,3778.868835036426,3799.3281285388316,20.45929350240567,17.147176718561678,3799.3281285388316,3816.4753052573933,3796.0160117549876,3799.3281285388316,3.312116783843976,2,0,2
asu_baseline,14000013,14,B,7,3799.3281285388316,3814.958970138494,15.63084159966229,17.147176718561678,3816.4753052573933,3833.622481975955,3816.4753052573933,3816.4753052573933,0,1,0,1
asu_baseline,10000013,10,B,1,3702.6034374444785,3716.7179439252413,14.114506480762884,17.147176718561678,3719.75061416304,3736.897790881602,3719.75061416304,3719.75061416304,0,1,0,1
asu_baseline,10000013,10,B,2,3719.75061416304,3732.3487855249036,12.598171361863479,17.147176718561678,3736.897790881602,3754.0449676001635,3736.897790881602,3736.897790881602,0,1,0,1
asu_baseline,10000013,10,B,3,3736.897790881602,3747.979627124566,11.081836242964073,17.147176718561678,3754.0449676001635,3771.1921443187252,3754.0449676001635,3754.0449676001635,0,1,0,1
asu_baseline,10000013,10,B,4,3754.0449676001635,3756.5177391243824,2.4727715242188424,17.147176718561678,3771.1921443187252,3788.339321037287,3771.1921443187252,3771.1921443187252,0,0,0,0
asu_baseline,10000013,10,B,5,3771.1921443187252,3787.9663429390775,16.77419862035231,17.147176718561678,3788.339321037287,3805.4864977558486,3788.339321037287,3788.339321037287,0,2,0,2
asu_baseline,10000013,10,B,6,3788.339321037287,3803.59718453874,15.257863501452903,17.147176718561678,3805.4864977558486,3822.6336744744103,3805.4864977558486,3805.4864977558486,0,1,0,1
asu_baseline,10000013,10,B,7,3805.4864977558486,3819.228026138402,13.741528382553497,17.147176718561678,3822.6336744744103,3839.780851192972,3822.6336744744103,3822.6336744744103,0,1,0,1
asu_baseline,12000014,12,B,1,3797.1936005388775,3812.82444213854,15.63084159966229,17.147176718561678,3814.340777257439,3831.487953976001,3814.340777257439,3814.340777257439,0,1,0,1
asu_baseline,12000014,12,B,2,3814.340777257439,3821.3625541383562,7.021776880917059,17.147176718561678,3831.487953976001,3848.6351306945626,3831.487953976001,3831.487953976001,0,0,0,0
asu_baseline,12000014,12,B,3,3831.487953976001,3836.9933957380185,5.505441762017654,17.147176718561678,3848.6351306945626,3865.7823074131243,3848.6351306945626,3848.6351306945626,0,0,0,0
asu_baseline,12000014,12,B,4,3848.6351306945626,3852.624237337681,3.989106643118248,17.147176718561678,3865.7823074131243,3882.929484131686,3865.7823074131243,3865.7823074131243,0,0,0,0
asu_baseline,12000014,12,B,5,3865.7823074131243,3868.255078937343,2.4727715242188424,17.147176718561678,3882.929484131686,3900.0766608502477,3882.929484131686,3882.929484131686,0,0,0,0
asu_baseline,12000014,12,B,6,3882.929484131686,3898.558339349564,15.628855217878026,17.147176718561678,3900.0766608502477,3917.2238375688094,3900.0766608502477,3900.0766608502477,0,2,0,2
asu_baseline,12000014,12,B,7,3900.0766608502477,3914.1891809492263,14.11252009897862,17.147176718561678,3917.2238375688094,3934.371014287371,3917.2238375688094,3917.2238375688094,0,1,0,1
asu_baseline,15000014,15,B,1,3798.2608645388545,3813.891706138517,15.63084159966229,17.147176718561678,3815.4080412574162,3832.555217975978,3815.4080412574162,3815.4080412574162,0,1,0,1
asu_baseline,15000014,15,B,2,3815.4080412574162,3829.522547738179,14.114506480762884,17.147176718561678,3832.555217975978,3849.7023946945396,3832.555217975978,3832.555217975978,0,1,0,1
asu_baseline,15000014,15,B,3,3832.555217975978,3845.1533893378414,12.598171361863479,17.147176718561678,3849.7023946945396,3866.8495714131013,3849.7023946945396,3849.7023946945396,0,1,0,1
asu_baseline,15000014,15,B,4,3849.7023946945396,3860.7842309375037,11.081836242964073,17.147176718561678,3866.8495714131013,3883.996748131663,3866.8495714131013,3866.8495714131013,0,1,0,1
asu_baseline,15000014,15,B,5,3866.8495714131013,3869.32234293732,2.4727715242188424,17.147176718561678,3883.996748131663,3901.1439248502247,3883.996748131663,3883.996748131663,0,0,0,0
asu_baseline,15000014,15,B,6,3883.996748131663,3899.625603349541,15.628855217878026,17.147176718561678,3901.1439248502247,3918.2911015687864,3901.1439248502247,3901.1439248502247,0,2,0,2
asu_baseline,15000014,15,B,7,3901.1439248502247,3915.2564449492033,14.11252009897862,17.147176718561678,3918.2911015687864,3935.438278287348,3918.2911015687864,3918.2911015687864,0,1,0,1
asu_baseline,9000014,9,B,1,3801.911727657708,3816.026234138471,14.114506480762884,17.147176718561678,3819.0589043762698,3836.2060810948315,3819.0589043762698,3819.0589043762698,0,1,0,1
asu_baseline,9000014,9,B,2,3819.0589043762698,3831.6570757381332,12.598171361863479,17.147176718561678,3836.2060810948315,3853.353257813393,3836.2060810948315,3836.2060810948315,0,1,0,1
asu_baseline,9000014,9,B,3,3836.2060810948315,3847.2879173377955,11.081836242964073,17.147176718561678,3853.353257813393,3870.500434531955,3853.353257813393,3853.353257813393,0,1,0,1
asu_baseline,9000014,9,B,4,3853.353257813393,3862.918758937458,9.565501124064667,17.147176718561678,3870.500434531955,3887.6476112505165,3870.500434531955,3870.500434531955,0,1,0,1
asu_baseline,9000014,9,B,5,3870.500434531955,3871.570852451932,1.0704179199769897,17.147176718561678,3887.6476112505165,3904.7947879690782,3887.6476112505165,3887.6476112505165,0,0,0,0
asu_baseline,9000014,9,B,6,3887.6476112505165,3901.760131349495,14.11252009897862,17.147176718561678,3904.7947879690782,3921.94196468764,3904.7947879690782,3904.7947879690782,0,2,0,2
asu_baseline,9000014,9,B,7,3904.7947879690782,3917.3909729491575,12.596184980079215,17.147176718561678,3921.94196468764,3939.0891414062016,3921.94196468764,3921.94196468764,0,1,0,1
asu_baseline,13000014,13,B,1,3804.4192337558716,3818.160762138425,13.741528382553497,17.147176718561678,3821.5664104744333,3838.713587192995,3821.5664104744333,3821.5664104744333,0,1,0,1
asu_baseline,13000014,13,B,2,3821.5664104744333,3833.7916037380874,12.225193263654091,17.147176718561678,3838.713587192995,3855.8607639115567,3838.713587192995,3838.713587192995,0,1,0,1
asu_baseline,13000014,13,B,3,3838.713587192995,3849.4224453377497,10.708858144754686,17.147176718561678,3855.8607639115567,3873.0079406301184,3855.8607639115567,3855.8607639115567,0,1,0,1
asu_baseline,13000014,13,B,4,3855.8607639115567,3865.053286937412,9.19252302585528,17.147176718561678,3873.0079406301184,3890.15511734868,3873.0079406301184,3873.0079406301184,0,1,0,1
asu_baseline,13000014,13,B,5,3873.0079406301184,3874.0783585500953,1.0704179199769897,17.147176718561678,3890.15511734868,3907.3022940672417,3890.15511734868,3890.15511734868,0,0,0,0
asu_baseline,13000014,13,B,6,3890.15511734868,3906.449334549394,16.294217200713774,17.147176718561678,3907.3022940672417,3924.4494707858034,3907.3022940672417,3907.3022940672417,0,2,0,2
asu_baseline,13000014,13,B,7,3907.3022940672417,3926.6182305489574,19.315936481715653,17.147176718561678,3926.6182305489574,3943.765407267519,3924.4494707858034,3926.6182305489574,2.1687597631539575,2,0,2
asu_baseline,11000014,11,B,1,3820.499146474456,3832.7243397381103,12.225193263654091,17.147176718561678,3837.646323193018,3854.7934999115796,3837.646323193018,3837.646323193018,0,1,0,1
asu_baseline,11000014,11,B,2,3837.646323193018,3848.3551813377726,10.708858144754686,17.147176718561678,3854.7934999115796,3871.9406766301413,3854.7934999115796,3854.7934999115796,0,1,0,1
asu_baseline,11000014,11,B,3,3854.7934999115796,3863.986022937435,9.19252302585528,17.147176718561678,3871.9406766301413,3889.087853348703,3871.9406766301413,3871.9406766301413,0,1,0,1
asu_baseline,11000014,11,B,4,3871.9406766301413,3873.0110945501183,1.0704179199769897,17.147176718561678,3889.087853348703,3906.2350300672647,3889.087853348703,3889.087853348703,0,0,0,0
asu_baseline,11000014,11,B,5,3889.087853348703,3902.827395349472,13.739542000769234,17.147176718561678,3906.2350300672647,3923.3822067858264,3906.2350300672647,3906.2350300672647,0,2,0,2
asu_baseline,11000014,11,B,6,3906.2350300672647,3918.4582369491345,12.223206881869828,17.147176718561678,3923.3822067858264,3940.529383504388,3923.3822067858264,3923.3822067858264,0,1,0,1
asu_baseline,11000014,11,B,7,3923.3822067858264,3934.089078548797,10.706871762970422,17.147176718561678,3940.529383504388,3957.67656022295,3940.529383504388,3940.529383504388,0,1,0,1
asu_baseline,8000014,8,B,1,3825.5922380732804,3835.9261317380415,10.333893664761035,17.147176718561678,3842.739414791842,3859.886591510404,3842.739414791842,3842.739414791842,0,1,0,1
asu_baseline,8000014,8,B,2,3842.739414791842,3851.5569733377038,8.81755854586163,17.147176718561678,3859.886591510404,3877.0337682289655,3859.886591510404,3859.886591510404,0,1,0,1
asu_baseline,8000014,8,B,3,3859.886591510404,3867.187814937366,7.301223426962224,17.147176718561678,3877.0337682289655,3894.180944947527,3877.0337682289655,3877.0337682289655,0,0,0,0
asu_baseline,8000014,8,B,4,3877.0337682289655,3890.398345749741,13.364577520775583,17.147176718561678,3894.180944947527,3911.328121666089,3894.180944947527,3894.180944947527,0,2,0,2
asu_baseline,8000014,8,B,5,3894.180944947527,3913.121916949249,18.940972001722002,17.147176718561678,3913.121916949249,3930.269093667811,3911.328121666089,3913.121916949249,1.793795283160307,2,0,2
asu_baseline,8000014,8,B,6,3913.121916949249,3928.7527585489115,15.63084159966229,17.147176718561678,3930.269093667811,3947.4162703863726,3930.269093667811,3930.269093667811,0,1,0,1
asu_baseline,8000014,8,B,7,3930.269093667811,3944.383600148574,14.114506480762884,17.147176718561678,3947.4162703863726,3964.5634471049343,3947.4162703863726,3947.4162703863726,0,1,0,1
asu_baseline,14000014,14,B,1,3833.622481975955,3846.2206533378185,12.598171361863479,17.147176718561678,3850.7696586945167,3867.9168354130784,3850.7696586945167,3850.7696586945167,0,1,0,1
asu_baseline,14000014,14,B,2,3850.7696586945167,3861.8514949374808,11.081836242964073,17.147176718561678,3867.9168354130784,3885.06401213164,3867.9168354130784,3867.9168354130784,0,1,0,1
asu_baseline,14000014,14,B,3,3867.9168354130784,3870.3896069372972,2.4727715242188424,17.147176718561678,3885.06401213164,3902.211188850202,3885.06401213164,3885.06401213164,0,0,0,0
asu_baseline,14000014,14,B,4,3885.06401213164,3900.692867349518,15.628855217878026,17.147176718561678,3902.211188850202,3919.3583655687635,3902.211188850202,3902.211188850202,0,2,0,2
asu_baseline,14000014,14,B,5,3902.211188850202,3916.3237089491804,14.11252009897862,17.147176718561678,3919.3583655687635,3936.505542287325,3919.3583655687635,3919.3583655687635,0,1,0,1
asu_baseline,14000014,14,B,6,3919.3583655687635,3931.9545505488427,12.596184980079215,17.147176718561678,3936.505542287325,3953.652719005887,3936.505542287325,3936.505542287325,0,1,0,1
asu_baseline,14000014,14,B,7,3936.505542287325,3947.585392148505,11.07984986117981,17.147176718561678,3953.652719005887,3970.7998957244486,3953.652719005887,3953.652719005887,0,1,0,1
asu_baseline,10000014,10,B,1,3839.780851192972,3850.4897093377267,10.708858144754686,17.147176718561678,3856.9280279115337,3874.0752046300954,3856.9280279115337,3856.9280279115337,0,1,0,1
asu_baseline,10000014,10,B,2,3856.9280279115337,3866.120550937389,9.19252302585528,17.147176718561678,3874.0752046300954,3891.222381348657,3874.0752046300954,3874.0752046300954,0,1,0,1
asu_baseline,10000014,10,B,3,3874.0752046300954,3882.2383521499182,8.163147519822815,17.147176718561678,3891.222381348657,3908.369558067219,3891.222381348657,3891.222381348657,0,1,0,1
asu_baseline,10000014,10,B,4,3891.222381348657,3912.054652949272,20.83227160061506,17.147176718561678,3912.054652949272,3929.201829667834,3908.369558067219,3912.054652949272,3.685094882053363,2,0,2
asu_baseline,10000014,10,B,5,3912.054652949272,3927.6854945489345,15.63084159966229,17.147176718561678,3929.201829667834,3946.3490063863956,3929.201829667834,3929.201829667834,0,1,0,1
asu_baseline,10000014,10,B,6,3929.201829667834,3938.9179553486924,9.716125680858568,17.147176718561678,3946.3490063863956,3963.4961831049573,3946.3490063863956,3946.3490063863956,0,1,0,1
asu_baseline,10000014,10,B,7,3946.3490063863956,3958.947177748259,12.598171361863479,17.147176718561678,3963.4961831049573,3980.643359823519,3963.4961831049573,3963.4961831049573,0,1,0,1
asu_baseline,12000015,12,B,1,3934.371014287371,3945.450864148551,11.07984986117981,17.147176718561678,3951.5181910059327,3968.6653677244944,3951.5181910059327,3951.5181910059327,0,1,0,1
asu_baseline,12000015,12,B,2,3951.5181910059327,3961.081705748213,9.563514742280404,17.147176718561678,3968.6653677244944,3985.812544443056,3968.6653677244944,3968.6653677244944,0,1,0,1
asu_baseline,12000015,12,B,3,3968.6653677244944,3976.7125473478754,8.047179623380998,17.147176718561678,3985.812544443056,4002.959721161618,3985.812544443056,3985.812544443056,0,1,0,1
asu_baseline,12000015,12,B,4,3985.812544443056,3986.882962363033,1.0704179199769897,17.147176718561678,4002.959721161618,4020.1068978801795,4002.959721161618,4002.959721161618,0,0,0,0
asu_baseline,12000015,12,B,5,4002.959721161618,4005.097403081572,2.1376819199540478,17.147176718561678,4020.1068978801795,4037.254074598741,4020.1068978801795,4020.1068978801795,0,0,0,0
asu_baseline,12000015,12,B,6,4020.1068978801795,4021.1773158001565,1.0704179199769897,17.147176718561678,4037.254074598741,4054.401251317303,4037.254074598741,4037.254074598741,0,0,0,0
asu_baseline,12000015,12,B,7,4037.254074598741,4038.324492518718,1.0704179199769897,17.147176718561678,4054.401251317303,4071.5484280358646,4054.401251317303,4054.401251317303,0,0,0,0
asu_baseline,15000015,15,B,1,3935.438278287348,3946.518128148528,11.07984986117981,17.147176718561678,3952.58545500591,3969.7326317244715,3952.58545500591,3952.58545500591,0,1,0,1
asu_baseline,15000015,15,B,2,3952.58545500591,3962.14896974819,9.563514742280404,17.147176718561678,3969.7326317244715,3986.879808443033,3969.7326317244715,3969.7326317244715,0,1,0,1
asu_baseline,15000015,15,B,3,3969.7326317244715,3977.7798113478525,8.047179623380998,17.147176718561678,3986.879808443033,4004.026985161595,3986.879808443033,3986.879808443033,0,1,0,1
asu_baseline,15000015,15,B,4,3986.879808443033,3987.95022636301,1.0704179199769897,17.147176718561678,4004.026985161595,4021.1741618801566,4004.026985161595,4004.026985161595,0,0,0,0
asu_baseline,15000015,15,B,5,4004.026985161595,4006.164667081549,2.1376819199540478,17.147176718561678,4021.1741618801566,4038.3213385987183,4021.1741618801566,4021.1741618801566,0,0,0,0
asu_baseline,15000015,15,B,6,4021.1741618801566,4023.3118438001106,2.1376819199540478,17.147176718561678,4038.3213385987183,4055.46851531728,4038.3213385987183,4038.3213385987183,0,0,0,0
asu_baseline,15000015,15,B,7,4038.3213385987183,4039.3917565186953,1.0704179199769897,17.147176718561678,4055.46851531728,4072.6156920358417,4055.46851531728,4055.46851531728,0,0,0,0
asu_baseline,9000015,9,B,1,3939.0891414062016,3948.652656148482,9.563514742280404,17.147176718561678,3956.2363181247633,3973.383494843325,3956.2363181247633,3956.2363181247633,0,1,0,1
asu_baseline,9000015,9,B,2,3956.2363181247633,3964.2834977481443,8.047179623380998,17.147176718561678,3973.383494843325,3990.5306715618867,3973.383494843325,3973.383494843325,0,1,0,1
asu_baseline,9000015,9,B,3,3973.383494843325,3979.9143393478066,6.530844504481593,17.147176718561678,3990.5306715618867,4007.6778482804484,3990.5306715618867,3990.5306715618867,0,1,0,1
asu_baseline,9000015,9,B,4,3990.5306715618867,3991.6010894818637,1.0704179199769897,17.147176718561678,4007.6778482804484,4024.82502499901,4007.6778482804484,4007.6778482804484,0,0,0,0
asu_baseline,9000015,9,B,5,4007.6778482804484,4009.36645908148,1.6886108010317002,17.147176718561678,4024.82502499901,4041.972201717572,4024.82502499901,4024.82502499901,0,0,0,0
