strategy,request_id,npu,role,layer,io_start_ms,io_ready_ms,read_latency_ms,C_ms,compute_start_ms,compute_end_ms,stall_start_ms,stall_end_ms,exposed_stall_ms,prior_unready_A_layers,prior_unready_A_layer0,prior_unready_A_internal
asu_baseline,15000008,15,B,7,2200.3117815628743,2202.4494634828293,2.1376819199549573,17.147176718561678,2217.458958281436,2234.6061349999977,2217.458958281436,2217.458958281436,0,0,0,0
asu_baseline,9000008,9,B,1,2098.4959852514808,2102.7681951713903,4.272209919909528,17.147176718561678,2115.6431619700425,2132.790338688604,2115.6431619700425,2115.6431619700425,0,0,0,0
asu_baseline,9000008,9,B,2,2115.6431619700425,2119.915371889952,4.272209919909528,17.147176718561678,2132.790338688604,2149.937515407166,2132.790338688604,2132.790338688604,0,0,0,0
asu_baseline,9000008,9,B,3,2132.790338688604,2137.0625486085137,4.272209919909528,17.147176718561678,2149.937515407166,2167.0846921257275,2149.937515407166,2149.937515407166,0,0,0,0
asu_baseline,9000008,9,B,4,2149.937515407166,2154.2097253270754,4.272209919909528,17.147176718561678,2167.0846921257275,2184.2318688442892,2167.0846921257275,2167.0846921257275,0,0,0,0
asu_baseline,9000008,9,B,5,2167.0846921257275,2171.356902045637,4.272209919909528,17.147176718561678,2184.2318688442892,2201.379045562851,2184.2318688442892,2184.2318688442892,0,0,0,0
asu_baseline,9000008,9,B,6,2184.2318688442892,2188.5040787641988,4.272209919909528,17.147176718561678,2201.379045562851,2218.5262222814126,2201.379045562851,2201.379045562851,0,0,0,0
asu_baseline,9000008,9,B,7,2201.379045562851,2205.6512554827605,4.272209919909528,17.147176718561678,2218.5262222814126,2235.6733989999743,2218.5262222814126,2218.5262222814126,0,0,0,0
asu_baseline,13000008,13,B,1,2099.563249251458,2103.8354591713673,4.272209919909528,17.147176718561678,2116.7104259700195,2133.857602688581,2116.7104259700195,2116.7104259700195,0,0,0,0
asu_baseline,13000008,13,B,2,2116.7104259700195,2120.982635889929,4.272209919909528,17.147176718561678,2133.857602688581,2151.004779407143,2133.857602688581,2133.857602688581,0,0,0,0
asu_baseline,13000008,13,B,3,2133.857602688581,2138.1298126084907,4.272209919909528,17.147176718561678,2151.004779407143,2168.1519561257046,2151.004779407143,2151.004779407143,0,0,0,0
asu_baseline,13000008,13,B,4,2151.004779407143,2155.2769893270524,4.272209919909528,17.147176718561678,2168.1519561257046,2185.2991328442663,2168.1519561257046,2168.1519561257046,0,0,0,0
asu_baseline,13000008,13,B,5,2168.1519561257046,2172.424166045614,4.272209919909528,17.147176718561678,2185.2991328442663,2202.446309562828,2185.2991328442663,2185.2991328442663,0,0,0,0
asu_baseline,13000008,13,B,6,2185.2991328442663,2189.571342764176,4.272209919909528,17.147176718561678,2202.446309562828,2219.5934862813897,2202.446309562828,2202.446309562828,0,0,0,0
asu_baseline,13000008,13,B,7,2202.446309562828,2206.7185194827375,4.272209919909528,17.147176718561678,2219.5934862813897,2236.7406629999514,2219.5934862813897,2219.5934862813897,0,0,0,0
asu_baseline,3000007,3,B,1,2100.8018841441576,2104.9027231713444,4.100839027186794,17.147176718561678,2117.9490608627193,2135.096237581281,2117.9490608627193,2117.9490608627193,0,0,0,0
asu_baseline,3000007,3,B,2,2117.9490608627193,2122.049899889906,4.100839027186794,17.147176718561678,2135.096237581281,2152.2434142998427,2135.096237581281,2135.096237581281,0,0,0,0
asu_baseline,3000007,3,B,3,2135.096237581281,2139.197076608468,4.100839027186794,17.147176718561678,2152.2434142998427,2169.3905910184044,2152.2434142998427,2152.2434142998427,0,0,0,0
asu_baseline,3000007,3,B,4,2152.2434142998427,2156.3442533270295,4.100839027186794,17.147176718561678,2169.3905910184044,2186.537767736966,2169.3905910184044,2169.3905910184044,0,0,0,0
asu_baseline,3000007,3,B,5,2169.3905910184044,2173.491430045591,4.100839027186794,17.147176718561678,2186.537767736966,2203.684944455528,2186.537767736966,2186.537767736966,0,0,0,0
asu_baseline,3000007,3,B,6,2186.537767736966,2190.638606764153,4.100839027186794,17.147176718561678,2203.684944455528,2220.8321211740895,2203.684944455528,2203.684944455528,0,0,0,0
asu_baseline,3000007,3,B,7,2203.684944455528,2207.7857834827146,4.100839027186794,17.147176718561678,2220.8321211740895,2237.979297892651,2220.8321211740895,2220.8321211740895,0,0,0,0
asu_baseline,11000008,11,B,1,2107.7232428512807,2109.1717791712526,1.4485363199719359,17.147176718561678,2124.8704195698424,2142.017596288404,2124.8704195698424,2124.8704195698424,0,0,0,0
asu_baseline,11000008,11,B,2,2124.8704195698424,2126.3189558898143,1.4485363199719359,17.147176718561678,2142.017596288404,2159.164773006966,2142.017596288404,2142.017596288404,0,0,0,0
asu_baseline,11000008,11,B,3,2142.017596288404,2143.466132608376,1.4485363199719359,17.147176718561678,2159.164773006966,2176.3119497255275,2159.164773006966,2159.164773006966,0,0,0,0
asu_baseline,11000008,11,B,4,2159.164773006966,2160.6133093269377,1.4485363199719359,17.147176718561678,2176.3119497255275,2193.459126444089,2176.3119497255275,2176.3119497255275,0,0,0,0
