name,window,npu,A_compute_ms,B_compute_ms,U_percent,active_ms,both_AB
A200m1024_B32m1024_s4_r12_random_seed7,long,1,6070.689162346752,1915.9091368770714,99.83247874029779,8000.0,True
A200m1024_B32m1024_s4_r12_random_seed7,long,2,5498.653096305846,2496.487663203426,99.93925949386589,8000.0,True
A200m1024_B32m1024_s4_r12_random_seed7,long,3,5670.94363263679,2322.314105305508,99.91572172427873,8000.0,True
A200m1024_B32m1024_s4_r12_random_seed7,long,4,5875.312795998038,2116.4760592921593,99.89736069112747,8000.0,True
A200m1024_B32m1024_s4_r12_random_seed7,long,5,5554.3029414462435,2438.429810570764,99.90915940021259,8000.0,True
A200m1024_B32m1024_s4_r12_random_seed7,long,6,5462.380670629515,2531.413302487822,99.92242466396671,8000.0,True
A200m1024_B32m1024_s4_r12_random_seed7,long,7,5669.00607555685,2322.314105305497,99.89150226077935,8000.0,True
A200m1024_B32m1024_s4_r12_random_seed7,long,8,5900.328904179843,2090.0826947749556,99.880144986935,8000.0,True
A200m1024_B32m1024_s4_r12_random_seed7,long,9,5648.112292259774,2346.6185425989916,99.93413543573458,8000.0,True
A200m1024_B32m1024_s4_r12_random_seed7,long,10,6076.4064848323405,1915.9091368770532,99.90394527136742,8000.0,True
A200m1024_B32m1024_s4_r12_random_seed7,long,11,5260.613811739822,2734.991243802966,99.94506319428486,8000.0,True
A200m1024_B32m1024_s4_r12_random_seed7,long,12,5316.383155487854,2670.6612211013744,99.83805470736536,8000.0,True
A200m1024_B32m1024_s4_r12_random_seed7,long,13,5919.283635650009,2070.036004555448,99.86649550256821,8000.0,True
A200m1024_B32m1024_s4_r12_random_seed7,long,14,6080.765540803917,1915.9091368770646,99.95843347101227,8000.0,True
A200m1024_B32m1024_s4_r12_random_seed7,long,15,5670.872150010153,2318.474917133406,99.86683833929449,8000.0,True
A200m1024_B32m1024_s4_r12_random_seed7,full,0,9073.395440016302,3715.7025684888413,99.6577888958293,12832.384714227113,True
A200m1024_B32m1024_s4_r12_random_seed7,full,1,9073.395440016286,3715.702568488925,99.65778889582984,12820.24415042698,True
A200m1024_B32m1024_s4_r12_random_seed7,full,2,9073.395440016291,3715.7025684889063,99.65778889582974,12812.014845201546,True
A200m1024_B32m1024_s4_r12_random_seed7,full,3,9073.395440016298,3715.702568488866,99.65778889582946,12808.391971042865,True
A200m1024_B32m1024_s4_r12_random_seed7,full,4,9073.395440016291,3715.702568488895,99.65778889582964,12833.014007438378,True
A200m1024_B32m1024_s4_r12_random_seed7,full,5,9073.395440016297,3715.702568488882,99.65778889582958,12814.230732058562,True
A200m1024_B32m1024_s4_r12_random_seed7,full,6,9073.395440016306,3715.7025684888263,99.65778889582923,12827.559067427188,True
A200m1024_B32m1024_s4_r12_random_seed7,full,7,9073.395440016297,3715.7025684888813,99.65778889582958,12818.506914385493,True
A200m1024_B32m1024_s4_r12_random_seed7,full,8,9073.395440016291,3715.702568488905,99.65778889582971,12828.824123053333,True
A200m1024_B32m1024_s4_r12_random_seed7,full,9,9073.395440016306,3715.7025684888254,99.6577888958292,12815.377610477495,True
A200m1024_B32m1024_s4_r12_random_seed7,full,10,9073.395440016291,3715.7025684889013,99.6577888958297,12810.351377681582,True
A200m1024_B32m1024_s4_r12_random_seed7,full,11,9073.395440016302,3715.7025684888495,99.65778889582938,12810.319023699269,True
