label,input_count,warm_active_npus,warm_request_count,warm_completed_count,active_ms,compute_ms,stall_ms,mean_per_npu_conditional_utilization,pooled_conditional_utilization,occupancy_share,fleet_compute_contribution
LL,448,32,127,95,29012.08665998051,28644.51313362509,367.57352635541974,0.9871018126533837,0.9873303312973192,0.9066277081243909,0.895141035425784
SL,64,11,14,14,1067.6053584396502,715.2865644132726,352.31879402637765,0.7306510435450592,0.6699915458074261,0.03336266745123907,0.022352705137914767
SS,192,24,42,42,1920.307981579842,483.5489370122132,1436.7590445676287,0.3506456907865429,0.2518080129075943,0.06000962442437006,0.015110904281631662
