label,input_count,warm_active_npus,warm_request_count,warm_completed_count,active_ms,compute_ms,stall_ms,mean_per_npu_conditional_utilization,pooled_conditional_utilization,occupancy_share,fleet_compute_contribution
P1,128,19,27,27,1233.1113153435385,243.85137349540219,989.2599418481364,0.31024758246781314,0.1977529282727135,0.03853472860448558,0.007620355421731318
P2,64,13,15,15,687.1966662363034,239.697563516811,447.4991027194924,0.5225171268338887,0.3488048986465648,0.02147489581988448,0.007490548859900343
P3,64,11,14,14,1067.6053584396502,715.2865644132726,352.31879402637765,0.7306510435450592,0.6699915458074261,0.03336266745123907,0.022352705137914767
P4,64,12,16,15,1320.064934365648,1140.911866961759,179.15306740388905,0.8692219523574729,0.8642846554438776,0.0412520291989265,0.03565349584255497
P5,128,21,33,28,4260.388655951039,4143.232074428917,117.156581522122,0.9743460590836913,0.972500963883078,0.13313714549846997,0.12947600232590367
P6,96,17,21,18,4349.802775730672,4338.1017432884055,11.701032442266296,0.997590243137156,0.9973099855222055,0.1359313367415835,0.13556567947776269
P7,160,32,57,34,19081.830293933148,19022.267448946004,59.56284498714376,0.99719032523735,0.9968785570320222,0.5963071966854109,0.5944458577795626
