start_ms,end_ms,rate_gib_s
2000.0,2002.2626377457711,37.079027464538996
2002.2626377457711,2003.0655209900178,37.079027464538996
2003.0655209900178,2003.7859941834474,37.079027464538996
2003.7859941834474,2004.2121700514201,37.079027464538996
2004.2121700514201,2004.9221947886174,37.079027464538996
2004.9221947886174,2007.6713413465807,37.079027464538996
2007.6713413465807,2008.6392904522615,37.079027464538996
2008.6392904522615,2009.4424194563082,37.079027464538996
2009.4424194563082,2009.6569538094411,37.079027464538996
2009.6569538094411,2010.4391859010232,37.079027464538996
2010.4391859010232,2013.0800449473902,37.17611044974514
2013.0800449473902,2014.2130599145053,37.17611044974514
2014.2130599145053,2015.098844729169,37.17611044974514
2015.098844729169,2015.1017375674621,37.342574510024804
2015.1017375674621,2015.8427364736585,37.342574510024804
2015.8427364736585,2018.4887485481997,37.342574510024804
2018.4887485481997,2019.786829376749,37.342574510024804
2019.786829376749,2020.5465213254831,37.342574510024804
2020.5465213254831,2020.5539399835338,37.342574510024804
2020.5539399835338,2020.568945378988,37.342574510024804
2020.568945378988,2021.246287046294,37.34257451002478
2021.246287046294,2023.8974521490093,37.34257451002478
2023.8974521490093,2025.1959355825009,37.324664009036766
2025.1959355825009,2025.3605988389927,37.324664009036766
2025.3605988389927,2025.9913050835041,37.324664009036766
2025.9913050835041,2026.0090352378986,37.324664009036766
2026.0090352378986,2026.6498376189293,37.324664009036766
2026.6498376189293,2029.122647424116,32.60319523224744
2029.122647424116,2029.3267710625125,37.324664009036766
2029.3267710625125,2029.7604648069284,32.625604012939036
2029.7604648069284,2030.9343683012364,37.324664009036766
2030.9343683012364,2031.4360888415251,32.7473854751252
2031.4360888415251,2031.4641304922634,28.061672240891447
2031.4641304922634,2034.5261979967513,23.384816178279788
2034.5261979967513,2035.1897837204317,18.663347401490455
2035.1897837204317,2037.0575992063425,13.964287405392724
2037.0575992063425,2037.695416589155,18.663347401490455
2037.695416589155,2038.3332339719675,23.349060635724207
2038.3332339719675,2038.97105135478,28.025916698335866
2038.97105135478,2039.6088687375925,32.7473854751252
2039.6088687375925,2042.4869181198458,37.44644547122293
2042.4869181198458,2043.140200347176,37.44644547122293
2043.140200347176,2043.7883292263323,37.44644547122313
2043.7883292263323,2044.3746019274154,37.44644547122332
2044.3746019274154,2044.5277450041838,37.44644547122352
2044.5277450041838,2045.0381876510958,37.44644547122352
2045.0381876510958,2047.916237033349,37.44644547122332
2047.916237033349,2048.584984105197,37.44644547122312
2048.584984105197,2049.243424480697,37.35503293259849
2049.243424480697,2049.7781525000505,37.35503293259849
2049.7781525000505,2050.4675065645993,37.35503293259849
2050.4675065645993,2052.646359582319,32.65597293650096
2052.646359582319,2053.3455559468525,37.35503293259869
2053.3455559468525,2054.138102414776,37.35503293259889
2054.138102414776,2054.6985197350614,37.35503293259889
2054.6985197350614,2055.1817030726857,37.35503293259889
2055.1817030726857,2055.197629113569,32.63356415580936
2055.197629113569,2058.075678495822,37.35503293259889
2058.075678495822,2058.774874860356,37.35503293259889
2058.774874860356,2059.691220724355,37.35503293259889
