scenario,policy,latency_ratio,mean_cdf
full,asu_baseline,1.000000000000005,0.045709609399733585
full,asu_baseline,1.0010779538518075,0.04746399536464587
full,asu_baseline,1.00146355745136,0.04933665454067584
full,asu_baseline,1.0016058776680272,0.051020156224177514
full,asu_baseline,1.0024997427873013,0.05270365790767919
full,asu_baseline,1.0044028012835973,0.05457631708370916
full,asu_baseline,1.0103651510002678,0.056448976259739124
full,asu_baseline,1.0113612275143589,0.05820336222465141
full,asu_baseline,1.0114013808997755,0.059957748189563675
full,asu_baseline,1.012370161201696,0.06171213415447596
full,asu_baseline,1.0127356936850505,0.06346652011938825
full,asu_baseline,1.0134014773508206,0.06522090608430052
full,asu_baseline,1.0140420657721407,0.06709356526033049
full,asu_baseline,1.0145448352952529,0.06884795122524277
full,asu_baseline,1.0153076737398055,0.07060233719015505
full,asu_baseline,1.0155222763033738,0.07235672315506732
full,asu_baseline,1.0156990354930484,0.07422938233109729
full,asu_baseline,1.017324935559532,0.07610204150712725
full,asu_baseline,1.0178372338749189,0.07785642747203954
full,asu_baseline,1.0183679029369745,0.07953992915554121
full,asu_baseline,1.0184764809119728,0.0812234308390429
full,asu_baseline,1.0187888463567745,0.08309609001507286
full,asu_baseline,1.019629710122696,0.08496874919110282
full,asu_baseline,1.020754869052004,0.08672313515601511
full,asu_baseline,1.0221600144582947,0.0884775211209274
full,asu_baseline,1.0223303867499058,0.09023190708583967
full,asu_baseline,1.0224620121882475,0.09191540876934134
full,asu_baseline,1.022608269508862,0.09366979473425363
full,asu_baseline,1.0230173634940114,0.09535329641775532
full,asu_baseline,1.0244862574480122,0.097036798101257
full,asu_baseline,1.024652738536594,0.09872029978475867
full,asu_baseline,1.0247301891025309,0.10059295896078864
full,asu_baseline,1.025084683122615,0.10227646064429034
full,asu_baseline,1.0261029923619644,0.1040308466092026
full,asu_baseline,1.0266056821120497,0.10578523257411489
full,asu_baseline,1.028042021490167,0.10753961853902717
full,asu_baseline,1.0288241453889342,0.10929400450393946
full,asu_baseline,1.029731655822156,0.11104839046885173
full,asu_baseline,1.030233192472872,0.11280277643376402
full,asu_baseline,1.030903880159907,0.1145571623986763
full,asu_baseline,1.0309522128090025,0.11624066408217798
full,asu_baseline,1.0322265128112338,0.11792416576567966
full,asu_baseline,1.0336958439305144,0.11960766744918135
full,asu_baseline,1.034622890469766,0.12129116913268305
full,asu_baseline,1.034684768824837,0.12297467081618473
full,asu_baseline,1.0347792909117963,0.1246581724996864
full,asu_baseline,1.0349717959838414,0.12641255846459867
full,asu_baseline,1.0353512889536194,0.12816694442951096
full,asu_baseline,1.035533205503884,0.12985044611301264
full,asu_baseline,1.0355414684742281,0.1317231052890426
full,asu_baseline,1.0357429522098458,0.13340660697254428
full,asu_baseline,1.0366949689358327,0.13509010865604598
full,asu_baseline,1.037497550688953,0.13696276783207592
full,asu_baseline,1.039191685916229,0.1387171537969882
full,asu_baseline,1.0400350902922832,0.1404715397619005
full,asu_baseline,1.041041003931024,0.14215504144540217
full,asu_baseline,1.043794384413297,0.14383854312890385
full,asu_baseline,1.0450430464038394,0.1457112023049338
full,asu_baseline,1.0451223128989426,0.14739470398843552
full,asu_baseline,1.0458356103845463,0.1490782056719372
full,asu_baseline,1.0478891303821671,0.15095086484796716
full,asu_baseline,1.0507694176801896,0.15263436653146883
full,asu_baseline,1.0511672930367668,0.15438875249638112
full,asu_baseline,1.0513477232723702,0.15607225417988282
full,asu_baseline,1.0517718627665815,0.1578266401447951
full,asu_baseline,1.0527700436763097,0.15958102610970737
full,asu_baseline,1.0534068245117576,0.16145368528573734
full,asu_baseline,1.0555802355104067,0.1632080712506496
full,asu_baseline,1.0561110346277136,0.16508073042667956
full,asu_baseline,1.056442794774088,0.16676423211018124
full,asu_baseline,1.0566806871504908,0.16851861807509352
full,asu_baseline,1.0569799361185142,0.1703912772511235
full,asu_baseline,1.0579183605837255,0.17207477893462517
full,asu_baseline,1.0587459650812818,0.17375828061812684
full,asu_baseline,1.0592102800835062,0.17551266658303913
full,asu_baseline,1.0598795990696823,0.1773853257590691
full,asu_baseline,1.0604487119207882,0.17913971172398138
full,asu_baseline,1.0623055164881896,0.18089409768889367
full,asu_baseline,1.0639643370928802,0.18257759937239534
full,asu_baseline,1.0643202518171808,0.18433198533730763
full,asu_baseline,1.0644820639153503,0.1862046445133376
full,asu_baseline,1.066353724319127,0.18788814619683927
full,asu_baseline,1.0692776184639083,0.18957164788034098
full,asu_baseline,1.0710607203410978,0.19144430705637094
full,asu_baseline,1.0738690007960625,0.1931278087398726
full,asu_baseline,1.0759081524625973,0.19488219470478488
full,asu_baseline,1.0761781045964918,0.19656569638828658
full,asu_baseline,1.076973132482502,0.19843835556431655
full,asu_baseline,1.0775357204836218,0.2003110147403465
full,asu_baseline,1.0814150577959938,0.20218367391637646
full,asu_baseline,1.0827527064373972,0.20405633309240642
full,asu_baseline,1.0859858256941364,0.2059289922684364
full,asu_baseline,1.0860958026951266,0.20768337823334868
full,asu_baseline,1.08703918347245,0.20936687991685035
full,asu_baseline,1.0894515494474606,0.2112395390928803
full,asu_baseline,1.0908902326291745,0.21311219826891026
full,asu_baseline,1.0927985234265025,0.21486658423382254
full,asu_baseline,1.0935621789580932,0.21655008591732425
full,asu_baseline,1.0952938418486438,0.21842274509335421
full,asu_baseline,1.0963885752940283,0.2201062467768559
full,asu_baseline,1.0997682238305602,0.2217897484603576
full,asu_baseline,1.1116289841824536,0.22366240763638756
full,asu_baseline,1.1122533572259428,0.2253459093198892
full,asu_baseline,1.1189128847609242,0.22721856849591918
full,asu_baseline,1.1209281578213124,0.22909122767194914
full,asu_baseline,1.130833804231216,0.23077472935545082
full,asu_baseline,1.1317207945529544,0.2324582310389525
full,asu_baseline,1.1324882934988476,0.2341417327224542
full,asu_baseline,1.132732384056664,0.23601439189848417
full,asu_baseline,1.1367464579301387,0.23788705107451413
full,asu_baseline,1.1399175870905829,0.23964143703942642
full,asu_baseline,1.1408207594826194,0.24132493872292807
full,asu_baseline,1.1421132557325422,0.24300844040642977
full,asu_baseline,1.1481853732810452,0.24488109958245974
full,asu_baseline,1.1564776883944052,0.2467537587584897
full,asu_baseline,1.1594777498002575,0.24862641793451967
full,asu_baseline,1.159575923039379,0.2503808038994319
full,asu_baseline,1.1673387524892862,0.2521351898643442
full,asu_baseline,1.1699423358542524,0.25400784904037416
full,asu_baseline,1.1725963627224405,0.25576223500528644
full,asu_baseline,1.1765959430342106,0.25751662097019873
full,asu_baseline,1.1800885359114905,0.259271006935111
full,asu_baseline,1.1840225935020354,0.2609545086186127
full,asu_baseline,1.1871458804853368,0.26263801030211437
full,asu_baseline,1.1904549697464037,0.26439239626702665
full,asu_baseline,1.1952529490851758,0.2660758979505284
full,asu_baseline,1.1978060898024177,0.2679485571265583
full,asu_baseline,1.2013211766021814,0.26963205881006
full,asu_baseline,1.2023211039531756,0.2713155604935617
full,asu_baseline,1.203854362753048,0.2731882196695916
full,asu_baseline,1.2096612203286217,0.2750608788456216
full,asu_baseline,1.211342076808724,0.27681526481053387
full,asu_baseline,1.2126574208326144,0.27856965077544615
full,asu_baseline,1.2130465007020836,0.28025315245894783
full,asu_baseline,1.2137553282538027,0.28193665414244956
full,asu_baseline,1.2159027936317042,0.2836910401073618
full,asu_baseline,1.2164519424264226,0.28537454179086347
full,asu_baseline,1.2241233922767392,0.28724720096689343
full,asu_baseline,1.231692886723376,0.2890015869318057
full,asu_baseline,1.2375453946021802,0.2908742461078357
full,asu_baseline,1.2377979417158311,0.292628632072748
full,asu_baseline,1.2408581866480999,0.29431213375624965
full,asu_baseline,1.2522379038603664,0.2959956354397514
full,asu_baseline,1.2592738612646948,0.29786829461578135
full,asu_baseline,1.2604268455770595,0.299551796299283
full,asu_baseline,1.2716745839524943,0.3013061822641953
full,asu_baseline,1.2740455953018768,0.3030605682291076
full,asu_baseline,1.275609693601076,0.3049332274051375
full,asu_baseline,1.2790581681141349,0.3066167290886392
full,asu_baseline,1.2832296600121478,0.30848938826466915
full,asu_baseline,1.283574249820765,0.3101728899481708
full,asu_baseline,1.2847589928280037,0.3119272759130831
full,asu_baseline,1.2862881423135142,0.31379993508911314
full,asu_baseline,1.29158998469804,0.31548343677261476
full,asu_baseline,1.2933957578257547,0.3173560959486448
full,asu_baseline,1.3032231761830357,0.3192287551246747
full,asu_baseline,1.3094693605249816,0.320983141089587
full,asu_baseline,1.3098256961027843,0.32285580026561694
full,asu_baseline,1.310396913291912,0.32461018623052923
full,asu_baseline,1.3104845140115982,0.3264828454065592
full,asu_baseline,1.3128184711947046,0.3282372313714715
full,asu_baseline,1.319715125253152,0.32999161733638377
full,asu_baseline,1.3256370561060766,0.331746003301296
full,asu_baseline,1.3348176737590294,0.333618662477326
full,asu_baseline,1.336750971365796,0.3353730484422382
full,asu_baseline,1.3369587817862476,0.3371274344071506
full,asu_baseline,1.3402706257554136,0.33888182037206277
full,asu_baseline,1.346696965295183,0.34063620633697517
full,asu_baseline,1.3516213417398526,0.34239059230188734
full,asu_baseline,1.3662623257919002,0.3440740939853891
full,asu_baseline,1.3750471493977308,0.3457575956688908
full,asu_baseline,1.3761030130627652,0.34763025484492077
full,asu_baseline,1.3787796498781586,0.3495029140209507
full,asu_baseline,1.3795196664592935,0.3513755731969807
full,asu_baseline,1.3815637526902158,0.353129959161893
full,asu_baseline,1.394898187259138,0.3550026183379229
full,asu_baseline,1.3980593772865444,0.3566861200214246
full,asu_baseline,1.3985403482656285,0.35844050598633687
full,asu_baseline,1.3992866900689007,0.36031316516236683
full,asu_baseline,1.4059613603872254,0.36206755112727906
full,asu_baseline,1.4070667970203747,0.3637510528107808
full,asu_baseline,1.4244410583899394,0.3656237119868107
full,asu_baseline,1.4251502678096735,0.3674963711628407
full,asu_baseline,1.429074602725356,0.36936903033887064
full,asu_baseline,1.4462322894080104,0.37105253202237237
full,asu_baseline,1.44910360456198,0.3728069179872846
full,asu_baseline,1.457753987431218,0.3745613039521969
full,asu_baseline,1.474355807692961,0.3763156899171092
full,asu_baseline,1.4769529547175684,0.37807007588202146
full,asu_baseline,1.477518037888192,0.37982446184693375
full,asu_baseline,1.4827506300141426,0.38157884781184603
full,asu_baseline,1.4828209545741047,0.38345150698787595
full,asu_baseline,1.4862119330210204,0.38532416616390597
full,asu_baseline,1.4908404843660852,0.38700766784740764
full,asu_baseline,1.5,0.38700766784740764
full,asu_baseline,1.508466896397436,0.38876205381231993
full,asu_baseline,1.5177241938860513,0.3906347129883499
full,asu_baseline,1.5246252192339809,0.3923890989532622
full,asu_baseline,1.5277679484560103,0.39426175812929215
full,asu_baseline,1.5352979273768907,0.3961344173053221
full,asu_baseline,1.548092206513426,0.39788880327023435
full,asu_baseline,1.553554712686868,0.39976146244626437
full,asu_baseline,1.5584446741960385,0.4016341216222943
full,asu_baseline,1.569150846425917,0.40338850758720657
full,asu_baseline,1.5753371265503673,0.4052611667632366
full,asu_baseline,1.6325154771922652,0.4071338259392665
full,asu_baseline,1.6449290504925618,0.4090064851152964
full,asu_baseline,1.6454425714415073,0.41068998679879815
full,asu_baseline,1.6963624300531472,0.4123734884822998
full,asu_baseline,1.7040886504911483,0.4140569901658015
full,asu_baseline,1.710850319817516,0.4158113761307138
full,asu_baseline,1.7524808630004471,0.41756576209562607
full,asu_baseline,1.7905994594716073,0.41932014806053836
full,asu_baseline,1.8112386446521378,0.42107453402545064
full,asu_baseline,1.8996074909569636,0.4229471932014806
full,asu_baseline,1.914529336771639,0.4246306948849823
full,asu_baseline,1.9229297527986533,0.426314196568484
full,asu_baseline,1.9468431406267843,0.4280685825333963
full,asu_baseline,1.9811737831371548,0.429752084216898
full,asu_baseline,1.9813153528606475,0.43150647018181026
full,asu_baseline,1.9950726531791783,0.43326085614672255
full,asu_baseline,2.0161002701169526,0.43494435783022417
full,asu_baseline,2.0486117264022234,0.43662785951372585
full,asu_baseline,2.052860103803062,0.43838224547863813
full,asu_baseline,2.0848976425730963,0.44006574716213986
full,asu_baseline,2.0932952887336223,0.4419384063381698
full,asu_baseline,2.1128035223760575,0.44362190802167145
full,asu_baseline,2.1245267585264593,0.4454945671977015
full,asu_baseline,2.1290476606391855,0.44724895316261365
full,asu_baseline,2.133302020710499,0.44912161233864367
full,asu_baseline,2.137095108062878,0.45080511402214535
full,asu_baseline,2.1886149204640315,0.4524886157056471
full,asu_baseline,2.19792143876853,0.45424300167055937
full,asu_baseline,2.2074898044022904,0.45599738763547165
full,asu_baseline,2.2107285133906913,0.45768088931897327
full,asu_baseline,2.229761762888898,0.4595535484950033
full,asu_baseline,2.23042595056813,0.4614262076710332
full,asu_baseline,2.242405121623208,0.4631097093545349
full,asu_baseline,2.250178981778662,0.46486409531944717
full,asu_baseline,2.261015365829763,0.4665475970029489
full,asu_baseline,2.263253939706155,0.4682310986864506
full,asu_baseline,2.274294057735988,0.46998548465136286
full,asu_baseline,2.289667801181654,0.47173987061627515
full,asu_baseline,2.291685888356215,0.47349425658118743
full,asu_baseline,2.2941814265300224,0.47517775826468905
full,asu_baseline,2.297192576016043,0.4768612599481908
full,asu_baseline,2.3521340680912926,0.478615645913103
full,asu_baseline,2.3850450660745968,0.48037003187801536
full,asu_baseline,2.394901589853707,0.4821244178429276
full,asu_baseline,2.412882263073088,0.4838079195264293
full,asu_baseline,2.4304101446300854,0.485491421209931
full,asu_baseline,2.4479306723526,0.4873640803859609
full,asu_baseline,2.451521212355225,0.4890475820694626
full,asu_baseline,2.4612898418890223,0.49080196803437487
full,asu_baseline,2.4656581089018896,0.49267462721040484
full,asu_baseline,2.5030480055644957,0.4945472863864348
full,asu_baseline,2.5188112589653273,0.4963016723513471
full,asu_baseline,2.5261166221117928,0.4979851740348488
full,asu_baseline,2.5393536210525673,0.49966867571835044
full,asu_baseline,2.557365895605885,0.5013521774018521
full,asu_baseline,2.559965405472173,0.5031065633667644
full,asu_baseline,2.568590558171307,0.504790065050266
full,asu_baseline,2.5876597203739475,0.5065444510151784
full,asu_baseline,2.590717231385492,0.5082988369800906
full,asu_baseline,2.6077394310790236,0.510053222945003
full,asu_baseline,2.612290375434286,0.5118076089099152
full,asu_baseline,2.627895322151499,0.5136802680859452
full,asu_baseline,2.6435145058346334,0.5155529272619751
full,asu_baseline,2.6565531414076227,0.5174255864380051
full,asu_baseline,2.680190208666646,0.5191799724029175
full,asu_baseline,2.691614894444671,0.5210526315789473
full,asu_baseline,2.7100891186701737,0.5228070175438596
full,asu_baseline,2.788212117172761,0.5244905192273613
full,asu_baseline,2.831761654853645,0.526174020910863
full,asu_baseline,2.838278369434491,0.5279284068757754
full,asu_baseline,2.855284832100173,0.529611908559277
full,asu_baseline,2.8648503061303514,0.5312954102427786
full,asu_baseline,2.878707770765547,0.5331680694188087
full,asu_baseline,2.8981502925502154,0.5348515711023104
full,asu_baseline,2.8987462047116686,0.5366059570672226
full,asu_baseline,2.9375889148632086,0.5382894587507243
full,asu_baseline,2.946646406599692,0.5401621179267543
full,asu_baseline,2.954259936757274,0.5419165038916666
full,asu_baseline,2.960209454903113,0.5437891630676965
full,asu_baseline,3.0996935195682425,0.5455435490326087
full,asu_baseline,3.11519500209747,0.5474162082086388
full,asu_baseline,3.1704159490228725,0.549170594173551
full,asu_baseline,3.2125586033473956,0.5509249801384634
full,asu_baseline,3.2534269374063824,0.552608481821965
full,asu_baseline,3.2691639267942976,0.554481140997995
full,asu_baseline,3.309227790883463,0.5561646426814966
full,asu_baseline,3.3462133010695854,0.5578481443649983
full,asu_baseline,3.360169544236699,0.5595316460484999
full,asu_baseline,3.431041395068625,0.5612860320134122
full,asu_baseline,3.4878996869390604,0.5630404179783245
