scenario,policy,seed,request_id,npu_id,category,profile,admission_ms,completion_ms,latency_ms,pure_compute_ms,latency_ratio,slo_1p5_pass,in_warm_2_4s,in_long_2_6s
full,mild,7,31000037,31,LS,L160_M256,12505.448540450076,12599.774334161706,94.32579371163047,58.92951067026337,1.6006546234436754,False,False,False
full,mild,7,31000038,31,SS,L64_M256,12599.774334161706,12626.532671902642,26.75833774093553,26.717256165257165,1.0015376420177378,True,False,False
full,mild,7,31000039,31,LS,L128_M256,12626.532671902642,12698.16725009913,71.63457819648829,48.19209238871334,1.4864384309917453,True,False,False
full,mild,7,31000040,31,SL,L64_M2048,12698.16725009913,12899.019393436542,200.8521433374117,200.85214333740902,1.0000000000000133,True,False,False
full,mild,7,31000041,31,LL,L160_M1024,12899.019393436542,13516.62614935962,617.6067559230778,229.85653940820262,2.6869227106315603,False,False,False
full,od_baseline,19,0,0,SS,L80_M256,0.0,242.02499051921671,242.02499051921671,32.085964974046185,7.543017350888054,False,False,False
full,od_baseline,19,1,0,SL,L80_M1024,242.02499051921671,478.129991481982,236.1050009627653,122.48236916054397,1.9276652025998149,False,False,False
full,od_baseline,19,2,0,LS,L200_M256,478.129991481982,938.9053844366238,460.77539295464175,72.35128428205302,6.368586232116666,False,False,False
full,od_baseline,19,3,0,SL,L32_M2048,938.9053844366238,1053.8582054136234,114.95282097699965,114.952820977,0.9999999999999969,True,False,False
full,od_baseline,19,4,0,SS,L80_M256,1053.8582054136234,1218.1541409098418,164.29593549621836,32.085964974046185,5.120492265983419,False,False,False
full,od_baseline,19,5,0,SL,L32_M1024,1218.1541409098418,1289.0806042841577,70.92646337431597,58.057852632638046,1.221651510659622,True,False,False
full,od_baseline,19,6,0,LS,L160_M256,1289.0806042841577,1660.8734452058532,371.7928409216954,58.92951067026337,6.309111287246902,False,False,False
full,od_baseline,19,7,0,LS,L128_M256,1660.8734452058532,1973.1360042487845,312.26255904293134,48.19209238871334,6.479539351067141,False,False,False
full,od_baseline,19,8,0,LS,L200_M256,1973.1360042487845,2435.313084021585,462.1770797728004,72.35128428205302,6.387959583012475,False,False,False
full,od_baseline,19,9,0,LS,L128_M256,2435.313084021585,2721.8664729987845,286.5533889771996,48.19209238871334,5.946066559340984,False,True,True
full,od_baseline,19,10,0,SS,L32_M256,2721.8664729987845,2788.083776595388,66.21730359660341,15.979837567787547,4.143803296854874,False,True,True
full,od_baseline,19,11,0,SL,L64_M1024,2788.083776595388,2958.246310535815,170.16253394042724,101.00752608339441,1.684652030779733,False,True,True
full,od_baseline,19,12,0,LL,L160_M1024,2958.246310535815,3360.861378851807,402.6150683159917,229.85653940820262,1.7515928385269341,False,True,True
full,od_baseline,19,13,0,LL,L200_M1024,3360.861378851807,3867.235043125064,506.37366427325696,283.5436075005082,1.785875790807061,False,True,True
full,od_baseline,19,14,0,LL,L128_M2048,3867.235043125064,4246.253569572255,379.01852644719156,372.6508694745985,1.0170874603930775,True,True,True
full,od_baseline,19,15,0,LS,L200_M256,4246.253569572255,4640.092518225687,393.83894865343154,72.35128428205302,5.443427197755004,False,False,True
full,od_baseline,19,16,0,SL,L80_M4096,4640.092518225687,5136.321831935386,496.22931370969945,486.44082678401566,1.020122667314744,True,False,True
full,od_baseline,19,17,0,LL,L200_M4096,5136.321831935386,6267.00813817092,1130.6863062355333,1130.6863062355314,1.0000000000000016,True,False,True
full,od_baseline,19,18,0,SL,L32_M4096,6267.00813817092,6495.750874137967,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,False
full,od_baseline,19,19,0,SL,L80_M2048,6495.750874137967,6739.552734488784,243.80186035081715,243.80186035081854,0.9999999999999943,True,False,False
full,od_baseline,19,20,0,LL,L160_M4096,6739.552734488784,7669.533131779342,929.9803972905574,915.9373744307104,1.0153318591989713,True,False,False
full,od_baseline,19,21,0,SS,L32_M256,7669.533131779342,7736.8081418297625,67.27501005042086,15.979837567787547,4.209993359759493,False,False,False
full,od_baseline,19,22,0,LL,L200_M1024,7736.8081418297625,8230.18288858405,493.3747467542871,283.5436075005082,1.7400312816200691,False,False,False
full,od_baseline,19,23,0,LL,L128_M4096,8230.18288858405,8977.36158675067,747.178698166621,744.1386016188327,1.0040853901963622,True,False,False
full,od_baseline,19,24,0,LL,L128_M1024,8977.36158675067,9255.874140888705,278.51255413803483,186.90687789087698,1.4901139930261986,True,False,False
full,od_baseline,19,25,0,LS,L160_M256,9255.874140888705,9607.39825599687,351.52411510816455,58.92951067026337,5.965162634305538,False,False,False
full,od_baseline,19,26,0,LS,L160_M256,9607.39825599687,9983.597215347456,376.19895935058594,58.92951067026337,6.383880590076256,False,False,False
full,od_baseline,19,27,0,SL,L64_M1024,9983.597215347456,10144.962771717457,161.3655563700013,101.00752608339441,1.5975597326953017,False,False,False
full,od_baseline,19,28,0,SL,L64_M4096,10144.962771717457,10551.33293307418,406.37016135672275,400.5413596855101,1.0145523090943447,True,False,False
full,od_baseline,19,29,0,SS,L64_M256,10551.33293307418,10700.384053285306,149.05112021112654,26.717256165257165,5.578833368560916,False,False,False
full,od_baseline,19,30,0,SL,L32_M1024,10700.384053285306,10780.684455602519,80.3004023172125,58.057852632638046,1.383110099254179,True,False,False
full,od_baseline,19,31,0,SS,L80_M256,10780.684455602519,10935.285183390311,154.6007277877925,32.085964974046185,4.8183287587843004,False,False,False
full,od_baseline,19,32,0,SS,L64_M256,10935.285183390311,11048.678502137845,113.39331874753407,26.717256165257165,4.244197759161718,False,False,False
full,od_baseline,19,33,0,SL,L80_M1024,11048.678502137845,11207.963975856983,159.28547371913737,122.48236916054397,1.3004767527835266,True,False,False
full,od_baseline,19,34,0,LL,L200_M2048,11207.963975856983,11810.4006447947,602.4366689377166,565.9243027292647,1.0645181096347425,True,False,False
full,od_baseline,19,35,0,LS,L128_M256,11810.4006447947,12108.952196875738,298.5515520810386,48.19209238871334,6.1950319499088575,False,False,False
full,od_baseline,19,36,0,LL,L128_M1024,12108.952196875738,12432.469065815463,323.5168689397251,186.90687789087698,1.730898683828029,False,False,False
full,od_baseline,19,37,0,SL,L64_M2048,12432.469065815463,12633.321209152875,200.8521433374117,200.85214333740902,1.0000000000000133,True,False,False
full,od_baseline,19,38,0,LL,L160_M1024,12633.321209152875,13013.539296332276,380.21808717940075,229.85653940820262,1.654153882932044,False,False,False
full,od_baseline,19,39,0,SS,L64_M256,13013.539296332276,13146.71164422769,133.17234789541362,26.717256165257165,4.98450690713478,False,False,False
full,od_baseline,19,40,0,LL,L160_M2048,13146.71164422769,13638.609256933993,491.89761270630333,458.55018171426593,1.0727236239823736,True,False,False
full,od_baseline,19,41,0,SS,L32_M256,13638.609256933993,13657.66271031121,19.05345337721701,15.979837567787547,1.1923433699742554,True,False,False
full,od_baseline,19,1000000,1,SL,L64_M4096,0.0,423.0447640312132,423.0447640312132,400.5413596855101,1.056182473548729,True,False,False
full,od_baseline,19,1000001,1,LS,L128_M256,423.0447640312132,714.5376766120658,291.49291258085253,48.19209238871334,6.048563117569068,False,False,False
full,od_baseline,19,1000002,1,SL,L32_M2048,714.5376766120658,831.921762529734,117.38408591766824,114.952820977,1.021150111149988,True,False,False
full,od_baseline,19,1000003,1,LS,L128_M256,831.921762529734,1118.6117732917533,286.69001076201926,48.19209238871334,5.948901501300294,False,False,False
full,od_baseline,19,1000004,1,LL,L200_M2048,1118.6117732917533,1739.7970833933275,621.1853101015743,565.9243027292647,1.0976473480742992,True,False,False
full,od_baseline,19,1000005,1,LL,L200_M4096,1739.7970833933275,2870.48338962886,1130.6863062355326,1130.6863062355314,1.000000000000001,True,False,False
full,od_baseline,19,1000006,1,SL,L64_M2048,2870.48338962886,3071.335532966268,200.85214333740805,200.85214333740902,0.9999999999999952,True,True,True
full,od_baseline,19,1000007,1,LL,L160_M2048,3071.335532966268,3550.1300241459057,478.7944911796376,458.55018171426593,1.0441485147594738,True,True,True
full,od_baseline,19,1000008,1,LS,L160_M256,3550.1300241459057,3896.4821183015565,346.3520941556508,58.92951067026337,5.8773964048953955,False,True,True
full,od_baseline,19,1000009,1,LS,L128_M256,3896.4821183015565,4205.19891623609,308.71679793453313,48.19209238871334,6.405963771907838,False,True,True
full,od_baseline,19,1000010,1,SS,L80_M256,4205.19891623609,4396.41914029949,191.22022406340056,32.085964974046185,5.9596220409165035,False,False,True
full,od_baseline,19,1000011,1,SS,L32_M256,4396.41914029949,4464.624532820973,68.20539252148319,15.979837567787547,4.268215633115877,False,False,True
full,od_baseline,19,1000012,1,SS,L32_M256,4464.624532820973,4530.978521468434,66.35398864746094,15.979837567787547,4.1523568913628095,False,False,True
full,od_baseline,19,1000013,1,LS,L160_M256,4530.978521468434,4863.216050796674,332.23752932823936,58.92951067026337,5.637880334477153,False,False,True
full,od_baseline,19,1000014,1,SS,L64_M256,4863.216050796674,4992.782887513821,129.56683671714745,26.717256165257165,4.8495562536707935,False,False,True
full,od_baseline,19,1000015,1,SL,L80_M2048,4992.782887513821,5252.085880638903,259.30299312508214,243.80186035081854,1.0635808633779835,True,False,True
full,od_baseline,19,1000016,1,SL,L32_M1024,5252.085880638903,5318.000968664041,65.91508802513727,58.057852632638046,1.1353345850080951,True,False,True
full,od_baseline,19,1000017,1,LL,L128_M2048,5318.000968664041,5719.20469567089,401.2037270068495,372.6508694745985,1.0766209336167865,True,False,True
full,od_baseline,19,1000018,1,LL,L128_M4096,5719.20469567089,6463.3432972897235,744.1386016188335,744.1386016188327,1.000000000000001,True,False,True
full,od_baseline,19,1000019,1,SS,L80_M256,6463.3432972897235,6644.3183865153105,180.975089225587,32.085964974046185,5.640319353710409,False,False,False
full,od_baseline,19,1000020,1,SS,L80_M256,6644.3183865153105,6851.269146403006,206.9507598876953,32.085964974046185,6.4498842423811915,False,False,False
full,od_baseline,19,1000021,1,SL,L64_M1024,6851.269146403006,7005.105288807299,153.83614240429324,101.00752608339441,1.5230166341989424,False,False,False
full,od_baseline,19,1000022,1,SL,L32_M4096,7005.105288807299,7233.848024774346,228.74273596704734,228.74273596704626,1.0000000000000047,True,False,False
full,od_baseline,19,1000023,1,LL,L160_M1024,7233.848024774346,7617.11328620044,383.2652614260933,229.85653940820262,1.6674107354650973,False,False,False
full,od_baseline,19,1000024,1,LL,L200_M1024,7617.11328620044,8054.145290927798,437.03200472735807,283.5436075005082,1.5413220159674197,False,False,False
full,od_baseline,19,1000025,1,LS,L160_M256,8054.145290927798,8354.68715065019,300.5418597223925,58.92951067026337,5.10002299873245,False,False,False
full,od_baseline,19,1000026,1,LS,L200_M256,8354.68715065019,8818.946125403421,464.2589747532311,72.35128428205302,6.416734400226702,False,False,False
full,od_baseline,19,1000027,1,LL,L200_M1024,8818.946125403421,9308.841183261784,489.89505785836263,283.5436075005082,1.7277591343951728,False,False,False
full,od_baseline,19,1000028,1,SL,L80_M4096,9308.841183261784,9795.282010045803,486.440826784019,486.44082678401566,1.0000000000000069,True,False,False
full,od_baseline,19,1000029,1,SL,L32_M1024,9795.282010045803,9871.370872228496,76.08886218269254,58.057852632638046,1.3105696944071628,True,False,False
full,od_baseline,19,1000030,1,LL,L160_M4096,9871.370872228496,10831.038640202194,959.6677679736986,915.9373744307104,1.0477438684824585,True,False,False
full,od_baseline,19,1000031,1,SL,L80_M1024,10831.038640202194,10988.248475979053,157.2098357768591,122.48236916054397,1.283530330563708,True,False,False
full,od_baseline,19,1000032,1,LS,L200_M256,10988.248475979053,11378.389789954203,390.1413139751494,72.35128428205302,5.392320507459537,False,False,False
full,od_baseline,19,1000033,1,SS,L32_M256,11378.389789954203,11446.756872298514,68.36708234431171,15.979837567787547,4.278333997720186,False,False,False
full,od_baseline,19,1000034,1,SL,L80_M1024,11446.756872298514,11670.385774563038,223.62890226452328,122.48236916054397,1.8258048386654027,False,False,False
full,od_baseline,19,1000035,1,SS,L64_M256,11670.385774563038,11818.90173822183,148.51596365879232,26.717256165257165,5.558802997589284,False,False,False
full,od_baseline,19,1000036,1,LL,L160_M1024,11818.90173822183,12294.303685370362,475.4019471485317,229.85653940820262,2.068255044526989,False,False,False
full,od_baseline,19,1000037,1,SS,L64_M256,12294.303685370362,12441.168126161283,146.86444079092144,26.717256165257165,5.496988159356812,False,False,False
full,od_baseline,19,1000038,1,LS,L200_M256,12441.168126161283,12956.723453894632,515.5553277333493,72.35128428205302,7.1257246204990246,False,False,False
full,od_baseline,19,1000039,1,SL,L64_M1024,12956.723453894632,13105.20752269402,148.4840687993874,101.00752608339441,1.4700297547807983,True,False,False
full,od_baseline,19,1000040,1,LL,L128_M1024,13105.20752269402,13380.256406264714,275.04888357069467,186.90687789087698,1.4715824622102895,True,False,False
full,od_baseline,19,1000041,1,LL,L128_M1024,13380.256406264714,13578.412898212924,198.1564919482098,186.90687789087698,1.060188336482196,True,False,False
full,od_baseline,19,2000000,2,SS,L32_M256,0.0,89.05042088249688,89.05042088249688,15.979837567787547,5.572673721165125,False,False,False
full,od_baseline,19,2000001,2,SL,L32_M1024,89.05042088249688,187.897285192361,98.84686430986413,58.057852632638046,1.7025580490432395,False,False,False
full,od_baseline,19,2000002,2,LL,L200_M1024,187.897285192361,710.0851560401026,522.1878708477416,283.5436075005082,1.8416492455990414,False,False,False
full,od_baseline,19,2000003,2,LS,L200_M256,710.0851560401026,1189.0850566778347,478.99990063773214,72.35128428205302,6.620475439943914,False,False,False
full,od_baseline,19,2000004,2,LS,L128_M256,1189.0850566778347,1473.4984004890189,284.4133438111842,48.19209238871334,5.901659996771466,False,False,False
full,od_baseline,19,2000005,2,SL,L80_M4096,1473.4984004890189,1977.258492701984,503.7600922129652,486.44082678401566,1.0356040539266649,True,False,False
full,od_baseline,19,2000006,2,SS,L32_M256,1977.258492701984,2030.3273526451921,53.068859943208054,15.979837567787547,3.320988697043157,False,False,False
full,od_baseline,19,2000007,2,LL,L128_M1024,2030.3273526451921,2371.7852431836254,341.4578905384333,186.90687789087698,1.826887776370588,False,True,True
full,od_baseline,19,2000008,2,LL,L160_M1024,2371.7852431836254,2745.2375232609866,373.45228007736114,229.85653940820262,1.6247189705320786,False,True,True
full,od_baseline,19,2000009,2,SL,L64_M2048,2745.2375232609866,2946.0896665983946,200.85214333740805,200.85214333740902,0.9999999999999952,True,True,True
full,od_baseline,19,2000010,2,LL,L160_M1024,2946.0896665983946,3334.6689044865725,388.5792378881779,229.85653940820262,1.690529401028262,False,True,True
full,od_baseline,19,2000011,2,SL,L64_M4096,3334.6689044865725,3735.210264172083,400.54135968551054,400.5413596855101,1.000000000000001,True,True,True
full,od_baseline,19,2000012,2,SL,L64_M1024,3735.210264172083,3889.1281922496823,153.9179280775993,101.00752608339441,1.5238263330053317,False,True,True
full,od_baseline,19,2000013,2,SS,L64_M256,3889.1281922496823,4028.1134691788607,138.98527692917833,26.717256165257165,5.2020789885569645,False,True,True
full,od_baseline,19,2000014,2,SS,L64_M256,4028.1134691788607,4171.593007142727,143.47953796386673,26.717256165257165,5.370294654375699,False,False,True
full,od_baseline,19,2000015,2,LL,L200_M1024,4171.593007142727,4669.051220493227,497.45821335050005,283.5436075005082,1.7544328286420934,False,False,True
full,od_baseline,19,2000016,2,LL,L128_M2048,4669.051220493227,5043.462355582999,374.41113508977196,372.6508694745985,1.0047236321161823,True,False,True
full,od_baseline,19,2000017,2,SL,L80_M2048,5043.462355582999,5287.264215933817,243.80186035081715,243.80186035081854,0.9999999999999943,True,False,True
full,od_baseline,19,2000018,2,LL,L200_M4096,5287.264215933817,6438.551472763854,1151.2872568300372,1130.6863062355314,1.0182198638834619,True,False,True
full,od_baseline,19,2000019,2,LS,L200_M256,6438.551472763854,6905.405857459085,466.8543846952316,72.35128428205302,6.452606741232877,False,False,False
full,od_baseline,19,2000020,2,LS,L128_M256,6905.405857459085,7209.826525489019,304.42066802993395,48.19209238871334,6.316817820950844,False,False,False
full,od_baseline,19,2000021,2,LL,L128_M1024,7209.826525489019,7537.736781269563,327.9102557805436,186.90687789087698,1.7544044364808742,False,False,False
full,od_baseline,19,2000022,2,LS,L128_M256,7537.736781269563,7827.384814063238,289.64803279367516,48.19209238871334,6.010281322865142,False,False,False
full,od_baseline,19,2000023,2,LS,L160_M256,7827.384814063238,8199.177201919721,371.7923878564834,58.92951067026337,6.309103598990088,False,False,False
full,od_baseline,19,2000024,2,SL,L32_M1024,8199.177201919721,8280.40254947459,81.22534755486777,58.057852632638046,1.3990415399760374,True,False,False
full,od_baseline,19,2000025,2,SS,L64_M256,8280.40254947459,8431.038197572416,150.63564809782656,26.717256165257165,5.638140652097035,False,False,False
full,od_baseline,19,2000026,2,LS,L200_M256,8431.038197572416,8929.695560828226,498.6573632558102,72.35128428205302,6.89217016952806,False,False,False
full,od_baseline,19,2000027,2,SL,L80_M1024,8929.695560828226,9117.542680690967,187.84711986274124,122.48236916054397,1.533666609734829,False,False,False
full,od_baseline,19,2000028,2,LS,L160_M256,9117.542680690967,9452.50094764726,334.9582669562933,58.92951067026337,5.684049691682198,False,False,False
full,od_baseline,19,2000029,2,SL,L32_M4096,9452.50094764726,9681.548088042236,229.04714039497594,228.74273596704626,1.0013307719986944,True,False,False
full,od_baseline,19,2000030,2,SS,L32_M256,9681.548088042236,9749.277242781913,67.72915473967623,15.979837567787547,4.238413216177236,False,False,False
full,od_baseline,19,2000031,2,SS,L80_M256,9749.277242781913,9942.99239774578,193.71515496386746,32.085964974046185,6.037379742842719,False,False,False
full,od_baseline,19,2000032,2,LL,L160_M2048,9942.99239774578,10451.381244849032,508.38884710325146,458.55018171426593,1.1086874836744505,True,False,False
full,od_baseline,19,2000033,2,LL,L160_M4096,10451.381244849032,11367.31861927974,915.9373744307086,915.9373744307104,0.999999999999998,True,False,False
full,od_baseline,19,2000034,2,LL,L200_M2048,11367.31861927974,11933.242922009009,565.9243027292687,565.9243027292647,1.000000000000007,True,False,False
full,od_baseline,19,2000035,2,SS,L80_M256,11933.242922009009,12120.228191813163,186.9852698041541,32.085964974046185,5.827634292919145,False,False,False
full,od_baseline,19,2000036,2,LL,L128_M4096,12120.228191813163,12901.566603840514,781.3384120273513,744.1386016188327,1.0499904323302036,True,False,False
full,od_baseline,19,2000037,2,SL,L32_M2048,12901.566603840514,13016.519424817521,114.95282097700692,114.952820977,1.0000000000000602,True,False,False
full,od_baseline,19,2000038,2,SL,L64_M1024,13016.519424817521,13156.799395862965,140.27997104544374,101.00752608339441,1.3888071165075857,True,False,False
full,od_baseline,19,2000039,2,LS,L160_M256,13156.799395862965,13487.090333633589,330.2909377706237,58.92951067026337,5.604847792114673,False,False,False
full,od_baseline,19,2000040,2,SL,L80_M1024,13487.090333633589,13621.791542522311,134.70120888872225,122.48236916054397,1.0997599884123928,True,False,False
full,od_baseline,19,2000041,2,SS,L80_M256,13621.791542522311,13667.060440120466,45.26889759815458,32.085964974046185,1.4108629001737008,True,False,False
full,od_baseline,19,3000000,3,SL,L32_M1024,0.0,106.9993817499782,106.9993817499782,58.057852632638046,1.84297863076367,False,False,False
full,od_baseline,19,3000001,3,SL,L32_M1024,106.9993817499782,202.84403201853289,95.84465026855469,58.057852632638046,1.6508473173304081,False,False,False
full,od_baseline,19,3000002,3,LL,L128_M1024,202.84403201853289,576.6985732617502,373.85454124321734,186.90687789087698,2.0002182127373995,False,False,False
full,od_baseline,19,3000003,3,SS,L80_M256,576.6985732617502,744.3397488199979,167.6411755582477,32.085964974046185,5.224750936861333,False,False,False
full,od_baseline,19,3000004,3,SL,L80_M1024,744.3397488199979,957.4287738306149,213.08902501061698,122.48236916054397,1.739752639266066,False,False,False
full,od_baseline,19,3000005,3,SS,L64_M256,957.4287738306149,1086.1220446183133,128.69327078769845,26.717256165257165,4.816859560415856,False,False,False
full,od_baseline,19,3000006,3,LS,L160_M256,1086.1220446183133,1495.3178726960875,409.1958280777742,58.92951067026337,6.943818528672426,False,False,False
full,od_baseline,19,3000007,3,SL,L80_M4096,1495.3178726960875,1998.1721889910466,502.85431629495906,486.44082678401566,1.0337420064418876,True,False,False
full,od_baseline,19,3000008,3,LL,L160_M1024,1998.1721889910466,2371.040135565674,372.86794657462747,229.85653940820262,1.6221768044303957,False,False,False
full,od_baseline,19,3000009,3,LL,L200_M1024,2371.040135565674,2869.6341062354154,498.59397066974134,283.5436075005082,1.7584384111669586,False,True,True
full,od_baseline,19,3000010,3,SL,L32_M4096,2869.6341062354154,3098.3768422024627,228.74273596704734,228.74273596704626,1.0000000000000047,True,True,True
full,od_baseline,19,3000011,3,SS,L64_M256,3098.3768422024627,3240.199193055814,141.82235085335105,26.717256165257165,5.30826780924365,False,True,True
full,od_baseline,19,3000012,3,LL,L128_M2048,3240.199193055814,3648.664839713855,408.46564665804135,372.6508694745985,1.0961081272504158,True,True,True
full,od_baseline,19,3000013,3,LL,L160_M1024,3648.664839713855,4029.923421088135,381.25858137427986,229.85653940820262,1.658680594234485,False,True,True
full,od_baseline,19,3000014,3,LL,L160_M4096,4029.923421088135,4963.513158024459,933.5897369363238,915.9373744307104,1.0192724557359447,True,False,True
full,od_baseline,19,3000015,3,SS,L64_M256,4963.513158024459,5068.788060243313,105.27490221885455,26.717256165257165,3.9403336019120445,False,False,True
full,od_baseline,19,3000016,3,LS,L160_M256,5068.788060243313,5426.249345474408,357.46128523109473,58.92951067026337,6.065913006324598,False,False,True
full,od_baseline,19,3000017,3,SS,L32_M256,5426.249345474408,5474.0125027916765,47.76315731726845,15.979837567787547,2.988963881181766,False,False,True
full,od_baseline,19,3000018,3,LL,L160_M2048,5474.0125027916765,5967.9446603763745,493.93215758469796,458.55018171426593,1.0771605317833663,True,False,True
full,od_baseline,19,3000019,3,SL,L64_M4096,5967.9446603763745,6368.486020061881,400.5413596855069,400.5413596855101,0.999999999999992,True,False,True
full,od_baseline,19,3000020,3,LL,L128_M4096,6368.486020061881,7112.624621680715,744.1386016188335,744.1386016188327,1.000000000000001,True,False,False
full,od_baseline,19,3000021,3,SS,L32_M256,7112.624621680715,7178.831228377614,66.20660669689914,15.979837567787547,4.143133897077881,False,False,False
full,od_baseline,19,3000022,3,LS,L128_M256,7178.831228377614,7453.787478247808,274.95624987019437,48.19209238871334,5.705422533896651,False,False,False
full,od_baseline,19,3000023,3,SL,L64_M1024,7453.787478247808,7595.971759144213,142.18428089640474,101.00752608339441,1.4076602646322982,True,False,False
full,od_baseline,19,3000024,3,LS,L200_M256,7595.971759144213,8023.843815222757,427.8720560785441,72.35128428205302,5.913814251182259,False,False,False
full,od_baseline,19,3000025,3,SS,L32_M256,8023.843815222757,8096.93578160027,73.09196637751302,15.979837567787547,4.5740118488346315,False,False,False
full,od_baseline,19,3000026,3,SL,L32_M2048,8096.93578160027,8216.51267439497,119.57689279469923,114.952820977,1.0402258228932408,True,False,False
full,od_baseline,19,3000027,3,SS,L80_M256,8216.51267439497,8398.068615397147,181.55594100217786,32.085964974046185,5.6584223397686655,False,False,False
full,od_baseline,19,3000028,3,LL,L200_M2048,8398.068615397147,9022.425333515403,624.3567181182552,565.9243027292647,1.103251291925776,True,False,False
full,od_baseline,19,3000029,3,LL,L200_M1024,9022.425333515403,9467.804577426823,445.3792439114204,283.5436075005082,1.5707610121685505,False,False,False
full,od_baseline,19,3000030,3,SL,L64_M1024,9467.804577426823,9593.233950916676,125.42937348985288,101.00752608339441,1.241782452787678,True,False,False
full,od_baseline,19,3000031,3,LS,L128_M256,9593.233950916676,9889.570101538824,296.3361506221481,48.19209238871334,6.149061722241188,False,False,False
full,od_baseline,19,3000032,3,LS,L128_M256,9889.570101538824,10204.933031836676,315.36293029785156,48.19209238871334,6.543872960612726,False,False,False
full,od_baseline,19,3000033,3,LS,L160_M256,10204.933031836676,10573.92657630937,368.99354447269434,58.92951067026337,6.261608831903868,False,False,False
full,od_baseline,19,3000034,3,LS,L200_M256,10573.92657630937,11016.764118567484,442.8375422581139,72.35128428205302,6.120659040850796,False,False,False
full,od_baseline,19,3000035,3,SL,L80_M2048,11016.764118567484,11276.346592308833,259.58247374134953,243.80186035081854,1.0647272066251812,True,False,False
full,od_baseline,19,3000036,3,LL,L200_M4096,11276.346592308833,12421.123265366386,1144.7766730575531,1130.6863062355314,1.012461782498219,True,False,False
full,od_baseline,19,3000037,3,SL,L80_M1024,12421.123265366386,12611.082490871631,189.95922550524483,122.48236916054397,1.5509107703187506,False,False,False
full,od_baseline,19,3000038,3,LS,L200_M256,12611.082490871631,13077.212192908304,466.1297020366728,72.35128428205302,6.442590572677615,False,False,False
full,od_baseline,19,3000039,3,SL,L64_M2048,13077.212192908304,13286.623346242686,209.4111533343821,200.85214333740902,1.0426134859939977,True,False,False
full,od_baseline,19,3000040,3,LL,L128_M1024,13286.623346242686,13498.014338642612,211.39099239992538,186.90687789087698,1.1309963270765409,True,False,False
full,od_baseline,19,3000041,3,SS,L80_M256,13498.014338642612,13579.994961222343,81.98062257973106,32.085964974046185,2.555030607495952,False,False,False
full,od_baseline,19,4000000,4,SS,L32_M256,0.0,91.28278172234063,91.28278172234063,15.979837567787547,5.712372315119783,False,False,False
full,od_baseline,19,4000001,4,LS,L128_M256,91.28278172234063,442.88202170483913,351.5992399824985,48.19209238871334,7.295786975724747,False,False,False
full,od_baseline,19,4000002,4,SL,L32_M4096,442.88202170483913,675.7638625783745,232.8818408735354,228.74273596704626,1.0180950222921414,True,False,False
full,od_baseline,19,4000003,4,LS,L128_M256,675.7638625783745,960.8358943855033,285.0720318071287,48.19209238871334,5.915327965172415,False,False,False
full,od_baseline,19,4000004,4,SL,L80_M4096,960.8358943855033,1462.325860255695,501.4899658701918,486.44082678401566,1.030937245102698,True,False,False
full,od_baseline,19,4000005,4,LS,L200_M256,1462.325860255695,1889.3162273321316,426.99036707643654,72.35128428205302,5.901628026558099,False,False,False
full,od_baseline,19,4000006,4,SS,L64_M256,1889.3162273321316,2055.7597246720247,166.44349733989316,26.717256165257165,6.229812534280167,False,False,False
full,od_baseline,19,4000007,4,SL,L32_M2048,2055.7597246720247,2177.7625981010233,122.00287342899856,114.952820977,1.06132996469403,True,True,True
full,od_baseline,19,4000008,4,SL,L64_M1024,2177.7625981010233,2347.2004731334714,169.43787503244812,101.00752608339441,1.6774777247049477,False,True,True
full,od_baseline,19,4000009,4,LL,L160_M4096,2347.2004731334714,3297.945378483443,950.7449053499718,915.9373744307104,1.0380020860497101,True,True,True
full,od_baseline,19,4000010,4,SL,L32_M1024,3297.945378483443,3379.4977032831816,81.55232479973847,58.057852632638046,1.40467346106929,True,True,True
full,od_baseline,19,4000011,4,SS,L80_M256,3379.4977032831816,3582.9292263590605,203.43152307587889,32.085964974046185,6.340202740993806,False,True,True
full,od_baseline,19,4000012,4,LS,L160_M256,3582.9292263590605,3953.763993911908,370.83476755284755,58.92951067026337,6.292853331632632,False,True,True
full,od_baseline,19,4000013,4,LL,L200_M1024,3953.763993911908,4409.656765537173,455.8927716252647,283.5436075005082,1.6078400625711429,False,True,True
full,od_baseline,19,4000014,4,SS,L80_M256,4409.656765537173,4570.497127970389,160.8403624332159,32.085964974046185,5.012794926483185,False,False,True
full,od_baseline,19,4000015,4,LL,L160_M2048,4570.497127970389,5063.611927222078,493.11479925168896,458.55018171426593,1.0753780478468136,True,False,True
full,od_baseline,19,4000016,4,SL,L64_M1024,5063.611927222078,5173.125918690112,109.51399146803396,101.00752608339441,1.0842161541271331,True,False,True
full,od_baseline,19,4000017,4,LS,L160_M256,5173.125918690112,5483.258470230267,310.1325515401559,58.92951067026337,5.262771538618137,False,False,True
full,od_baseline,19,4000018,4,LL,L160_M1024,5483.258470230267,5841.715031805908,358.456561575641,229.85653940820262,1.5594795018603207,False,False,True
full,od_baseline,19,4000019,4,LL,L128_M2048,5841.715031805908,6215.372069328117,373.65703752220816,372.6508694745985,1.0027000287132786,True,False,True
