scenario,policy,seed,window,category,count,passed,percent,active_U_percent
semi,once,43,long_2_6s,SL,126,126,100.0,99.9141265369297
semi,once,43,long_2_6s,LS,32,32,100.0,99.3373971918033
semi,once,43,long_2_6s,LL,145,142,97.93103448275862,98.93568530837854
semi,once,43,full_population,SS,96,95,98.95833333333333,97.72541547203703
semi,once,43,full_population,SL,384,376,97.91666666666667,98.56461923323488
semi,once,43,full_population,LS,96,90,93.75,86.43865020534993
semi,once,43,full_population,LL,384,370,96.35416666666667,97.56595806444409
semi,once,7,warm_2_4s,SS,16,16,100.0,99.66479213287317
semi,once,7,warm_2_4s,SL,80,80,100.0,99.7667621144963
semi,once,7,warm_2_4s,LS,17,16,94.11764705882354,89.18798777091119
semi,once,7,warm_2_4s,LL,64,64,100.0,98.08462713540652
semi,once,7,long_2_6s,SS,34,34,100.0,99.68160160258721
semi,once,7,long_2_6s,SL,140,140,100.0,99.86725664063034
semi,once,7,long_2_6s,LS,32,31,96.875,93.55008245032782
semi,once,7,long_2_6s,LL,134,134,100.0,98.76580710362026
semi,once,7,full_population,SS,96,96,100.0,99.62197741628815
semi,once,7,full_population,SL,384,384,100.0,99.65164883434312
semi,once,7,full_population,LS,96,91,94.79166666666667,91.64351383228396
semi,once,7,full_population,LL,384,380,98.95833333333333,97.48273565716829
semi,static,19,warm_2_4s,SS,19,19,100.0,99.95468048275512
semi,static,19,warm_2_4s,SL,64,64,100.0,98.96855018386901
semi,static,19,warm_2_4s,LS,15,15,100.0,98.65369873856021
semi,static,19,warm_2_4s,LL,71,71,100.0,98.41530656111209
semi,static,19,long_2_6s,SS,35,35,100.0,99.95934622829374
semi,static,19,long_2_6s,SL,123,123,100.0,99.38474884190384
semi,static,19,long_2_6s,LS,32,32,100.0,99.32772634627055
semi,static,19,long_2_6s,LL,142,142,100.0,98.98398872925503
semi,static,19,full_population,SS,96,90,93.75,92.68953340263559
semi,static,19,full_population,SL,384,374,97.39583333333333,97.8147164373058
semi,static,19,full_population,LS,96,90,93.75,90.68483108467947
semi,static,19,full_population,LL,384,378,98.4375,98.14624563553556
semi,static,43,warm_2_4s,SS,8,8,100.0,100.0
semi,static,43,warm_2_4s,SL,63,63,100.0,99.50336481403158
semi,static,43,warm_2_4s,LS,15,15,100.0,99.69126816747622
semi,static,43,warm_2_4s,LL,75,74,98.66666666666667,98.79695157980156
semi,static,43,long_2_6s,SS,27,27,100.0,100.0
semi,static,43,long_2_6s,SL,130,130,100.0,99.6248679053945
semi,static,43,long_2_6s,LS,32,32,100.0,99.59977016407133
semi,static,43,long_2_6s,LL,142,140,98.59154929577464,98.6678619934919
semi,static,43,full_population,SS,96,95,98.95833333333333,98.54413423172193
semi,static,43,full_population,SL,384,377,98.17708333333333,98.1168862461772
semi,static,43,full_population,LS,96,90,93.75,91.62902873908014
semi,static,43,full_population,LL,384,373,97.13541666666667,97.69719332437536
semi,static,7,warm_2_4s,SS,16,16,100.0,99.50213122720865
semi,static,7,warm_2_4s,SL,79,77,97.46835443037975,99.03736000115599
semi,static,7,warm_2_4s,LS,16,16,100.0,99.08185736435227
semi,static,7,warm_2_4s,LL,64,64,100.0,98.08062680938404
semi,static,7,long_2_6s,SS,32,32,100.0,99.75314715797565
semi,static,7,long_2_6s,SL,143,141,98.6013986013986,99.43430544700225
semi,static,7,long_2_6s,LS,32,32,100.0,99.41140594200363
semi,static,7,long_2_6s,LL,135,135,100.0,98.83613107101098
semi,static,7,full_population,SS,96,96,100.0,99.45533215321541
semi,static,7,full_population,SL,384,380,98.95833333333333,98.72068945375442
semi,static,7,full_population,LS,96,96,100.0,96.98127309989766
semi,static,7,full_population,LL,384,378,98.4375,97.42970309757175
