scenario,seed,policy,window,start_ms,end_ms,U_percent,slo_percent,slo_count,slo_passed,arrival_slo_percent,completed_after_window,timely_completions_per_second,total_completions_per_second,all_npus_active,all_disks_overload_percent,any_disk_overload_percent,SSU0_mean_demand_GiB_s,SSU0_overload_percent,SSU0_actual_GiB_s,SSU0_busy_percent,SSU1_mean_demand_GiB_s,SSU1_overload_percent,SSU1_actual_GiB_s,SSU1_busy_percent,SSU2_mean_demand_GiB_s,SSU2_overload_percent,SSU2_actual_GiB_s,SSU2_busy_percent,SS_slo_percent,SS_slo_count,SS_slo_passed,SS_active_U_percent,SL_slo_percent,SL_slo_count,SL_slo_passed,SL_active_U_percent,LS_slo_percent,LS_slo_count,LS_slo_passed,LS_active_U_percent,LL_slo_percent,LL_slo_count,LL_slo_passed,LL_active_U_percent,latency_ratio_count,latency_ratio_p95_rank,latency_ratio_p99_rank,latency_ratio_p95_nearest_rank,latency_ratio_p99_nearest_rank,latency_ratio_max,makespan_ms,case,manifest_sha256,result_sha256
full,19,mild,full_population,0.0,14080.984182816672,61.00210507504072,63.913690476190474,1344,859,0.44642857142857145,0,61.00425856938723,95.44787371042659,False,93.73609587415235,94.83459142929792,64.25674550089649,93.73609587415235,35.38637768105146,88.46594420262865,70.50085951162887,94.83459142929792,38.86685491798218,97.16713729495545,68.7846579474619,94.60900912760131,37.933749822816225,94.83437455704056,91.66666666666667,288,264,78.49795602127135,91.92708333333333,384,353,93.93008389445744,46.18055555555556,288,133,55.526287556365084,28.385416666666668,384,109,56.29333003247847,1344,1277,1331,3.566238344961963,5.655389993901435,7.681588462962744,14080.984182816672,full_mild_seed19_remote,0c47f81d8c5dd71462a9db27fb5a99cd23eca366373034b9abc78c8db7eb6f50,2a34bc2b905016a5aac86d03dcddb12a98596886a70ca93b560b8957c123e868
full,43,mild,warm_2_4s,2000.0,4000.0,61.53638210523507,63.63636363636363,187,119,0.0,32,59.0,93.5,True,100.0,100.0,67.13124046707462,100.0,36.27572679248048,90.68931698120117,73.66153378211412,100.0,40.0,100.0,71.45668977834923,100.0,38.85823754872327,97.14559387180816,91.66666666666667,36,33,81.04564788622612,100.0,48,48,97.2587389777395,51.02040816326531,49,25,59.147628671194035,24.074074074074073,54,13,52.90260822117729,187,178,186,3.395217605612602,4.49631775769803,4.748247535296254,13974.270076008534,full_mild_seed43_local,ab42a8ed82d9eedc189732d60ec66dbec9ea022cf071269494858a6c39f5683f,49253a0135e76f6aa0cf734b978fe3527326e497cc6fd75767487381242ceb50
full,43,mild,long_2_6s,2000.0,6000.0,63.93222714398014,64.8936170212766,376,244,0.0,32,59.0,94.0,True,99.17510796101297,100.0,64.37950544855188,99.17510796101297,36.088270711516856,90.22067677879213,71.18181569293534,100.0,40.0,100.0,68.97884297672539,100.0,38.79144148788403,96.97860371971008,91.37931034482759,58,53,82.07944253015224,100.0,111,111,97.32547778929468,49.46236559139785,93,46,58.94747659912185,29.82456140350877,114,34,56.3099343513004,376,358,373,3.288773558480431,4.223219823195001,4.748247535296254,13974.270076008534,full_mild_seed43_local,ab42a8ed82d9eedc189732d60ec66dbec9ea022cf071269494858a6c39f5683f,49253a0135e76f6aa0cf734b978fe3527326e497cc6fd75767487381242ceb50
full,43,mild,full_population,0.0,13974.270076008534,61.46794587538966,64.21130952380952,1344,863,0.44642857142857145,0,61.75635616787066,96.17675862064678,False,96.06628690438535,97.15102189966291,64.25205545212992,96.06628690438535,35.656604724529885,89.14151181132472,70.53745789161894,97.15102189966291,39.16366052460451,97.90915131151128,68.90914584935045,96.93333132954373,38.223429799531075,95.5585744988277,89.93055555555556,288,259,80.30128971448649,96.61458333333333,384,371,94.82281324008815,44.791666666666664,288,129,54.914478369975164,27.083333333333332,384,104,56.91685799319305,1344,1277,1331,3.4102273788275537,4.4737031710573545,5.665163614063465,13974.270076008534,full_mild_seed43_local,ab42a8ed82d9eedc189732d60ec66dbec9ea022cf071269494858a6c39f5683f,49253a0135e76f6aa0cf734b978fe3527326e497cc6fd75767487381242ceb50
full,7,mild,warm_2_4s,2000.0,4000.0,66.38580363069427,63.13131313131313,198,125,0.0,32,66.5,99.0,True,95.0817210439632,97.48407257801004,63.25508905924878,95.0817210439632,36.83173885888671,92.07934714721678,68.96400536717942,97.48407257801004,40.0,100.0,66.97911593475952,97.48407257801004,39.15430450439452,97.88576126098629,94.73684210526316,38,36,84.2822618620243,100.0,62,62,97.96672686595898,41.02564102564103,39,16,60.01834576347234,18.64406779661017,59,11,59.49450333685997,198,189,197,3.583531295632248,4.1903524196792326,4.757550284943472,14016.112602589978,full_mild_seed7_remote,d58fccd96f96714c5755dddd576b41e67d7bf907a6e620077a82d953ac4539a1,ec4fa0005578584790e2f46b7a7f32049058df2d6de2df0aa3c118c39ad4e774
full,7,mild,long_2_6s,2000.0,6000.0,62.685434000664344,63.909774436090224,399,255,0.0,32,65.25,99.75,True,97.54086052198161,98.74203628900501,65.0267254112761,97.54086052198161,36.53585433959961,91.33963584899902,71.31067327309853,98.74203628900501,40.0,100.0,69.33994970251543,98.74203628900501,39.03408432006835,97.58521080017087,96.1038961038961,77,74,86.5919589364321,97.54098360655738,122,119,96.32215351230849,44.87179487179487,78,35,63.132190738816995,22.131147540983605,122,27,54.73021985228375,399,380,396,3.4977243605022097,4.140075091926005,4.757550284943472,14016.112602589978,full_mild_seed7_remote,d58fccd96f96714c5755dddd576b41e67d7bf907a6e620077a82d953ac4539a1,ec4fa0005578584790e2f46b7a7f32049058df2d6de2df0aa3c118c39ad4e774
full,7,mild,full_population,0.0,14016.112602589978,61.28444462706756,62.87202380952381,1344,845,0.1488095238095238,0,60.287757665692276,95.8896405948999,False,95.3708073833889,96.4557532501119,63.55623358063283,95.3708073833889,35.550158488451956,88.87539622112989,69.7945513067496,96.4557532501119,39.04674461839065,97.61686154597662,68.13486547163349,96.4557532501119,38.10932077923644,95.2733019480911,90.625,288,261,79.3873792419375,91.92708333333333,384,353,91.87543927817339,42.013888888888886,288,121,57.89079385039261,28.645833333333332,384,110,56.57354176331785,1344,1277,1331,3.496673467884302,4.320701621492301,5.3165471835247455,14016.112602589978,full_mild_seed7_remote,d58fccd96f96714c5755dddd576b41e67d7bf907a6e620077a82d953ac4539a1,ec4fa0005578584790e2f46b7a7f32049058df2d6de2df0aa3c118c39ad4e774
full,19,od_baseline,warm_2_4s,2000.0,4000.0,60.11232610090063,35.05154639175258,194,68,0.0,32,31.0,97.0,True,100.0,100.0,120.34499684901077,100.0,36.52984666552735,91.32461666381836,131.84500468773703,100.0,40.0,100.0,128.31498597255003,100.0,38.95926666259764,97.3981666564941,0.0,30,0,19.13810658558271,67.74193548387096,62,42,85.72734742059171,0.0,44,0,15.593328345114918,44.827586206896555,58,26,77.12145124355348,194,185,193,6.71988343204716,7.072692263693529,7.366010859213338,13914.621327580124,full_od_baseline_seed19_remote,0c47f81d8c5dd71462a9db27fb5a99cd23eca366373034b9abc78c8db7eb6f50,6fee93976c7ba3402af3b0136a059ef706a558bf88ba005c5bfd371cf2b1925b
full,19,od_baseline,long_2_6s,2000.0,6000.0,65.48074178499964,44.010416666666664,384,169,0.0,32,39.0,96.0,True,100.0,100.0,112.3819545124462,100.0,36.49412998827727,91.23532497069318,123.46457937079177,100.0,40.0,100.0,120.42589030810804,100.0,39.028755187988274,97.57188796997067,0.0,72,0,20.38018116821617,80.50847457627118,118,95,88.00480322835152,0.0,78,0,16.505822642161583,63.793103448275865,116,74,84.43286766891639,384,365,381,6.451291011197147,6.914882066145059,7.366010859213338,13914.621327580124,full_od_baseline_seed19_remote,0c47f81d8c5dd71462a9db27fb5a99cd23eca366373034b9abc78c8db7eb6f50,6fee93976c7ba3402af3b0136a059ef706a558bf88ba005c5bfd371cf2b1925b
full,19,od_baseline,full_population,0.0,13914.621327580124,61.73144467665881,39.955357142857146,1344,537,0.5208333333333334,0,38.59249830504651,96.58904603721139,False,98.16079893500296,98.20386711781727,118.02011901897697,98.16079893500296,35.809456303811395,89.52364075952848,129.72789336853202,98.20386711781727,39.33154603720107,98.32886509300268,126.30933042437599,98.20386711781727,38.38728476148136,95.96821190370339,2.0833333333333335,288,6,19.5200761752345,81.51041666666667,384,313,88.97000153286706,0.0,288,0,16.312383477441113,56.770833333333336,384,218,83.38099857035968,1344,1277,1331,6.615757066571832,7.30654468090212,8.003991920536057,13914.621327580124,full_od_baseline_seed19_remote,0c47f81d8c5dd71462a9db27fb5a99cd23eca366373034b9abc78c8db7eb6f50,6fee93976c7ba3402af3b0136a059ef706a558bf88ba005c5bfd371cf2b1925b
full,43,od_baseline,warm_2_4s,2000.0,4000.0,59.34285884690564,34.25414364640884,181,62,0.0,32,31.0,90.5,True,100.0,100.0,131.0099335727282,100.0,36.12474140795501,90.31185351988752,145.193347806297,100.0,40.0,100.0,140.45818717019702,100.0,38.79543385180265,96.98858462950662,0.0,31,0,17.988096946847353,75.0,40,30,88.77275600395275,0.0,51,0,15.796282578135461,54.23728813559322,59,32,83.11711056598813,181,172,180,6.737916001007139,7.33261830115005,7.37905609351645,13942.364312404137,full_od_baseline_seed43_local,ab42a8ed82d9eedc189732d60ec66dbec9ea022cf071269494858a6c39f5683f,a3a75807e04afe177f5fe4699b9b41163c413f3e34411b5dd510143a129bd9dc
full,43,od_baseline,long_2_6s,2000.0,6000.0,61.956961453251566,41.28686327077748,373,154,0.0,32,37.75,93.25,True,100.0,100.0,123.14525053553352,100.0,36.08942413330078,90.22356033325195,136.0508274239948,100.0,40.0,100.0,131.9843541929252,100.0,38.83124160766601,97.07810401916501,0.0,60,0,19.460065441178195,84.31372549019608,102,86,89.20767681517096,0.0,95,0,16.180481424495227,58.62068965517241,116,68,83.40536603006339,373,355,370,6.670250162942792,7.1055476997214315,7.37905609351645,13942.364312404137,full_od_baseline_seed43_local,ab42a8ed82d9eedc189732d60ec66dbec9ea022cf071269494858a6c39f5683f,a3a75807e04afe177f5fe4699b9b41163c413f3e34411b5dd510143a129bd9dc
full,43,od_baseline,full_population,0.0,13942.364312404137,61.60860937452108,41.145833333333336,1344,553,1.1904761904761905,0,39.663287202157754,96.39684990904162,False,98.00445471991046,98.01438903292131,117.56458641401356,98.00445471991046,35.738201444841096,89.34550361210275,129.300094901542,98.01438903292131,39.25328280577451,98.13320701443628,125.83923477367611,98.01438903292131,38.31090045285837,95.77725113214592,1.0416666666666667,288,3,19.38133900676989,81.25,384,312,88.64267103207166,0.0,288,0,16.358953940295347,61.979166666666664,384,238,83.90581895873781,1344,1277,1331,6.737916001007139,7.288249657117289,7.784248515396515,13942.364312404137,full_od_baseline_seed43_local,ab42a8ed82d9eedc189732d60ec66dbec9ea022cf071269494858a6c39f5683f,a3a75807e04afe177f5fe4699b9b41163c413f3e34411b5dd510143a129bd9dc
full,7,od_baseline,warm_2_4s,2000.0,4000.0,61.21773759529,34.55497382198953,191,66,0.0,32,40.5,95.5,True,100.0,100.0,121.82195919852347,100.0,36.87007904052734,92.17519760131835,133.46137705792728,100.0,40.0,100.0,129.2703149488857,100.0,39.13743591308592,97.8435897827148,0.0,38,0,18.348235353975827,71.69811320754717,53,38,85.92095209408171,0.0,43,0,15.72837034419639,49.12280701754386,57,28,81.19968678811972,191,182,190,6.842392192340945,7.3371533805724205,7.788287978041148,13920.61047662153,full_od_baseline_seed7_remote,d58fccd96f96714c5755dddd576b41e67d7bf907a6e620077a82d953ac4539a1,fee36b40cb36934fb5a65e33c867c7b756de9b98ee587855be6a76b29d0d78bc
