scenario,policy,seed,window,ssu_id,capacity_GiB_s,mean_demand_GiB_s,min_demand_GiB_s,max_demand_GiB_s,overload_percent,actual_GiB_s,busy_percent
semi,asu_baseline,7,long_2_6s,2,40,36.25441825898604,22.931412666760306,73.52069076376637,27.739552591975503,33.50179107467107,83.75447768667767
semi,asu_baseline,7,full_population,0,40,34.56085406782171,0.5810383252991123,71.41375188125606,22.76319662362354,30.548795263912993,76.37198815978249
semi,asu_baseline,7,full_population,1,40,38.1858703489944,0.5918651263915471,79.85915216768174,32.79491205395206,33.753313820867355,84.38328455216839
semi,asu_baseline,7,full_population,2,40,37.056000768449735,0.6171276622741277,77.53260132101425,29.713199740219462,32.78020539864566,81.95051349661415
semi,mild,19,warm_2_4s,0,40,32.762159568933875,21.9591287765808,62.32694067741383,19.6501915329903,31.175465149488208,77.93866287372052
semi,mild,19,warm_2_4s,1,40,36.270106321831676,24.0801850530487,68.62635450996994,29.004796879539185,34.52847685383287,86.32119213458218
semi,mild,19,warm_2_4s,2,40,35.34544986765315,23.55591565833434,65.12595138819569,26.26463380958187,33.69318785236803,84.23296963092007
semi,mild,19,long_2_6s,0,40,32.550003838234986,21.9591287765808,62.32694067741383,18.0194714354116,31.279334467760506,78.19833616940126
semi,mild,19,long_2_6s,1,40,35.98644966599332,24.0801850530487,68.62635450996994,26.030901506893315,34.617662606577085,86.54415651644271
semi,mild,19,long_2_6s,2,40,35.05729525633795,23.55591565833434,65.12595138819569,23.668439438289955,33.70428293738763,84.26070734346908
semi,mild,19,full_population,0,40,33.18241673092755,1.0161781652343995,108.74969611967461,18.97953619861088,30.88559311864987,77.21398279662468
semi,mild,19,full_population,1,40,36.677442145773085,1.2367957932127764,118.659343482559,27.42281617138257,34.125441218590225,85.31360304647556
semi,mild,19,full_population,2,40,35.615853515240964,1.0629758438963903,115.39191035302717,24.480189246883597,33.14160435925017,82.85401089812541
semi,mild,43,warm_2_4s,0,40,31.11835401330639,21.541277683776844,66.67250206097708,9.372331289526539,29.941797106506186,74.85449276626547
semi,mild,43,warm_2_4s,1,40,34.471245422329034,23.470798065261885,76.77045206519138,15.642825185673166,33.07994255328353,82.69985638320881
semi,mild,43,warm_2_4s,2,40,33.1091040650908,22.347965978036573,72.3194264870817,12.376703694607487,31.805818407775703,79.51454601943927
semi,mild,43,long_2_6s,0,40,32.219439641960754,21.541277683776844,66.67250206097708,14.24818665384583,30.881636688512888,77.20409172128223
semi,mild,43,long_2_6s,1,40,35.43278102720168,23.470798065261885,76.77045206519138,20.50936221046896,33.95318996512422,84.88297491281055
semi,mild,43,long_2_6s,2,40,34.44904057806962,22.347965978036573,72.3194264870817,18.39700966964652,33.00712315506562,82.51780788766406
semi,mild,43,full_population,0,40,33.06416545632518,0.5746759573242141,97.7198739336365,16.298643164120648,30.835895223368688,77.08973805842172
semi,mild,43,full_population,1,40,36.57908917127585,0.6054621693236605,108.8795579073944,26.94450648121688,34.07053009554362,85.17632523885905
semi,mild,43,full_population,2,40,35.52226068435097,0.6494424721802524,105.41993043569644,23.56582201359934,33.08827632450694,82.72069081126736
semi,mild,7,warm_2_4s,0,40,33.76343643929857,23.702681251831088,57.727913432537804,16.62597291712377,32.43042736653822,81.07606841634555
semi,mild,7,warm_2_4s,1,40,37.034558689825566,26.414576008255,64.00569590104975,34.29629752321428,35.8549360335304,89.63734008382602
semi,mild,7,warm_2_4s,2,40,35.864202173352375,25.67966605558777,61.743920810174494,26.905708733764733,34.51913023323743,86.29782558309357
semi,mild,7,long_2_6s,0,40,32.46881862701647,22.23285747125247,57.727913432537804,14.311541644673321,31.55090486947952,78.8772621736988
semi,mild,7,long_2_6s,1,40,35.65183098670184,24.859542740258767,64.00569590104975,28.923314059983216,34.75367367943529,86.88418419858823
semi,mild,7,long_2_6s,2,40,34.575496662010906,24.27029649862065,61.743920810174494,22.441843823679644,33.601070530021225,84.00267632505306
semi,mild,7,full_population,0,40,32.32545747461343,0.9560097212402207,69.14731876132493,17.297748683271905,30.586221139867675,76.4655528496692
semi,mild,7,full_population,1,40,35.72857528297781,1.2301104105467893,75.79651849798255,29.59806403109031,33.79466560987265,84.48666402468162
semi,mild,7,full_population,2,40,34.690288391760255,1.1298296705566777,70.85341919749126,25.918064137475927,32.820365015102546,82.05091253775636
semi,od_baseline,19,warm_2_4s,0,40,35.13225369564697,22.524260852023332,80.4048849725737,23.904173613872697,31.172894175311217,77.93223543827804
semi,od_baseline,19,warm_2_4s,1,40,38.89721473784353,24.892794298791504,88.15282614356664,31.226663488983103,34.573858240837865,86.43464560209465
semi,od_baseline,19,warm_2_4s,2,40,37.8862288929352,24.330320308291697,88.36037846840493,26.215718479176257,33.66849325060348,84.1712331265087
semi,od_baseline,19,long_2_6s,0,40,33.40717347597749,21.605769865960692,80.4048849725737,18.17277602296987,30.841875876217344,77.10468969054337
semi,od_baseline,19,long_2_6s,1,40,36.960880381480926,23.94721555780333,88.15282614356664,28.09194234338445,34.15975154760407,85.39937886901016
semi,od_baseline,19,long_2_6s,2,40,36.00181638697506,23.183299290152036,88.36037846840493,22.629343774230758,33.264877974850165,83.1621949371254
semi,od_baseline,19,full_population,0,40,35.33764006234762,0.4402675669097281,109.24967555874015,23.886498374065305,30.44578552443554,76.11446381108885
semi,od_baseline,19,full_population,1,40,39.084975078889094,0.4461378011351964,122.95243900532209,32.98944429867649,33.639498528540734,84.09874632135184
semi,od_baseline,19,full_population,2,40,37.91204902360829,0.428527098458811,117.96667430504135,29.419166088041674,32.66967140249424,81.67417850623559
semi,od_baseline,43,warm_2_4s,0,40,33.63258969320223,20.61442345740054,68.83301983855586,21.916861201505345,29.565759873436797,73.91439968359198
semi,od_baseline,43,warm_2_4s,1,40,37.278861349247016,23.378711470092824,77.08185796110499,24.319293222741223,32.79423185447176,81.98557963617941
semi,od_baseline,43,warm_2_4s,2,40,35.78112061079043,21.891511292477446,72.73864954199514,23.745448317763543,31.491154156717858,78.72788539179464
semi,od_baseline,43,long_2_6s,0,40,33.95340761728491,20.61442345740054,68.83301983855586,23.04278727235119,30.539571895240652,76.34892973810162
semi,od_baseline,43,long_2_6s,1,40,37.396482745121325,23.378711470092824,77.08185796110499,27.642705372871763,33.6198647094886,84.0496617737215
semi,od_baseline,43,long_2_6s,2,40,36.33318402949292,21.891511292477446,72.73864954199514,26.84728331893552,32.67803502809212,81.69508757023029
semi,od_baseline,43,full_population,0,40,36.23282966191254,0.5834720178954177,108.26794928272699,26.912908271874908,30.46348526065432,76.15871315163581
semi,od_baseline,43,full_population,1,40,40.12546857361129,0.63478237122791,124.28287576329339,37.2732703605003,33.65905493808088,84.1476373452022
semi,od_baseline,43,full_population,2,40,38.91520319437748,0.6113262097046147,118.41465970999145,34.506987284268305,32.68866400052441,81.72166000131102
semi,od_baseline,7,warm_2_4s,0,40,35.99274084343641,21.40339842440185,63.58263594596542,27.859850588190138,32.39751500458941,80.99378751147354
semi,od_baseline,7,warm_2_4s,1,40,39.56237766155937,23.60770711799009,71.473179709799,45.99008119989317,35.60959691376909,89.02399228442273
semi,od_baseline,7,warm_2_4s,2,40,38.430274627951995,22.48921900663145,69.74143208703899,37.13401559136552,34.50652369751208,86.26630924378019
semi,od_baseline,7,long_2_6s,0,40,34.33382085447584,21.40339842440185,63.58263594596542,23.012163080076192,31.482040778181037,78.7051019454526
semi,od_baseline,7,long_2_6s,1,40,37.723740410254926,23.60770711799009,71.473179709799,36.40682842436854,34.57805670835682,86.44514177089205
semi,od_baseline,7,long_2_6s,2,40,36.59145591704488,22.48921900663145,69.74143208703899,29.757137649847945,33.52742041685291,83.81855104213228
semi,od_baseline,7,full_population,0,40,34.86132303971623,0.5244768511962631,71.84871994837646,24.945722964027667,30.663341048245606,76.65835262061401
semi,od_baseline,7,full_population,1,40,38.5575014041499,0.5631225139160305,80.51017049218149,36.71286765407344,33.879875270248085,84.69968817562021
semi,od_baseline,7,full_population,2,40,37.426573042420756,0.5907265587157621,78.96329747502136,31.38274084283282,32.90311807999802,82.25779519999506
semi,once,19,warm_2_4s,0,40,31.63347528479476,22.51775597587281,59.103010006951806,10.016671330483224,31.15034080818423,77.87585202046057
semi,once,19,warm_2_4s,1,40,34.9874149866424,24.776857586874424,64.6851771723906,19.610955634496168,34.431236955470034,86.07809238867509
semi,once,19,warm_2_4s,2,40,34.09364793177436,24.085235627316322,64.29614226933275,16.64049187757175,33.58885904338751,83.97214760846877
semi,once,19,long_2_6s,0,40,31.590374664256075,22.51775597587281,59.103010006951806,13.129150738326665,31.140478511408606,77.85119627852151
semi,once,19,long_2_6s,1,40,34.9154210832039,24.776857586874424,64.6851771723906,20.171444632548287,34.42409146100466,86.06022865251167
semi,once,19,long_2_6s,2,40,34.02028690763363,24.085235627316322,64.29614226933275,16.488210657928892,33.539561745686065,83.84890436421516
semi,once,19,full_population,0,40,32.60826828142251,1.0161781652343729,105.20987240287165,14.505631297394494,30.828972166517083,77.0724304162927
semi,once,19,full_population,1,40,36.04140274675135,1.2367957932128983,116.45521958705733,22.318391059298932,34.062880821374435,85.15720205343608
semi,once,19,full_population,2,40,34.99389170063777,1.0629758438963912,109.97785837298571,20.40108018144621,33.080847578999254,82.70211894749814
semi,once,43,warm_2_4s,0,40,30.15157970853429,21.93681884550478,49.8421477138092,11.163522499475516,30.070068359374996,75.17517089843749
semi,once,43,warm_2_4s,1,40,33.333648777814055,24.007036097827225,55.413079133852996,15.599076823837276,33.225078406377804,83.0626960159445
semi,once,43,warm_2_4s,2,40,32.044839890018075,23.27140222729807,53.027765783074855,13.834156711449646,31.94785308837891,79.86963272094728
semi,once,43,long_2_6s,0,40,31.395483366691895,21.93681884550478,52.654185839364615,13.254524844772538,30.92700958251953,77.31752395629883
semi,once,43,long_2_6s,1,40,34.505109697289164,24.007036097827225,59.11391364261465,23.06683086103535,33.97705485342626,84.94263713356565
semi,once,43,long_2_6s,2,40,33.523434578857945,23.27140222729807,58.37154772676699,20.047878126862532,33.02968722714166,82.57421806785415
semi,once,43,full_population,0,40,32.18173372760904,0.5949744756592467,97.7198739336365,15.618609241982744,30.434276520477113,76.08569130119278
semi,once,43,full_population,1,40,35.58746675725564,0.6686040514892152,108.8795579073944,26.239571796269775,33.62678224892911,84.06695562232277
semi,once,43,full_population,2,40,34.56591062671588,0.5985371970703414,105.41993043569644,22.920755441739587,32.65732173336877,81.64330433342192
semi,once,7,warm_2_4s,0,40,33.43544794747924,21.772721168911723,58.14080819544054,14.132527302572498,32.38399619317258,80.95999048293145
semi,once,7,warm_2_4s,1,40,36.66533609711442,24.180236773965454,62.782589858129725,37.397187059395286,35.73057600049554,89.32644000123885
semi,once,7,warm_2_4s,2,40,35.51537625833503,23.285178737237537,60.964439735714635,28.462596217096394,34.43987024932492,86.09967562331231
semi,once,7,long_2_6s,0,40,32.07030712236071,21.028242980548086,58.14080819544054,11.357459783950025,31.381008481148204,78.45252120287051
semi,once,7,long_2_6s,1,40,35.22566962941159,23.218759618707303,62.782589858129725,29.848634726092484,34.56445592362804,86.41113980907011
semi,once,7,long_2_6s,2,40,34.15410882270555,22.180756468615716,60.964439735714635,21.2731546116952,33.42286333954664,83.5571583488666
semi,once,7,full_population,0,40,31.77948338394286,0.9560097212401306,69.14731876132493,14.91398216964345,30.56616412307873,76.41541030769683
semi,once,7,full_population,1,40,35.10128589790368,1.2301104105469034,75.79651849798255,26.5825273780682,33.772504644893864,84.43126161223466
semi,once,7,full_population,2,40,34.08505170389922,1.129829670556576,70.85341919749126,22.967424263343414,32.79884295099672,81.9971073774918
semi,static,19,warm_2_4s,0,40,32.438714073494985,21.535161683139037,60.746164091894435,15.81750719203501,31.481867080310348,78.70466770077587
semi,static,19,warm_2_4s,1,40,35.917092271403455,23.611659543640183,66.57113607064804,22.63286044376566,34.93204934792519,87.33012336981297
semi,static,19,warm_2_4s,2,40,35.00859206227027,23.153494719387826,66.13066568576646,21.529907935145093,33.998140578845494,84.99535144711375
semi,static,19,long_2_6s,0,40,32.029084296407035,21.535161683139037,60.746164091894435,13.36939668280579,31.445091644970052,78.61272911242513
semi,static,19,long_2_6s,1,40,35.40031446719949,23.611659543640183,66.57113607064804,19.67667052639857,34.78495176071106,86.96237940177767
semi,static,19,long_2_6s,2,40,34.49661610258434,23.153494719387826,66.13066568576646,18.271703909721214,33.87559549018489,84.68898872546222
semi,static,19,full_population,0,40,32.314365786713786,1.1510972395110928,107.20687302590326,14.29489113966338,30.870141665822036,77.17535416455509
semi,static,19,full_population,1,40,35.72038125025777,1.2557424431029605,118.19660927546064,21.153058682548036,34.10836893368404,85.2709223342101
semi,static,19,full_population,2,40,34.693286543320674,1.0299291090361675,113.37196970909716,19.157022848334005,33.12502426851244,82.81256067128109
semi,static,43,warm_2_4s,0,40,30.193542243695475,22.430177498034652,50.52757430877683,12.604640601897563,29.73890295263593,74.34725738158983
semi,static,43,warm_2_4s,1,40,33.39255719785342,24.75999148355719,57.336761415527185,17.808888878682286,32.90295687370241,82.257392184256
semi,static,43,warm_2_4s,2,40,32.1293297507947,23.76373825788581,54.732389705401516,15.6765301172941,31.66399860758913,79.15999651897282
semi,static,43,long_2_6s,0,40,31.39547436670843,22.32806712305601,52.450593999636766,13.761429678230412,30.70250671290273,76.75626678225683
semi,static,43,long_2_6s,1,40,34.51284266649887,24.609858407638587,57.336761415527185,18.568995121495853,33.75444997079925,84.38612492699814
semi,static,43,long_2_6s,2,40,33.541900038957245,23.76373825788581,57.3195050057373,17.247520169791176,32.823991901951594,82.059979754879
semi,static,43,full_population,0,40,32.37836993403959,6.223116393337957,98.09879431856695,13.601270861311608,30.859244498880905,77.14811124720227
semi,static,43,full_population,1,40,35.79651283454988,6.995599352929665,109.17339510120856,24.605439109965296,34.09632867179009,85.24082167947522
semi,static,43,full_population,2,40,34.76292557060586,6.828030982809514,105.81507620207528,20.048242658696132,33.11333112750614,82.78332781876534
semi,static,7,warm_2_4s,0,40,33.30567461928865,21.25342516433718,58.67104670725695,14.432135887139259,32.32703513604683,80.81758784011707
semi,static,7,warm_2_4s,1,40,36.58326109967854,23.237177803124986,65.43517053097212,35.17882223228648,35.723966695880115,89.30991673970028
semi,static,7,warm_2_4s,2,40,35.36801665734611,22.235538524871828,63.68478423025796,28.275974458173792,34.41879091463011,86.04697728657527
semi,static,7,long_2_6s,0,40,32.139747464102406,21.012768586065736,58.67104670725695,13.496004027845068,31.51034470417274,78.77586176043184
semi,static,7,long_2_6s,1,40,35.32987641106653,23.228378246978778,65.43517053097212,28.392893239305675,34.73105398384525,86.82763495961314
semi,static,7,long_2_6s,2,40,34.235730076142076,22.154077109436074,63.68478423025796,22.394673659082017,33.599977171101095,83.99994292775276
semi,static,7,full_population,0,40,31.760697501226957,2.1193343366088913,69.14731876132493,13.621870332611628,30.66363730245557,76.65909325613892
semi,static,7,full_population,1,40,35.09681566899363,2.672516519384747,75.79651849798255,25.40998383008907,33.880202601039144,84.70050650259786
semi,static,7,full_population,2,40,34.06392098685719,2.5072802829712244,70.85341919749126,21.59273921710661,32.90343597383865,82.25858993459661
